metesdescriptionlineid	metesdescription	metesdescriptionline	thencepoint	northsouth	degree	eastwest	foot	topoint	curveleftright	curveradiusfoot	curvetangent	manualxchange	manualychange	metesdescriptionlinenotes	curveinternalangle
51676	3935	2	along the proposed Township line the following four courses and distances: 1.) [...] partly along the common boundary between Lot No. 15 of the Subdivision of "Highland Glen" and Lot No. 43 of the Subdivision of "Highland Glen", and partly along the common boundary between Lot No. 41 of the Subdivision of "Highland Glen" and Lot No. 43 of the Subdivision of "Highland Glen"	S	82.171111111111	W	287.66	iron pin (found) marking a corner of the said Lots		\N	0	\N	\N		\N
51677	3935	3	2.) [...] along the common boundary between Lot No. 41 of the Subdivision of "Highland Glen" and Lot No. 43 of the Subdivision of "Highland Glen"	N	25.563888888889	W	333.91	point marking the northwesterly corner of Lot No. 43 of the Subdivision of "Highland Glen" and in line of lands now or formerly of David P. Spencer, Trustee		\N	0	\N	\N		\N
51678	3935	4	3.) [...] along the common boundary between Lot No. 43 of the Subdivision of "Highland Glen", and the lands now or formerly of David P. Spencer, Trustee	S	87.618055555556	E	380.14	point marking the northeasterly corner of Lot No. 43 of the Subdivision of "Highland Glen", and the northwesterly corner of the first mentioned Lot No. 14 of the Subdivision of "Highland Glen"		\N	0	\N	\N		\N
51679	3935	5	4.) [...] along the aforementioned common boundary between Lot No. 15 of the Subdivision of "Highland Glen" and Lot No. 43 of the Subdivision of "Highland Glen"	S	37.431111111111	E	98.87	first mentioned point and place of beginning		\N	0	\N	\N		\N
51680	3722	8	(3)	S	78.9	W	455.4	point		\N	0	\N	\N		\N
51681	3722	9	(4)	S	80.55	W	91	point		\N	0	\N	\N		\N
51682	3722	10	(5)	S	85.65	W	91	point		\N	0	\N	\N		\N
51683	3722	11	(6)	S	87.266666666667	W	230.3	point		\N	0	\N	\N		\N
51684	3722	1	along the Orwigsburg Borough Line and along land of Wilbur Miller	N	13.5	W	878.3	concrete monument on line of lands of Kenneth Reynolds		\N	0	\N	\N		\N
51685	3722	2	along line of lands of Kenneth Reynolds and further along line of thel Orwigsbug Borough and along line of lands of Orwigsburg Borough Albright's Woods Tract	N	75.5	E	1237.2	concrete monument		\N	0	\N	\N		\N
51686	3722	3	along land of Phaon Herb	S	87.5	E	33	concrete monument		\N	0	\N	\N		\N
51687	3722	4	further along land of Phaon Herb	N	77.25	E	515.15	concrete monument		\N	0	\N	\N		\N
51688	3722	5	along line of lands of E. Mac Troutman	S	10.75	E	1020.73	concrete monument on the North right-of-way line of P. D. H., L. R. #53014		\N	0	\N	\N		\N
51689	3722	6	along the North right-of-way line of P. D. H., L. R. , #53014, the following eight (8) courses and distances to the place of beginning: (1)	S	78.466388888889	W	514.9	concrete monument		\N	0	\N	\N		\N
51690	3722	7	(2)	S	77.4	W	112.2	point		\N	0	\N	\N		\N
51691	3722	12	(7)	S	86.05	W	102.5	point		\N	0	\N	\N		\N
51692	3722	13	(8)	S	82.75	W	145.9			\N	0	\N	\N		\N
51693	3941	2	2.		\N		266.86	point of tangency	left	2400	1	\N	\N		\N
51694	3941	3	3.	N	73.766666666667	E	298.75	PK nail		\N	0	\N	\N		\N
51695	3941	4	leaving said Grove Street and extending in a southeasterly direction along property belonging to Wayne E. Herring and Debra A. Herring, his wife [...] passing through a steel pin a distance of Thirteen feet and Fifty-five hundredths of one foot (13.55') from the last described corner	S	11.170833333333	E	198.12	steel pin		\N	0	\N	\N		\N
51696	3941	1	extending in a northeasterly direction in and along the centerline of said Grove Street the Three (3) following courses and distances, viz: 1.	N	80.1375	E	161.25	point of curvature		\N	0	\N	\N	"Eighty degrees" but "60°"	\N
51697	3941	5	continuing in a southeasterly direction along said Herring property	S	9.6708333333333	E	417.45	steel pin in line of property belonging to Blue Mountain School District		\N	0	\N	\N		\N
51698	3941	6	extending in a southwesterly direction along said Blue Mountain School District property	S	76.5	W	879.05	steel pin, a corner of property belonging to Kenneth Reynolds and Martha L. Reynolds		\N	0	\N	\N		\N
51699	3941	7	extending in a northerly direction along said Reynolds property and along property belonging to Donna L. Fecenko [...] passing through a steel pipe a distance of Fourteen feet and Ninety hundredths of one foot (14.90') from the next described corner	N	3.6411111111111	E	641.04	POINT OF BEGINNING		\N	0	\N	\N		\N
51700	1284	1		N	66	W	1086	point at point of curve on said Railroad		\N	0	\N	\N		\N
51701	1284	2	by a curve		\N		1009	point on said railroad between Hikes and Bufflap land	left	\N	0	-713.47074221723	713.47074221723	No radius.	\N
51702	1284	3	along the line between Hikes and Bufflap	N	7.4666666666667	W	725	North side of Ellwood Street		\N	0	\N	\N		\N
51703	1284	4	along the North side of said road and land of W. Schultz	N	78.966666666667	E	275	post on line between Schultz and Hikes		\N	0	\N	\N		\N
51704	1284	5	along said line	N	12.383333333333	W	575	post		\N	0	\N	\N		\N
51705	1284	6	through Hikes Land	N	79	E	1030	iron pin on East side of the North end of State road leading from Pinegrove to Tremont		\N	0	\N	\N		\N
51706	1284	7	through the lands of Philadelphia and Reading Coal and Iron Company, and through the Center of Swatara Creek	S	61	E	1850	point in said Creek		\N	0	\N	\N		\N
51707	1284	8	alon[g] the line between Batforf and Gensemer	N	72	E	650	corner of same		\N	0	\N	\N		\N
51708	1284	9	along the same	N	32	W	1030	point on a public road now called Gensemer Street		\N	0	\N	\N		\N
51709	1284	10	along the North side of said road or street	S	82.5	E	1015	post		\N	0	\N	\N		\N
51710	1284	11	along East side of said street	S	30.616666666667	E	3279	centre of Bear Creek		\N	0	\N	\N		\N
51711	1284	12	along the centre of said Creek	S	18.25	W	220	centre of Swatara Creek		\N	0	\N	\N		\N
51712	1284	13	through the middle of Swatara Creek its several courses and distances southward	S	\N		\N	Southwest corner the southern abutment of the iron railroad bridge over Swatara Creek		\N	0	\N	\N		\N
51713	1284	14	by land of Filbert, Murphy and Church land	N	26.75	W	1748	stake		\N	0	\N	\N		\N
51714	1284	15	by land of Miller, Graeff and Co., Murphy, Hubler and Lebanon and Gratz	N	84.25	E	\N	place of beginning		\N	0	\N	\N	No distance.	\N
51715	1332	1		N	65	E	2640	stone		\N	0	\N	\N		\N
51716	1332	2		S	25	E	6600	stone		\N	0	\N	\N		\N
51717	1332	3		S	65	W	5280	stake		\N	0	\N	\N		\N
51718	1332	4		N	25	W	6600	stake		\N	0	\N	\N		\N
51719	1332	5		N	65	E	2640	place of beginning		\N	0	\N	\N		\N
51720	1452	1	down the centre of the Swatara Creek and the east line of the Borough of Pinegrove	S	5.9666666666667	W	1565.06	point in the centre of the Swatara Creek		\N	0	\N	\N		\N
51721	1452	4	along the line between Dohner's land and Keefer's land	S	78.9	E	360	point on the east side of a fifteen feet wide alley		\N	0	\N	\N		\N
51722	1452	2	still along the centre line of said creek and the east line of the Borough of Pinegrove	S	42.2	W	213	point in the centre of said creek at a corner between Keefer's and Zimmerman's lands		\N	0	\N	\N		\N
51723	1452	3	along the line between Keefer's land and Zimmerman's land	S	82.4	E	346	large oak tree corner between lands of Dohner, Keefer and Zimmerman		\N	0	\N	\N		\N
51724	1452	5	along the east side of said fifteen feet wide alley and other land of Daniel Dohner	N	11	E	746	point on the north side of a public road now called Mill Street, at land of Ellen Fegley		\N	0	\N	\N		\N
51725	1452	6	along the North side of said public road or Mill Street and land of Ellen Fegley	N	80.433333333333	W	96	point on the North side of said road or street		\N	0	\N	\N		\N
51726	1452	7	by other land of Ellen Fegley	N	0.43333333333333	W	1032.2	post corner on line between lands of Ellen Fegley and J. W. Beecher		\N	0	\N	\N		\N
51727	1452	8	along the line between lands of Ellen Fegley and J. W. Beecher	N	83.5	W	433	place of Beginning		\N	0	\N	\N		\N
51728	1243	2	along the center line of said forty (40) feet wide street known as DuBarry Street	S	6.6	W	1230	set cut stone, the intersection of said center line of said forty (40) feet wide street, known as DuBarry Street and a forty (40) feet wide street known as Commerce Street		\N	0	\N	\N		\N
51729	1243	1	along the center line of said forty (40) feet wide street known as Kase St	S	83.4	E	692	set cut stone, the intersection of said forty (40) feet wide street, known as Kase Street and a forty (40) feet wide street known as DuBarry Street		\N	0	\N	\N		\N
51730	1243	3	along the center line of said forty (40) feet wide street known as Commerce Street	N	83.4	W	143.5	set cut stone, the intersection of the center line of said forty (40) feet wide street known as Commerce Street and the aforesaid dividing line between the John Brady and Luke Fidler tracts of land		\N	0	\N	\N		\N
51731	1243	4	along said dividing line between the said John Brady and Luke Fidler tracts of land, also known as the East line of the Borough of Shamokin	N	17.433333333333	W	1346.75	set cut stone, the place of beginning		\N	0	\N	\N		\N
51732	1156	1	in a line	N	18.666666666667	W	510	point in the center line of James Street		\N	0	\N	\N		\N
51733	1156	2	in a westward direction along the center line of James Street	N	84.3	W	1124	point in the center of Washington Street		\N	0	\N	\N		\N
51734	1156	3	in a southern direction along the center line of Washington Street	S	5.5	W	468	point in Packer Street the present Borough line		\N	0	\N	\N		\N
51735	1156	4	in an eastward direction along the Northern Boro line	S	84.3	E	1336	point, the place of beginning		\N	0	\N	\N		\N
51736	1241	1	along the south line of Independence Street	N	88	W	1760	point		\N	0	\N	\N		\N
51737	1241	2		S	2	E	375	point near the center of Water Street		\N	0	\N	\N		\N
51738	1241	3	along said Water Street	S	88	E	465	point near the center of Poplar Street		\N	0	\N	\N		\N
51739	1241	4	along said Poplar Street	S	2	E	162	point, said point being the North line of Arch Street		\N	0	\N	\N		\N
51740	1241	5	along said North line of Arch Street	S	88	E	588	point		\N	0	\N	\N		\N
51741	1241	6		N	2	E	175	point in the North line of Water Street		\N	0	\N	\N		\N
51742	1241	7	along said North line of Water Street	S	88	E	210	south-east corner of Oak and Water Streets		\N	0	\N	\N		\N
51743	1241	8		N	50.966666666667	E	230.5	point, said point being in the South line of Walnut Street		\N	0	\N	\N		\N
51744	1241	9	along said South line of Walnut Street	S	88.5	E	126.3	South-west corner of Walnut and Owl Streets		\N	0	\N	\N		\N
51745	1241	10	along the West line of Owl Street	S	2	W	225	point		\N	0	\N	\N		\N
51746	1241	11		S	55.366666666667	W	850	point		\N	0	\N	\N		\N
51747	1241	12		N	88	W	414	point near the center of Poplar Street		\N	0	\N	\N		\N
51748	1241	13	along a line near the center of Poplar Street	S	2	W	1551	point on the North line of State Street		\N	0	\N	\N		\N
51749	1241	14		S	88	E	1311.2	point in the West line of the Borough of Shamokin		\N	0	\N	\N		\N
51750	1241	15	along the west line of the Borough of Shamokin	N	1.65	E	2406.53	place of beginning		\N	0	\N	\N		\N
51751	1242	3		N	27.15	W	1444.3	point		\N	0	\N	\N	No N/S.	\N
51752	1242	4		N	59.066666666667	W	1565.04	point		\N	0	\N	\N		\N
51753	1242	5		N	1.5833333333333	E	640.2	North-west corner of said Thomas Hamilton tract		\N	0	\N	\N		\N
51754	1242	8	along the West line of Cedar Street	N	2.3333333333333	E	39.1	point		\N	0	\N	\N		\N
51755	1242	1	along said line of Borough	S	1.65	W	137.5	southeast corner of the Thomas Hamilton tract		\N	0	\N	\N		\N
51756	1242	2	along the south line of said Thomas Hamilton tract	N	88.333333333333	W	3757.42	southeast corner		\N	0	\N	\N		\N
51757	1242	6		N	1.8666666666667	E	20	point		\N	0	\N	\N		\N
51758	1242	7		S	87.95	E	3716.6	point, said point being the West line of Cedar Street		\N	0	\N	\N		\N
51759	1242	9		S	87.95	E	2869.9	point		\N	0	\N	\N		\N
51760	1242	10		S	1.65	W	144.6	point in the South line of Independence Street		\N	0	\N	\N		\N
51761	1242	11	along the South line of Independence	N	88	W	1575	point		\N	0	\N	\N		\N
51762	1242	12		S	2	E	375	point near the center of Water Street		\N	0	\N	\N		\N
51763	1242	13	along the said Wwater	S	88	E	465	point near the center of Poplar Street		\N	0	\N	\N		\N
51764	1242	14	along the said Poplar Street	S	2	E	162	point, said point being the North line of Arch Street		\N	0	\N	\N		\N
51765	1242	15	along the said North line of Arch Street	S	88	E	588	point		\N	0	\N	\N		\N
51766	1242	16		N	2	E	175	point in the North line of Water Street		\N	0	\N	\N		\N
51767	1242	17	along said North line of Water Street	S	88	E	210	South-east corner of Oak and Water Streets		\N	0	\N	\N		\N
51768	1242	18		N	50.966666666667	E	230.5	point, said point being on the South line of Walnut Street		\N	0	\N	\N		\N
51769	1242	19	along the said South line of Walnut Street	S	88.5	E	126.3	southwest corner of Walnut and Oak Streets		\N	0	\N	\N		\N
51770	1242	20	along the west line of Owl Street	S	2	W	225	point		\N	0	\N	\N		\N
51771	1242	21		S	55.366666666667	W	850	point		\N	0	\N	\N		\N
51772	1242	22		N	88	W	414	point near the center of Poplar Street		\N	0	\N	\N		\N
51773	1242	23	along a line near the center of Poplar Street	S	2	W	1551	point in North line of State Street		\N	0	\N	\N		\N
51774	1242	24	along said North line of State Street	S	88	E	1311.2	point in the West line of the Borough of Shamokin, this point being the place of beginning		\N	0	\N	\N		\N
51775	1240	10		S	89	E	1730	place of beginning		\N	0	\N	\N		\N
51776	1240	8		N	58	E	575	point		\N	0	\N	\N		\N
51777	1240	1	along the Eastern line of Gold Street	S	1	W	770	Southern line of Monroe Street		\N	0	\N	\N		\N
51778	1240	2	along the Southern line of Monroe Street	N	89	W	685	point		\N	0	\N	\N		\N
51779	1240	3		S	40.25	W	170	point		\N	0	\N	\N		\N
51780	1240	4		S	58	W	750	point		\N	0	\N	\N		\N
51781	1240	5		N	32	W	190	point		\N	0	\N	\N	No E/W.	\N
51782	1240	6		N	58	E	90	point		\N	0	\N	\N		\N
51783	1240	7		N	32	W	210	point		\N	0	\N	\N		\N
51784	1240	9		N	40.25	E	790	point in the Southern Borough line		\N	0	\N	\N		\N
51785	1239	1		S	22	E	281.5	point		\N	0	\N	\N		\N
51786	1239	2		N	68	E	210	point		\N	0	\N	\N		\N
51787	1239	3		S	22	E	125	point		\N	0	\N	\N		\N
51788	1239	4		N	68	E	100	point, at Creek		\N	0	\N	\N		\N
51789	1239	5	along Creek	N	22	W	280	point		\N	0	\N	\N		\N
51790	1239	6		S	89	E	360	place of beginning		\N	0	\N	\N		\N
51791	639	5		N	7.1666666666667	W	3067	stones		\N	0	\N	\N		\N
51792	639	6		N	79.066666666667	E	1076.5	place of beginning		\N	0	\N	\N		\N
51793	639	1		S	31.35	E	3175	stone		\N	0	\N	\N		\N
51794	639	2		N	58.15	E	269.25	stone		\N	0	\N	\N		\N
51795	639	3		S	32.25	E	274	stones		\N	0	\N	\N		\N
51796	639	4		S	80.633333333333	W	2733	front on Philadelphia and Reading Railroad		\N	0	\N	\N		\N
51797	1076	1		S	7	E	1640	point		\N	0	\N	\N		\N
51798	1076	2	by a course at right angles with the last mentioned course	S	83	W	5380	point, (which line is parallel to the Mount Carmel Borough streets running East and West)		\N	0	\N	\N		\N
51799	1076	3	by a course at right angles with the last mentioned course	N	7	W	400	set stone monument located in the middle of the Philadelphia & Reading Railroad Track (which stone now marks the extreme Southwestern point of the Mount Carmel Borough limits, and which stone is also 330 feet West of the West building line of Willow Street and 225 feet South of the South building line of Seventh Street in Mount Carmel Borough; last mentioned course is also the true extension in a southerly direction of the present boundary line in Mount Carmel Borough)		\N	0	\N	\N		\N
51800	747	1	through the middle of "Gut" the following courses and distances	N	59	E	202.5	set stake		\N	0	\N	\N		\N
51801	747	2		N	65.3	E	161.5	set stake		\N	0	\N	\N		\N
51802	747	3		N	50	E	300	set Iron bolt, 7 1/2 feet long		\N	0	\N	\N		\N
51803	747	4		N	40.083333333333	E	293	set stake		\N	0	\N	\N		\N
51804	747	5		N	26.75	E	530	middle point of Box Culvert crossing Walnut St. marks cut on Head Stone and casing of Wall		\N	0	\N	\N		\N
51805	747	6	through middle of said Box Culvert	N	25.25	E	60	middle point of said Box Culvert at north end thereof, marks cut on Head Stone and on casing of Wall		\N	0	\N	\N		\N
51806	747	7		N	20.75	E	400	Iron bolt 7 1/2 ft long		\N	0	\N	\N		\N
51807	747	8		N	2	W	415	Keystone in Arch of N.C.R.R. Bridge, this line passes under Reading Railroad tracks diagonally, but nearly midway between the abutments		\N	0	\N	\N		\N
51808	747	9	through middle of Arch of Railroad Bridge	N	28.5	E	37.5	Keystone in Arch at north end of Bridge		\N	0	\N	\N		\N
51809	747	10		N	1.75	E	277	mid-point of Box Culvert crossing Chestnut St, marks on Headstone and casing of Wall		\N	0	\N	\N		\N
51810	747	11	through middle of said Box Culvert	N	6	E	49.5	middle point of said Box Culvert, at the north end thereof, marks on Head Stone and on casing of Wall		\N	0	\N	\N		\N
51811	747	12		N	3.25	E	536	middle point of Box Culvert crossing Market St. marks on head stone and on casing of Wall		\N	0	\N	\N		\N
51812	747	13	through middle of said Culvert	N	1.5	E	97	middle point of said Box Culvert at north end thereof, marks on head stone and on casing of Wall		\N	0	\N	\N		\N
51813	747	14		N	7.5833333333333	W	273	set iron Bolt 7 1/2 ft long		\N	0	\N	\N		\N
51814	747	15		N	5.5	W	874	middle point of Box Culvert put in by individuals or property owners		\N	0	\N	\N	374? feet	\N
51815	747	16	through middle of said Box Culvert	N	3.75	W	146.5	middle point of said Box Culvert		\N	0	\N	\N		\N
51816	747	17	through middle of same	N	14.25	E	155	middle point of said Box Culvert		\N	0	\N	\N		\N
51817	747	18	through middle of same and passing through middle of Box Culvert crossing Race St and through middle of Box Culvert passing under "The Horn"	N	27	E	855	middle point of Box Culvert passing under "The Horn" at north end of said Culvert mark on head stone of said Culvert, at north end thereof		\N	0	\N	\N		\N
51818	747	19	through middle of Line Street Box Culvert	N	48	E	185	set iron bolt 7 1/2 ft long		\N	0	\N	\N		\N
51819	747	20		N	50	E	200	stake		\N	0	\N	\N		\N
51820	747	21		N	71	E	150	Iron bolt 7 1/2 ft long		\N	0	\N	\N		\N
51821	747	22		N	58.5	E	167	middle point of Box Culvert crossing Reagan St. mark on Head Stone of said Box Culvert		\N	0	\N	\N		\N
51822	747	23	passing through middle of said Box Culvert	N	52.166666666667	E	160	set stone		\N	0	\N	\N		\N
51823	747	24		N	44.083333333333	E	400	stake		\N	0	\N	\N		\N
51824	747	25		N	35.75	E	190	Iron Bolt (29 1/2  ft S.W. of end of Moesc[h]lins 2 ft terra cotta sewer pipe		\N	0	\N	\N		\N
51825	747	26	passing through middle of D and A Moeschlin's 2 ft sewer pipe and through middle of Box Culvert crossing Packer St	N	25	E	550	stake		\N	0	\N	\N		\N
51826	747	27		N	18.5	E	317.5	Iron bolt 5 ft long		\N	0	\N	\N		\N
51827	747	28		N	5	E	351	point in middle of said stream "The Gut" said point being in Northern line of Boro of East Sunb[ury] and 20 ft from a set stone on East Bank of "The Gut" and in north line of Boro of East Sunbury. The whole length of line between the Boroughs as surveyed and marked being 1 48/100 Miles.		\N	0	\N	\N		\N
51828	871	1		S	29	W	2046	Hickory stump, corner of Hepburn + Hogland, Hickory Co. about 1 5/10 south of the side of the Twiley Road and West of William Henningers Residence formerly Jacob Wagners land		\N	0	\N	\N		\N
51829	871	2	along said Jacob Wagners land	S	17	W	6831	Township line between Upper Mahanoy and Cameron Townships leaving the farm of Jacob Wagner to the East		\N	0	\N	\N		\N
51830	775	6		N	1.75	W	417.4	corner		\N	0	\N	\N		\N
51831	775	1	along the Easter line of said Borough	N	3	E	769.5	corner		\N	0	\N	\N		\N
51832	775	2		N	83.5	E	459.8	corner		\N	0	\N	\N		\N
51833	775	3		N	4.5	E	655	corner		\N	0	\N	\N		\N
51834	775	4		N	1	E	575.5	corner		\N	0	\N	\N	No E/W.	\N
51835	775	5		N	3	E	531.3	corner		\N	0	\N	\N		\N
51836	775	7		N	84.75	E	91	corner		\N	0	\N	\N		\N
51837	775	8		N	4.75	E	763.6	corner		\N	0	\N	\N		\N
51838	775	9		N	63.75	E	410.5	corner		\N	0	\N	\N		\N
51839	775	10		N	6.25	W	1835.5	corner		\N	0	\N	\N		\N
51840	775	11		N	83.75	E	955.5	corner		\N	0	\N	\N		\N
51841	775	12		S	9.5	E	1140	corner		\N	0	\N	\N		\N
51842	775	13		S	15	E	1780	corner		\N	0	\N	\N		\N
51843	775	14		S	67	W	820.8	corner		\N	0	\N	\N		\N
51844	775	15		S	84	W	587	corner		\N	0	\N	\N		\N
51845	775	16		S	4	W	2402.5	corner		\N	0	\N	\N		\N
51846	775	17		S	86.5	W	991	corner and place of beginning		\N	0	\N	\N		\N
51847	776	1		S	64.5	W	385	corner		\N	0	\N	\N		\N
51848	776	2		S	83	W	1089	corner		\N	0	\N	\N		\N
51849	776	3		S	83.75	W	588	corner		\N	0	\N	\N		\N
51850	776	4		N	6.5	W	1559	corner		\N	0	\N	\N		\N
51851	776	6		N	1.5	W	1494	corner		\N	0	\N	\N		\N
51852	776	7		S	67.25	E	1027.5	corner in the western boundary line of the said Borough		\N	0	\N	\N		\N
51853	776	8	following the present Western boundary line of the said Borough	S	1.5	W	2429	corner and the place of beginning		\N	0	\N	\N		\N
51854	776	5		N	85.5	E	1193	corner		\N	0	\N	\N		\N
51855	63	1		S	87.5	E	320.1	post		\N	0	\N	\N		\N
51856	63	2	still by the said lot of John Riebsam	S	1	E	389.4	post, a corner of a lot of John M'Cleery		\N	0	\N	\N		\N
51857	63	3	by the same and land of Isaac Walton	N	83	E	364.65	post corner		\N	0	\N	\N		\N
51858	63	4	by the same and over lands of Isaac Brunner, Joshua W. Alder, and Abel Edwards	S	1	E	3493.05	post, in a line of land of Abel Edwards, and the heirs of William Wood, deceased		\N	0	\N	\N		\N
51859	63	5	along the line of the same	S	79	W	359.7	post, a corner of land of the heirs of William Wood, deceased		\N	0	\N	\N		\N
51860	63	6	by the same	S	1	E	483.45	post on land of the same		\N	0	\N	\N		\N
51861	63	7	crossing the Main street or road leading through said borough, and on a line between land of Joshua W. Alder, and Abel Edwards	S	79	W	881.1	corner of the same		\N	0	\N	\N		\N
51862	63	8	on a line between lands of William Watson, and Abel Edwards, and James Turner, and Amos Heacock	N	1	W	1155	post		\N	0	\N	\N		\N
51863	63	9		S	82.5	W	92.4	pitch pine corner		\N	0	\N	\N		\N
51864	63	10		N	6	W	3415.5	corner of lands of Ezekiel Walton, and land of the heirs of William M'Carty, deceased		\N	0	\N	\N		\N
51865	63	12	along the middle of the said street or road	S	1	E	33	beginning		\N	0	\N	\N		\N
51866	63	11	by the line of Ezekiel Walton, and passing over land of the heirs of William M'Carty, deceased	N	84.5	E	1105.5	middle of the Main street, or road leading through said borough		\N	0	\N	\N	Originally SW.	\N
51867	86	4		N	89.75	E	425.7	middle of the main street leading through said borough		\N	0	\N	\N		\N
51868	86	1	on the line of the same	S	84.5	E	363	stone corner of Ezekiel Walton		\N	0	\N	\N		\N
51869	86	2	by the line of John M'Carty	N	89.75	E	316.8	corner of Charles Egens'		\N	0	\N	\N		\N
51870	86	3	by same	N	1	W	232.65	corner of said Egens' and Robert Risk		\N	0	\N	\N		\N
51871	86	5	on line of Robert Risk and William A. Petriken	S	87.5	E	363	corner of said Petriken, Risk, Isaac Walton, and George Roberts		\N	0	\N	\N		\N
51872	86	6	on the line of said Roberts and Isaac Walton	N	80.5	E	491.7	corner of Isaac Waltons' and Roberts, in line of land of William C. Ellis		\N	0	\N	\N		\N
51873	86	7	on line of said Roberts and Ellis	S	10	E	759	middle of the road leading to the Muncy mills		\N	0	\N	\N		\N
51874	86	8	along the middle of the said road	S	59.5	W	384.45	corner of George Roberts, in the present borough line		\N	0	\N	\N		\N
51875	637	1	along the line of said lands and of lands of J. P. Fowler, William Pratt, Joseph Saeger and Levi Houston	N	30	W	4270.2			\N	0	\N	\N		\N
51876	637	2	along lands of Levi Houston, L. C. Kinsey, R. Haines, G. Staid, John Jognson, and Annie Hales	N	83.5	E	3234			\N	0	\N	\N		\N
51877	637	4	along lands of C. Odell, P. Andrews, B. F. Bards, Thomas Hales, W. Stewart, E. Straub, D. Kline and Annie Griggs	N	75	E	1892.55			\N	0	\N	\N		\N
51878	637	5	along land of Annie Griggs	N	6.5	W	28.05			\N	0	\N	\N		\N
51879	637	7		S	13	E	313.5			\N	0	\N	\N		\N
51880	637	8		N	80	E	374.55			\N	0	\N	\N		\N
51881	637	10		N	6.25	E	1551	stone		\N	0	\N	\N		\N
51882	637	11		S	32.75	E	660			\N	0	\N	\N		\N
51883	637	12		S	18.5	E	999.9	stone		\N	0	\N	\N		\N
51884	637	13	along the West Branch of the Susquehanna River	S	70.75	W	1920.6			\N	0	\N	\N		\N
51885	637	3	along lands of Annie Kales	S	61	E	331.65			\N	0	\N	\N		\N
51886	637	9	along lands of William Thomas	S	14.75	E	402.6			\N	0	\N	\N		\N
51887	637	14		S	64.25	W	1942.05			\N	0	\N	\N		\N
51888	637	15		S	62.5	W	2725.8			\N	0	\N	\N		\N
51889	637	16		S	54.25	E	297	said elm tree to the place of beginning		\N	0	\N	\N		\N
51890	637	6		S	3.5	E	361.35			\N	0	\N	\N		\N
51891	638	1	along the southerly side of said public road and along the lands of the said William Thomas	S	75.25	W	231			\N	0	\N	\N		\N
51892	638	2	by the same	S	65.5	W	320.925			\N	0	\N	\N		\N
51893	638	3	by the same	S	58.5	W	429			\N	0	\N	\N		\N
51894	638	4	by the same	S	53.5	W	663.3	line of land formerly of Barber and Henderson, and now to corner of land of John Johnson		\N	0	\N	\N		\N
51895	638	5	on the line between lands of the said John Johnson and lands of the said William Thomas, and crossing the right of way of the Philadelphia + Erie Railroad and the Right of Way of the Catawissa Extension of the Philadelphia and Reading Railroad, and continuing on the line between lands of [blank] Shry and lands of the said William Thomas and on the line between lands of Israel Wagner and the lands of the said William Thomas	S	8	E	1113.75	stone		\N	0	\N	\N		\N
51896	638	6	on line between lands of the said Israel Wagner and lands of the said William Thomas, and on line between lands of John Knorr and lands of the said William Thomas	S	21.25	E	95.7	West Branch of the Susquehanna River and intersecting at said point the line of said Borough running westerly along said river		\N	0	\N	\N		\N
51897	709	1	along said "Lawshe" run, and the boundary line of said Borough	S	72.916666666667	E	55.5	point		\N	0	\N	\N		\N
51898	709	2	leaving Alleghany Street and along said boundary line	S	8.5333333333333	W	139.2			\N	0	\N	\N		\N
51899	709	3	along same boundary line	S	15.866666666667	W	337.8	point		\N	0	\N	\N		\N
51900	709	4	along same boundar y line	S	6.6333333333333	W	529.3			\N	0	\N	\N		\N
51901	709	5	along same boundary line	S	16.1	W	462.3	point		\N	0	\N	\N		\N
51902	709	7	along said boundary line	S	12.766666666667	W	1001			\N	0	\N	\N		\N
51903	709	8	leaving said Borough line and following the South side of said Cemetery Street	N	82.966666666667	W	1007	point in Public lane between land of C. J. Garverich and Homes property the Jacob Pfouts farm		\N	0	\N	\N		\N
51904	709	10		N	87.25	W	436.2	point on corner of public road leading to Samuel Bardo and to the Public road toward the Junction at Elbon		\N	0	\N	\N		\N
51905	709	11	along South side of said road to Bardo	S	68.033333333333	W	945.1	point		\N	0	\N	\N		\N
51906	709	12	leaving said road	S	78.5	W	2211			\N	0	\N	\N		\N
51907	709	13		N	47	W	829.5			\N	0	\N	\N		\N
51908	709	14		N	37.25	E	188.3			\N	0	\N	\N		\N
51909	709	15		N	32.4	E	541.2	post		\N	0	\N	\N		\N
51910	709	16		N	7.6333333333333	W	926.2	point in the center of the Pine Creek division of the Jersey Shore, Buffalo, and Pine Creek Railway		\N	0	\N	\N		\N
51911	709	17	along the center of said Railroad tract	N	77.933333333333	E	1355.2			\N	0	\N	\N		\N
51912	709	18		N	12.066666666667	W	753.2	post		\N	0	\N	\N		\N
51913	709	19		N	77.933333333333	E	5883	post		\N	0	\N	\N		\N
51914	709	20	crossing "Bubb's Lane" and along the North side of street the boundary line of said Borough of Jersey Shore	S	19.466666666667	W	1530.3	place of beginning		\N	0	\N	\N		\N
51915	709	9		N	82.316666666667	W	1438			\N	0	\N	\N		\N
51916	709	6	along same boundary line	S	81.5	E	1174	point		\N	0	\N	\N	Changed to E per plan.	\N
51917	1600	5		N	52.5	E	110	point		\N	0	1e-13	1e-13		\N
51918	1600	6		N	37.5	W	430	point		\N	0	1e-13	1e-13		\N
51919	1600	3		N	35.5	E	805	point		\N	0	1e-13	1e-13		\N
