recordingeventid	event	recording	recordingeventrelationship	recordingeventinclude
2099	8123	2354	reference*	\N
2100	8123	2353	reference*	\N
2101	8144	2097	indirect	\N
2102	8144	2096	indirect	\N
2103	8144	2095	indirect	\N
2104	8147	908	reference*	\N
2105	8147	907	reference*	\N
2106	8147	906	reference*	\N
2107	8147	905	reference*	\N
2108	8147	902	direct	t
2109	8147	895	reference*	\N
2110	8153	2196	direct	t
2111	8162	892	include	\N
2112	8164	334	direct	t
2113	8164	219	reference*	\N
2114	8181	1452	direct	t
2115	8187	1874	reference*	\N
2116	8192	1050	direct	t
2117	8199	2164	direct	t
2118	8200	2026	direct	t
2119	8202	2448	reference*	\N
2120	8202	2522	reference*	\N
2121	8208	2135	direct	t
2122	8209	1039	direct	t
2123	8210	1074	direct	t
2124	8213	1207	direct	t
2125	8218	173	direct	t
2126	8223	1415	direct	t
2127	8224	1434	direct	t
2128	8229	1688	direct	t
2129	8236	1193	reference*	\N
2130	8240	1915	direct	t
2131	8242	2375	direct	t
2132	8242	2318	direct	t
2133	8247	2520	direct	t
2134	8254	188	direct	t
2135	8255	2517	direct	t
2136	8269	2098	reference*	\N
2137	8277	811	direct	t
2138	8278	1585	direct	t
2139	8328	1455	reference*	\N
2140	8334	940	reference*	\N
2141	8351	2203	reference*	\N
2142	8351	2202	reference*	\N
2143	8351	2201	reference*	\N
2144	8351	2193	reference*	\N
2145	8352	2206	reference*	\N
2146	8352	2205	reference*	\N
2147	8352	2204	reference*	\N
2148	8392	2369	direct	t
2149	8393	2370	direct	t
2150	8410	189	direct	t
2151	8411	1720	direct	t
2152	8414	179	direct	t
2153	8449	335	direct	t
2154	8449	318	reference*	\N
2155	8449	249	direct	t
2156	8464	652	reference*	\N
2157	8472	1192	direct	t
2158	8472	1188	direct	t
2159	8477	2040	direct	t
2160	8477	2039	direct	t
2161	8487	1208	reference*	\N
2162	8490	1390	reference*	\N
2163	8497	1344	reference*	\N
2164	8500	1347	reference*	\N
2165	8500	1334	reference*	\N
2166	8503	1470	direct	t
2167	8508	2290	direct	t
2168	8510	2344	reference*	\N
2169	8513	1009	direct	t
2170	8518	1234	reference*	\N
2171	8521	990	reference*	\N
2172	8521	989	reference*	\N
2173	8521	988	reference*	\N
2174	8535	1419	direct	t
2175	8544	469	reference*	\N
2176	8546	1651	reference	f
2177	8546	1650	reference	f
2178	8546	1649	reference	f
2179	8546	1648	reference	f
2180	8546	1647	reference	f
2181	8546	1646	reference	f
2182	8546	1645	reference	f
2183	8546	1644	reference	f
2184	8546	1643	reference	f
2185	8546	1642	reference	f
2186	8546	1641	reference	f
2187	8546	1640	reference	f
2188	8546	1639	reference	f
2189	8546	1638	reference	f
2190	8546	1637	reference	f
2191	8546	1636	reference	f
2192	8546	1635	reference	f
2193	8546	1634	reference	f
2194	8546	1633	direct	t
2195	8546	1632	reference	f
2196	8546	1627	reference	f
2197	8546	1602	reference	f
2198	8566	889	reference	f
2199	8567	1203	include	t
2200	8567	1202	reference	f
2201	8572	887	indirect	\N
2202	8581	1097	reference*	\N
2203	8584	1908	reference*	\N
2204	8591	631	reference	f
2205	8594	2055	reference*	\N
2206	8595	2433	reference*	\N
2207	8595	2351	reference*	\N
2208	8595	2350	reference*	\N
2209	8595	2349	reference*	\N
2210	8595	2348	direct	t
2211	8598	634	reference*	\N
2212	8598	633	reference*	\N
2213	8598	632	reference*	\N
2214	8598	629	reference*	\N
2216	8619	1903	reference*	\N
2217	8626	1237	reference*	\N
2218	8626	1236	reference*	\N
2219	8627	2519	direct	t
2220	8630	1035	reference*	\N
2221	8631	875	direct	t
2222	8635	1538	direct	t
2223	8637	768	direct	t
2224	8637	767	direct	t
2225	8638	876	direct	t
2226	8638	843	direct	t
2227	8639	2046	direct	t
2230	8666	1015	direct	t
2231	8666	1014	direct	t
2232	8670	1550	direct	t
2233	8688	1959	direct	t
2234	8711	2105	direct	t
2235	8711	2104	direct	t
2236	8713	2087	direct	t
2237	8713	2086	direct	t
2238	8715	2521	direct	t
2239	8740	330	direct	t
2240	8743	810	include	t
2241	8745	1624	reference*	\N
2242	8745	1619	reference*	\N
2243	8745	1618	reference*	\N
2244	8745	1617	reference*	\N
2245	8745	1616	indirect	\N
2246	8745	1583	reference*	\N
2247	8745	1582	reference*	\N
2248	8749	1566	direct	t
2249	8750	1622	reference*	\N
2250	8750	1621	reference*	\N
2251	8750	1620	reference*	\N
2252	8750	1615	indirect	\N
2253	8750	1614	indirect	\N
2254	8750	1613	indirect	\N
2255	8750	1612	indirect	\N
2256	8750	1599	reference*	\N
2257	8750	1598	reference*	\N
2258	8750	1597	reference*	\N
2259	8750	1581	reference*	\N
2260	8750	1578	reference*	\N
2261	8750	1568	reference*	\N
2262	8751	2173	reference*	\N
2263	8753	1051	direct	t
2264	8754	2282	indirect	\N
2265	8754	2281	indirect	\N
2266	8754	2280	indirect	\N
2267	8754	2279	indirect	\N
2268	8754	2247	indirect	\N
2269	8754	2246	indirect	\N
2270	8754	2245	indirect	\N
2271	8754	2244	indirect	\N
2272	8754	2243	indirect	\N
2273	8758	198	direct	t
2274	8759	1023	direct	t
2275	8760	1205	direct	t
2276	8761	1209	direct	t
2277	8762	1418	direct	t
2278	8764	1912	direct	t
2279	8767	317	reference*	\N
2280	8767	316	reference*	\N
2281	8800	1711	reference*	\N
2282	8800	1705	reference*	\N
2283	8836	665	reference*	\N
2284	8846	1030	reference*	\N
2285	8875	1531	reference	\N
2286	6456	2275	reference	\N
2287	8895	508	reference*	\N
2288	8996	1197	reference	f
2289	8996	1196	reference	f
2290	9028	1230	reference*	\N
2291	9028	1229	reference*	\N
2292	9028	1228	reference*	\N
2293	9034	515	reference*	\N
2294	9034	514	reference*	\N
2295	9054	1972	reference*	\N
2296	9088	333	reference*	\N
2297	9091	1342	reference*	\N
2298	9092	1344	reference*	\N
2299	9092	1343	reference*	\N
2300	9094	1344	reference*	\N
2301	9096	1346	reference*	\N
2302	9096	1332	reference*	\N
2303	9096	1331	reference*	\N
2304	9100	1259	reference*	\N
2305	9100	1255	reference*	\N
2306	9100	1254	reference*	\N
2307	9100	1253	reference*	\N
2308	9100	1252	reference*	\N
2309	9100	1251	reference*	\N
2310	9100	1250	reference*	\N
2311	9100	1249	reference*	\N
2312	9100	1248	reference*	\N
2313	9100	1247	reference*	\N
2314	9100	1238	reference*	\N
2315	9100	1235	reference*	\N
2316	9107	638	reference*	\N
2317	9114	37	reference*	\N
2318	9114	1355	direct	t
2319	9131	586	reference*	\N
2320	9164	1876	reference*	\N
2321	9164	1863	reference*	\N
2322	9164	1862	reference*	\N
2323	9164	1861	reference*	\N
2324	9233	2322	reference*	\N
2325	9320	2054	reference*	\N
2326	9378	2176	reference*	\N
2327	9391	1407	direct	t
2328	9463	499	reference*	\N
2329	9463	493	reference*	\N
2330	9463	492	reference*	\N
2331	9463	461	reference*	\N
2332	9463	238	reference*	\N
2333	9495	735	reference*	\N
2334	9501	2494	reference*	\N
2336	9544	526	direct	t
2337	643	525	direct	t
2338	9547	764	reference*	\N
2339	9547	763	reference*	\N
2340	9547	732	reference*	\N
2341	9547	728	reference*	\N
2342	9551	733	reference*	\N
2343	9555	2449	reference*	\N
2344	9567	2431	reference*	\N
2345	9571	524	direct	t
2346	9571	523	direct	t
2347	9571	522	direct	t
2348	9571	521	direct	t
2349	9571	520	direct	t
2350	9603	519	direct	t
2351	9604	225	direct	t
2352	9658	2226	reference*	\N
2353	9659	2227	reference*	\N
2354	9662	2227	reference*	\N
2356	9698	1759	reference*	\N
2357	9698	1754	reference*	\N
2358	9699	1753	reference*	\N
2359	9700	1752	reference*	\N
2360	9813	3525	direct	t
2361	9862	3845	direct	t
2362	9867	3844	direct	t
2363	9927	2621	direct	t
2364	10034	3193	reference*	\N
2365	10362	3297	direct	t
2366	10403	3851	direct	t
2367	10404	3849	direct	t
2368	10420	3575	direct	t
2369	10407	3307	direct	t
2370	10411	3312	direct	t
2371	10419	3741	reference*	\N
2372	10419	3740	reference*	\N
2373	10421	3519	direct	t
2374	10429	3315	direct	t
2375	10443	3748	reference*	\N
2376	10445	2604	reference*	\N
2377	10448	3550	direct	t
2378	10455	3356	direct	t
2379	10475	3301	direct	t
2380	10483	3290	direct	t
2381	10488	3295	direct	t
2382	10489	3305	direct	t
2383	10491	3898	reference*	\N
2384	10494	3747	reference*	\N
2385	10502	3505	reference*	\N
2386	10502	3468	direct	t
2387	10503	3854	direct	t
2388	10509	3298	direct	t
2389	10513	3852	direct	t
2390	10513	3841	direct	t
2391	10516	3286	direct	t
2392	10517	3294	direct	t
2393	10521	3853	direct	t
2394	10524	3520	direct	t
2395	10530	3564	direct	t
2396	10530	3573	reference*	\N
2397	10530	3566	reference*	\N
2398	10535	3302	direct	t
2399	10535	3285	reference*	\N
2400	10552	2605	reference*	\N
2401	10554	3296	direct	t
2402	10556	3578	reference*	\N
2403	10556	3567	direct	t
2404	10556	3576	direct	t
2405	10556	3577	reference*	\N
2406	10560	3735	reference*	\N
2407	10561	2792	reference*	\N
2408	10563	3901	reference*	\N
2409	10564	3161	direct	t
2410	10582	3303	direct	t
2411	10587	3568	direct	t
2412	10587	3580	reference*	\N
2413	10587	3542	reference*	\N
2414	10587	3579	direct	t
2415	10590	3062	direct	t
2416	10606	3517	direct	t
2417	10615	3469	direct	t
2418	10615	3494	direct	t
2419	10615	3493	direct	t
2420	10615	3470	direct	t
2421	10622	3518	direct	t
2422	10632	3745	reference*	\N
2423	10636	3787	direct	t
2424	10636	3786	direct	t
2425	10642	3275	reference*	\N
2426	10642	3276	reference*	\N
2427	10642	3274	reference*	\N
2428	10645	3886	reference	\N
2429	10648	3124	direct	t
2430	10649	3744	reference*	\N
2431	10650	3569	direct	t
2432	10650	3581	reference*	\N
2433	10651	3274	reference*	\N
2434	10662	3611	reference*	\N
2435	10662	3610	reference*	\N
2436	10665	3855	direct	t
2437	10665	3188	direct	t
2438	10667	3497	direct	t
2439	10667	3496	direct	t
2440	10667	3498	direct	t
2441	10687	3405	direct	t
2442	10687	3401	direct	t
2443	10687	3422	direct	t
2444	10704	3186	direct	t
2445	10704	3311	direct	t
2446	10712	3406	direct	t
2447	10735	3284	reference*	\N
2448	10739	3308	direct	t
2449	10744	3522	direct	t
2450	10749	3739	reference*	\N
2451	10749	3738	reference*	\N
2452	10749	3737	reference*	\N
2453	10754	2695	unknown	\N
2454	10760	3624	reference*	\N
2455	10760	3623	reference*	\N
2456	10762	2550	unknown	\N
2457	10762	3597	reference*	\N
2458	10764	3523	direct	t
2459	10768	3194	direct	t
2460	10768	3565	direct	t
2461	10769	3623	reference*	\N
2462	10777	3283	reference*	\N
2463	10777	3282	reference*	\N
2464	10789	3500	direct	t
2465	10789	3499	direct	t
2466	10789	3501	direct	t
2467	10796	3788	direct	t
2468	10796	3785	direct	t
2469	10800	3746	reference*	\N
2470	10812	3836	direct	t
2471	10814	3338	direct	t
2472	10814	3077	direct	t
2473	10816	3012	direct	t
2474	10820	3622	reference*	\N
2475	10820	3631	reference*	\N
2476	10821	3011	direct	t
2477	10824	3330	direct	t
2478	10824	3329	direct	t
2479	10824	3328	direct	t
2480	10824	3326	direct	t
2481	10824	3327	direct	t
2482	10830	2870	direct	t
2483	10841	2877	direct	t
2484	10846	3073	direct	t
2485	10846	3303	direct	t
2486	10850	3790	direct	t
2487	10850	3789	direct	t
2488	10851	3409	direct	t
2489	10854	3430	reference*	\N
2490	10858	3281	reference*	\N
2491	10858	3280	reference*	\N
2492	10858	3279	reference*	\N
2493	10858	3278	reference*	\N
2494	10860	3408	direct	t
2495	10866	3252	direct	t
2496	10870	3596	reference*	\N
2497	10879	3419	direct	t
2498	10879	2883	direct	t
2499	10880	3411	direct	t
2500	10889	3583	reference*	\N
2501	10898	3410	direct	t
2502	10919	3524	direct	t
2503	10920	2811	direct	t
2504	10920	3905	direct	t
2505	10932	3570	direct	t
2506	10932	3195	direct	t
2507	10935	3792	reference*	\N
2508	10935	3793	direct	t
2509	10938	3415	direct	t
2510	10943	2864	direct	t
2511	10943	3434	direct	t
2512	10950	3743	reference*	\N
2513	10958	2960	direct	t
2514	10961	3503	reference*	\N
2515	10961	3502	direct	t
2516	10962	2897	direct	t
2517	10976	2838	unknown	\N
2518	10977	3791	direct	t
2519	10977	2935	direct	t
2520	10977	3794	direct	t
2521	10977	3795	direct	t
2522	10985	2841	unknown	\N
2523	10986	2827	unknown	\N
2524	10989	3037	unknown	\N
2525	10990	2918	direct	t
2526	11025	3103	unknown	\N
2527	11036	2835	unknown	\N
2528	11036	3736	reference*	\N
2529	11036	3735	reference*	\N
2530	11039	3256	reference*	\N
2531	11057	3894	reference*	\N
2532	11057	3893	reference*	\N
2533	11057	3892	reference*	\N
2534	11057	3891	reference*	\N
2535	11084	3595	reference*	\N
2536	11084	3572	reference*	\N
2537	11084	3571	reference*	\N
2538	11101	3426	reference*	\N
2539	11128	3433	reference*	\N
2540	11128	3061	direct	t
2541	11128	3418	direct	t
2542	11139	3260	reference*	\N
2543	11143	3801	direct	t
2544	11143	3802	direct	t
2545	11143	3803	direct	t
2546	11143	3825	reference*	\N
2547	11153	3594	reference*	\N
2548	11166	3208	direct	t
2549	11208	3509	reference*	\N
2550	11260	3530	reference*	\N
2551	11279	3261	reference*	\N
2552	11284	2977	unknown	\N
2553	11210	3022	unknown	\N
2554	11146	3260	reference*	\N
2555	11008	3256	reference*	\N
2556	11008	3257	reference*	\N
2557	11003	3256	reference*	\N
2558	10385	3259	reference*	\N
2559	10231	2626	direct	t
2560	10238	3258	direct	t
2561	10238	2648	direct	t
2562	10237	2647	direct	t
2563	10215	2646	direct	t
2564	10196	2645	direct	t
2565	10189	2649	direct	t
2566	11237	3262	reference*	\N
2567	11227	3018	unknown	\N
2568	11224	3035	unknown	\N
2569	11223	3025	unknown	\N
2570	11223	3023	unknown	\N
2571	11223	3024	unknown	\N
2572	11209	2896	unknown	\N
2573	11209	3101	unknown	\N
2574	11206	2948	unknown	\N
2575	11206	2950	unknown	\N
2576	11196	2907	unknown	\N
2577	11196	2579	unknown	\N
2578	11557	3388	reference*	\N
2579	11567	3179	direct	t
2580	11579	2572	direct	t
2581	11579	3182	direct	t
2582	11317	3140	direct	t
2583	11535	3508	reference*	\N
2584	11502	3731	reference*	\N
2585	11502	3732	reference*	\N
2586	11421	3903	reference*	\N
2587	11421	3904	reference*	\N
2588	11412	3645	reference*	\N
2589	11410	3590	reference*	\N
2590	11619	3094	direct	t
2591	11283	3072	reference*	\N
2592	11283	3071	reference*	\N
2593	11516	2588	direct	t
2594	11533	3167	direct	\N
2595	10964	2837	unknown	\N
2596	10798	2868	direct	t
2597	10798	3539	direct	t
2598	10207	2601	reference*	\N
2599	11169	3001	direct	t
2600	11169	2856	direct	t
2601	11245	3431	direct	t
2602	11245	3074	direct	t
2603	11113	3425	reference*	\N
2604	11113	2728	direct	t
2605	11113	3403	direct	t
2606	11113	3424	reference*	\N
2607	11116	3417	direct	t
2608	11116	2981	direct	t
2609	11063	2966	direct	\N
2610	10972	3428	reference*	\N
2611	10972	3429	reference*	\N
2612	10984	3427	reference*	\N
2613	10905	3412	direct	t
2614	10925	3413	direct	t
2615	10930	3414	direct	t
2616	10746	2805	unknown	\N
2617	10324	2652	direct	t
2618	10208	3398	direct	t
2619	10198	3404	direct	t
2620	11573	3770	direct	t
2621	11573	3111	direct	t
2622	11547	2589	direct	t
2623	11547	3528	direct	t
2624	11552	2720	direct	t
2625	11559	3110	direct	t
2626	11559	3769	direct	t
2627	11580	3184	direct	t
2628	11568	3588	reference*	\N
2629	11568	3589	reference*	\N
2630	11568	3586	direct	t
2631	11568	3587	reference*	\N
2632	11542	3531	direct	t
2633	11544	2536	direct	t
2634	11563	3616	reference*	\N
2635	11563	3640	reference*	\N
2636	11563	3617	reference*	\N
2637	11563	2632	direct	t
2638	11563	3619	reference*	\N
2639	11563	3618	reference*	\N
2640	11554	3389	direct	t
2641	11523	3635	direct	t
2642	11523	3620	reference*	\N
2643	11523	2635	direct	t
2644	11583	3113	direct	t
2645	11583	3639	direct	t
2646	11576	3638	direct	t
2647	11576	3112	direct	t
2648	11570	3185	direct	t
2649	11570	3749	direct	t
2650	11570	3168	direct	t
2651	11537	2731	direct	t
2652	11520	2636	direct	t
2653	11538	2633	direct	t
2654	11524	2634	direct	t
2655	11499	2606	direct	\N
2656	11494	2595	direct	t
2657	11494	2658	direct	t
2658	11494	2657	reference	\N
2660	11494	3818	direct	t
2661	11494	3165	reference	\N
2662	11484	3897	direct	t
2663	11484	2613	direct	\N
2664	11451	3889	reference*	\N
2665	11451	3887	reference*	\N
2666	11451	3888	reference*	\N
2667	11451	2596	direct	t
2668	11495	2610	direct	\N
2670	11455	2662	direct	t
2671	11455	3273	reference*	\N
2672	11455	3272	reference*	\N
2673	11456	3084	direct	t
2674	11456	3249	direct	t
2675	11078	3017	unknown	\N
2676	10199	3510	direct	t
2677	10199	3512	direct	t
2678	10199	3511	direct	t
2679	10175	3514	include	\N
2681	10175	3515	direct	t
2682	11274	3068	direct	t
2683	11233	3067	direct	t
2684	11158	3393	reference*	\N
2685	11158	3392	reference*	\N
2686	11119	2938	direct	t
2687	11014	2958	unknown	\N
2688	10906	2775	unknown	\N
2689	10906	2815	direct	t
2690	10281	2640	direct	t
2691	11298	3118	direct	t
2692	11253	3033	unknown	\N
2693	11186	3164	direct	t
2694	11186	3007	direct	t
2695	10999	2961	direct	t
2696	10595	3521	direct	t
2697	10595	3121	direct	t
2698	10346	3527	direct	t
2699	10346	2717	direct	t
2700	10297	3526	direct	t
2701	10297	3153	direct	t
2702	10881	3148	direct	t
2703	11280	3813	direct	t
2704	11280	2943	direct	t
2705	11220	2809	direct	t
2706	11220	3810	direct	t
2707	11220	3829	reference*	\N
2708	11220	3830	reference*	\N
2710	11177	3806	direct	t
2711	11177	3163	direct	t
2712	11177	3805	direct	t
2713	11149	3120	direct	t
2714	11149	3804	direct	t
2715	11027	2982	direct	t
2716	11027	3778	direct	t
2717	11027	3796	direct	t
2718	10959	3809	direct	t
2719	10600	3777	direct	t
2720	10600	3773	direct	t
2721	10567	3772	direct	t
2722	10567	3784	direct	t
2723	10307	3783	direct	t
2724	10307	3771	direct	t
2725	10243	3800	direct	t
2726	10244	3776	direct	t
2727	10244	3781	direct	t
2728	10224	3774	direct	t
2729	10185	3782	direct	t
2730	10185	3775	direct	t
2731	10982	2840	unknown	\N
2732	10852	2946	direct	t
2733	10826	3130	direct	t
2734	10770	2748	unknown	\N
2735	10391	3543	reference*	\N
2736	10391	3574	direct	t
2737	10391	3540	reference*	\N
2738	10391	3541	reference*	\N
2739	10391	3542	reference*	\N
2740	10391	2630	direct	t
2741	10221	3549	direct	t
2742	10211	3548	direct	t
2743	10211	3543	reference*	\N
2744	10212	3562	direct	t
2745	10203	3563	direct	t
2746	11320	2900	direct	t
2747	11288	2944	direct	t
2748	11288	3629	reference*	\N
2749	11288	3630	reference*	\N
2750	11077	2878	direct	t
2751	10886	3622	reference*	\N
2752	10886	3631	reference*	\N
2753	11571	3627	reference*	\N
2754	11571	3642	direct	t
2755	11571	3625	reference*	\N
2756	11571	3115	direct	\N
2757	11571	3628	reference*	\N
2758	11571	3626	reference*	\N
2759	10427	2627	direct	t
2760	10337	2581	direct	t
2761	10289	2571	direct	t
2762	10319	2586	direct	t
2763	10319	3613	reference*	\N
2764	10282	2585	direct	t
2765	10261	2623	direct	t
2766	10248	2583	direct	t
2767	10255	2584	direct	t
2768	10255	3612	reference*	\N
2769	10247	2718	direct	t
2770	11171	2858	direct	t
2771	11138	2989	direct	t
2772	11115	2937	direct	t
2773	11132	3735	reference*	\N
2774	11125	2656	direct	t
2775	11125	3742	reference*	\N
2776	11125	2987	direct	t
2777	11114	3733	reference*	\N
2778	11060	2963	reference*	\N
2779	10229	2617	direct	t
2780	10229	3152	direct	t
2781	10229	3643	reference*	\N
2782	10229	3646	reference*	\N
2783	10229	3647	reference*	\N
2784	10204	3724	direct	t
2785	10204	3757	reference*	\N
2786	10204	3727	direct	t
2787	10204	3725	direct	t
2788	10204	3726	direct	t
2789	10201	3716	direct	t
2790	10201	3718	direct	t
2791	10201	3717	direct	t
2792	10201	3715	direct	t
2793	10191	3713	direct	t
2794	10191	3710	direct	t
2795	10191	3712	direct	t
2796	10191	3711	direct	t
2797	10195	3721	direct	t
2798	10195	3722	direct	t
2799	10195	3723	direct	t
2800	11315	3105	unknown	\N
2801	11239	2952	unknown	\N
2802	11239	2905	unknown	\N
2803	11211	2860	direct	t
2804	11211	3585	direct	t
2805	11211	3584	reference*	\N
2806	11211	2902	unknown	\N
2807	11213	3015	unknown	\N
2808	11213	3020	unknown	\N
2809	11213	3019	unknown	\N
2810	11131	2893	direct	\N
2811	11122	2940	unknown	\N
2812	10952	2836	unknown	\N
2813	10915	3027	direct	t
2814	10915	3597	reference*	\N
2815	10926	2810	direct	t
2816	10271	2651	direct	t
2817	10271	3582	reference*	\N
2818	10230	2620	direct	t
2819	10230	2619	direct	t
2820	11199	2906	unknown	\N
2821	11192	2908	unknown	\N
2822	11192	2859	direct	t
2823	11192	3899	reference*	\N
2824	11164	2997	direct	t
2825	11164	2998	direct	t
2826	11028	2779	unknown	\N
2827	10887	3100	direct	t
2828	10788	2866	direct	t
2829	10695	3902	reference*	\N
2830	10350	3900	direct	t
2831	11277	3847	reference*	\N
2832	11277	3848	reference*	\N
2833	11277	3838	reference*	\N
2834	11277	3839	reference*	\N
2835	11277	3837	reference*	\N
2836	11277	3846	reference*	\N
2837	11277	3150	direct	t
2838	11218	3021	unknown	\N
2839	11160	3856	reference*	\N
2840	11160	2655	direct	t
2841	11160	3857	reference*	\N
2842	10778	2867	direct	t
2843	10778	3840	direct	t
2844	10468	3895	direct	t
2845	10468	3842	direct	t
2846	11299	3507	reference*	\N
2847	11299	3082	direct	t
2848	11295	3081	direct	t
2849	11295	3507	reference*	\N
2850	11271	2598	direct	t
2851	11079	2924	unknown	\N
2852	11055	2965	unknown	\N
2853	11007	2894	unknown	\N
2854	11010	2778	unknown	\N
2855	11010	2777	unknown	\N
2856	11010	2895	unknown	\N
2857	10946	2964	unknown	\N
2858	10884	2884	direct	t
2859	10884	3253	direct	t
2860	10857	2834	unknown	\N
2861	10828	3129	direct	t
2862	10829	2871	direct	t
2863	10604	2724	direct	t
2864	10541	2879	unknown	\N
2865	10541	2693	unknown	\N
2866	10520	2650	direct	t
2867	10428	2631	direct	t
2868	10308	2582	direct	t
2869	10900	3145	direct	t
2870	10737	2679	unknown	\N
2871	10423	2569	direct	t
2872	10340	3191	direct	t
2873	10340	3516	direct	t
2874	10273	2602	direct	t
2875	10180	3192	direct	t
2876	11110	3734	reference*	\N
2877	11098	2699	unknown	\N
2878	10922	2812	direct	t
2879	10868	3506	reference*	\N
2880	10729	2577	unknown	\N
2881	10729	3453	direct	t
2882	10639	3476	direct	t
2883	10639	3471	direct	t
2884	10639	3472	direct	t
2885	10639	3473	direct	t
2886	10639	3474	direct	t
2887	10639	3475	direct	t
2888	10639	3477	direct	t
2889	10639	2727	direct	t
2890	10572	3486	direct	t
2891	10572	3485	direct	t
2892	10565	3504	reference*	\N
2893	10565	3436	direct	t
2894	10542	3478	direct	t
2895	10542	2615	direct	t
2896	10542	2730	direct	t
2897	10542	2729	direct	t
2898	10379	3451	direct	t
2899	10379	3450	direct	t
2900	10379	3452	direct	t
2901	10381	3464	direct	t
2902	10402	3461	direct	t
2903	10401	3446	direct	t
2904	10401	3445	direct	t
2905	10366	3463	direct	t
2906	10365	3460	direct	t
2907	10365	3458	direct	t
2908	10365	3459	direct	t
2909	10365	2593	direct	t
2910	10323	3467	direct	t
2911	10323	3466	direct	t
2912	10323	3465	direct	t
2913	10259	3462	direct	t
2914	10246	3484	direct	t
2915	10246	3481	direct	t
2916	10246	2622	direct	t
2917	10246	3483	direct	t
2918	10246	3482	direct	t
2919	10240	2538	direct	t
2920	10240	3443	direct	t
2921	10240	3442	direct	t
2922	10232	3455	direct	t
2923	10232	3456	direct	t
2924	10232	3457	direct	t
2925	10232	3154	direct	t
2926	10234	3439	direct	t
2927	10234	3440	direct	t
2928	10234	2591	direct	t
2929	10236	3489	direct	t
2930	10236	3490	direct	t
2931	10236	3491	direct	t
2932	10236	2642	direct	t
2933	10236	3435	reference*	\N
2934	10228	3448	direct	t
2935	10228	2616	direct	t
2936	10228	3449	direct	t
2937	10181	2618	direct	t
2938	10181	3447	direct	t
2939	10183	3454	direct	t
2940	10177	2590	direct	t
2941	10177	2535	direct	t
2942	10177	3438	direct	t
2943	10179	2723	direct	t
2944	10179	3441	direct	t
2945	10172	3435	reference*	\N
2946	10172	3487	direct	t
2947	10172	2644	direct	t
2948	10140	3479	direct	t
2949	10140	3480	direct	t
2950	10743	3170	reference*	\N
2951	10743	3171	reference*	\N
2952	10743	3766	reference*	\N
2953	10743	3765	reference*	\N
2954	10743	3768	reference*	\N
2955	10743	3169	reference*	\N
2956	10743	3764	reference*	\N
2957	10753	3169	reference*	\N
2958	10753	3763	reference*	\N
2959	10753	3765	reference*	\N
2960	10753	3768	reference*	\N
2961	10753	3767	reference*	\N
2962	10753	3766	reference*	\N
2963	10753	3170	reference*	\N
2964	10753	3764	reference*	\N
2965	10753	3762	reference*	\N
2966	10750	3767	reference*	\N
2967	10751	3763	reference*	\N
2968	10751	3171	reference*	\N
2969	10751	3762	reference*	\N
2970	10751	3764	reference*	\N
2971	10751	2694	unknown	\N
2972	10751	3169	reference*	\N
2973	10715	2677	unknown	\N
2974	10575	2945	direct	t
2975	11198	3066	direct	t
2976	11118	2936	direct	t
2977	11097	2927	unknown	\N
2978	11081	3324	direct	t
2979	11081	2925	unknown	\N
2980	11069	2874	unknown	\N
2981	11054	2820	unknown	\N
2982	10995	2926	unknown	\N
2983	10979	3293	direct	t
2984	10979	3292	direct	t
2985	10979	2821	direct	\N
2986	10914	2543	direct	t
2987	10933	3156	direct	t
2988	10839	3313	direct	t
2989	10797	2802	direct	t
2990	10794	3337	direct	t
2991	10794	2869	direct	t
2992	10774	2793	direct	t
2993	10771	3291	direct	t
2994	10747	2806	unknown	\N
2995	10747	3309	direct	t
2996	10740	2732	direct	t
2997	10740	3300	direct	t
2998	10740	2733	direct	t
2999	10723	2676	unknown	\N
3000	10723	2675	unknown	\N
3001	10709	3314	direct	t
3002	10709	3285	reference*	\N
3003	10616	2722	direct	t
3004	10616	3362	direct	t
3005	10616	2654	direct	t
3006	10593	3306	direct	t
3007	10581	3064	direct	t
3008	10581	3063	direct	t
3009	10512	3299	direct	t
3010	10372	2628	direct	t
3011	10417	3333	direct	t
3012	10338	3319	direct	t
3013	10338	3318	direct	t
3014	10338	3320	direct	t
3015	10301	3334	direct	t
3017	10301	3348	direct	t
3018	10301	3335	direct	t
3019	10315	3380	reference	\N
3020	10315	3381	direct	t
3021	10315	3382	direct	t
3022	10315	2639	direct	t
3023	10315	3378	direct	t
3024	10315	3379	reference	\N
3025	10315	3116	reference*	\N
3026	10287	3323	direct	t
3027	10287	3322	direct	t
3028	10302	3351	reference	\N
3029	10302	3353	direct	t
3030	10302	3352	direct	t
3031	10306	3344	direct	t
3033	10306	3349	direct	t
3034	10306	3346	direct	t
3035	10306	3345	direct	t
3036	10332	3363	direct	t
3037	10332	3367	direct	t
3038	10332	3365	direct	t
3039	10332	3364	direct	t
3040	10332	3366	direct	t
3041	10300	3360	direct	t
3042	10300	3359	direct	t
3043	10300	3358	reference*	\N
3044	10300	3361	direct	t
3045	10322	3263	reference*	\N
3047	10322	3331	direct	t
3048	10322	3332	direct	t
3049	10322	2641	reference*	\N
3050	10305	3317	direct	t
3051	10305	3316	direct	t
3052	10290	3339	direct	t
3053	10290	3325	direct	t
3054	10330	3342	direct	t
3055	10330	3341	direct	t
