recordingeventid	event	recording	recordingeventrelationship	recordingeventinclude
37	746	1865	direct	t
38	763	931	direct	t
39	776	929	direct	t
40	779	930	direct	t
41	784	1180	direct	t
42	815	1185	direct	t
43	825	1864	direct	t
44	843	319	direct	t
45	858	1408	direct	t
46	887	1682	direct	t
47	892	1141	direct	t
48	893	1244	direct	t
49	912	1443	direct	t
50	913	2296	direct	t
51	913	2250	direct	t
52	916	2223	direct	\N
53	954	1016	direct	t
54	960	1822	direct	t
55	986	773	include	t
56	1008	1652	reference*	\N
57	1020	2357	direct	t
58	1051	1256	reference*	\N
59	1068	1652	reference*	\N
60	1070	2395	direct	t
61	1092	2063	direct	t
62	1112	2109	direct	t
63	1115	2301	direct	t
64	1117	1715	direct	t
65	1124	1082	direct	t
66	1132	1869	direct	t
67	1136	2140	include	t
68	1136	2139	include	t
69	1148	1081	direct	t
70	1157	1755	direct	t
71	1163	1083	direct	t
72	1167	2186	direct	t
73	1168	332	direct	t
74	1173	2145	direct	t
75	1174	812	direct	t
76	1179	2303	direct	t
77	1186	802	direct	t
78	1188	813	direct	t
79	1199	647	direct	t
80	1201	648	direct	t
81	1205	721	direct	t
82	1206	2374	include	f
83	1209	298	direct	t
84	1224	1503	direct	t
85	1224	1474	direct	t
86	1232	1439	reference*	\N
87	1236	1187	direct	t
88	1244	646	direct	t
89	1247	1067	direct	t
90	1253	614	direct	t
91	1254	645	direct	t
92	1256	1694	direct	t
93	1257	1468	direct	t
94	1265	842	direct	t
95	1268	1844	direct	t
96	1270	1201	direct	t
97	1276	738	direct	t
98	1277	592	direct	t
99	1281	1977	direct	t
100	1283	739	direct	t
101	1297	1978	direct	t
102	1301	2526	direct	t
103	1318	705	direct	t
104	1321	1745	direct	t
105	1325	1410	direct	t
106	1328	2115	direct	t
107	1331	2523	direct	t
108	1338	2065	direct	t
109	1346	2064	direct	t
110	1353	650	direct	t
111	1357	644	direct	t
112	1359	793	reference	\N
113	1362	1756	direct	t
114	1365	1741	direct	t
115	1366	610	direct	t
116	1371	2169	direct	t
117	1374	1716	direct	t
118	1377	104	direct	t
119	1389	1742	direct	t
120	1399	996	include	t
121	1405	1161	direct	t
122	1406	1167	direct	t
123	1407	793	direct	t
124	1411	2188	direct	t
125	1415	1129	direct	t
126	1419	1979	direct	t
127	1427	590	direct	t
128	1446	635	direct	t
129	1447	1899	direct	t
130	1448	1439	direct	t
131	1450	1069	direct	t
132	1451	2138	direct	t
133	1452	591	direct	t
134	1453	1717	direct	t
135	1456	2527	direct	t
136	1464	2358	direct	t
137	1465	2165	direct	t
138	1469	2019	direct	t
139	1473	1738	direct	t
140	1474	2157	direct	t
141	1485	1159	direct	t
142	1492	578	direct	t
143	1494	2020	direct	t
144	1502	1358	direct	t
145	1505	792	direct	t
146	1506	699	direct	t
147	1527	2158	direct	t
148	1530	2101	direct	t
149	1546	2170	direct	t
150	1558	2144	direct	t
151	1565	2179	direct	t
152	1567	1359	direct	t
153	1572	1738	direct	t
154	1585	1751	direct	t
155	1592	991	direct	t
156	1616	2119	direct	t
157	1619	2224	direct	t
158	1624	946	direct	t
159	1626	996	include	t
160	1627	1360	direct	t
161	1633	2021	direct	t
162	1640	1348	direct	t
163	1644	2359	direct	t
164	1645	1523	direct	t
165	1648	1456	direct	t
166	1649	692	direct	t
167	1651	1002	direct	t
168	1652	2168	direct	t
169	1654	2528	direct	t
170	1657	2360	direct	t
171	1660	202	direct	t
172	1662	2067	direct	t
173	1664	1215	direct	t
174	1665	2066	direct	t
175	1666	1738	direct	t
176	1671	948	direct	t
177	1673	2018	direct	t
178	1675	1714	direct	t
179	1678	1224	direct	t
180	1679	1018	direct	t
181	1683	1163	direct	t
182	1684	1981	direct	t
183	1685	676	direct	t
184	1686	2524	direct	t
185	1696	2421	direct	t
186	1700	2251	direct	t
187	1706	1126	direct	t
188	1707	2420	direct	t
189	1713	1980	direct	t
190	1719	2068	direct	t
191	1722	741	direct	t
192	1723	1164	direct	t
193	1726	1151	direct	t
194	1731	2510	direct	t
195	1732	1143	direct	t
196	1734	2143	reference*	\N
197	1740	2459	direct	t
198	1742	1020	direct	t
199	1753	1897	direct	t
200	1753	1871	direct	t
201	1757	1133	include	t
202	1757	1132	include	t
203	1761	1040	direct	t
204	1762	1747	direct	t
205	1763	1142	direct	t
206	1767	2059	direct	t
207	1771	1165	direct	t
208	1772	1898	direct	t
209	1772	1885	direct	t
210	1772	1872	direct	t
211	1773	518	direct	t
212	1775	2069	direct	t
213	1776	2446	direct	t
214	1777	1042	direct	t
215	1778	1411	direct	t
216	1784	831	direct	t
217	1789	439	direct	t
218	1790	1528	direct	t
219	1791	1749	direct	t
220	1794	814	direct	t
221	1798	1061	direct	t
222	1802	2402	direct	t
223	1816	2460	direct	t
224	1817	2529	direct	t
225	1829	1459	direct	t
226	1840	693	direct	t
227	1841	697	direct	t
228	1844	1058	direct	t
229	1845	616	direct	t
230	1846	1623	direct	t
231	1848	1166	direct	t
232	1854	2017	direct	t
233	1855	1019	direct	t
234	1856	2166	direct	t
235	1859	2219	direct	t
236	1863	620	direct	t
237	1865	2241	direct	t
238	1871	1461	direct	t
239	1872	1900	direct	t
240	1879	994	direct	t
241	1883	299	direct	t
242	1887	947	direct	t
243	1890	2009	direct	t
244	1896	2472	direct	t
245	1903	1516	direct	t
246	1911	2070	direct	t
247	1916	1186	reference	\N
248	1916	1162	direct	t
249	1917	530	reference*	\N
250	1928	1537	direct	t
251	1932	698	direct	t
252	1933	207	direct	t
253	1934	1239	direct	t
254	1941	970	direct	t
255	1946	1091	direct	t
256	1950	2530	direct	t
257	1961	2053	direct	t
258	1965	2462	direct	t
259	1966	1516	direct	t
260	1968	1534	direct	t
261	1982	1945	direct	t
262	1983	2071	direct	t
263	1984	2035	direct	t
264	1987	1149	direct	t
265	1994	1453	direct	t
266	1998	1277	direct	t
267	1999	1160	direct	t
268	2010	402	direct	t
269	2013	1746	direct	t
270	2028	1062	include	t
271	2031	2124	direct	t
272	2034	1910	direct	t
273	2052	1686	direct	t
274	2055	2161	direct	t
275	2060	1349	direct	t
276	2065	1352	direct	t
277	2082	1138	direct	t
278	2085	2461	direct	t
279	2090	282	direct	t
280	2104	1501	direct	t
281	2106	1184	reference	\N
282	2106	1183	reference	\N
283	2106	1182	reference	\N
284	2106	1181	include	\N
285	2114	2162	direct	t
286	2118	965	direct	t
287	2122	740	direct	t
288	2124	1939	direct	t
289	2128	1750	direct	t
290	2134	1232	direct	t
291	2144	674	direct	t
292	2146	2464	direct	t
293	2151	613	direct	t
294	2166	153	direct	t
295	2168	2463	direct	t
296	2177	742	direct	t
297	2181	1373	direct	t
298	2182	1003	direct	t
299	2188	1172	direct	t
300	2189	2072	direct	t
301	2190	2058	direct	t
302	2192	1982	direct	t
303	2195	1473	direct	t
304	2204	1941	direct	t
305	2206	532	reference*	\N
306	2206	400	direct	t
307	2223	1090	direct	t
308	2226	2118	direct	t
309	2232	587	direct	t
310	2235	1830	direct	t
311	2235	1829	direct	t
312	2242	2116	direct	t
313	2245	585	direct	t
314	2245	583	direct	t
315	2248	2466	direct	t
316	2249	783	direct	t
317	2251	967	direct	t
318	2252	934	direct	t
319	2253	1134	direct	t
320	2257	1139	direct	t
321	2262	2117	direct	t
322	2264	2465	direct	t
323	2270	921	direct	t
324	2272	1521	direct	t
325	2279	1070	direct	t
326	2281	1094	direct	t
327	2285	2294	direct	t
328	2285	2248	direct	t
329	2290	21	direct	t
330	2290	1713	direct	t
331	2291	827	direct	t
332	2293	837	direct	t
333	2296	1120	direct	t
334	2297	540	direct	t
335	2297	269	direct	t
336	2300	1062	direct	t
337	2303	2073	direct	t
338	2305	2123	direct	t
339	2306	465	direct	t
340	2307	919	direct	t
341	2309	1748	direct	t
342	2310	2150	direct	t
343	2311	20	direct	t
344	2311	1214	direct	t
345	2312	1240	direct	t
346	2314	2122	direct	t
347	2318	1463	direct	t
348	2325	1744	direct	t
349	2325	1740	direct	t
350	2327	203	direct	t
351	2334	1535	direct	t
352	2335	1052	direct	t
353	2337	871	direct	t
354	2338	95	include	t
355	2338	19	direct	t
356	2338	724	direct	t
357	2344	2332	direct	t
358	2345	841	direct	t
359	2348	2209	direct	t
360	2353	1743	direct	t
361	2358	1991	direct	t
362	2360	283	direct	t
363	2375	1773	direct	t
364	2377	1938	direct	t
365	2377	1937	direct	t
366	2380	1241	direct	t
367	2382	1857	direct	t
368	2383	838	direct	t
370	2387	1931	direct	t
371	2393	1307	include	t
372	2394	1708	direct	t
373	2397	22	direct	t
374	2397	1663	direct	t
375	2398	1130	direct	t
376	2399	2443	direct	t
377	2402	1797	direct	t
378	2404	2197	direct	t
379	2408	1458	direct	t
380	2411	1046	direct	t
381	2418	553	reference*	\N
382	2418	425	direct	t
383	2418	240	direct	t
384	2419	1952	direct	t
385	2424	1053	direct	t
386	2425	872	direct	t
387	2427	2299	direct	t
388	2427	2259	direct	t
389	2429	1464	direct	t
390	2430	1077	direct	t
391	2432	1351	direct	t
392	2433	534	reference*	\N
393	2436	1774	direct	t
394	2438	1929	direct	t
395	2441	1013	direct	t
396	2445	2416	direct	t
397	2447	1378	direct	t
398	2453	2456	direct	t
399	2457	1764	direct	t
400	2458	1533	reference*	\N
401	2460	1983	direct	t
402	2461	2171	direct	t
403	2467	2149	direct	t
404	2468	977	direct	t
405	2470	1664	direct	t
406	2472	454	direct	t
407	2474	24	reference*	\N
408	2474	23	direct	t
409	2474	1799	direct	t
410	2476	1785	direct	t
411	2478	2038	direct	t
412	2479	1772	direct	t
413	2489	284	direct	t
415	2492	673	direct	t
416	2495	2074	direct	t
417	2496	1886	direct	t
418	2496	1881	direct	t
419	2497	1721	direct	t
420	2504	609	direct	t
421	2505	289	direct	t
422	2506	2044	direct	t
423	2507	922	direct	t
424	2508	1206	direct	t
425	2509	2075	direct	t
426	2510	1784	direct	t
427	2511	2076	direct	t
428	2514	14	direct	t
429	2514	1767	direct	t
430	2516	1092	direct	t
431	2518	25	direct	t
432	2518	1170	direct	t
433	2518	1169	direct	t
434	2519	743	direct	t
435	2520	1047	direct	t
436	2522	1878	direct	t
437	2523	1882	direct	t
438	2525	1783	direct	t
439	2532	552	reference*	\N
440	2532	252	direct	t
441	2537	2211	direct	t
442	2541	1798	direct	t
443	2543	26	direct	t
444	2543	1364	direct	t
445	2549	704	direct	t
446	2549	694	direct	t
447	2550	1426	direct	t
448	2551	1833	direct	t
449	2552	533	reference*	\N
450	2553	27	direct	t
451	2553	17	direct	t
452	2554	2016	direct	t
453	2562	1780	direct	t
454	2568	1087	direct	t
455	2568	1085	direct	t
456	2569	807	direct	t
457	2573	1049	direct	t
458	2577	1517	direct	t
459	2578	1729	direct	t
460	2582	28	direct	t
461	2582	1845	direct	t
462	2589	1786	direct	t
463	2593	1842	direct	t
464	2594	201	direct	t
465	2599	1775	direct	t
466	2601	2401	direct	t
467	2604	2445	direct	t
468	2606	1048	direct	t
469	2612	869	direct	t
470	2616	1934	direct	t
471	2618	528	direct	t
472	2626	2090	direct	t
473	2632	1278	direct	t
474	2636	1841	direct	t
475	2637	2141	direct	t
476	2640	394	direct	t
477	2648	821	direct	t
478	2649	1279	direct	t
479	2654	612	reference	f
480	2656	2467	direct	t
481	2657	1526	direct	t
482	2658	1316	direct	t
483	2670	1231	direct	t
484	2681	2267	direct	t
485	2685	81	direct	t
486	2685	2198	direct	t
487	2687	2453	direct	t
488	2689	2417	direct	t
489	2690	1121	direct	t
490	2693	923	direct	t
491	2694	2454	direct	t
492	2695	1436	direct	t
493	2696	1135	direct	t
494	2697	1552	direct	t
495	2701	2154	direct	t
496	2703	1435	direct	t
497	2712	1084	direct	t
498	2725	1985	direct	t
499	2726	969	direct	t
500	2729	1887	direct	t
501	2729	1860	direct	t
502	2730	1787	direct	t
503	2730	1770	direct	t
504	2731	832	direct	t
505	2734	1727	direct	t
506	2739	703	direct	t
507	2739	675	direct	t
508	2741	2159	direct	t
509	2742	1984	direct	t
510	2743	1851	direct	t
511	2744	1850	direct	t
512	2747	258	direct	t
513	2748	2468	direct	t
514	2749	1223	direct	t
515	2752	611	direct	t
516	2759	670	direct	t
517	2762	396	direct	t
518	2763	1124	direct	t
519	2764	1522	direct	t
520	2766	1136	direct	t
521	2767	1127	direct	t
522	2768	1465	direct	\N
523	2768	1451	direct	t
524	2768	1446	direct	t
525	2769	2532	direct	t
526	2770	1375	direct	t
527	2772	1986	direct	t
528	2774	912	direct	t
529	2780	1858	direct	t
530	2787	960	direct	t
531	2791	1728	direct	t
532	2794	1383	direct	t
533	2795	2146	direct	t
534	2798	444	direct	t
535	2806	2078	direct	t
536	2807	1888	direct	t
537	2807	1879	direct	t
538	2809	253	direct	t
539	2810	2531	direct	t
540	2813	1122	direct	t
541	2818	65	direct	t
542	2818	788	direct	t
543	2819	2298	include	\N
544	2819	2278	include	\N
545	2821	722	direct	t
546	2824	1079	direct	t
547	2832	1987	direct	t
548	2835	1733	direct	t
549	2839	2442	direct	t
550	2843	2313	direct	t
551	2845	2423	direct	t
552	2848	204	direct	t
553	2852	1313	include	t
554	2855	2311	direct	t
555	2856	2312	direct	t
556	2859	2515	direct	t
557	2860	820	direct	t
558	2862	1811	direct	t
559	2865	2514	direct	t
560	2871	589	direct	t
561	2873	2298	direct	t
562	2873	2278	direct	t
563	2879	1287	direct	t
564	2882	2415	direct	t
565	2883	1374	direct	t
566	2887	256	direct	t
567	2888	1946	direct	t
568	2893	2397	direct	t
569	2894	1820	direct	t
570	2895	1541	direct	t
571	2896	1106	direct	t
572	2897	36	direct	t
573	2897	1687	direct	t
574	2902	1123	direct	t
575	2905	2107	direct	t
576	2911	2487	direct	t
577	2913	1350	direct	t
578	2914	2148	direct	t
579	2916	1660	direct	t
580	2917	1776	direct	t
581	2918	588	direct	t
582	2921	1210	direct	t
583	2922	35	direct	t
584	2922	1555	direct	t
585	2926	270	direct	t
586	2929	2321	direct	t
587	2930	2414	direct	t
588	2937	1840	direct	t
589	2938	1933	direct	t
590	2940	2374	direct	t
591	2942	2114	direct	t
592	2943	700	direct	t
593	2946	2418	direct	t
594	2948	2163	direct	t
595	2950	870	direct	t
596	2954	254	direct	t
597	2958	1821	direct	t
598	2959	2488	direct	t
599	2961	868	direct	t
600	2966	1707	direct	t
601	2967	980	direct	t
602	2968	830	direct	t
603	2969	2216	direct	t
604	2971	199	direct	t
605	2973	771	include	t
606	2973	760	include	t
607	2983	2470	direct	t
608	2984	1769	direct	t
609	2987	1353	direct	t
610	2988	33	direct	t
611	2988	2008	direct	t
612	2989	1788	direct	t
613	2989	1765	direct	t
614	2989	1719	direct	t
615	2990	2155	direct	t
616	3001	2060	direct	t
617	3003	1779	direct	t
618	3004	748	direct	t
619	3007	1812	direct	t
620	3008	2183	direct	t
621	3009	1826	direct	t
622	3010	2027	direct	t
623	3014	2471	direct	t
624	3017	1724	direct	t
625	3019	2195	direct	t
626	3020	917	direct	t
627	3021	780	direct	t
628	3022	1462	direct	t
629	3023	1288	direct	t
630	3026	840	direct	t
631	3027	1949	direct	t
632	3028	599	direct	t
633	3033	1518	direct	t
634	3037	1044	direct	t
635	3038	1118	direct	t
636	3041	517	direct	t
637	3041	456	direct	t
638	3043	1222	direct	t
639	3044	822	direct	t
640	3045	1777	direct	t
641	3046	34	direct	t
642	3047	1954	direct	t
643	3049	2393	direct	t
644	3051	2331	direct	t
645	3052	1423	direct	t
646	3056	1290	direct	t
647	3057	535	reference*	\N
648	3057	288	direct	t
649	3057	233	direct	t
650	3059	1556	direct	t
651	3062	1901	direct	t
652	3062	1889	direct	t
653	3063	1838	direct	t
654	3067	1569	direct	t
655	3079	1947	direct	t
656	3083	1930	direct	t
657	3083	1922	direct	t
658	3086	1289	direct	t
659	3094	1225	direct	t
660	3095	1226	direct	t
661	3096	1227	direct	t
662	3099	1570	direct	t
663	3102	1043	direct	t
664	3104	1789	direct	t
665	3105	1661	direct	t
666	3106	2272	direct	t
667	3119	1916	direct	t
668	3120	1913	direct	t
669	3121	918	direct	t
670	3122	1563	direct	t
671	3124	1393	direct	t
672	3125	2153	direct	t
673	3126	949	direct	t
674	3129	2394	direct	t
675	3129	2384	direct	t
676	3130	2147	direct	t
677	3132	1131	direct	t
678	3133	1063	direct	t
679	3134	2257	direct	t
680	3135	2030	direct	t
681	3136	273	direct	t
682	3143	1017	direct	t
683	3150	1417	direct	t
684	3157	2051	direct	t
685	3162	541	reference*	\N
686	3162	312	direct	t
687	3164	2113	direct	t
688	3165	32	direct	t
689	3165	1272	direct	t
690	3167	2469	direct	t
691	3169	2391	direct	t
692	3172	2424	direct	t
693	3174	1071	direct	t
694	3182	2392	direct	t
695	3183	1880	direct	t
696	3187	97	direct	t
697	3187	958	direct	t
698	3189	1790	direct	t
699	3190	851	direct	t
700	3193	1678	reference*	\N
701	3193	1662	direct	t
702	3194	2396	direct	t
703	3194	2383	direct	t
704	3195	1539	direct	t
705	3196	285	direct	t
706	3198	1429	direct	t
707	3204	2005	direct	t
708	3207	852	direct	t
709	3208	757	direct	t
710	3210	1291	direct	t
711	3212	1086	direct	t
712	3215	2007	direct	t
713	3216	2422	direct	t
714	3218	1911	direct	t
716	3227	1988	direct	t
717	3228	287	direct	t
718	3230	213	direct	t
719	3230	31	direct	t
720	3232	744	direct	t
721	3234	1480	direct	t
722	3239	1292	direct	t
723	3242	786	direct	t
724	3243	1545	direct	t
725	3244	1204	direct	t
726	3245	1054	direct	t
727	3246	866	direct	t
728	3247	2031	direct	t
729	3250	1573	direct	t
730	3251	286	direct	t
731	3252	769	direct	t
732	3254	2079	direct	t
733	3256	1778	direct	t
734	3258	1072	direct	t
735	3259	1823	direct	t
736	3259	1813	direct	t
737	3261	1405	direct	t
738	3261	1372	direct	t
739	3263	30	direct	t
740	3264	29	direct	t
741	3264	1190	direct	t
742	3276	1409	direct	t
743	3278	1055	direct	t
744	3280	1847	direct	t
745	3280	1839	direct	t
746	3282	1216	direct	t
747	3284	833	direct	t
748	3286	2387	direct	t
749	3287	1045	direct	t
750	3289	1909	direct	t
751	3291	1125	direct	t
752	3298	2242	direct	t
753	3303	509	reference*	\N
754	3305	437	direct	t
755	3308	551	reference*	\N
756	3308	438	direct	t
757	3309	2112	direct	t
758	3314	915	direct	t
759	3317	2256	direct	t
760	3318	627	direct	t
761	3319	1294	direct	t
762	3320	211	direct	t
763	3323	2516	direct	t
764	3324	452	direct	t
765	3324	251	direct	t
766	3328	2269	direct	t
767	3329	1021	direct	t
768	3330	800	direct	t
769	3330	799	direct	t
770	3331	2268	direct	t
771	3332	617	direct	t
772	3333	395	direct	t
773	3341	96	direct	t
774	3341	1781	direct	t
775	3342	1870	direct	t
776	3345	1315	direct	t
777	3348	1293	direct	t
778	3350	241	direct	t
779	3352	696	direct	t
780	3353	618	direct	t
781	3354	1325	direct	t
782	3356	531	reference*	\N
783	3356	441	direct	t
784	3356	250	direct	t
785	3364	612	direct	t
786	3365	417	direct	t
787	3366	1604	direct	t
788	3367	403	direct	t
789	3370	781	direct	t
790	3372	2320	direct	t
791	3374	2473	direct	t
792	3375	483	reference*	\N
793	3375	482	reference*	\N
794	3375	436	direct	t
795	3376	1269	direct	t
796	3377	779	direct	t
797	3382	2380	direct	t
798	3383	961	direct	t
799	3387	867	direct	t
800	3388	313	direct	t
801	3388	243	direct	t
802	3393	2475	direct	t
803	3395	981	direct	t
804	3399	2474	direct	t
805	3400	1296	direct	t
806	3404	2425	direct	t
807	3409	1157	direct	t
808	3412	1574	direct	t
809	3417	973	direct	t
810	3418	992	direct	t
811	3424	1259	reference*	\N
812	3424	1217	direct	t
813	3425	1659	direct	t
814	3427	1695	direct	t
815	3428	1867	direct	t
816	3436	782	direct	t
817	3436	778	direct	t
818	3438	1295	direct	t
819	3441	2172	direct	t
820	3443	2266	direct	t
821	3446	1365	direct	t
822	3447	1271	direct	t
823	3448	1158	direct	t
824	3449	984	direct	t
825	3450	1848	direct	t
826	3450	1835	direct	t
827	3450	1831	direct	t
828	3451	440	direct	t
829	3452	1825	direct	t
830	3453	2327	direct	t
831	3454	1297	direct	t
832	3456	971	direct	t
833	3458	1370	direct	t
834	3459	972	direct	t
835	3461	1104	direct	t
836	3463	1932	direct	t
837	3464	2134	direct	t
838	3464	2121	direct	t
839	3467	2215	direct	t
840	3468	1270	direct	t
841	3469	1989	direct	t
842	3471	2080	direct	t
843	3472	1665	direct	t
844	3473	2273	direct	t
845	3474	1524	direct	t
846	3477	1960	direct	t
847	3478	1298	direct	t
848	3479	2477	direct	t
849	3482	628	direct	t
850	3483	774	direct	t
851	3485	1064	direct	t
852	3486	985	direct	t
853	3491	401	direct	t
854	3494	87	direct	t
855	3498	297	direct	t
856	3498	88	direct	t
857	3503	1268	direct	t
858	3505	1267	direct	t
859	3507	2254	direct	t
860	3510	2261	direct	t
861	3512	916	direct	t
862	3516	1723	direct	t
863	3519	1300	direct	t
864	3520	2151	direct	t
865	3521	2478	direct	t
866	3525	1457	direct	t
867	3526	2262	direct	t
868	3528	1771	direct	t
869	3528	1763	direct	t
870	3533	2255	direct	t
871	3534	2381	direct	t
872	3536	1218	direct	t
873	3537	232	direct	t
874	3539	1299	direct	t
875	3542	214	direct	t
876	3543	445	direct	t
877	3544	2263	direct	t
878	3546	953	direct	t
879	3549	419	direct	t
880	3552	974	direct	t
881	3553	2284	direct	t
882	3553	2265	direct	t
883	3555	2264	direct	t
884	3557	1567	direct	t
885	3558	1565	direct	t
886	3559	2283	direct	t
887	3561	293	direct	t
888	3563	603	direct	t
889	3564	1059	direct	t
890	3566	1868	direct	t
891	3567	1571	direct	t
892	3568	2377	direct	t
893	3569	1993	direct	t
894	3575	2249	direct	t
895	3577	745	direct	t
896	3579	1554	direct	t
897	3582	255	direct	t
898	3584	1536	direct	t
899	3586	584	direct	t
900	3587	2218	direct	t
901	3588	1712	direct	t
902	3588	1706	direct	t
903	3593	2111	direct	t
904	3594	701	direct	t
905	3599	1116	direct	t
906	3600	1117	direct	t
907	3603	924	direct	t
908	3604	2258	direct	t
909	3605	1140	direct	t
910	3607	1943	direct	t
911	3608	1603	direct	t
912	3614	1119	direct	t
913	3615	67	direct	t
914	3615	1766	direct	t
915	3616	1762	direct	t
916	3626	1403	reference*	\N
917	3626	1382	direct	t
918	3628	1730	direct	t
919	3630	86	direct	t
920	3630	1487	direct	t
921	3631	1095	direct	t
922	3635	863	direct	t
923	3638	776	direct	t
924	3639	208	direct	t
925	3640	2323	direct	t
926	3647	2479	direct	t
927	3650	1936	direct	t
928	3651	910	direct	t
929	3652	85	include	t
930	3652	15	direct	t
931	3652	1326	direct	t
932	3658	410	direct	t
933	3660	864	direct	t
934	3661	865	direct	t
935	3662	66	direct	t
936	3662	2032	direct	t
937	3662	2014	direct	t
938	3664	206	direct	t
939	3665	954	direct	t
940	3666	2253	direct	t
941	3669	2048	direct	t
942	3675	2081	direct	t
943	3677	1431	direct	t
944	3678	1760	direct	t
945	3688	975	direct	t
946	3690	839	direct	t
947	3691	909	direct	t
948	3694	12	direct	t
949	3694	671	direct	t
950	3695	1037	direct	t
951	3697	1951	direct	t
952	3699	1926	reference	f
953	3699	1925	reference	f
954	3702	301	direct	t
955	3704	1012	direct	t
956	3708	2271	direct	t
957	3713	443	direct	t
958	3714	2217	direct	t
959	3716	1795	direct	t
960	3718	2390	direct	t
961	3720	296	direct	t
962	3720	291	direct	t
963	3721	1794	direct	t
964	3723	2213	direct	t
965	3726	2324	direct	t
966	3733	231	direct	t
967	3739	230	direct	t
968	3740	2270	direct	t
969	3741	2036	direct	t
970	3745	2277	direct	t
971	3746	2252	direct	t
972	3750	882	direct	t
973	3751	2426	direct	t
974	3752	2382	direct	t
975	3755	1950	direct	t
976	3757	1115	direct	t
977	3762	920	direct	t
978	3768	1824	direct	t
979	3770	2137	direct	t
980	3773	606	direct	t
981	3773	604	direct	t
982	3774	1792	direct	t
983	3774	1731	direct	t
984	3775	1940	direct	t
985	3776	2378	direct	t
986	3778	1942	direct	t
987	3782	3	reference	f
988	3782	2328	direct	t
989	3783	1301	direct	t
990	3791	1088	direct	t
991	3792	941	direct	t
992	3795	1992	direct	t
993	3797	1990	direct	t
994	3798	1793	direct	t
995	3799	84	direct	t
996	3799	1725	direct	t
997	3802	594	direct	t
998	3803	862	direct	t
999	3806	2518	direct	t
1000	3808	1679	direct	t
1001	3808	1673	reference*	\N
1002	3808	1658	direct	t
1003	3809	2452	direct	t
1004	3818	2451	direct	t
1005	3820	2410	direct	t
1006	3821	625	direct	t
1007	3831	1150	direct	t
1008	3832	442	direct	t
1009	3833	1544	direct	t
1010	3835	1266	direct	t
1011	3843	879	direct	t
1012	3853	1572	direct	t
1013	3856	911	direct	t
1014	3857	2235	direct	t
1015	3860	1525	direct	t
1016	3862	2130	direct	t
1017	3862	2108	direct	t
1018	3863	2156	direct	t
1019	3864	2388	direct	t
1020	3876	242	direct	t
1021	3885	1540	direct	t
1022	3887	1905	reference*	\N
1023	3889	1551	direct	t
1024	3890	1155	direct	t
1025	3891	2131	direct	t
1026	3891	2110	direct	t
1027	3896	2200	direct	t
1028	3897	596	direct	t
1029	3903	1995	direct	t
1030	3904	1722	direct	t
1031	3911	83	direct	t
1032	3913	595	direct	t
1033	3915	605	direct	t
1034	3917	2133	direct	t
1035	3917	2120	direct	t
1036	3921	1998	direct	t
1037	3928	406	direct	t
1038	3931	433	direct	t
1039	3932	881	direct	t
1040	3933	836	direct	t
1041	3935	1761	direct	t
1042	3941	1737	direct	t
1043	3942	1437	direct	t
1044	3944	2214	direct	t
1045	3946	415	direct	t
1046	3947	1672	reference*	\N
1047	3947	1656	direct	t
1048	3952	2236	direct	t
1049	3958	1549	direct	t
1050	3963	775	direct	t
1051	3966	1413	direct	t
1052	3967	326	reference*	\N
1053	3967	266	direct	t
1054	3971	1905	reference*	\N
1055	3974	1997	direct	t
1056	3974	1996	direct	t
1057	3975	2047	direct	t
1058	3981	2379	direct	t
1059	3982	1671	direct	t
1060	3982	1657	direct	t
1061	3983	1883	direct	t
1062	3984	2287	direct	t
1063	3991	459	reference*	\N
1064	3991	423	direct	t
1065	3993	2376	direct	t
1066	3998	1416	direct	t
1067	3999	267	direct	t
1068	4001	626	direct	t
1069	4007	2406	direct	t
1070	4008	1438	direct	t
1071	4010	516	reference*	\N
1072	4012	259	direct	t
1073	4013	268	direct	t
1074	4014	2023	direct	t
1075	4015	2022	direct	t
1076	4017	407	direct	t
1077	4020	2444	direct	t
1078	4023	785	direct	t
1079	4029	2238	direct	t
1080	4031	1948	direct	t
1081	4036	82	direct	t
1082	4036	1558	direct	t
1083	4037	2511	direct	t
1084	4041	2052	direct	t
1085	4050	1156	direct	t
1086	4051	1154	direct	t
1087	4053	746	direct	t
1088	4055	2409	direct	t
1089	4055	2405	direct	t
1090	4062	1859	direct	t
1091	4063	196	direct	t
1092	4070	490	reference*	\N
1093	4070	489	reference*	\N
1094	4070	412	direct	t
1095	4075	453	direct	t
1096	4080	431	direct	t
1097	4081	2412	direct	t
1098	4082	2407	direct	t
1099	4083	2408	direct	t
1100	4085	861	direct	t
1101	4092	2233	direct	t
1102	4093	761	direct	t
1103	4093	747	direct	t
1104	4094	1564	direct	t
1105	4096	1816	direct	t
1106	4097	1432	direct	t
1107	4098	1935	direct	t
1108	4104	2411	direct	t
1109	4108	939	reference	f
1110	4108	883	direct	t
1111	4118	1994	direct	t
1112	4120	2125	direct	t
1113	4121	405	direct	t
1114	4121	239	direct	t
1115	4133	404	direct	t
1116	4138	1219	direct	t
1117	4141	2314	direct	t
1118	4143	577	reference*	\N
1119	4143	294	direct	t
1120	4149	2386	direct	t
1121	4157	2413	direct	t
1122	4164	2326	direct	t
1123	4169	411	direct	t
1124	4171	2480	direct	t
1125	4172	432	direct	t
1126	4172	420	direct	t
