sourceitempartid	sourceitem	sourceitempartisbypage	sourceitempartfrom	sourceitempartto	sourceitempartsequencecharacter	sourceitempartsequence	sourceitempartsequenceverified	sourceitempartsequencecharacterafter	sourceitempartzeropad
2276	2905	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2277	2906	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2278	2907	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2279	2908	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2280	2909	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2281	2910	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2282	2911	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2283	2912	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2284	2913	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2285	2914	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2286	2915	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2287	2916	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2288	2917	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2289	2918	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2290	2919	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2291	2920	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2292	2921	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2293	2922	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2294	2923	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2295	2924	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2296	2925	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2297	2926	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2298	2927	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2299	2928	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2300	2929	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2301	2930	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2302	2931	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2303	2932	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2304	2933	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2305	2934	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2306	2935	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2307	2936	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2308	2937	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2309	2938	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2310	2939	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2311	2940	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2312	2941	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2313	2942	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2314	2943	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2315	2944	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2316	2945	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2317	2946	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2318	2947	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2319	2948	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2320	2949	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2321	2950	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2322	2951	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2323	2952	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2324	2953	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2325	2954	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2326	2955	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2327	2956	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2328	2957	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2329	2958	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2330	2959	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2331	2960	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2332	2961	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2333	2962	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2334	2963	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2335	2964	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2336	2965	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2337	2966	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2338	2967	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2339	2968	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2340	2969	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2341	2970	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2342	2971	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2343	2972	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2344	2973	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2345	2974	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2346	2975	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2347	2976	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2348	2977	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2349	2978	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2350	2979	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2351	2980	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2352	2981	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2353	2982	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2354	2983	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2355	2984	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2356	2985	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2357	2986	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2358	2987	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2359	2988	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2360	2989	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2361	2990	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2362	2991	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2363	2992	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2364	2993	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2365	2994	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2366	2995	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2367	2996	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2368	2997	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2369	2998	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2370	2999	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2371	3000	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2372	3001	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2373	3002	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2374	3003	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2375	3004	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2376	3005	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2377	3006	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2378	3007	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2379	3008	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2380	3009	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2381	3010	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2382	3011	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2383	3012	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2384	3013	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2385	3014	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2386	3015	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2387	3016	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2388	3017	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2389	3018	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2390	3019	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2391	3020	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2392	3021	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2393	3022	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2394	3023	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2395	3024	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2396	3025	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2397	3026	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2398	3027	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2399	3028	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2400	3029	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2401	3030	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2402	3031	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2403	3032	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2404	3033	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2405	3034	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2406	3035	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2407	3036	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2408	3037	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2409	3038	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2410	3039	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2411	3040	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2412	3041	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2413	3042	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2414	3043	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2415	3044	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2416	3045	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2417	3046	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2418	3047	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2419	3048	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2420	3049	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2421	3050	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2422	3051	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2423	3052	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2424	3053	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2425	3054	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2426	3055	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2427	3056	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2428	3057	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2429	3058	t	\N	\N	&page=	0	f		0
2430	3059	t	\N	\N	&page=	0	f		0
2431	3060	t	\N	\N	&page=	0	f		0
2432	3061	t	\N	\N	&page=	4	f		0
2433	3062	t	\N	\N	&page=	0	f		0
2434	3063	t	\N	\N	&page=	0	f		0
2435	3064	t	\N	\N	&page=	0	f		0
2436	3065	t	\N	\N	&page=	0	f		0
2437	3066	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2438	3067	t	\N	\N	&page=	0	f		0
2439	3068	t	\N	\N	&page=	0	f		0
2440	3069	t	\N	\N	&page=	0	f		0
2441	3070	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
2442	3071	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2443	3072	t	\N	\N	&page=	0	f		0
2444	3073	t	\N	\N	&page=	0	f		0
2445	3074	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2446	3075	t	\N	\N	&page=	0	f		0
2447	3076	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2448	3077	t	\N	\N	&page=	0	f		0
2449	3078	t	\N	\N	&page=	0	f		0
2450	3079	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2451	3080	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2452	3081	t	\N	\N	&page=	0	f		0
2453	3082	t	\N	\N	&page=	0	f		0
2454	3083	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2455	3084	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2456	3085	t	\N	\N	&page=	0	f		0
2457	3086	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2458	3087	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2459	3088	t	\N	\N	&page=	0	f		0
2460	3089	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2461	3090	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2462	3091	t	\N	\N	&page=	0	f		0
2463	3092	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
2464	3093	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2465	3094	t	\N	\N	&page=	0	f		0
2466	3095	t	\N	\N	&page=	0	f		0
2467	3096	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2468	3097	t	\N	\N	&page=	0	f		0
2469	3098	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2470	3099	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2471	3100	t	\N	\N	&page=	0	f		0
2472	3101	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2473	3102	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2474	3103	t	\N	\N	&page=	0	f		0
2475	3104	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2476	3105	t	\N	\N	&page=	0	f		0
2477	3106	t	\N	\N	&page=	0	f		0
2478	3107	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2479	3108	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2480	3109	t	\N	\N	&page=	0	f		0
2481	3110	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2482	3111	t	\N	\N	&page=	0	f		0
2483	3112	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2484	3113	t	\N	\N	&page=	0	f		0
2485	3114	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2486	3115	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2487	3116	t	\N	\N	&page=	0	f		0
2488	3117	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2489	3118	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2490	3119	t	\N	\N	&page=	0	f		0
2491	3120	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2492	3121	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2493	3122	t	\N	\N	&page=	0	f		0
2494	3123	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2495	3124	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2496	3125	t	\N	\N	&page=	0	f		0
2497	3126	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2498	3127	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
2499	3128	t	\N	\N	&page=	0	f		0
2500	3129	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2501	3130	t	\N	\N	&page=	0	f		0
2502	3131	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2503	3132	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2504	3133	t	\N	\N	&page=	0	f		0
2505	3134	t	\N	\N	&page=	0	f		0
2506	3135	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2507	3136	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-2	f		0
2508	3137	t	\N	\N	&page=	0	f		0
2509	3138	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2510	3139	t	\N	\N	&page=	0	f		0
2511	3140	t	\N	\N	&page=	0	f		0
2512	3141	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2513	3142	t	\N	\N	&page=	0	f		0
2514	3143	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	10	f		0
2515	3144	t	\N	\N	&page=	0	f		0
2516	3145	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
2517	3146	t	\N	\N	&page=	0	f		0
2518	3147	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2519	3148	t	\N	\N	&page=	0	f		0
2520	3149	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2521	3150	t	\N	\N	&page=	0	f		0
2522	3151	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2523	3152	t	\N	\N	&page=	0	f		0
2524	3153	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2525	3154	t	\N	\N	&page=	0	f		0
2526	3155	t	\N	\N	&page=	0	f		0
2527	3156	t	\N	\N	&page=	0	f		0
2528	3157	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2529	3158	t	\N	\N	&page=	0	f		0
2530	3159	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2531	3160	t	\N	\N	&page=	0	f		0
2532	3161	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	6	f		0
2533	3162	t	\N	\N	&page=	0	f		0
2534	3163	t	1	1062	?urlappend=%3Bview=1up%3Bseq=	10	f		0
2535	3164	t	1063	1100	&page=	1052	f		0
2536	3165	t	1	1062	&page=	0	f		0
2537	3166	t	1063	1100	&page=	0	f		0
2538	3167	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	50	f		0
2539	3168	t	\N	\N	&page=	0	f		0
2540	3169	t	\N	\N	&page=	0	f		0
2541	3170	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	8	f		0
2542	3171	t	\N	\N	&page=	0	f		0
2543	3172	t	\N	\N	&page=	0	f		0
2544	3173	t	\N	\N	&page=	0	f		0
2545	3174	t	\N	\N	&page=	0	f		0
2546	3175	t	\N	\N	&page=	0	f		0
2547	3176	t	\N	\N	&page=	0	f		0
2548	3177	t	\N	\N	&page=	0	f		0
2549	3178	t	\N	\N	&page=	0	f		0
2550	3179	t	\N	\N	&page=	0	f		0
2551	3180	t	\N	\N	&page=	0	f		0
2552	3181	t	\N	\N	&page=	0	f		0
2553	3182	t	\N	\N	&page=	0	f		0
2554	3183	t	\N	\N	&page=	0	f		0
2555	3184	t	\N	\N	&page=	0	f		0
2556	3185	t	\N	\N	&page=	0	f		0
2557	3186	t	\N	\N	&page=	0	f		0
2558	3187	t	\N	\N	&page=	0	f		0
2559	3188	t	\N	\N	&page=	0	f		0
2560	3189	t	\N	\N	&page=	0	f		0
2561	3190	t	\N	\N	&page=	0	f		0
2562	3191	t	\N	\N	&page=	0	f		0
2563	3192	t	\N	\N	&page=	0	f		0
2564	3193	t	\N	\N	&page=	0	f		0
2565	3194	t	\N	\N	&page=	0	f		0
2566	3195	t	\N	\N	&page=	0	f		0
2567	3196	t	\N	\N	&page=	0	f		0
2568	3197	t	\N	\N	&page=	0	f		0
2569	3198	t	\N	\N	&page=	0	f		0
2570	3199	t	\N	\N	&page=	0	f		0
2571	3200	t	\N	\N	&page=	0	f		0
2572	3201	t	\N	\N	&page=	0	f		0
2573	3202	t	\N	\N	&page=	0	f		0
2574	3203	t	1	1086	&page=	0	f		0
2575	3204	t	1089	1228	&page=	0	f		0
2577	3206	t	\N	\N	&page=	0	f		0
2578	3207	t	\N	\N	&page=	0	f		0
2579	3208	t	\N	\N	&page=	0	f		0
2580	3209	t	\N	\N	&page=	0	f		0
2581	3210	t	\N	\N	&page=	0	f		0
2582	3211	t	\N	\N	&page=	0	f		0
2583	3212	t	\N	\N	&page=	0	f		0
2584	3213	t	\N	\N	&page=	0	f		0
2585	3214	t	\N	\N	&page=	0	f		0
2586	3215	t	\N	\N	&page=	0	f		0
2587	3216	t	\N	\N	&page=	0	f		0
2588	3217	t	\N	\N	&page=	0	f		0
2589	3218	t	\N	\N	&page=	0	f		0
2590	3219	t	\N	\N	&page=	0	f		0
2591	3220	t	\N	\N	&page=	0	f		0
2592	3221	t	\N	\N	&page=	0	f		0
2593	3222	t	\N	\N	&page=	0	f		0
2594	3223	t	\N	\N	&page=	0	f		0
2595	3224	t	\N	\N	&page=	0	f		0
2596	3225	t	\N	\N	&page=	0	f		0
2597	3226	t	\N	\N	&page=	0	f		0
2598	3227	t	\N	\N	&page=	0	f		0
2599	3228	t	\N	\N	&page=	0	f		0
2600	3229	t	\N	\N	&page=	0	f		0
2601	3230	t	\N	\N	&page=	0	f		0
2602	3231	t	\N	\N	&page=	0	f		0
2603	3232	t	\N	\N	&page=	0	f		0
2604	3233	t	\N	\N	&page=	0	f		0
2605	3234	t	\N	\N	&page=	0	f		0
2606	3235	t	\N	\N	&page=	0	f		0
2607	3236	t	\N	\N	&page=	0	f		0
2608	3237	t	\N	\N	&page=	0	f		0
2609	3238	t	\N	\N	&page=	0	f		0
2610	3239	t	\N	\N	&page=	0	f		0
2611	3240	t	\N	\N	&page=	0	f		0
2612	3241	t	\N	\N	&page=	0	f		0
2613	3242	t	\N	\N	&page=	0	f		0
2614	3243	t	\N	\N	&page=	0	f		0
2615	3244	t	\N	\N	&page=	0	f		0
2616	3245	t	\N	\N	&page=	0	f		0
2617	3246	t	\N	\N	&page=	0	f		0
2618	3247	t	\N	\N	&page=	0	f		0
2619	3248	t	\N	\N		0	f		0
2620	3249	t	\N	\N	&page=	0	f		0
2621	3250	t	\N	\N	&page=	0	f		0
2622	3251	t	\N	\N	&page=	0	f		0
2623	3252	t	\N	\N	&page=	0	f		0
2624	3253	t	\N	\N	&page=	0	f		0
2625	3254	t	\N	\N	&page=	0	f		0
2626	3255	t	\N	\N	&page=	0	f		0
2627	3256	t	\N	\N	&page=	0	f		0
2628	3257	t	\N	\N	&page=	0	f		0
2629	3258	t	\N	\N	&page=	0	f		0
2630	3259	t	\N	\N	&page=	0	f		0
2631	3260	t	\N	\N	&page=	0	f		0
2632	3261	t	\N	\N	&page=	0	f		0
2633	3262	t	\N	\N	&page=	0	f		0
2634	3263	t	\N	\N	&page=	0	f		0
2635	3264	t	\N	\N	&page=	0	f		0
2636	3265	t	\N	\N	&page=	0	f		0
2637	3266	t	\N	\N	&page=	0	f		0
2638	3267	t	\N	\N	&page=	0	f		0
2639	3268	t	\N	\N	&page=	0	f		0
2640	3269	t	\N	\N	&page=	0	f		0
2641	3270	t	\N	\N	&page=	0	f		0
2642	3271	t	\N	\N	&page=	0	f		0
2643	3272	t	\N	\N	&page=	0	f		0
2644	3273	t	240	256	&page=	0	f		0
2645	3274	t	294	412	&page=	0	f		0
2646	3274	t	285	289	&page=	4	f		0
2647	3274	t	290	293	&page=	5	f		0
2648	3274	t	259	284	&page=	0	f		0
2649	3275	t	\N	\N	&page=	0	f		0
2650	3276	t	\N	\N	&page=	0	f		0
2651	3277	t	1	29	&page=	0	f		0
2652	3278	t	33	96	&page=	0	f		0
2653	3279	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-96	f		0
2654	3280	t	\N	\N	&page=	0	f		0
2655	3281	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-134	f		0
2656	3282	t	\N	\N	&page=	0	f		0
2657	3283	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-204	f		0
2658	3284	t	209	240	&page=	0	f		0
2659	3285	t	243	335	&page=	0	f		0
2660	3286	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-356	f		0
2661	3287	t	\N	\N	&page=	0	f		0
2662	3288	t	\N	\N	&page=	0	f		0
2663	3289	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-481	f		0
2664	3290	t	\N	\N	&page=	0	f		0
2665	3291	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-704	f		0
2666	3292	t	\N	\N	&page=	0	f		0
2667	3293	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	4	f		0
2668	3294	t	\N	\N	&page=	0	f		0
2669	3295	t	\N	\N	&page=	0	f		0
2670	3296	t	\N	\N	?urlappend=%3Bview=1up%3Bseq=	-124	f		0
2671	3297	t	\N	\N	&page=	0	f		0
2672	3298	t	\N	\N	&page=	0	f		0
2673	3299	t	\N	\N	&page=	0	f		0
2674	3300	t	\N	\N	&page=	0	f		0
2675	3301	t	\N	\N	&page=	0	f		0
2676	3302	t	\N	\N	&page=	0	f		0
2677	3303	t	\N	\N	&page=	0	f		0
2678	3304	t	\N	\N	&page=	0	f		0
2679	3305	t	\N	\N	&page=	0	f		0
2680	3306	t	\N	\N	&page=	0	f		0
2681	3307	t	\N	\N	&page=	0	f		0
2682	3308	t	\N	\N	&page=	0	f		0
2683	3309	t	\N	\N	&page=	0	f		0
2684	3310	t	\N	\N	&page=	0	f		0
2685	3311	t	\N	\N	&page=	0	f		0
2686	3312	t	\N	\N	&page=	0	f		0
2687	3313	t	\N	\N	&page=	0	f		0
2688	3314	t	\N	\N	&page=	0	f		0
2689	3315	t	\N	\N	&page=	0	f		0
2690	3316	t	\N	\N	&page=	0	f		0
2691	3317	t	\N	\N	&page=	0	f		0
2692	3318	t	\N	\N	&page=	0	f		0
2693	3319	t	\N	\N	&page=	0	f		0
2694	3320	t	\N	\N	&page=	0	f		0
