metesdescriptiongisid	metesdescription	governmentshape
9896	6166	14484
9897	6166	14492
9898	6166	14493
9899	6166	14494
9900	6166	14496
9901	6166	14497
9902	6166	14498
9903	6166	14499
9904	6166	14501
9905	6166	14502
9906	6166	14503
9907	6166	14504
9908	6166	14505
9909	6166	14506
9910	6166	14508
9911	6166	14509
9912	6166	14510
9913	6166	14511
9914	6166	14512
9915	6166	14513
9916	6166	14515
9917	6166	14516
9919	6166	14518
9920	6166	14519
9921	6166	14520
9922	6166	14521
9923	6166	14522
9924	6166	14524
9925	6166	14525
9926	6166	14558
9928	6166	14560
9929	6166	14561
9930	6166	14562
9931	6166	14563
9932	6166	14564
9934	6166	14566
9935	6166	14567
9937	6166	28793
9938	6166	28794
9939	6166	28795
9940	6166	28796
9941	6166	28797
9942	6167	964
9943	6167	2545
9944	6167	2624
9945	6167	2946
9946	6167	3169
9947	6167	3439
9948	6167	4119
9949	6167	4276
9950	6167	4340
9951	6167	4689
9953	6167	4899
9954	6167	5136
9955	6167	5314
9956	6167	5504
9957	6167	5557
9958	6167	5621
9959	6167	12226
9960	6167	13011
9961	6167	13017
9962	6168	345
9963	6168	420
9964	6168	960
9965	6168	975
9966	6168	1560
9967	6168	2332
9968	6168	2348
9970	6168	2656
9971	6168	2802
9972	6168	3076
9973	6168	3160
9974	6168	3298
9975	6168	3403
9976	6168	4278
9977	6168	4435
9978	6168	4539
9979	6168	4560
9981	6168	5173
9982	6168	5271
9983	6168	5302
9984	6168	5342
9985	6168	12381
9986	6168	12646
9988	6168	12648
9990	6168	12950
9991	6168	12951
9992	6168	12997
9993	6168	12998
9994	6168	13002
9995	6168	13003
9996	6168	13004
9997	6168	13005
9998	6168	13006
10000	6168	13008
10001	6168	13009
10002	6168	13061
10003	6168	13062
10004	6168	13171
10006	5742	112
10007	258	112
10008	6040	112
10009	5360	112
10010	5748	112
10011	525	112
10012	107	2853
10013	5380	2853
10014	152	2853
10015	368	2853
10016	161	2853
10018	6132	2853
10019	251	2853
10021	368	2377
10022	181	2377
10023	251	2377
10024	81	2377
10025	1	2377
10026	5380	2377
10027	6132	2377
10028	5359	2625
10029	258	2625
10030	6040	2625
10031	5748	2625
10032	525	2625
10033	5742	2625
10034	6040	14582
10035	5359	14582
10036	258	14582
10037	5746	14582
10038	5742	14582
10039	525	14582
10040	368	2713
10041	251	2713
10042	161	2713
10043	3378	2713
10044	107	2713
10045	6131	2713
10046	152	2713
10047	3377	779
10048	80	779
10049	254	779
10050	1	779
10051	3377	846
10052	249	846
10053	84	846
10054	1	846
10055	6038	1528
10056	5742	1528
10057	5748	1528
10058	524	1528
10059	5372	1528
10060	258	1528
10061	5372	2705
10062	258	2705
10063	5750	2705
10064	524	2705
10065	5372	14587
10066	5749	14587
10067	524	14587
10068	5750	14587
10069	258	14587
10070	5373	2540
10071	6119	2540
10072	6064	2540
10073	6063	2540
10074	247	2540
10075	6121	5501
10076	260	5501
10077	5375	5501
10078	6147	5501
10079	6055	5501
10080	527	789
10081	251	789
10083	6127	789
10084	163	789
10085	5377	789
10086	369	789
10087	527	1263
10088	107	1263
10089	5377	1263
10090	369	1263
10091	6127	1263
10092	163	1263
10093	152	1263
10095	251	1263
10096	251	1902
10097	5380	1902
10098	368	1902
10099	6132	1902
10100	6123	3313
10101	5382	3313
10102	245	3313
10103	344	5233
10104	245	5233
10105	6117	5233
10106	5384	5233
10107	245	2427
10108	5386	2427
10109	6118	2427
10110	6139	2427
10111	5763	2427
10112	344	2427
10113	6067	1944
10114	461	1944
10115	5388	1944
10116	265	1944
10117	6063	1944
10118	6117	12504
10119	5390	12504
10120	245	12504
10121	344	12504
10122	6124	2428
10123	6155	2428
10124	245	2428
10125	5399	2428
10126	6121	687
10127	5347	687
10128	260	687
10129	1818	28827
10130	1820	7745
10131	1819	7745
10134	1821	7744
10135	1821	7749
10136	1815	28825
10137	1817	28825
10138	1817	7744
10139	1817	28823
10140	1817	28826
10141	1817	7749
10142	1817	7747
10143	1817	28827
10144	1817	7746
10145	1817	7745
10146	1817	28831
10147	1821	28831
10148	1821	28832
10149	1817	28832
10150	1505	28823
10151	1505	28826
10152	1505	28830
10153	387	28823
10154	387	7749
10155	387	7747
10156	387	28831
10157	387	28825
10158	387	7744
10159	387	3140
10160	387	7746
10161	387	7745
10162	387	7748
10163	387	28822
10165	387	4271
10166	6169	28830
10167	387	28834
10168	387	28835
10169	387	28836
10170	1821	28837
10171	1817	28837
10172	387	28837
10173	387	28838
10174	387	28839
10175	387	28840
10176	6174	28840
10177	6176	28834
10178	6175	28839
10179	6173	4271
10180	6173	28831
10181	6173	28823
10182	6171	28838
10183	6172	28835
10184	387	28841
10185	387	28842
10186	6170	28842
10188	6177	28822
10189	387	28844
10190	387	28845
10191	6179	28844
10192	6178	28845
10193	387	28846
10194	6180	28846
10195	387	28847
10197	387	28849
10198	387	28829
10199	6182	28849
10200	6183	28851
10201	879	28853
10202	879	28854
10206	804	28859
10207	1991	28862
10208	6184	907
10209	6184	1183
10210	6184	1522
10211	6184	1660
10212	6184	2401
10213	6184	3204
10214	6184	3442
10215	6184	3941
10216	6184	5212
10218	6184	5913
10219	6184	12431
10221	6184	12475
10222	6184	28863
10223	6186	28829
10224	1821	28864
10225	387	28864
10226	1817	28864
10227	6188	7744
10228	6187	28837
10229	6187	28836
10230	6185	28864
10231	6181	28847
10232	387	28851
10233	1842	28865
10234	387	28865
10235	387	28866
10236	1817	28867
10237	387	28867
10238	1818	28867
10239	6189	28866
10240	6190	28841
10241	6189	28867
10242	6189	28865
10243	6190	7747
10244	6190	7748
10245	6174	7746
10246	6174	7745
10247	6174	3140
10248	4226	28868
10249	5088	2633
10250	6186	7749
10251	1527	28871
10252	1527	28873
10253	1080	10360
10254	4169	10357
10255	4169	10362
10256	4169	28871
10257	4169	28875
10258	4169	10360
10259	4169	10344
10260	4169	10348
10261	4169	10356
10262	4169	10361
10263	4169	28873
10264	4169	10355
10265	4169	10354
10266	4169	10346
10267	5622	28878
10269	6191	28833
10271	6191	721
10272	6191	28875
10273	6191	10362
10275	6191	14228
10276	6191	14231
10277	6191	14230
10280	6191	10341
10281	6191	10343
10282	6191	5470
10283	6191	10360
10284	6191	10342
10285	6191	10344
10286	6191	10348
10287	6191	10361
10288	6191	10355
10289	6191	10345
10290	6192	124
10291	6193	28887
10292	223	4254
10293	223	4898
10294	1155	28890
10295	1154	28890
10296	1154	28891
10297	1155	28891
10298	72	28890
10299	72	28891
10300	335	1541
10301	335	4818
10302	10	12438
10303	10	769
10304	10	907
10305	10	1183
10306	10	1522
10307	10	1660
10308	10	2401
10309	10	3204
10310	10	3442
10311	10	3941
10313	10	5913
10314	10	12431
10316	10	12475
10317	10	28863
10318	10	5293
10319	6184	5293
10320	493	12431
10321	493	12477
10322	493	5913
10323	425	2436
10324	425	463
10325	425	12432
10326	5335	2436
10327	5335	463
10328	5335	12432
10329	5337	12485
10330	5336	12484
10331	6195	12438
10332	6195	28892
10333	6194	28863
10334	6194	5293
10335	6194	769
10336	5342	769
10337	5342	5293
10338	5342	28863
10341	6201	28896
10342	6200	28893
10343	6205	28895
10344	6199	3281
10345	6202	28898
10348	6206	3199
10351	6204	28901
10352	6203	28902
10353	748	584
10357	6208	4734
10358	708	28908
10359	3079	28909
10360	1296	28911
10361	500	28911
10362	1296	28914
10363	401	28914
10364	499	28914
10365	6209	28915
10367	6165	28920
10368	6165	28921
10417	6216	5224
10418	6216	236
10419	6019	28924
10420	6019	28923
10421	454	28923
10422	6226	5894
10423	6226	4044
10424	6226	4515
10425	6226	3384
10426	6227	4044
10427	6227	3384
10428	6227	4816
10429	6227	2718
10430	6227	5754
10431	6227	4420
10432	6227	4443
10433	6227	4238
10434	6227	13156
10435	6227	13155
10436	6227	566
10437	6227	2303
10438	6230	5517
10439	6230	3161
10440	6231	4420
10441	6232	2147
10442	6233	5528
10443	6233	3047
10444	6233	1764
10445	6233	3926
10446	636	3795
10447	691	28939
10448	469	28942
10449	6234	204
10450	6234	5296
10452	6234	28937
10453	6234	640
10454	6234	14485
10455	6234	170
10456	6234	943
10457	6234	3871
10458	6234	822
10459	6234	14486
10460	6234	13138
10466	6234	28943
10467	6235	28937
10469	6218	1460
10470	6218	1098
10471	6218	1910
10472	6218	3372
10473	6218	3319
10475	6217	5782
10476	6217	3695
10477	6217	3854
10478	6217	28953
10481	6217	2242
10482	6217	4186
10484	6217	2628
10485	6219	2418
10486	6219	2468
10487	6240	26
10488	6240	229
10489	6240	233
10490	6240	394
10491	6240	496
10492	6240	523
10493	6240	573
10494	6240	612
10495	6240	630
10496	6240	699
10497	6240	722
10498	6240	756
10499	6240	780
10500	6240	797
10501	6240	866
10502	6240	988
10503	6240	994
10504	6240	1057
10505	6240	1344
10506	6240	1375
10507	6240	1433
10508	6240	1701
10509	6240	1774
10510	6240	1820
10511	6240	1877
10512	6240	2028
10513	6240	2139
10514	6240	2355
10515	6240	2426
10516	6240	2453
10517	6240	2522
10518	6240	2616
10519	6240	2688
10520	6240	2768
10521	6240	2903
10522	6240	2907
10523	6240	2956
10524	6240	3067
10525	6240	3231
10526	6240	3316
10527	6240	3407
10528	6240	3418
10529	6240	3457
10530	6240	3475
10531	6240	3538
10532	6240	3657
10533	6240	3740
10534	6240	3808
10535	6240	3818
10536	6240	3890
10537	6240	3899
10538	6240	3907
10539	6240	3917
10540	6240	3965
10541	6240	3975
10542	6240	4063
10543	6240	4152
10544	6240	4177
10545	6240	4306
10546	6240	4325
10547	6240	4399
10548	6240	4558
10549	6240	4693
10550	6240	4754
10551	6240	4838
10552	6240	4890
10553	6240	4939
10554	6240	5045
10555	6240	5291
10556	6240	5375
10557	6240	5502
10558	6240	5552
10559	6240	5643
10560	6240	5682
10561	6240	5689
10562	6240	14407
10563	6241	134
10564	6241	346
10565	6241	898
10566	6241	1137
10567	6241	1171
10568	6241	1354
10569	6241	1388
10570	6241	1421
10571	6241	1619
10572	6241	1766
10573	6241	1853
10574	6241	1856
10575	6241	1985
10576	6241	2170
10577	6241	2380
10578	6241	2399
10579	6241	2530
10580	6241	2615
10581	6241	2622
10582	6241	2719
10583	6241	2810
10584	6241	2909
10585	6241	3183
10586	6241	3311
10587	6241	3327
10588	6241	3519
10589	6241	3719
10590	6241	3789
10591	6241	3903
10592	6241	3949
10593	6241	4032
10594	6241	4239
10595	6241	4374
10596	6241	4615
10597	6241	4677
10598	6241	4722
10599	6241	4807
10600	6241	5204
10601	6241	5426
10602	6241	5457
10603	6241	5590
10604	6241	14354
10605	6241	14355
10606	6241	14364
10607	6241	14365
10608	6241	14366
10609	6241	14367
10610	6241	14368
10611	6241	14369
10612	6241	14370
10613	6242	1511
10614	6242	1212
10615	6242	4203
10616	6242	3640
10617	6242	683
10618	6242	4013
10619	6242	1890
10620	6242	3639
10621	6242	1645
10622	6242	2305
10623	6242	1252
10624	6242	467
10625	6242	574
10626	6242	2918
10627	6242	5814
10628	6242	3168
10629	6242	3114
10630	6242	1300
10631	6242	3463
10632	6242	2908
10633	6242	2596
10634	6242	5273
10635	6242	1471
10636	6242	3274
10637	6243	1816
10638	6243	2603
10639	6243	556
10640	6243	4947
10641	6243	3109
10642	6243	3891
10643	6243	4026
10644	6243	2307
10645	6243	2621
10646	6243	4099
10647	6243	5742
10648	6243	557
10649	6243	5459
10650	6243	3360
10651	6243	3908
10652	6243	2518
10653	6243	2634
10654	6243	4029
10655	6243	2379
10656	6243	5266
10657	6243	3829
10658	6243	5919
10659	6243	2858
10660	6243	875
10661	6243	4941
10662	6243	3785
10663	6221	344
10664	6221	819
10665	6221	1072
10666	6221	1381
10667	6221	1654
10668	6221	1706
10669	6221	1964
10670	6221	2082
10671	6221	2103
10672	6221	2695
10673	6221	2924
10674	6221	3381
10675	6221	3520
10676	6221	3550
10677	6221	3554
10678	6221	4012
10679	6221	4018
10680	6221	4037
10681	6221	4398
10682	6221	4596
10683	6221	4823
10684	6221	4892
10685	6221	4936
10686	6221	5051
10687	6221	5156
10688	6221	5309
10689	6221	5345
10690	6221	5392
10691	6221	5533
10692	6221	5545
10693	6221	5805
10694	6221	6709
10695	6221	6711
10696	6221	6712
10697	6221	6713
10698	6221	6714
10699	6221	6715
10700	6221	6716
10701	6221	6717
10702	6221	6718
10703	6221	6719
10704	6221	6720
10705	6221	6722
10706	6221	6724
10707	6221	6726
10708	6221	7052
10709	6221	7053
10710	6221	7054
10711	6221	7055
10712	6221	7056
10713	6221	7058
10714	6221	7061
10715	6221	7063
10716	6221	7064
10717	6221	7067
10718	6221	7068
10719	6221	7069
10720	6221	7070
10721	6221	7071
10722	6221	7072
10723	6221	7073
10724	6221	7075
10725	6221	7076
10726	6221	7079
10727	6221	7080
10728	6221	7081
10729	6221	7082
10730	6221	7083
10731	6221	7084
10732	6221	7086
10733	6221	7087
10734	6221	7088
10735	6221	7089
10736	6221	7091
10737	6221	7092
10738	6221	7094
10739	6221	7096
10740	6221	7097
10741	6221	7098
10742	6221	7099
10743	6221	7100
10744	6221	7101
10745	6221	7102
10746	6221	12382
10747	6221	12383
10748	6221	12384
10749	6221	12385
10750	6221	12386
10751	6221	12387
10752	6221	12389
10753	6221	12390
10754	6221	12391
10755	6221	12393
10756	6221	12395
10757	6221	12396
10758	6221	12397
10759	6221	14356
10760	6221	14357
10761	6221	14358
10762	6221	14359
10763	6221	14360
10764	6221	14361
10765	6221	14362
10766	6221	14363
10767	6221	14371
10768	6221	14372
10769	6221	14373
10770	6221	14375
10771	6221	14376
10772	6221	14377
10773	6221	7074
10774	6221	7065
10775	6221	7077
10776	6220	2553
10777	6220	2790
10778	6222	2300
10779	6222	3979
10780	6222	4713
10781	6222	937
10782	6222	548
10783	6222	4499
10784	6222	4632
10785	6222	4401
10786	6222	2840
10787	6222	1891
10788	6222	2681
10789	6222	4808
10790	6222	3634
10791	6222	4778
10792	6222	3499
10793	6222	818
10794	6222	1974
10795	6222	3853
10796	6222	3991
10797	6222	758
10799	6222	360
10800	6222	3177
10801	6222	68
10803	6222	3282
10804	6222	2325
10805	6222	1034
10806	6222	4938
10807	6222	2366
10808	6222	4116
10809	6222	3287
10810	6222	1315
10811	6222	239
10812	6222	1533
10813	6222	4182
10814	6222	4371
10815	6222	3534
10817	6222	1637
10818	6222	5398
10819	6222	588
10820	6222	157
10821	6222	5715
10822	6222	4160
10823	6222	5617
10824	6222	3490
10825	6222	3385
10826	6222	1257
10827	6222	368
10828	6222	4706
10829	6222	947
10830	6222	1945
10831	6222	3367
10832	6222	2741
10833	6222	2423
10834	6222	3110
10835	6222	2579
10836	6222	5404
10837	6222	2047
10838	6222	3709
10839	6222	4337
10841	6222	2261
10842	6222	4502
10843	6222	3966
10844	6222	781
10845	6222	4424
10846	6222	695
10847	6222	2667
10848	6222	622
10849	6222	4131
10850	6222	1199
10851	6222	2416
10852	6222	2473
10853	6222	1493
10854	6222	2296
10855	6222	2926
10856	6222	2897
10857	6222	2315
10858	6222	5769
10859	6222	2412
10860	6222	5451
10861	6222	2347
10862	6222	5873
10863	6222	3194
10864	6222	3790
10866	6222	5147
10867	6222	4042
10868	6222	2234
10869	6222	365
10870	6222	447
10871	6222	3820
10872	6222	5628
10873	6222	5056
10874	6222	935
10875	6222	28423
10876	6222	28422
10877	6222	3788
10878	6222	2678
10879	6222	1673
10880	6222	20
10881	6222	5690
10882	6222	990
10883	6222	5124
10884	6222	4600
10886	6223	1572
10887	6223	1590
10888	6223	5047
10889	6223	3270
10890	6223	4405
10959	6224	12566
10961	6224	3612
10962	6224	12634
10963	6224	12641
10965	6224	12561
10966	6224	5230
10967	6224	12569
10968	6224	5770
10969	6224	48
10970	6224	889
10973	6224	13186
10974	6224	12639
10975	6224	2206
10977	6224	2243
10978	6224	1062
10979	6224	12642
10980	6224	12633
10981	6224	14425
10982	6224	12562
10983	6224	13191
10984	6224	12630
10985	6224	3732
10986	6224	3929
10988	6224	506
10989	6224	12632
10990	6224	12568
10991	6224	260
10992	6224	12563
10993	6224	14088
10994	6224	14111
10995	6224	12628
10998	6224	3115
11001	6224	12635
11005	6224	13194
11006	6224	13189
11007	6224	12637
11008	6224	13184
11009	6224	1107
11010	6224	12631
11011	6224	13192
11012	6224	12629
11026	6224	5315
11027	6224	5008
11028	6224	5685
11029	6224	627
11030	6224	4170
11031	6224	5166
11040	6244	1083
11041	6236	732
11042	6236	4169
11043	6236	1609
11044	6236	3296
11045	6236	4959
11060	6236	2650
11061	6236	4296
11062	6236	4783
11063	6236	4790
11064	6236	3248
11065	6236	1245
11066	6236	906
11067	6236	852
11068	6236	5718
11069	6236	3205
11070	6236	2915
11071	6236	418
11072	6236	2777
11073	6236	305
11074	6236	633
11075	6236	4758
11076	6219	3262
11078	6250	10388
11079	6224	28970
11081	6223	28972
11082	6223	28973
11084	6223	28975
11085	6223	3537
11086	6223	28976
11087	6223	28977
11089	6223	28979
11093	1704	28983
11094	1705	28983
11095	90	28983
11096	6223	28984
11098	2755	28984
11099	2340	28977
11100	6251	28973
11101	6251	28972
11105	6223	28988
11106	6223	4979
11107	6223	28989
11108	6252	4979
11109	6223	28987
11110	5732	28999
11111	5732	29000
11112	5732	28992
11113	5732	28997
11114	5732	28993
11115	5732	28994
11116	5732	28996
11117	429	28993
11118	429	28991
11119	6253	4741
11120	6253	28997
11121	6253	28998
11122	6253	28991
11123	6253	28993
11124	2112	802
11125	6257	29005
11126	6258	3733
11127	6259	2004
11128	2109	29009
11131	6260	29007
11132	6255	29011
11133	6254	3823
11134	6256	29014
11135	6261	4665
11136	6261	29006
11137	6261	29008
11138	6261	29004
11139	6261	2004
11140	6261	29013
11141	6261	342
11142	6261	29010
11143	6261	29012
11144	6262	342
11145	6262	2004
11146	6262	3823
11147	6262	4665
11148	6262	29004
11149	6262	29006
11150	6262	29007
11151	6262	29008
11152	6262	29010
11153	6262	29011
11154	6262	29012
11155	6262	29013
11156	6262	29014
11157	6263	4665
11158	6264	29006
11159	6265	29004
11160	2111	29007
11161	2111	29006
11162	2111	2857
11163	2111	29014
11164	2111	29008
11165	2111	3733
11166	2111	29004
11167	2111	29005
11168	2111	1830
11169	2111	3823
11170	2111	29013
11171	2111	29010
11172	2111	29012
11173	2111	29011
11174	2113	342
11176	2113	802
11177	2113	1830
11178	2113	2004
11179	2113	2857
11180	2113	3210
11181	2113	3733
11182	2113	3755
11183	2113	3823
11184	2113	4665
11185	2113	4769
11186	2113	5077
11187	2113	29004
11188	2113	29005
11189	2113	29006
11190	2113	29007
11191	2113	29008
11192	2113	29009
11193	2113	29010
11194	2113	29011
11195	2113	29012
11196	2113	29013
11197	2113	29014
11202	508	29070
11203	506	29070
11204	4149	3480
11205	6166	29082
11206	6166	29083
11207	6272	14100
11208	6272	14098
11209	6272	29084
11210	6166	29084
11211	6272	29085
11212	6166	29085
11223	6166	14101
11224	6166	29087
11225	6275	29086
11226	6166	29086
11227	6166	29091
11228	6166	29092
11229	6166	29093
11230	6166	29094
11232	6166	29096
11233	6166	29097
11234	2706	29082
11235	2954	29093
11237	6166	29095
11238	6166	29099
11239	2956	29099
11240	2955	29094
11241	6166	29100
11242	2839	29095
11243	2705	29100
11244	2703	2699
11245	6166	29101
11246	2191	29087
11247	2135	29096
11248	6166	29102
11249	2704	1277
11250	6166	29103
11251	6166	29104
11252	3369	731
11253	3369	1404
11254	6278	2699
11255	6278	4069
11256	6278	29104
11257	6278	1404
11258	6278	4457
11259	6278	29103
11260	6278	731
11261	6278	14099
11262	6278	5879
11263	6278	29084
11264	6278	29083
11265	6278	14098
11266	6278	4685
11268	6166	29106
11270	6166	29108
11271	130	945
11273	6166	29110
11275	6166	29112
11276	6166	29113
11277	3853	1439
11279	6166	29115
11280	6166	14729
11281	6279	29115
11282	175	1953
11283	175	2497
11284	175	1480
11285	175	29092
11286	175	29093
11287	175	14100
11288	175	29083
11289	175	29082
11290	175	14098
11291	175	29084
11292	175	29085
11293	175	4992
11294	175	5879
11295	175	12660
11296	175	14097
11297	175	2049
11298	175	3844
11299	175	3188
11300	175	14729
11301	175	29115
11302	175	1439
11303	175	4314
11304	175	3771
11305	175	2538
11306	175	29104
11307	175	1404
11308	175	14099
11309	175	2995
11310	175	4069
11311	175	2699
11312	175	4457
11313	175	731
11314	175	29103
11315	175	4685
11316	175	12661
11317	175	29086
11318	175	2312
11319	175	29102
11320	175	1331
11321	175	29108
11323	175	2331
11326	175	945
11328	175	2029
11329	175	14101
11330	175	29101
11331	175	29087
11332	175	29097
11333	175	29091
11334	175	29099
11335	175	29095
11336	175	29100
11337	175	29094
11338	175	29096
11339	175	29106
11340	175	2970
11341	175	29112
11342	175	29113
11345	175	5543
11346	175	1390
11347	175	5653
11349	175	29110
11350	175	240
11352	175	7671
11359	175	14477
11360	175	14476
11362	175	7675
11364	175	1543
11366	175	1277
11367	6166	29107
11368	175	29107
11369	6166	29116
11370	6278	29116
11371	175	29116
11372	6166	29117
11373	6165	836
11374	6165	28820
11375	1259	11
11376	419	29125
11378	419	262
11380	114	29133
11381	635	29140
11383	6290	29104
11384	6290	1404
11385	6290	29106
11386	6290	2970
11387	6290	14099
11388	6290	29102
11389	6290	2995
11390	6290	1277
11391	6289	2970
11392	6289	14099
11393	6289	2995
11394	6291	2029
11395	1062	13135
11397	6166	4880
11399	6166	5438
11400	204	5438
11401	204	1001
11402	204	12358
11403	204	2056
11404	204	4980
11405	204	5492
11406	204	12359
11407	204	2576
11408	204	1745
11409	204	2766
11410	204	1967
11412	6292	4880
11416	5065	29154
11417	6166	29154
11418	6166	999
11419	6166	3333
11420	2929	3333
11421	2929	3099
11422	3113	3020
11423	6293	3581
11424	6166	29156
11425	6166	1994
11426	6294	1994
11427	6166	29157
11428	1662	29156
11429	6296	29156
11430	6296	1994
11431	6296	3340
11432	6296	2395
11433	6296	3576
11434	6296	2185
11435	6296	5728
11436	6296	853
11437	6165	29158
11440	6165	4791
11442	6165	29161
11443	6165	29162
11444	6299	29161
11445	6297	29158
11447	6166	29164
11450	6166	29166
11451	6166	29167
11452	6166	29168
11455	6166	29169
11456	6166	238
11457	1264	238
11458	2773	29169
11459	5735	29164
11460	37	38
11462	37	12761
11463	37	1873
11464	37	3663
11465	37	12760
11466	37	1144
11467	37	4605
11468	37	12758
11469	37	868
11470	37	12762
11471	37	176
11472	3112	2049
11473	283	886
11474	684	4069
11475	684	2699
11476	684	29103
11477	684	4685
11478	684	731
11479	684	4457
11480	685	2699
11481	685	4457
11482	686	29103
11483	686	731
11484	175	4318
11485	6166	4318
11486	1665	4318
11487	610	10339
11488	610	3800
11489	6300	5039
11490	6300	1139
11491	6300	5028
11492	6300	2340
11493	6300	10339
11494	917	2340
11495	917	1139
11496	955	4344
11497	376	5700
11498	1770	4444
11499	1770	1403
11500	3362	1865
11501	188	29172
11505	6165	29175
11506	6165	3947
11507	6165	29176
11508	805	3947
