lawsectioneventid	lawsection	event	lawsectioneventrelationship	lawsectioneventnotes
17750	671	9133	indirect	
17751	1131	9133	indirect	
17752	615	9137	indirect	
17753	1655	9142	enabling	
17754	284	9143	indirect	
17755	743	9143	indirect	
17756	707	9144	indirect	
17757	817	9144	reference	
17758	193	9144	indirect	
17759	180	9148	indirect	
17760	667	9148	indirect	
17761	865	9148	indirect	
17762	1406	9148	indirect	
17763	1298	9148	indirect	
17764	1495	9148	indirect	
17765	182	9149	indirect	
17766	284	9150	indirect	
17767	743	9150	indirect	
17768	838	9150	indirect	
17769	194	9152	indirect	
17770	708	9152	indirect	
17771	711	9152	indirect	
17772	817	9152	indirect	
17773	591	9152	indirect	
17774	538	9153	indirect	
17775	571	9153	indirect	
17776	330	9153	indirect	
17777	791	9153	indirect	
17778	1241	9153	indirect	
17779	1314	9153	indirect	
17780	707	9156	indirect	
17781	817	9156	reference	
17782	193	9156	indirect	
17783	615	9157	indirect	
17784	671	9157	indirect	
17785	707	9160	indirect	
17786	817	9160	reference	
17787	193	9160	indirect	
17788	1621	9160	indirect	
17789	707	9161	indirect	
17790	817	9161	reference	
17791	193	9161	indirect	
17792	1336	9161	indirect	
17793	1621	9161	indirect	
17794	707	9162	indirect	
17795	817	9162	indirect	
17796	193	9162	indirect	
17797	1336	9162	indirect	
17798	1621	9162	indirect	
17799	707	9163	indirect	
17800	817	9163	indirect	
17801	193	9163	indirect	
17802	1336	9163	indirect	
17803	1621	9163	indirect	
17804	596	9164	indirect	
17805	1501	9164	indirect	
17806	596	9166	indirect	
17807	1501	9166	indirect	
17808	596	9167	indirect	
17809	1501	9167	indirect	
17810	596	9168	indirect	
17811	1501	9168	indirect	
17812	596	9169	indirect	
17813	1501	9169	indirect	
17814	615	9170	indirect	
17815	284	9171	indirect	
17816	743	9171	indirect	
17817	838	9171	indirect	
17818	707	9172	indirect	
17819	817	9172	reference	
17820	193	9172	indirect	
17821	707	9173	indirect	
17822	817	9173	reference	
17823	193	9173	indirect	
17824	707	9174	indirect	
17825	817	9174	reference	
17826	193	9174	indirect	
17827	596	9177	indirect	
17828	1501	9177	indirect	
17829	596	9178	indirect	
17830	1501	9178	indirect	
17831	615	9179	indirect	
17832	615	9180	indirect	
17833	615	9181	indirect	
17834	596	9182	indirect	
17835	596	9183	indirect	
17836	1793	9191	indirect	
17837	538	9193	indirect	
17838	571	9193	indirect	
17839	330	9193	indirect	
17840	791	9193	indirect	
17841	278	9197	indirect	
17842	691	9197	indirect	
17843	933	9197	indirect	
17844	194	9200	indirect	
17845	708	9200	indirect	
17846	711	9200	indirect	
17847	817	9200	indirect	
17848	591	9200	indirect	
17849	194	9201	indirect	
17850	708	9201	indirect	
17851	711	9201	indirect	
17852	817	9201	indirect	
17853	591	9201	indirect	
17854	194	9202	indirect	
17855	708	9202	indirect	
17856	711	9202	indirect	
17857	817	9202	indirect	
17858	591	9202	indirect	
17859	538	9204	indirect	
17860	571	9204	indirect	
17861	330	9204	indirect	
17862	791	9204	indirect	
17863	1241	9204	indirect	
17864	284	9206	indirect	
17865	615	9207	indirect	
17866	1793	9208	indirect	
17867	596	9211	indirect	
17868	1501	9211	indirect	
17869	596	9212	indirect	
17870	1501	9212	indirect	
17871	355	9213	indirect	
17872	354	9213	indirect	
17873	351	9213	indirect	
17874	734	9213	indirect	
17875	811	9213	indirect	
17876	750	9213	indirect	
17877	1494	9213	indirect	
17878	1755	9213	indirect	
17879	615	9214	indirect	
17880	671	9214	indirect	
17881	1131	9214	indirect	
17882	615	9215	indirect	
17883	671	9215	indirect	
17884	1131	9215	indirect	
17885	707	9223	indirect	
17886	817	9223	reference	
17887	193	9223	indirect	
17888	1621	9223	indirect	
17889	596	9224	indirect	
17890	1793	9227	indirect	
17891	538	9228	indirect	
17892	571	9228	indirect	
17893	330	9228	indirect	
17894	791	9228	indirect	
17895	1241	9228	indirect	
17896	1314	9228	indirect	
17897	284	9229	indirect	
17898	743	9229	indirect	
17899	838	9229	indirect	
17900	942	9229	indirect	
17901	284	9230	indirect	
17902	743	9230	indirect	
17903	838	9230	indirect	
17904	942	9230	indirect	
17905	1531	9230	indirect	
17906	1675	9233	indirect	
17907	837	9233	indirect	
17908	1675	9234	indirect	
17909	837	9234	indirect	
17910	1430	9234	indirect	
17911	1236	9236	indirect	
17912	279	9240	indirect	
17913	516	9240	indirect	
17914	937	9240	indirect	
17915	596	9246	indirect	
17916	1501	9246	indirect	
17917	615	9248	indirect	
17918	671	9248	indirect	
17919	596	9249	indirect	
17920	284	9250	indirect	
17921	743	9250	indirect	
17922	838	9250	indirect	
17923	942	9250	indirect	
17924	448	9252	indirect	
17925	1015	9252	indirect	
17926	546	9252	indirect	
17927	695	9252	indirect	
17928	688	9252	indirect	
17929	665	9252	indirect	
17930	1187	9252	indirect	
17931	996	9253	indirect	
17932	1306	9258	indirect	
17933	1012	9267	indirect	
17934	1011	9267	indirect	
17935	1009	9267	indirect	
17936	817	9269	indirect	
17937	284	9277	indirect	
17938	743	9277	indirect	
17939	1479	9289	reference	
17940	1631	9289	reference	
17941	1619	9289	enabling	
17942	1667	9289	reference	
17943	996	9300	indirect	
17944	996	9301	indirect	
17945	602	9301	indirect	
17946	1543	9301	indirect	
17947	182	9302	indirect	
17948	1306	9304	indirect	
17949	1306	9305	indirect	
17950	1306	9306	indirect	
17951	615	9307	indirect	
17952	671	9307	indirect	
17953	1131	9307	indirect	
17954	174	9312	reference	
17955	409	9312	reference	
17956	864	9312	reference	
17957	1496	9312	reference	
17958	284	9315	indirect	
17959	596	9316	indirect	
17960	1501	9316	indirect	
17961	596	9317	indirect	
17962	1501	9317	indirect	
17963	174	9320	indirect	
17964	409	9320	indirect	
17965	864	9320	indirect	
17966	1496	9320	indirect	
17967	596	9321	indirect	
17968	1501	9321	indirect	
17969	596	9322	indirect	
17970	1501	9322	indirect	
17971	284	9323	indirect	
17972	743	9323	indirect	
17973	838	9323	indirect	
17978	284	9325	indirect	
17979	743	9325	indirect	
17980	838	9325	indirect	
17981	942	9325	indirect	
17982	284	9326	indirect	
17983	743	9326	indirect	
17984	838	9326	indirect	
17985	942	9326	indirect	
17986	284	9328	indirect	
17987	1306	9328	reference	
17988	743	9328	indirect	
17989	838	9328	indirect	
17990	942	9328	indirect	
17991	1531	9328	indirect	
17992	538	9329	indirect	
17993	330	9329	indirect	
17994	571	9329	indirect	
17995	791	9329	indirect	
17996	1241	9329	indirect	
17997	1314	9329	indirect	
17998	194	9330	indirect	
17999	347	9330	indirect	
18000	708	9330	indirect	
18001	711	9330	indirect	
18002	817	9330	indirect	
18003	591	9330	indirect	
18004	596	9333	indirect	
18005	1501	9333	indirect	
18006	448	9335	indirect	
18007	688	9335	indirect	
18008	665	9335	indirect	
18009	1253	9337	indirect	
18010	1252	9337	indirect	
18011	51	9340	indirect	
18012	51	9341	indirect	
18013	51	9342	indirect	
18014	51	9343	indirect	
18015	51	9344	indirect	
18016	51	9345	indirect	
18017	596	9346	indirect	
18018	1501	9346	indirect	
18019	615	9347	indirect	
18020	51	9348	indirect	
18021	51	9349	indirect	
18022	51	9350	indirect	
18023	51	9351	indirect	
18024	1306	9352	indirect	
18025	707	9353	indirect	
18026	366	9353	indirect	
18027	1710	9353	indirect	
18028	1712	9354	enabling	
18029	615	9357	indirect	
18030	671	9357	indirect	
18031	1131	9357	indirect	
18032	1665	9358	direct	
18033	707	9362	indirect	
18034	1111	9362	indirect	
18035	707	9363	indirect	
18036	1111	9363	indirect	
18037	707	9364	indirect	
18038	1111	9364	indirect	
18039	596	9365	indirect	
18040	1501	9365	indirect	
18041	615	9368	indirect	
18042	284	9369	indirect	
18043	743	9369	indirect	
18044	838	9369	indirect	
18045	942	9369	indirect	
18046	707	9370	indirect	
18047	817	9370	reference	
18048	193	9370	indirect	
18049	707	9372	indirect	
18050	817	9372	reference	
18051	193	9372	indirect	
18052	1336	9372	indirect	
18053	1621	9372	indirect	
18054	596	9373	indirect	
18055	1501	9373	indirect	
18056	284	9377	indirect	
18057	743	9377	indirect	
18058	838	9377	indirect	
18059	182	9378	indirect	
18060	182	9379	indirect	
18061	284	9380	indirect	
18062	743	9380	indirect	
18065	284	9383	indirect	
18066	707	9385	indirect	
18067	707	9386	indirect	
18068	194	9388	indirect	
18069	347	9388	indirect	
18070	708	9388	indirect	
18071	711	9388	indirect	
18072	817	9388	indirect	
18073	911	9388	indirect	
18074	591	9388	indirect	
18075	596	9389	indirect	
18076	1501	9389	indirect	
18077	596	9390	indirect	
18078	1501	9390	indirect	
18079	817	9391	indirect	
18080	596	9393	indirect	
18081	1501	9393	indirect	
18082	355	9399	indirect	
18083	354	9399	indirect	
18084	351	9399	indirect	
18085	284	9404	indirect	
18086	743	9404	indirect	
18087	838	9404	indirect	
18088	284	9410	indirect	
18089	194	9412	indirect	
18090	347	9412	indirect	
18091	708	9412	indirect	
18092	711	9412	indirect	
18093	817	9412	indirect	
18094	911	9412	indirect	
18095	591	9412	indirect	
18096	194	9419	indirect	
18097	708	9419	indirect	
18098	711	9419	indirect	
18099	817	9419	indirect	
18100	591	9419	indirect	
18101	284	9428	indirect	
18102	1793	9434	indirect	
18103	596	9439	indirect	
18104	1501	9439	indirect	
18105	1815	9449	indirect	
18106	1815	9450	indirect	
18107	182	9452	indirect	
18108	182	9453	indirect	
18109	182	9457	indirect	
18110	284	9458	indirect	
18111	743	9458	indirect	
18112	838	9458	indirect	
18113	942	9458	indirect	
18114	1531	9458	indirect	
18115	996	9459	indirect	
18116	596	9462	indirect	
18117	1501	9462	indirect	
18118	531	9463	indirect	
18119	538	9465	indirect	
18120	330	9465	indirect	
18121	571	9465	indirect	
18122	791	9465	indirect	
18123	1241	9465	indirect	
18124	1067	9465	indirect	
18125	1314	9465	indirect	
18126	1793	9466	indirect	
18127	661	9466	indirect	
18128	833	9466	indirect	
18129	180	9468	indirect	
18130	667	9468	indirect	
18131	865	9468	indirect	
18132	1093	9468	indirect	
18133	1406	9468	indirect	
18134	1298	9468	indirect	
18135	1495	9468	indirect	
18136	194	9471	indirect	
18137	708	9471	indirect	
18138	711	9471	indirect	
18139	817	9471	indirect	
18140	591	9471	indirect	
18141	1581	9475	indirect	
18142	1580	9475	indirect	
18143	1579	9475	indirect	
18144	1577	9475	indirect	
18145	1576	9475	indirect	
18146	1005	9475	indirect	
18147	1308	9475	indirect	
18148	78	9485	reference	
18149	1237	9485	indirect	
18150	596	9486	indirect	
18151	1501	9486	indirect	
18152	596	9487	indirect	
18153	1501	9487	indirect	
18154	182	9488	indirect	
18155	596	9492	indirect	
18156	1501	9492	indirect	
18157	596	9493	indirect	
18158	1501	9493	indirect	
18159	1331	9495	indirect	
18160	1058	9495	indirect	
18161	1001	9495	indirect	
18162	596	9499	indirect	
18163	174	9501	reference	
18164	409	9501	reference	
18165	864	9501	reference	
18166	1496	9501	reference	
18167	707	9506	indirect	
18168	817	9506	reference	
18169	193	9506	indirect	
18170	182	9512	indirect	
18171	194	9513	indirect	
18172	347	9513	indirect	
18173	708	9513	indirect	
18174	711	9513	indirect	
18175	817	9513	indirect	
18176	911	9513	indirect	
18177	591	9513	indirect	
18178	1793	9514	indirect	
18179	278	9517	indirect	
18180	691	9517	indirect	
18181	933	9517	indirect	
18182	355	9518	indirect	
18183	354	9518	indirect	
18184	351	9518	indirect	
18185	708	9526	indirect	
18186	711	9526	indirect	
18187	817	9526	indirect	
18188	194	9531	indirect	
18189	347	9531	indirect	
18190	708	9531	indirect	
18191	711	9531	indirect	
18192	817	9531	indirect	
18193	911	9531	indirect	
18194	591	9531	indirect	
18195	538	9533	indirect	
18196	571	9533	indirect	
18197	330	9533	indirect	
18198	791	9533	indirect	
18199	596	9534	indirect	
18200	1501	9534	indirect	
18201	615	9536	indirect	
18202	671	9536	indirect	
18203	1131	9536	indirect	
18204	596	9537	indirect	
18205	596	9539	indirect	
18206	1501	9539	indirect	
18207	708	9540	indirect	
18208	711	9540	indirect	
18209	817	9540	indirect	
18210	591	9540	indirect	
18211	355	9542	indirect	
18212	354	9542	indirect	
18213	351	9542	indirect	
18214	596	9543	indirect	
18215	1501	9543	indirect	
18216	180	9546	indirect	
18217	865	9546	indirect	
18218	1406	9546	indirect	
18219	1298	9546	indirect	
18220	1495	9546	indirect	
18221	1306	9547	indirect	
18222	284	9548	indirect	
18223	743	9548	indirect	
18224	838	9548	indirect	
18225	942	9548	indirect	
18226	1531	9548	indirect	
18227	284	9549	indirect	
18228	743	9549	indirect	
18229	838	9549	indirect	
18230	942	9549	indirect	
18231	1531	9549	indirect	
18232	284	9550	reference	
18233	743	9550	reference	
18234	838	9550	reference	
18235	942	9550	reference	
18236	1531	9550	reference	
18237	174	9551	indirect	
18238	409	9551	indirect	
18239	864	9551	indirect	
18240	1496	9551	indirect	
18241	182	9555	indirect	
18242	182	9556	indirect	
18243	182	9557	indirect	
18244	596	9561	indirect	
18245	1793	9562	indirect	
18246	661	9562	indirect	
18247	996	9564	indirect	
18248	1543	9564	indirect	
18249	1306	9565	indirect	
18250	1306	9567	indirect	
18251	174	9568	indirect	
18252	409	9568	indirect	
18253	864	9568	indirect	
18254	1496	9568	indirect	
18255	78	9572	indirect	
18256	1281	9572	indirect	
18257	1395	9572	indirect	
18258	731	9582	enabling	
18259	596	9584	indirect	
18260	615	9584	reference	
18261	1501	9584	indirect	
18262	596	9585	indirect	
18263	615	9585	reference	
18264	1501	9585	indirect	
18265	596	9586	indirect	
18266	615	9586	reference	
18267	1501	9586	indirect	
18268	707	9587	indirect	
18269	817	9587	reference	
18270	193	9587	indirect	
18271	707	9588	indirect	
18272	817	9588	reference	
18273	193	9588	indirect	
18274	1336	9588	indirect	
18275	1621	9588	indirect	
18276	596	9590	indirect	
18277	1501	9590	indirect	
18278	194	9595	indirect	
18279	708	9595	indirect	
18280	711	9595	indirect	
18281	817	9595	indirect	
18282	591	9595	indirect	
18283	194	9598	indirect	
18284	347	9598	indirect	
18285	708	9598	indirect	
18286	711	9598	indirect	
18287	817	9598	indirect	
18288	911	9598	indirect	
18289	591	9598	indirect	
18290	382	9600	indirect	
18291	194	9601	indirect	
18292	347	9601	indirect	
18293	708	9601	indirect	
18294	711	9601	indirect	
18295	817	9601	indirect	
18296	911	9601	indirect	
18297	591	9601	indirect	
18298	596	9602	indirect	
18299	1501	9602	indirect	
18300	707	9619	indirect	
18301	707	9623	indirect	
18302	817	9623	reference	
18303	193	9623	indirect	
18304	1621	9623	indirect	
18305	180	9627	indirect	
18306	667	9627	indirect	
18307	865	9627	indirect	
18308	1406	9627	indirect	
18309	1298	9627	indirect	
18310	1495	9627	indirect	
18311	596	9637	indirect	
18312	1501	9637	indirect	
18313	1306	9639	indirect	
18314	596	9652	indirect	
18315	1501	9652	indirect	
18316	596	9653	indirect	
18317	1501	9653	indirect	
18318	707	9658	indirect	
18319	817	9658	reference	
18320	193	9658	indirect	
18321	596	9659	indirect	
18322	284	9660	indirect	
18323	743	9660	indirect	
18324	284	9661	indirect	
18325	743	9661	indirect	
18326	596	9662	indirect	
18328	615	9664	indirect	
18329	707	9665	indirect	
18330	817	9665	reference	
18331	193	9665	indirect	
18332	1621	9665	indirect	
18333	707	9666	indirect	
18334	817	9666	reference	
18335	193	9666	indirect	
18336	1621	9666	indirect	
18337	242	9670	direct	
18338	707	9671	indirect	
18339	707	9672	indirect	
18340	596	9673	indirect	
18341	596	9674	indirect	
18342	1501	9674	indirect	
18343	707	9675	indirect	
18344	817	9675	reference	
18345	193	9675	indirect	
18346	707	9681	indirect	
18347	707	9683	indirect	
18348	817	9683	reference	
18349	193	9683	indirect	
18350	78	9689	reference	
18351	1237	9689	indirect	
18352	707	9695	indirect	
18353	707	9696	indirect	
18354	1770	9697	indirect	
18355	690	9698	indirect	
18356	290	9698	indirect	
18357	652	9698	indirect	
18358	1051	9698	indirect	
18359	690	9699	indirect	
18360	290	9699	indirect	
18361	1051	9699	indirect	
18362	690	9700	indirect	
18363	290	9700	indirect	
18364	1051	9700	indirect	
18365	690	9701	indirect	
18366	290	9701	indirect	
18367	652	9701	indirect	
18368	1051	9701	indirect	
18369	707	9704	indirect	
18370	817	9704	reference	
18371	193	9704	indirect	
18372	1336	9704	indirect	
18373	1621	9704	indirect	
18374	194	9705	indirect	
18375	708	9705	indirect	
18376	711	9705	indirect	
18377	817	9705	indirect	
18378	591	9705	indirect	
18379	194	9706	indirect	
18380	708	9706	indirect	
18381	711	9706	indirect	
18382	817	9706	indirect	
18383	591	9706	indirect	
18384	1253	9708	indirect	
18385	1252	9708	indirect	
18386	615	9709	indirect	
18387	671	9709	indirect	
18388	615	9710	indirect	
18389	671	9710	indirect	
18390	1131	9710	indirect	
18391	284	9711	indirect	
18392	743	9711	indirect	
18393	707	9712	indirect	
18394	707	9713	indirect	
18395	615	9715	indirect	
18396	671	9715	indirect	
18397	1131	9715	indirect	
18398	448	9716	indirect	
18399	1015	9716	indirect	
18400	546	9716	indirect	
18401	695	9716	indirect	
18402	688	9716	indirect	
18403	665	9716	indirect	
18404	1187	9716	indirect	
18405	194	9717	indirect	
18406	347	9717	indirect	
18407	708	9717	indirect	
18408	711	9717	indirect	
18409	817	9717	indirect	
18410	911	9717	indirect	
18411	591	9717	indirect	
18412	615	9719	indirect	
18413	671	9719	indirect	
18414	1131	9719	indirect	
18415	284	9720	indirect	
18416	743	9720	indirect	
18438	1917	9744	direct	
18439	1923	9745	direct	
18440	1924	9746	direct	
18441	1926	9748	direct	
18444	1929	9750	direct	
18445	1927	9751	direct	
18446	1930	9752	direct	
18447	1931	9753	direct	
18448	3543	9754	direct	
18449	3544	9755	direct	
18450	2037	9756	direct	
18451	2040	9758	direct	
18452	2041	9761	direct	
18453	2042	9762	direct	
18454	2043	9763	direct	
18455	2044	9764	direct	
18456	2047	9766	direct	
18457	2048	9770	direct	
18458	2050	9767	direct	
18459	2049	9769	direct	
18460	2052	9771	direct	
18461	2053	9772	direct	
18462	2054	9773	direct	
18463	2057	9775	direct	
18464	3463	9776	direct	
18465	2056	9777	direct	
18466	2059	9779	direct	
18467	2060	9780	direct	
18468	2061	9781	direct	
18469	2066	9784	direct	
18470	2069	9784	direct	
18471	2068	9784	direct	
18472	2067	9784	direct	
18473	2069	9785	direct	
18474	2071	9785	direct	
18475	2070	9785	direct	
18477	2065	9784	direct	
18479	2064	9784	direct	
18480	2074	9788	direct	
18481	2073	9790	direct	
18482	2077	9791	direct	
18483	2076	9792	direct	
18484	2078	9793	direct	
18485	2080	9795	direct	
18486	2084	9798	direct	
18487	2086	9799	direct	
18488	2082	9800	direct	
18489	2083	9801	direct	
18490	2089	9803	direct	
18491	2090	9804	direct	
18492	2075	9806	reference	
18493	2088	9806	direct	
18494	2091	9807	direct	
18495	2092	9809	direct	
18496	2102	9811	direct	
18497	2095	9811	direct	
18498	2104	9811	direct	
18499	2097	9811	direct	
18500	2099	9811	direct	
18501	2098	9811	direct	
18502	2105	9811	direct	
18503	2100	9811	direct	
18504	2111	9813	direct	
18505	2108	9816	direct	
18506	2109	9815	direct	
18507	2113	9815	direct	
18508	2112	9815	direct	
18509	2121	9818	direct	
18510	2117	9820	direct	
18511	2115	9820	direct	
18512	2120	9820	direct	
18513	2119	9821	direct	
18514	2120	9821	direct	
18515	2115	9821	direct	
18516	2120	9822	direct	
18517	2115	9822	direct	
18518	2116	9822	direct	
18519	2115	9823	direct	
18520	2118	9823	direct	
18521	2126	9825	direct	
18522	2127	9826	direct	
18523	2124	9828	direct	
18524	2125	9827	direct	
18525	2129	9829	direct	
18526	2128	9830	direct	
18527	2130	9831	direct	
18528	2131	9833	direct	
18529	2132	9834	direct	
18530	2142	9837	direct	
18531	2137	9838	direct	
18532	2143	9839	direct	
18533	2140	9841	direct	
18534	2147	9842	direct	
18535	2138	9844	direct	
18536	2139	9848	direct	
18537	2134	9849	direct	
18538	2149	9850	direct	
18539	2162	9852	direct	
18540	2154	9853	direct	
18541	2169	9854	direct	
18542	2153	9855	direct	
18543	2157	9857	direct	
18544	2164	9859	direct	
18545	2159	9860	direct	
18546	2163	9862	direct	
18547	2156	9865	direct	
18548	2151	9867	direct	
18549	2158	9871	direct	
18550	2172	9873	direct	
18551	2175	9874	direct	
18552	2173	9875	direct	
18553	2170	9876	direct	
18554	2174	9877	direct	
18555	2181	9878	direct	
18556	2178	9879	direct	
18557	2182	9880	direct	
18558	2179	9881	direct	
18559	2180	9882	direct	
18560	2188	9884	direct	
18561	2186	9885	direct	
18562	2187	9886	direct	
18563	2189	9887	direct	
18564	2183	9888	direct	
18565	2184	9889	direct	
18566	2191	9890	direct	
18567	2196	9891	direct	
18568	2190	9892	direct	
18569	2195	9893	direct	
18570	2193	9895	direct	
18571	2197	9896	direct	
18572	2194	9897	direct	
18573	2200	9898	direct	
18574	2199	9903	direct	
18575	2204	9900	direct	
18576	2198	9901	direct	
18577	2201	9902	direct	
18578	2203	9904	direct	
18579	2211	9907	direct	
18580	2209	9908	direct	
18581	2207	9910	direct	
18582	2208	9913	direct	
18583	2215	9914	direct	
18584	2222	9915	direct	
18585	2220	9916	direct	
18586	2221	9917	direct	
18587	2218	9920	direct	
18588	2217	9921	direct	
18589	2219	9922	direct	
18590	2228	9923	direct	
18591	2227	9924	direct	
18592	2226	9925	direct	
18593	2223	9926	direct	
18594	2224	9927	direct	
18595	2225	9928	direct	
18596	2229	9929	direct	
18597	2233	9930	direct	
18598	2231	9931	direct	
18599	2232	9932	direct	
18600	2230	9933	direct	
18601	2235	9934	direct	
18602	2234	9935	enabling	
18603	2238	9936	direct	
18604	2236	9937	direct	
18605	2242	9941	enabling	
18606	2241	9942	direct	
18607	2244	9943	direct	
18608	2247	9947	direct	
18609	2245	9949	direct	
18610	2249	9950	direct	
18611	2252	9952	direct	
18612	2259	9953	direct	
18613	2260	9954	direct	
18614	2253	9955	direct	
18615	2257	9956	direct	
18616	2256	9957	direct	
18617	2254	9959	direct	
18618	2258	9960	direct	
18619	2268	9961	direct	
18620	2262	9962	direct	
18621	2269	9963	direct	
18622	2264	9964	direct	
18623	2263	9965	direct	
18624	2261	9967	direct	
18625	2266	9969	direct	
18626	2282	9971	direct	
18627	2275	9972	direct	
18628	2274	9972	direct	
18629	2278	9972	direct	
18630	2273	9972	direct	
18631	2277	9972	direct	
18632	2281	9973	direct	
18633	2279	9974	direct	
18634	2272	9975	direct	
18635	2276	9975	direct	
18636	2274	9975	direct	
18637	2273	9975	direct	
18638	2291	9979	direct	
18639	2284	9981	direct	
18640	2286	9985	direct	
18641	2285	9987	direct	
18642	2287	9988	direct	
18643	2289	9989	direct	
18644	2283	9983	direct	
18645	2293	9991	direct	
18646	2295	9992	direct	
18647	2296	9993	direct	
18648	2299	9994	direct	
18649	2294	9995	direct	
18650	2301	9998	direct	
18651	2297	9999	direct	
18652	2307	10000	direct	
18653	2304	10001	direct	
18654	2302	10002	direct	
18655	2309	10007	direct	
18656	2308	10008	direct	
18657	2311	10009	direct	
18658	2310	10010	direct	
18659	2315	10011	direct	
18660	2313	10012	direct	
18661	2316	10015	direct	
18662	2317	10016	direct	
18663	2314	10017	direct	
18664	2328	10026	direct	
18665	2320	10020	direct	
18666	2324	10021	direct	
18667	2326	10022	direct	
18668	2322	10023	direct	
18669	2321	10024	direct	
18670	2329	10025	direct	
18671	2339	10031	direct	
18672	2335	10032	direct	
18673	2336	10034	direct	
18674	2340	10035	direct	
18675	2337	10036	direct	
18676	2332	10037	direct	
18677	2331	10038	direct	
18678	2347	10039	direct	
18679	2350	10040	direct	
18680	2352	10045	direct	
18681	2349	10047	direct	
18682	2356	10048	direct	
18683	2354	10050	direct	
18684	2341	10053	direct	
18685	2344	10054	direct	
18686	2358	10055	enabling	
18687	2342	10056	direct	
18688	2353	10057	enabling	
18689	2348	10058	direct	
18690	2351	10059	direct	
18691	2361	10060	direct	
18692	2365	10062	direct	
18693	2364	10063	direct	
18694	2363	10064	direct	
18695	2366	10065	direct	
18696	2360	10066	direct	
18697	2383	10067	direct	
18698	2374	10069	direct	
18699	2381	10071	direct	
18700	2380	10072	direct	
18701	2372	10073	direct	
18702	2378	10074	direct	
18703	2390	10077	direct	
18704	2384	10081	direct	
18705	2382	10082	direct	
18706	2386	10084	direct	
18707	2371	10085	direct	
18708	2391	10088	direct	
18709	2399	10091	direct	
18710	2394	10093	direct	
18711	2395	10095	direct	
18712	2392	10096	direct	
18713	2393	10099	direct	
18714	2398	10100	direct	
18715	2409	10102	direct	
18716	2403	10103	direct	
18717	2406	10104	direct	
18718	2408	10107	direct	
18719	2404	10108	direct	
18720	2402	10110	direct	
18721	2417	10112	direct	
18722	2412	10116	direct	
18723	2415	10117	direct	
18724	2410	10118	direct	
18725	2418	10119	direct	
18726	2421	10120	direct	
18727	2413	10121	direct	
18728	2411	10123	direct	
18729	3465	10125	direct	
18730	2416	10126	direct	
18731	2425	10128	direct	
18732	2424	10130	direct	
18733	2426	10131	direct	
18734	2430	10133	direct	
18735	2433	10134	direct	
18736	2431	10135	direct	
18737	2432	10136	direct	
18738	2434	10138	direct	
18739	2439	10141	direct	
18740	2440	10143	direct	
18741	2435	10146	direct	
18742	2441	10147	direct	
18743	2436	10149	direct	
18744	2445	10152	direct	
18745	2446	10154	direct	
18746	2449	10156	direct	
18747	2448	10157	direct	
18748	2450	10158	direct	
18749	2452	10160	direct	
18750	2453	10161	direct	
18751	2451	10163	direct	
18752	2457	10167	direct	
18753	2455	10169	direct	
18754	2454	10171	direct	
18755	2458	10174	direct	
18756	2460	10184	direct	
18757	2461	10190	direct	
18758	2462	10194	direct	
18759	2464	10206	direct	
18760	2468	10214	direct	
18761	2466	10227	direct	
18762	2469	10239	direct	
18763	2474	10242	direct	
18764	2477	10250	direct	
18765	2473	10253	direct	
18766	2471	10254	direct	
18767	2470	10256	direct	
18768	2475	10257	direct	
18769	2486	10262	direct	
18770	2482	10264	direct	
18771	2484	10265	direct	
18772	2511	10266	reference	
18773	2485	10266	direct	
18774	2481	10268	direct	
18775	2480	10272	direct	
18776	2487	10275	direct	
18777	2488	10278	direct	
18778	2491	10294	direct	
18779	2492	10295	direct	
18780	2490	10312	direct	
18781	2494	10321	direct	
18782	2493	10327	direct	
18783	2500	10335	direct	
18784	2501	10336	direct	
18785	2499	10351	direct	
18786	2497	10361	direct	
18787	2496	10362	direct	
18788	2503	10369	direct	
18789	3296	10374	direct	
18790	2504	10374	direct	
18791	2515	10378	direct	
18792	2505	10386	direct	
18793	2509	10388	direct	
18794	2514	10389	direct	
18795	2506	10396	direct	
18796	2510	10416	direct	
18797	2531	10403	direct	
18798	2538	10404	direct	
18799	2540	10405	direct	
18800	2528	10406	direct	
18801	2523	10420	direct	
18802	2532	10407	direct	
18803	2535	10408	direct	
18804	2521	10409	direct	
18805	2536	10411	direct	
18806	2525	10412	direct	
18807	2529	10414	direct	
18808	2537	10415	direct	
18809	2530	10418	direct	
18810	2527	10419	direct	
18811	2539	10421	direct	
18812	2533	10422	direct	
18813	2545	10429	direct	
18814	2543	10430	direct	
18815	2548	10433	direct	
18816	2549	10434	direct	
18817	2551	10425	direct	
18818	2544	10435	direct	
18819	2546	10436	direct	
18820	2541	10440	direct	
18821	2547	10441	direct	
18822	2559	10442	direct	
18823	2558	10443	direct	
18824	2557	10445	direct	
18825	2560	10446	direct	
18826	2556	10447	direct	
18827	2555	10448	direct	
18828	2554	10449	direct	
18829	2563	10453	direct	
18830	2571	10454	direct	
18831	2570	10455	direct	
18832	2562	10456	direct	
18833	2566	10457	direct	
18834	2564	10458	direct	
18835	2567	10459	direct	
18836	2573	10460	direct	
18837	2568	10461	direct	
18838	2561	10462	direct	
18839	2565	10463	direct	
18840	2581	10471	direct	
18841	2578	10469	direct	
18842	2587	10478	direct	
18843	2580	10470	direct	
18844	2589	10472	direct	
18845	2582	10475	direct	
