lawsectioneventid	lawsection	event	lawsectioneventrelationship	lawsectioneventnotes
1	284	1	indirect	
2	14230	2	indirect	
3	14230	3	indirect	
4	14230	4	indirect	
5	14230	5	indirect	
6	14230	9	indirect	
7	14230	29	indirect	
8	1156	36	direct	
9	163	38	direct	
10	1610	49	direct	
11	1528	53	direct	
12	1591	55	direct	
13	1358	57	direct	
14	442	68	direct	
15	1557	70	direct	
16	635	72	direct	
17	928	73	direct	
18	1591	83	reference	
19	1553	83	direct	
20	1591	87	reference	
21	1702	87	direct	
22	1775	88	direct	
23	233	89	direct	
24	1004	90	direct	
25	1552	92	direct	
26	396	94	direct	
27	744	96	direct	
28	1603	100	direct	
29	1504	104	direct	
30	271	106	direct	
31	1039	108	direct	
32	470	109	direct	
33	378	110	direct	
34	191	121	direct	
35	592	122	direct	
36	473	126	direct	
37	382	127	indirect	
38	382	128	indirect	
39	1551	132	direct	
40	382	134	indirect	
41	1614	135	direct	
42	382	136	indirect	
43	706	137	direct	
44	1133	138	direct	
45	382	139	indirect	
46	382	140	indirect	
47	344	142	direct	
48	1629	142	reference	
49	495	143	direct	
50	563	144	direct	
51	382	146	indirect	
52	1064	147	direct	
53	1629	148	direct	
54	668	156	direct	
55	42	160	direct	
56	41	160	direct	
57	217	162	direct	
58	1686	163	direct	
59	1458	164	direct	
60	382	165	indirect	
61	1442	167	direct	
62	877	168	direct	
63	138	174	direct	
64	99	178	direct	
65	406	183	direct	
66	1316	185	direct	
67	1720	189	direct	
68	1795	190	direct	
69	382	192	indirect	
70	1709	193	direct	
71	1174	200	direct	
72	1822	203	direct	
73	291	207	direct	
74	774	208	direct	
75	1795	210	reference	
76	1708	210	direct	
77	767	213	direct	
78	1080	215	direct	
79	1776	217	direct	
80	485	218	direct	
81	1104	220	direct	
82	1481	221	direct	
83	1480	221	reference	
84	1482	225	direct	
85	1480	225	direct	
86	365	226	direct	
87	1634	228	direct	
88	206	229	direct	
89	143	232	direct	
90	383	233	direct	
91	1269	237	direct	
92	1018	242	direct	
93	960	244	direct	
94	1364	245	direct	
95	382	247	indirect	
96	962	248	direct	
97	191	249	reference	
98	961	249	direct	
99	382	250	indirect	
100	33	253	direct	
101	765	256	direct	
102	751	256	reference	
103	1367	257	direct	
104	168	259	direct	
105	1762	260	direct	
106	120	261	direct	
107	315	265	include	
108	315	266	include	
109	382	269	indirect	
110	1017	272	direct	
111	382	279	indirect	
112	374	280	direct	
113	1172	282	direct	
114	1089	285	direct	
115	857	289	direct	
116	763	296	direct	
117	1468	299	direct	
118	764	303	direct	
119	1364	308	reference	
120	1615	308	direct	
121	1590	311	direct	
122	994	315	direct	
123	1629	315	reference	
124	993	317	direct	
125	802	323	direct	
126	404	324	direct	
127	122	328	direct	
128	46	329	direct	
129	716	330	direct	
130	1629	330	reference	
131	144	332	reference	
132	403	332	direct	
133	1072	335	direct	
134	1046	337	direct	
135	1083	340	direct	
136	1073	341	direct	
137	1048	341	direct	
138	1044	343	direct	
139	382	345	indirect	
140	850	346	direct	
141	219	347	direct	
142	1462	348	direct	
143	13	349	direct	
144	85	350	direct	
145	1047	353	direct	
146	1154	355	direct	
147	144	357	direct	
148	403	357	reference	
149	1084	358	direct	
150	1629	358	reference	
151	83	359	direct	
153	438	361	direct	
154	389	362	direct	
155	314	363	direct	
156	2	370	direct	
157	1596	370	direct	
158	1549	371	direct	
159	1002	372	direct	
160	1711	376	direct	
161	231	378	direct	
162	801	379	direct	
163	1290	382	direct	
164	1265	384	direct	
165	1263	384	reference	
166	1559	385	direct	
167	926	386	direct	
168	134	389	direct	
169	121	390	direct	
170	474	391	direct	
171	432	392	direct	
172	1264	393	direct	
173	1263	393	direct	
174	1262	393	direct	
175	1560	394	direct	
176	1810	395	direct	
177	1802	396	direct	
178	1466	397	direct	
179	927	400	direct	
180	1364	400	reference	
181	1615	400	reference	
182	146	401	direct	
183	1161	402	direct	
184	920	405	direct	
185	1537	406	direct	
186	382	409	indirect	
187	1160	412	direct	
188	1149	413	direct	
189	1745	414	direct	
190	1159	417	direct	
191	1729	418	direct	
192	1536	421	direct	
193	469	426	direct	
194	1620	427	direct	
195	459	430	direct	
196	457	430	direct	
197	456	430	direct	
198	1186	431	direct	
199	1185	431	direct	
200	1184	431	direct	
201	460	432	direct	
202	459	432	direct	
203	1113	433	direct	
204	382	434	indirect	
205	503	435	direct	
206	427	439	direct	
207	459	440	direct	
208	452	440	direct	
209	461	441	direct	
210	459	441	direct	
211	455	441	direct	
212	769	442	direct	
213	768	443	direct	
214	443	445	direct	
215	444	446	direct	
216	514	447	direct	
217	772	450	direct	
218	306	451	direct	
219	1584	452	direct	
220	468	453	direct	
221	220	454	direct	
222	873	456	direct	
223	8	457	direct	
224	771	460	direct	
225	459	461	direct	
226	458	461	direct	
227	454	461	direct	
228	426	463	direct	
229	659	465	direct	
230	1747	466	direct	
231	817	467	indirect	
232	817	468	indirect	
233	818	471	indirect	
234	817	471	reference	
235	609	477	direct	
236	1583	478	direct	
237	1793	481	indirect	
238	818	485	indirect	
239	817	485	reference	
240	1793	487	indirect	
241	817	491	indirect	
242	491	495	direct	
243	28	499	direct	
244	529	504	direct	
245	395	510	direct	
246	530	511	direct	
247	527	511	reference	
248	528	514	direct	
249	527	514	direct	
250	434	517	direct	
251	1602	522	enabling	
252	1601	522	enabling	
253	1600	522	enabling	
254	1599	522	enabling	
255	1387	524	direct	
256	519	527	direct	
257	1108	531	direct	
258	817	533	indirect	
259	1105	534	direct	
260	1601	535	reference	
261	1599	535	enabling	
262	1597	535	enabling	
263	1107	536	direct	
264	792	540	direct	
265	1598	541	direct	
266	817	543	indirect	
267	1109	546	direct	
268	1605	551	direct	
269	519	555	reference	
270	679	555	direct	
271	1793	560	indirect	
272	858	562	direct	
273	325	563	direct	
274	302	563	direct	
275	417	564	direct	
276	373	567	direct	
277	746	568	direct	
278	393	570	direct	
279	1444	572	direct	
280	729	573	direct	
281	1462	573	reference	
282	363	574	direct	
283	493	574	include	
284	817	575	indirect	
285	1261	575	indirect	
286	1767	575	indirect	
287	742	577	direct	
288	1221	578	direct	
289	263	579	direct	
290	1800	580	direct	
291	817	583	indirect	
292	1604	583	indirect	
293	301	587	direct	
294	1793	589	indirect	
295	1756	590	direct	
296	1150	592	direct	
298	1793	595	indirect	
299	876	597	direct	
300	804	598	direct	
301	1325	599	direct	
302	817	601	indirect	
303	817	603	indirect	
304	19	606	direct	
305	307	608	direct	
306	1533	611	direct	
307	524	612	direct	
308	1449	613	direct	
310	1793	617	indirect	
311	1793	618	indirect	
312	817	622	indirect	
313	106	628	direct	
314	790	629	enabling	
315	1793	630	indirect	
316	401	631	enabling	
317	397	631	enabling	
318	108	632	direct	
319	1054	635	direct	
320	1807	635	direct	
321	1793	636	indirect	
322	817	637	indirect	
323	1662	639	direct	
324	1793	641	indirect	
325	817	643	indirect	
326	398	644	direct	
327	1055	645	indirect	
328	817	646	indirect	
329	520	649	include	
330	1808	649	direct	
331	817	651	reference	
332	1335	651	enabling	
333	306	652	reference	
334	1057	652	direct	
335	790	653	enabling	
336	1793	657	indirect	
337	1459	664	direct	
338	1793	665	indirect	
339	115	667	direct	
340	128	668	direct	
341	817	668	indirect	
342	881	670	direct	
343	112	671	direct	
344	256	672	direct	
345	643	673	direct	
346	1186	673	reference	
347	110	674	direct	
348	1793	675	indirect	
349	1666	676	direct	
350	117	677	direct	
351	1056	677	direct	
352	1793	677	reference	
353	817	679	indirect	
354	1793	682	indirect	
355	244	686	direct	
356	521	689	include	
357	983	689	direct	
358	119	691	direct	
359	817	693	indirect	
360	1261	693	indirect	
361	1767	693	indirect	
362	982	694	direct	
363	211	696	direct	
364	221	701	direct	
365	1793	702	indirect	
366	812	703	direct	
367	66	704	direct	
368	980	705	direct	
369	1575	709	direct	
370	817	710	reference	
371	997	710	enabling	
372	1248	711	direct	
373	1224	712	direct	
374	1640	713	direct	
375	1243	713	reference	
376	1409	714	direct	
377	747	716	direct	
378	30	718	direct	
379	1477	720	direct	
380	213	722	direct	
381	1793	723	indirect	
382	566	725	direct	
383	26	728	direct	
384	67	729	direct	
385	1793	732	indirect	
386	1079	738	direct	
387	1793	740	indirect	
388	1793	741	indirect	
389	255	743	indirect	
390	816	743	reference	
391	1664	743	enabling	
392	1748	743	reference	
393	197	744	direct	
394	817	746	indirect	
395	1793	747	indirect	
396	1459	748	reference	
397	1659	748	direct	
398	367	755	direct	
399	1793	759	indirect	
400	1793	761	indirect	
401	153	762	direct	
402	157	763	enabling	
403	817	763	reference	
404	1793	764	indirect	
405	151	769	direct	
406	255	772	indirect	
407	816	772	reference	
408	1748	772	reference	
409	255	773	indirect	
410	816	773	reference	
411	1748	773	reference	
412	255	774	indirect	
413	816	774	reference	
414	1748	774	reference	
415	1793	775	indirect	
416	817	776	reference	
417	997	776	enabling	
418	1782	777	direct	
419	345	778	direct	
420	157	779	enabling	
421	817	779	reference	
422	951	784	enabling	
423	123	789	direct	
424	1793	792	indirect	
425	243	793	direct	
426	70	794	direct	
427	578	799	enabling	
428	817	799	reference	
429	1793	802	indirect	
430	259	805	direct	
431	641	805	reference	
432	260	806	direct	
433	586	807	direct	
434	1438	808	direct	
435	257	811	direct	
436	542	812	direct	
437	248	815	direct	
438	35	819	direct	
439	261	820	direct	
440	1626	821	direct	
441	1304	823	direct	
442	817	825	indirect	
443	161	826	direct	
444	817	828	indirect	
445	1793	836	indirect	
446	171	840	direct	
447	1348	841	direct	
448	1347	841	direct	
449	1345	841	direct	
450	817	843	indirect	
451	1793	846	indirect	
452	1793	848	indirect	
453	1112	849	direct	
454	633	851	direct	
455	385	853	direct	
456	267	854	direct	
457	787	859	direct	
458	753	860	direct	
459	757	864	direct	
460	142	869	direct	
461	328	870	direct	
462	1116	872	direct	
463	1586	873	direct	
464	655	877	direct	
465	1750	879	direct	
466	1726	881	direct	
467	1527	884	direct	
468	1793	885	indirect	
469	845	886	direct	
470	1446	887	direct	
471	1696	887	direct	
472	1793	888	indirect	
473	739	892	enabling	
474	817	892	reference	
475	1698	892	direct	
476	817	893	indirect	
477	349	894	direct	
478	794	895	direct	
479	137	896	direct	
480	1793	899	indirect	
481	1793	900	indirect	
482	296	901	direct	
483	239	902	direct	
484	376	904	direct	
485	356	905	direct	
486	1505	907	direct	
487	817	912	indirect	
488	817	913	indirect	
489	682	914	direct	
490	651	916	direct	
491	700	917	direct	
492	1059	917	direct	
493	866	919	direct	
494	1304	920	reference	
495	1550	920	direct	
496	910	921	direct	
497	699	922	direct	
498	167	923	direct	
499	229	926	direct	
500	227	926	direct	
501	1793	932	indirect	
502	1525	933	direct	
503	698	934	direct	
504	165	935	direct	
505	225	939	direct	
506	223	939	direct	
507	320	940	enabling	
508	1050	941	direct	
509	1119	942	direct	
510	500	943	direct	
511	564	944	direct	
512	569	947	direct	
513	190	948	direct	
514	1635	952	direct	
515	166	953	direct	
516	817	954	indirect	
517	1793	955	indirect	
518	605	956	direct	
519	259	958	reference	
520	641	958	direct	
521	1813	959	direct	
522	449	960	direct	
523	230	962	indirect	
524	1162	965	direct	
525	912	966	direct	
526	1391	967	direct	
527	1618	969	direct	
528	1100	970	direct	
529	1773	971	direct	
530	1565	972	direct	
531	579	975	direct	
532	1726	975	reference	
533	222	976	include	
534	580	977	direct	
535	1141	977	reference	
536	224	978	direct	
537	689	979	direct	
538	1102	980	direct	
539	40	981	direct	
540	1398	982	direct	
541	226	984	direct	
542	137	986	reference	
543	861	986	direct	
544	726	987	direct	
545	1322	988	direct	
546	1778	989	direct	
547	1027	990	direct	
548	717	991	direct	
549	709	992	indirect	
550	433	993	direct	
551	1443	994	direct	
552	880	995	direct	
553	1032	998	direct	
554	709	999	indirect	
555	1764	1001	direct	
556	709	1003	indirect	
557	1793	1004	indirect	
558	1714	1005	direct	
559	1809	1006	direct	
560	272	1008	direct	
561	1793	1009	indirect	
562	311	1014	direct	
563	445	1014	reference	
564	608	1015	direct	
565	1195	1017	direct	
566	707	1018	reference	
567	710	1018	reference	
568	711	1018	reference	
569	798	1018	direct	
570	713	1018	reference	
571	712	1018	reference	
572	1486	1019	direct	
573	1036	1019	reference	
574	1140	1019	reference	
575	817	1020	indirect	
576	1793	1021	indirect	
577	1723	1022	direct	
578	687	1023	direct	
579	132	1024	direct	
580	590	1026	direct	
581	709	1027	indirect	
582	1484	1028	direct	
583	727	1029	direct	
584	709	1032	indirect	
585	240	1033	reference	
586	707	1033	indirect	
587	240	1034	reference	
588	707	1034	indirect	
589	1138	1035	direct	
590	1732	1037	direct	
591	1812	1038	direct	
592	1689	1038	reference	
593	1029	1039	direct	
594	1491	1041	direct	
595	709	1042	indirect	
596	709	1043	indirect	
597	707	1044	reference	
598	710	1044	reference	
599	711	1044	reference	
600	713	1044	reference	
601	712	1044	reference	
602	855	1044	direct	
603	1250	1045	direct	
604	1793	1047	indirect	
605	707	1051	reference	
606	710	1051	reference	
607	711	1051	reference	
608	713	1051	reference	
609	712	1051	reference	
610	1260	1051	direct	
611	709	1052	indirect	
612	709	1053	indirect	
613	49	1054	direct	
614	707	1054	reference	
615	710	1054	reference	
616	711	1054	reference	
617	713	1054	reference	
618	712	1054	reference	
619	708	1055	indirect	
620	711	1055	indirect	
621	817	1055	indirect	
622	709	1057	indirect	
623	709	1060	indirect	
624	589	1061	direct	
625	1470	1062	direct	
626	709	1063	indirect	
627	1500	1064	direct	
628	1492	1065	direct	
629	24	1066	direct	
630	709	1067	indirect	
631	1522	1068	direct	
632	707	1069	reference	
633	711	1069	reference	
634	710	1069	reference	
635	713	1069	reference	
636	712	1069	reference	
637	1522	1069	direct	
638	709	1070	indirect	
639	709	1071	indirect	
640	707	1072	reference	
641	710	1072	reference	
642	711	1072	reference	
643	713	1072	reference	
644	712	1072	reference	
645	1794	1072	direct	
646	709	1073	indirect	
647	58	1074	direct	
648	103	1075	direct	
649	1135	1077	direct	
650	196	1078	direct	
651	707	1078	reference	
652	710	1078	reference	
653	711	1078	reference	
654	713	1078	reference	
655	712	1078	reference	
656	1158	1079	direct	
657	709	1082	indirect	
658	1640	1083	reference	
659	1243	1083	direct	
661	1486	1084	reference	
663	1140	1084	direct	
664	1486	1085	reference	
665	1036	1085	direct	
666	709	1087	indirect	
667	856	1088	direct	
668	709	1090	indirect	
669	1692	1091	direct	
670	709	1092	indirect	
671	1151	1093	direct	
672	533	1094	direct	
673	709	1095	indirect	
674	707	1097	reference	
675	710	1097	reference	
676	711	1097	reference	
677	713	1097	reference	
678	712	1097	reference	
679	1251	1097	direct	
680	709	1101	indirect	
681	707	1102	reference	
682	711	1102	reference	
683	710	1102	reference	
684	713	1102	reference	
685	712	1102	reference	
686	1168	1102	direct	
687	709	1103	indirect	
688	1145	1104	direct	
689	204	1106	direct	
691	709	1108	indirect	
692	709	1112	indirect	
693	1793	1113	indirect	
694	709	1114	indirect	
695	708	1115	indirect	
696	711	1115	indirect	
697	817	1115	indirect	
698	1604	1115	indirect	
699	1476	1116	direct	
700	708	1117	indirect	
701	711	1117	indirect	
702	817	1117	indirect	
703	707	1118	reference	
704	693	1118	direct	
705	711	1118	reference	
706	710	1118	reference	
707	713	1118	reference	
708	712	1118	reference	
709	1328	1120	direct	
710	88	1121	direct	
711	707	1121	reference	
712	710	1121	reference	
713	711	1121	reference	
714	713	1121	reference	
715	712	1121	reference	
716	708	1124	indirect	
717	711	1124	indirect	
718	817	1124	indirect	
719	216	1125	direct	
720	707	1125	reference	
721	711	1125	reference	
722	710	1125	reference	
723	713	1125	reference	
724	712	1125	reference	
725	170	1126	direct	
726	709	1128	indirect	
727	707	1130	reference	
728	710	1130	reference	
729	711	1130	reference	
730	713	1130	reference	
731	712	1130	reference	
732	834	1130	direct	
733	7	1131	direct	
734	1194	1131	direct	
735	953	1132	direct	
736	707	1133	reference	
737	710	1133	reference	
738	711	1133	reference	
739	713	1133	reference	
740	712	1133	reference	
741	953	1133	direct	
742	708	1136	indirect	
743	711	1136	indirect	
744	817	1136	indirect	
745	1483	1137	direct	
746	539	1138	direct	
747	1198	1140	direct	
748	1356	1141	direct	
749	1291	1142	direct	
750	1569	1145	direct	
751	1524	1146	direct	
752	709	1147	indirect	
753	708	1148	indirect	
754	711	1148	indirect	
755	817	1148	indirect	
756	708	1149	indirect	
757	711	1149	indirect	
758	817	1149	indirect	
759	1394	1150	direct	
760	241	1151	direct	
761	653	1154	direct	
762	762	1154	direct	
763	1176	1154	direct	
764	1516	1156	direct	
765	708	1157	indirect	
766	711	1157	indirect	
767	817	1157	indirect	
768	509	1158	direct	
769	709	1159	indirect	
770	709	1160	indirect	
771	708	1163	indirect	
772	711	1163	indirect	
773	817	1163	indirect	
774	1257	1164	direct	
775	666	1165	direct	
776	708	1167	indirect	
777	711	1167	indirect	
778	817	1167	indirect	
779	708	1168	indirect	
780	711	1168	indirect	
781	817	1168	indirect	
782	709	1170	indirect	
783	1793	1172	indirect	
784	708	1173	indirect	
785	711	1173	indirect	
786	817	1173	indirect	
787	708	1174	indirect	
788	711	1174	indirect	
789	817	1174	indirect	
790	1793	1176	indirect	
791	708	1179	indirect	
792	711	1179	indirect	
793	817	1179	indirect	
794	1681	1180	direct	
795	709	1181	indirect	
796	708	1182	indirect	
797	711	1182	indirect	
798	817	1182	indirect	
799	1258	1185	direct	
800	708	1186	indirect	
801	711	1186	indirect	
802	817	1186	indirect	
803	709	1187	indirect	
804	708	1188	indirect	
805	711	1188	indirect	
806	817	1188	indirect	
807	1793	1192	indirect	
808	705	1193	direct	
809	1793	1194	indirect	
810	424	1197	direct	
811	707	1197	reference	
812	711	1197	reference	
813	710	1197	reference	
814	713	1197	reference	
815	712	1197	reference	
816	708	1198	indirect	
817	711	1198	indirect	
818	817	1198	indirect	
819	709	1199	indirect	
820	709	1200	indirect	
821	708	1201	indirect	
822	711	1201	indirect	
823	817	1201	indirect	
824	709	1202	indirect	
825	1566	1203	direct	
826	709	1205	indirect	
827	708	1206	indirect	
828	711	1206	indirect	
829	817	1206	indirect	
830	709	1207	indirect	
831	709	1209	indirect	
832	1793	1211	indirect	
833	709	1212	indirect	
834	412	1214	direct	
835	707	1214	reference	
836	710	1214	reference	
837	711	1214	reference	
838	713	1214	reference	
839	712	1214	reference	
840	663	1215	direct	
841	709	1216	indirect	
842	1303	1217	direct	
843	298	1219	direct	
844	1328	1219	reference	
845	203	1220	direct	
846	709	1221	indirect	
847	1793	1222	indirect	
848	708	1224	indirect	
849	711	1224	indirect	
850	817	1224	indirect	
851	1604	1224	indirect	
852	101	1226	enabling	
853	1546	1227	enabling	
854	599	1228	direct	
855	707	1229	indirect	
856	709	1230	indirect	
857	654	1231	reference	
858	785	1231	direct	
859	1101	1231	reference	
860	708	1232	indirect	
861	711	1232	indirect	
862	817	1232	indirect	
863	723	1233	direct	
864	722	1233	direct	
865	721	1233	direct	
866	298	1234	reference	
867	1508	1234	direct	
868	1328	1234	reference	
869	708	1236	indirect	
870	711	1236	indirect	
871	817	1236	indirect	
872	1793	1238	indirect	
873	661	1238	indirect	
874	707	1239	indirect	
875	709	1244	indirect	
876	709	1245	indirect	
877	709	1246	indirect	
878	708	1247	indirect	
879	711	1247	indirect	
880	817	1247	indirect	
881	1636	1248	enabling	
882	1266	1250	direct	
883	708	1251	indirect	
884	711	1251	indirect	
885	817	1251	indirect	
886	818	1253	indirect	
887	817	1253	reference	
888	709	1254	indirect	
889	708	1256	indirect	
890	711	1256	indirect	
891	817	1256	indirect	
892	708	1257	indirect	
893	711	1257	indirect	
894	817	1257	indirect	
895	709	1258	indirect	
896	709	1261	indirect	
897	299	1264	direct	
898	708	1265	indirect	
899	711	1265	indirect	
900	817	1265	indirect	
901	709	1266	indirect	
902	1777	1267	direct	
903	708	1268	indirect	
904	711	1268	indirect	
905	817	1268	indirect	
906	1604	1268	indirect	
907	494	1269	enabling	
908	708	1270	indirect	
909	711	1270	indirect	
910	817	1270	indirect	
911	709	1275	indirect	
912	709	1276	indirect	
913	708	1277	indirect	
914	711	1277	indirect	
915	817	1277	indirect	
916	1604	1277	indirect	
917	1202	1278	direct	
918	708	1281	indirect	
919	711	1281	indirect	
920	817	1281	indirect	
921	709	1283	indirect	
922	1738	1284	direct	
923	346	1287	indirect	
924	818	1287	indirect	
925	817	1287	reference	
926	708	1288	indirect	
927	711	1288	indirect	
928	817	1288	indirect	
929	709	1292	indirect	
930	709	1294	indirect	
931	708	1297	indirect	
932	711	1297	indirect	
933	817	1297	indirect	
934	709	1301	indirect	
935	1793	1305	indirect	
936	661	1305	indirect	
937	709	1310	indirect	
938	295	1311	direct	
939	22	1313	direct	
940	513	1313	reference	
941	752	1316	enabling	
942	57	1317	direct	
943	708	1318	indirect	
944	711	1318	indirect	
945	817	1318	indirect	
946	708	1321	indirect	
947	711	1321	indirect	
948	817	1321	indirect	
949	1793	1324	indirect	
950	661	1324	indirect	
951	708	1325	indirect	
952	711	1325	indirect	
953	817	1325	indirect	
954	708	1328	indirect	
955	711	1328	indirect	
956	817	1328	indirect	
957	1693	1336	direct	
958	965	1337	direct	
959	708	1338	indirect	
960	711	1338	indirect	
961	817	1338	indirect	
962	1604	1338	indirect	
963	709	1344	indirect	
964	709	1345	indirect	
965	708	1346	indirect	
966	711	1346	indirect	
967	817	1346	indirect	
968	707	1349	indirect	
969	704	1351	direct	
970	703	1351	include	
971	703	1352	include	
972	709	1352	indirect	
973	1793	1354	indirect	
974	661	1354	indirect	
975	709	1357	indirect	
976	708	1358	indirect	
977	711	1358	indirect	
978	817	1358	indirect	
979	709	1359	indirect	
980	708	1362	indirect	
981	711	1362	indirect	
982	817	1362	indirect	
983	1793	1364	indirect	
984	708	1365	indirect	
985	711	1365	indirect	
986	817	1365	indirect	
987	346	1366	indirect	
988	818	1366	indirect	
989	817	1366	reference	
990	484	1367	direct	
991	708	1370	indirect	
992	711	1370	indirect	
993	817	1370	indirect	
994	708	1371	indirect	
995	711	1371	indirect	
996	817	1371	indirect	
997	709	1372	indirect	
998	708	1373	indirect	
999	711	1373	indirect	
1000	817	1373	indirect	
1001	708	1374	indirect	
1002	711	1374	indirect	
1003	817	1374	indirect	
1004	1604	1374	indirect	
1005	1479	1377	enabling	
1006	1631	1377	enabling	
1007	1667	1377	enabling	
1008	680	1381	direct	
1009	1250	1381	reference	
1010	708	1388	indirect	
1011	711	1388	indirect	
1012	817	1388	indirect	
1013	708	1389	indirect	
1014	711	1389	indirect	
1015	817	1389	indirect	
1016	709	1394	indirect	
1017	597	1396	direct	
1018	707	1396	reference	
1019	710	1396	reference	
1020	711	1396	reference	
1021	713	1396	reference	
1022	712	1396	reference	
1023	707	1399	reference	
1024	710	1399	reference	
1025	711	1399	reference	
1026	713	1399	reference	
1027	712	1399	reference	
1028	917	1399	direct	
1029	708	1400	indirect	
1030	711	1400	indirect	
1031	817	1400	indirect	
1032	164	1404	direct	
1033	708	1405	indirect	
1034	711	1405	indirect	
1035	817	1405	indirect	
1036	707	1407	indirect	
1037	708	1411	indirect	
1038	711	1411	indirect	
1039	817	1411	indirect	
1040	709	1412	indirect	
1041	708	1414	indirect	
1042	711	1414	indirect	
1043	817	1414	indirect	
1044	708	1415	indirect	
1045	711	1415	indirect	
1046	817	1415	indirect	
1047	708	1417	indirect	
1048	711	1417	indirect	
1049	817	1417	indirect	
1050	486	1418	direct	
1051	708	1419	indirect	
1052	711	1419	indirect	
1053	817	1419	indirect	
1054	1604	1419	indirect	
1055	708	1420	indirect	
1056	711	1420	indirect	
1057	817	1420	indirect	
1058	709	1421	indirect	
1059	709	1426	indirect	
1060	708	1427	indirect	
1061	711	1427	indirect	
1062	817	1427	indirect	
1063	708	1428	indirect	
1064	711	1428	indirect	
1065	817	1428	indirect	
1066	708	1429	indirect	
1067	711	1429	indirect	
1068	817	1429	indirect	
1069	708	1430	indirect	
1070	711	1430	indirect	
1071	817	1430	indirect	
1072	708	1432	indirect	
1073	711	1432	indirect	
1074	817	1432	indirect	
1075	708	1433	indirect	
1076	711	1433	indirect	
1077	817	1433	indirect	
1078	708	1434	indirect	
1079	711	1434	indirect	
1080	817	1434	indirect	
1081	709	1435	indirect	
1082	1574	1439	direct	
1083	709	1443	indirect	
1084	709	1446	indirect	
1085	708	1447	indirect	
1086	711	1447	indirect	
1087	817	1447	indirect	
1088	1604	1447	indirect	
1089	708	1448	indirect	
1090	711	1448	indirect	
1091	817	1448	indirect	
1092	707	1449	reference	
1093	710	1449	reference	
1094	711	1449	reference	
1095	713	1449	reference	
1096	712	1449	reference	
1097	1177	1449	direct	
1098	708	1450	indirect	
1099	711	1450	indirect	
1100	817	1450	indirect	
1101	1604	1450	reference	
1102	708	1451	indirect	
1103	711	1451	indirect	
1104	817	1451	indirect	
1105	708	1452	indirect	
1106	711	1452	indirect	
1107	817	1452	indirect	
1108	708	1453	indirect	
1109	711	1453	indirect	
1110	817	1453	indirect	
1111	708	1454	indirect	
1112	711	1454	indirect	
1113	817	1454	indirect	
1114	708	1456	indirect	
1115	711	1456	indirect	
1116	817	1456	indirect	
1117	147	1459	direct	
1118	289	1463	direct	
1119	708	1464	indirect	
1120	711	1464	indirect	
1121	817	1464	indirect	
1122	708	1465	indirect	
1123	711	1465	indirect	
1124	817	1465	indirect	
1125	709	1466	indirect	
1126	1793	1468	indirect	
1127	661	1468	indirect	
1128	1460	1468	indirect	
1129	708	1469	indirect	
1130	711	1469	indirect	
1131	817	1469	indirect	
1132	1604	1469	indirect	
1133	814	1470	direct	
1134	357	1471	direct	
1135	709	1472	indirect	
1136	140	1473	direct	
1137	707	1473	reference	
1138	710	1473	reference	
1139	711	1473	reference	
1140	713	1473	reference	
1141	712	1473	reference	
1142	708	1474	indirect	
1143	711	1474	indirect	
1144	817	1474	indirect	
1145	707	1475	reference	
1146	710	1475	reference	
1147	711	1475	reference	
1148	713	1475	reference	
1149	712	1475	reference	
1150	1570	1475	direct	
1151	22	1476	reference	
1152	513	1476	direct	
1153	12	1477	direct	
1154	1402	1478	direct	
1155	708	1481	reference	
1156	711	1481	reference	
1157	1008	1481	direct	
1158	707	1484	indirect	
1159	708	1485	indirect	
1160	711	1485	indirect	
1161	817	1485	indirect	
1162	708	1486	indirect	
1163	711	1486	indirect	
1164	817	1486	indirect	
1165	708	1487	indirect	
1166	711	1487	indirect	
1167	817	1487	indirect	
1168	1611	1489	direct	
1169	708	1492	indirect	
1170	711	1492	indirect	
1171	817	1492	indirect	
1172	708	1494	indirect	
1173	711	1494	indirect	
1174	817	1494	indirect	
1175	1604	1494	indirect	
1176	708	1498	indirect	
1177	711	1498	indirect	
1178	817	1498	indirect	
1179	1247	1499	reference	
1180	1713	1499	direct	
1181	709	1500	indirect	
1182	292	1501	direct	
1183	707	1501	reference	
1184	710	1501	reference	
1185	711	1501	reference	
1186	713	1501	reference	
1187	712	1501	reference	
1188	708	1502	indirect	
1189	711	1502	indirect	
1190	817	1502	indirect	
1191	707	1504	indirect	
1192	708	1506	indirect	
1193	711	1506	indirect	
1194	817	1506	indirect	
1195	708	1508	indirect	
1196	711	1508	indirect	
1197	817	1508	indirect	
1198	129	1517	direct	
1199	707	1518	indirect	
1200	707	1520	indirect	
1201	860	1521	direct	
1202	1793	1525	indirect	
1203	661	1525	indirect	
1204	833	1525	indirect	
1205	708	1527	indirect	
1206	711	1527	indirect	
1207	817	1527	indirect	
1208	708	1529	indirect	
1209	711	1529	indirect	
1210	817	1529	indirect	
1211	708	1530	indirect	
1212	711	1530	indirect	
1213	817	1530	indirect	
1214	1604	1530	indirect	
1215	84	1531	direct	
1216	305	1534	direct	
1217	1793	1540	indirect	
1218	661	1540	indirect	
1219	1460	1540	indirect	
1220	708	1541	indirect	
1221	711	1541	indirect	
1222	817	1541	indirect	
1223	709	1543	indirect	
1224	708	1546	indirect	
1225	711	1546	indirect	
1226	817	1546	indirect	
