sourcecitationeventid	sourcecitation	event	sourcecitationeventinclude
8223	4600	776	f
8224	4601	3539	f
8225	4602	972	\N
8226	4603	1265	f
8227	4604	3366	\N
8228	4605	2146	\N
8229	4606	1318	f
8230	4607	3461	\N
8231	4608	3367	\N
8232	4609	812	f
8233	4609	55	f
8234	4610	4031	f
8235	4611	2656	f
8236	4612	1763	f
8237	4613	2272	\N
8238	4614	4097	f
8239	4615	4297	\N
8240	4616	3207	f
8241	4617	2658	f
8242	4618	3086	f
8243	4619	4912	f
8244	4620	4494	f
8245	4621	2148	\N
8246	4622	3021	f
8247	4623	4763	f
8248	4624	904	f
8249	4625	3022	\N
8250	4626	3463	f
8251	4627	2905	f
8252	4628	2860	f
8253	4629	3544	f
8254	4630	4696	\N
8255	4631	5263	f
8256	4632	4764	f
8257	4633	4765	\N
8258	4634	3282	\N
8259	4635	2616	f
8260	6300	1451	f
8261	4636	3897	f
8262	4637	3023	f
8263	4638	905	f
8264	4639	980	f
8265	4640	1840	f
8266	4641	5462	f
8267	4642	2446	\N
8268	4643	3896	f
8269	4644	853	f
8270	4645	2223	f
8271	4646	1616	f
8272	4647	2862	\N
8273	4649	2408	\N
8274	4650	540	\N
8275	4651	1447	f
8276	4652	4299	f
8277	4653	779	f
8278	4654	1841	f
8279	4655	3284	f
8280	4656	3792	f
8281	4657	562	f
8282	4658	590	f
8283	4659	4098	f
8284	4660	2344	f
8285	4661	1766	\N
8286	4662	1167	f
8287	4663	2345	f
8288	4664	3374	\N
8289	4665	4157	f
8290	4666	1168	\N
8291	4668	2154	\N
8292	4669	1673	\N
8293	8380	8605	f
8294	8380	9158	f
8295	4670	5456	f
8296	4671	4769	f
8297	4672	746	f
8298	4672	5095	f
8299	4673	47	\N
8300	4674	3210	f
8301	4675	643	\N
8302	4676	2346	f
8303	4677	1017	f
8304	4678	1767	f
8305	4679	1585	\N
8306	4680	4433	f
8307	4681	4041	f
8308	4682	242	\N
8309	4683	3212	f
8310	4684	4572	f
8311	4685	2409	\N
8312	4686	514	\N
8313	4687	5157	f
8314	4688	460	\N
8315	4689	3690	f
8316	4690	4771	f
8317	4691	1675	\N
8318	4692	2568	f
8319	4693	601	f
8320	4694	1268	f
8321	4695	3900	\N
8322	4696	3981	f
8323	4697	4371	f
8324	4698	2156	\N
8325	4699	3464	f
8326	4700	135	f
8327	4701	3027	f
8328	4702	9518	f
8329	4703	3028	f
8330	8381	8444	f
8331	4704	5159	f
8332	4705	4699	\N
8333	4706	3029	f
8334	4707	3286	f
8335	4708	4573	f
8336	4709	3803	f
8337	4710	58	\N
8338	4711	5102	f
8339	4712	3982	f
8340	4713	3287	f
8341	4714	3092	f
8342	4715	2569	f
8343	4716	3216	f
8344	4717	2958	\N
8345	4718	3552	f
8346	4719	1270	f
8347	4720	3553	f
8348	4721	1771	f
8349	4722	2279	f
8350	4722	1844	f
8351	4723	4301	\N
8352	4724	2748	\N
8353	4725	1179	\N
8354	4726	3695	f
8355	4727	2670	\N
8356	4728	1006	\N
8357	4729	3831	f
8358	4730	3555	f
8359	4731	3903	\N
8360	4732	1772	f
8361	4733	244	f
8362	4734	218	\N
8363	4735	1023	f
8364	4736	5104	f
8365	4737	210	\N
8366	4738	3467	\N
8367	4739	1926	\N
8368	4740	3383	f
8369	4741	3033	\N
8370	4742	3143	f
8371	4743	100	\N
8372	4744	1173	\N
8373	4745	4104	f
8374	4746	101	\N
8375	4747	3468	f
8376	4748	3832	\N
8377	4749	3904	\N
8378	4750	4374	\N
8379	4751	1174	f
8380	4752	461	f
8381	4753	646	\N
8382	4754	3469	\N
8383	4755	3557	f
8384	4756	2961	f
8385	4757	5218	f
8386	4758	4375	\N
8387	4759	2467	\N
8388	4760	1928	\N
8389	4761	4507	\N
8390	4762	1994	\N
8391	4763	3558	f
8392	4764	1619	\N
8393	4765	5221	\N
8394	4766	1546	f
8395	4767	1325	f
8396	4768	815	f
8397	4768	1774	f
8398	4769	2519	f
8399	4770	358	f
8400	4771	3471	f
8401	4772	1848	f
8402	4773	4164	f
8403	4774	5045	f
8404	4775	3697	f
8405	4776	1775	f
8406	4777	1326	\N
8407	4777	1058	\N
8408	4778	748	f
8409	4779	4441	f
8410	4780	3387	f
8411	4781	622	\N
8412	4782	2468	f
8413	4783	1494	\N
8415	4784	3388	\N
8416	4785	3559	f
8417	4786	1388	f
8418	4787	1640	f
8419	4788	2914	\N
8420	4789	1678	\N
8421	4790	96	\N
8422	4790	4919	\N
8423	4791	1498	f
8424	4792	1998	f
8425	4793	2226	f
8426	4794	1641	f
8427	4795	3750	f
8428	4796	4232	\N
8429	4797	3752	f
8430	4798	3833	f
8431	4799	1097	f
8432	4800	2162	\N
8434	4801	3561	\N
8435	4802	4377	f
8436	4803	3472	f
8437	4804	4169	\N
8438	4805	2281	\N
8439	4806	4513	\N
8440	4807	2470	f
8441	4808	421	\N
8442	4809	3628	\N
8443	4810	335	\N
8444	4811	5320	f
8445	4812	2101	f
8446	4813	463	f
8447	4814	1854	\N
8448	4815	439	f
8449	4816	1026	\N
8450	4817	245	\N
8451	4818	501	f
8452	4819	1679	f
8453	4820	1855	f
8454	4821	1328	f
8455	4822	376	f
8456	4823	3393	\N
8457	4824	4833	f
8458	4825	4707	f
8459	4826	2285	f
8460	4827	913	f
8461	4828	108	f
8462	4829	2419	f
8463	4830	3797	\N
8464	4831	859	\N
8465	4832	4588	\N
8466	4833	1856	f
8467	4834	3564	f
8468	4835	3104	\N
8469	4836	3991	\N
8470	4837	3913	f
8471	4838	5271	f
8472	8382	8686	f
8473	4839	5526	f
8474	4840	4053	f
8475	4841	4108	f
8476	4842	5273	f
8477	4843	1680	f
8478	4844	285	f
8479	4845	3395	f
8480	4847	651	f
8481	4848	3631	\N
8482	4849	1389	\N
8483	4850	4379	f
8484	4851	3755	f
8485	4852	4235	\N
8486	4853	3798	\N
8487	4854	4171	\N
8488	4855	97	\N
8489	4856	2231	f
8490	4857	4172	\N
8491	4858	652	\N
8492	4859	147	\N
8493	4859	2166	\N
8494	4860	3041	\N
8497	4861	3396	f
8498	4862	148	\N
8499	4862	1780	\N
8500	4863	3228	\N
8501	4864	1501	f
8502	4866	5113	\N
8503	4867	3917	f
8504	4868	3477	\N
8505	4869	4240	\N
8506	4870	2168	\N
8507	4871	2525	\N
8508	4872	441	f
8509	4873	1932	f
8510	4874	722	f
8511	4875	4450	\N
8512	4876	1277	f
8513	4877	2577	\N
8514	4878	465	\N
8515	4879	3044	f
8516	4880	2917	\N
8517	4881	4311	f
8518	4882	5472	f
8519	4883	3635	f
8520	4884	2578	\N
8521	4885	3478	f
8522	4886	3479	\N
8523	4887	70	\N
8524	4888	4714	f
8525	4889	3399	f
8526	4890	401	f
8527	4891	916	\N
8528	4892	4055	f
8529	4893	598	f
8530	4894	5293	\N
8531	4895	6121	\N
8532	4896	1163	f
8533	4897	730	\N
8534	4898	1717	f
8535	4899	1933	f
8536	4900	4050	f
8537	4904	4051	\N
8538	4911	2121	\N
8539	4921	1237	\N
8540	4922	724	\N
8541	4923	581	\N
8542	4924	509	\N
8543	4925	419	\N
8544	4927	1841	f
8545	4928	1840	f
8546	8383	8318	f
8547	4933	3571	t
8548	4934	3571	f
8549	4935	3571	f
8550	4936	2375	\N
8551	4937	570	f
8552	4938	2895	f
8553	4939	2729	f
8554	4940	2309	\N
8555	4941	2430	f
8556	4942	1415	\N
8557	4943	2398	\N
8558	4944	672	\N
8559	4945	3019	f
8560	4946	5	\N
8561	4947	4	t
8562	4948	9	t
8563	4949	29	\N
8564	4950	98	\N
8565	4951	925	\N
8566	4953	684	\N
8567	4954	700	\N
8568	4955	224	\N
8569	8384	8469	f
8570	8384	8392	f
8571	4962	2013	\N
8572	4963	3139	\N
8573	4966	2525	\N
8574	4987	3243	f
8575	4994	425	\N
8576	5028	2439	\N
8577	5049	1318	f
8578	5068	189	f
8579	5094	669	\N
8580	5096	2406	\N
8581	5097	2448	\N
8582	5098	2739	f
8583	5106	9542	f
8584	5120	2038	\N
8585	5137	8331	f
8586	5146	503	\N
8587	8385	8366	f
8588	8386	9403	f
8589	5182	3808	f
8590	8387	8326	f
8591	5202	3737	f
8592	5223	6350	\N
8593	5235	8332	f
8594	5252	879	\N
8595	5256	380	\N
8596	5259	1431	\N
8597	5270	444	\N
8598	5272	767	\N
8599	5272	538	\N
8600	5276	2140	\N
8601	5290	2367	\N
8602	5291	381	\N
8603	5457	4577	\N
8604	5300	241	\N
8605	5303	3579	f
8606	5458	4575	\N
8607	5322	2156	\N
8608	5459	5464	\N
8609	5328	492	\N
8610	5328	1326	\N
8611	5328	1058	\N
8612	5329	8735	\N
8613	5460	8012	\N
8614	5342	503	\N
8615	5342	241	\N
8616	5342	172	\N
8617	5342	2156	\N
8618	5342	2801	\N
8619	5345	3243	f
8620	5350	503	\N
8621	5350	172	\N
8622	5350	71	\N
8623	5350	58	\N
8624	5350	931	\N
8625	5351	492	\N
8626	5353	6469	\N
8627	5353	6875	\N
8628	5354	1469	\N
8629	5356	503	\N
8630	5356	172	\N
8631	5356	76	\N
8632	5356	71	\N
8633	5356	58	\N
8634	5356	1252	\N
8635	5356	1185	\N
8636	5356	931	\N
8637	5357	8725	\N
8638	5358	767	\N
8639	5358	753	\N
8640	5358	2659	\N
8641	5360	67	\N
8642	5360	64	\N
8643	5360	47	\N
8644	5361	492	\N
8645	5362	730	\N
8646	5363	145	\N
8647	5364	46	\N
8648	5365	666	\N
8649	5367	2659	\N
8650	5368	1326	\N
8651	5370	238	\N
8652	5372	1252	\N
8653	5373	1185	\N
8654	5374	1058	\N
8655	5376	1494	\N
8656	5380	666	\N
8657	5381	3792	f
8658	5382	6422	\N
8659	5385	2148	\N
8660	5386	3179	\N
8661	5387	172	\N
8662	5387	71	\N
8663	5387	58	\N
8664	5388	76	\N
8665	5388	71	\N
8666	5388	58	\N
8667	5388	2801	\N
8668	5392	54	\N
8669	5393	6927	f
8670	5393	6821	f
8671	5394	4464	f
8672	5395	3919	\N
8673	5397	8722	\N
8674	5400	76	\N
8675	5401	71	\N
8676	5404	3552	f
8677	5407	67	\N
8678	5407	47	\N
8679	5419	930	\N
8680	5424	3833	f
8681	5429	1171	\N
8682	5431	8742	\N
8683	5432	8370	f
8684	5441	391	\N
8685	5573	494	\N
8686	5444	1520	\N
8687	5445	1518	\N
8688	5446	1518	\N
8689	5447	9588	\N
8690	5448	4576	\N
8691	5451	5476	\N
8692	5452	170	\N
8693	5453	54	\N
8694	5454	2289	\N
8695	5455	880	\N
8696	5455	838	\N
8697	5455	699	\N
8698	5455	654	\N
8699	5455	619	\N
8700	5455	612	f
8701	5455	611	\N
8702	5455	571	\N
8703	5455	552	\N
8704	5455	1763	f
8705	5455	1732	f
8706	5455	1511	\N
8707	5455	924	\N
8708	5455	892	f
8709	5455	2529	f
8710	5455	2257	f
8711	5455	2059	f
8712	5455	2045	\N
8713	5455	1987	f
8714	5455	3585	f
8715	5455	1814	\N
8716	5455	3092	f
8717	5455	2650	\N
8718	5455	2641	\N
8719	5455	2631	\N
8720	5455	4387	f
8721	5468	5375	f
8722	5469	5375	f
8723	5475	1131	\N
8724	5492	4713	\N
8725	5493	4879	\N
8726	5494	5981	\N
8727	5478	5375	f
8728	5484	697	\N
8729	5510	896	\N
8730	5511	1368	\N
8731	5512	1411	f
8736	5514	4046	\N
8737	5515	4047	\N
8738	5516	4047	\N
8739	5517	8901	\N
8740	5518	3129	f
8741	5615	3784	f
8742	5568	526	\N
8743	5569	896	\N
8744	5546	6032	\N
8745	5553	4464	f
8746	5575	92	\N
8747	5582	42	\N
8748	5583	508	\N
8749	5583	82	\N
8750	5584	431	\N
8751	5586	6303	\N
8752	5587	8787	\N
8753	5589	513	\N
8754	5888	2009	\N
8755	5592	54	\N
8756	5593	672	\N
8757	5594	453	\N
8758	5596	508	\N
8759	5597	479	\N
8760	5598	479	\N
8761	5599	2478	\N
8762	5600	4787	f
8763	5601	212	\N
8764	5602	3810	\N
8765	5616	656	\N
8766	5603	170	\N
8767	5604	281	\N
8768	5605	582	\N
8769	5606	8787	\N
8770	5608	41	\N
8771	5609	307	\N
8772	5610	526	\N
8773	5613	2478	\N
8774	5614	1708	\N
8775	5617	276	\N
8776	5618	276	\N
8777	5619	307	\N
8778	5620	2334	\N
8779	5621	1142	\N
8780	5622	1154	\N
8781	5625	4597	f
8782	5626	91	\N
8783	5627	8787	\N
8784	5628	8333	f
8785	5629	1431	\N
8786	5630	1928	\N
8787	5631	449	\N
8788	5632	321	\N
8789	5633	1408	\N
8790	5634	4174	f
8791	5634	4112	f
8792	5634	4382	f
8793	5637	488	\N
8794	5637	1408	\N
8795	5638	449	\N
8796	5639	709	\N
8797	5640	579	\N
8798	5641	413	\N
8799	5644	1408	\N
8800	5646	392	\N
8801	5649	54	\N
8802	5649	42	\N
8803	5688	253	\N
8804	5653	413	\N
8805	5654	392	\N
8806	5655	1321	\N
8807	5656	488	\N
8808	5657	449	\N
8809	5658	379	\N
8810	5659	673	\N
8811	5660	91	\N
8812	8388	9541	f
8813	5661	41	\N
8814	5662	4366	\N
8815	5663	8751	\N
8816	5664	7104	\N
8817	5664	7016	\N
8818	5665	6470	\N
8819	5665	6875	\N
8820	5666	2049	\N
8821	5668	42	\N
8822	5669	82	\N
8823	5669	42	\N
8824	5670	508	\N
8825	5671	508	\N
8826	5671	82	\N
8827	5671	42	\N
8828	5672	227	\N
8829	5673	103	\N
8830	5674	86	\N
8831	5675	1737	\N
8832	5675	1815	\N
8833	5676	1737	\N
8834	5676	1815	\N
8835	5677	894	\N
8836	5678	896	\N
8837	5679	8787	\N
8838	5680	1495	\N
8839	5681	1066	\N
8840	5682	911	\N
8841	5683	852	\N
8842	5684	911	\N
8843	5687	2049	\N
8844	5861	306	\N
8845	5689	391	\N
8846	5690	2910	\N
8847	5691	4767	\N
8848	5691	4766	\N
8849	5691	4571	\N
8850	5692	1171	\N
8851	5693	571	\N
8852	5694	240	\N
8853	5703	2068	\N
8854	5705	1347	\N
8855	5706	8427	f
8856	5715	2203	\N
8857	5715	2631	\N
8858	5717	2564	\N
8859	5718	3557	f
8860	5735	983	\N
8861	5862	2625	\N
8862	5863	462	\N
8863	8389	9638	f
8864	5729	2529	f
8865	5730	5052	\N
8866	5801	2370	\N
8867	5802	2370	\N
8870	5750	1111	\N
8871	5751	8338	f
8872	5752	1286	\N
8873	5753	1111	\N
8874	5754	619	\N
8875	5754	223	\N
8876	5755	195	\N
8877	5756	1498	f
8878	5757	155	\N
8879	5764	155	\N
8880	5765	529	\N
8881	5766	2082	f
8882	5766	1987	f
8883	5768	1227	\N
8884	5771	8337	f
8885	5772	473	\N
8886	5803	1732	f
8887	5803	2059	f
8888	5804	2529	f
8889	5864	2866	\N
8890	5780	2606	f
8891	5781	1286	\N
8892	5783	3296	\N
8893	5788	1498	f
8894	5796	571	\N
8895	5796	240	\N
8896	5843	4633	\N
8897	5807	2370	\N
8898	5808	314	\N
8899	5809	707	\N
8900	5810	619	\N
8901	5811	1592	f
8902	5811	3187	f
8903	5812	2375	\N
8904	5813	2614	\N
8905	5814	437	\N
8906	5815	8431	t
8907	5816	983	\N
8908	5844	5046	f
8909	5865	544	\N
8910	5817	861	\N
8911	5818	270	\N
8912	5819	3850	\N
8913	5821	814	\N
8914	5822	737	\N
8915	5823	924	\N
8916	5824	924	\N
8917	5827	1442	\N
8918	5827	2625	\N
8919	5828	3029	f
8920	5858	1887	f
8921	5859	2466	f
8922	5860	161	\N
8923	5829	223	\N
8924	5830	571	\N
8925	5831	155	\N
8926	5832	120	\N
8927	5833	591	\N
8928	5834	1401	\N
8929	5835	2486	\N
8930	5836	1387	\N
8931	5836	2866	\N
8932	5838	2059	f
8933	5839	2542	\N
8934	5840	2967	f
8935	5841	3486	f
8936	5842	3123	t
8937	5842	9084	\N
8938	5845	576	\N
8939	5846	209	\N
8940	5846	206	\N
8941	5846	187	\N
8942	5847	114	\N
8943	5852	927	\N
8944	5853	566	\N
8945	5854	1119	\N
8947	5871	4260	f
8948	5872	3417	f
8949	5873	3418	f
8950	5874	1879	f
8951	5875	3665	f
8952	5876	3383	f
8953	5877	2251	f
8954	5878	4229	\N
8955	5879	3187	f
8956	5879	2726	f
8957	5880	3688	f
8958	5881	3459	f
8959	5882	3456	f
8960	5883	1671	f
8961	5883	3187	f
8962	5884	3777	f
8963	5884	3449	f
8964	5885	1417	f
8965	5885	3187	f
8966	5886	2787	f
8967	5889	2173	\N
8968	5890	1733	\N
8969	5891	344	\N
8970	5892	1941	f
8971	5892	3813	f
8972	5893	2107	f
8973	5893	3187	f
8974	5894	3395	f
8975	5895	2468	f
8976	5897	4299	f
8977	5898	3558	f
8978	5900	3546	f
8979	5900	3955	f
8981	5901	982	f
8982	5901	2751	f
8983	5902	5856	\N
8984	5903	8724	\N
8985	5937	2497	\N
8986	5951	547	\N
8987	5952	238	\N
8988	5953	194	\N
8989	5954	2149	\N
8990	5956	765	\N
8991	5957	751	\N
8992	5968	8376	f
8993	5970	5787	f
8994	5975	8787	\N
8995	5976	6726	\N
8996	5977	3524	\N
8997	5977	4210	\N
8998	5977	9045	\N
8999	5978	1766	\N
9000	5981	1152	\N
9001	5982	1173	\N
9002	5986	490	\N
9003	5987	5894	f
9004	5988	8644	f
9005	5993	9276	\N
9006	5995	2121	\N
9007	6335	3718	f
9008	5999	204	\N
9009	5999	196	\N
9010	5999	194	\N
9011	5999	188	\N
9012	5999	184	\N
9013	5999	182	\N
9014	5999	176	\N
9015	5999	171	\N
9016	6000	301	\N
9017	6000	284	\N
9018	6001	340	\N
9019	6001	300	\N
9020	6001	289	\N
9021	6002	404	\N
9022	6003	438	\N
9023	6004	493	\N
9024	6004	472	\N
9025	6005	8680	f
9026	6006	879	\N
9027	6006	766	\N
9028	6006	765	\N
9029	6006	751	\N
9030	6006	1036	\N
9031	6007	1173	\N
9032	6007	1152	\N
9033	6008	1603	\N
9034	6008	1558	\N
9035	6008	1474	\N
9036	6009	300	\N
9037	6010	9275	\N
9038	6012	765	\N
9039	6013	196	\N
9040	6014	1558	\N
9041	6015	184	\N
9042	6016	301	\N
9043	6016	284	\N
9044	6019	3122	f
9045	8390	9669	f
9046	6021	1474	\N
9047	6023	230	\N
9048	6027	171	\N
9049	6029	889	\N
9050	6043	1036	\N
9051	6044	5894	f
9052	8391	8375	f
9053	6031	194	\N
9054	6033	230	\N
9055	6034	404	\N
9056	6035	3810	\N
9057	6036	188	\N
9058	6038	182	\N
9059	6337	3981	f
9060	6047	9358	\N
9061	6048	1827	\N
9062	6049	194	\N
9063	6050	490	\N
9064	6055	889	\N
9065	6056	780	\N
9066	6272	8866	\N
9067	6059	766	\N
9068	6060	184	\N
9069	6061	404	\N
9070	6065	380	\N
9071	6066	194	\N
9072	6067	879	\N
9073	6068	490	\N
9074	6068	176	\N
9075	6069	751	\N
9076	6070	204	\N
9077	6071	2149	\N
9078	6072	2697	f
9079	6273	8787	\N
9080	6274	1534	\N
9081	6274	2111	\N
9082	6073	1622	\N
9083	6074	438	\N
9084	6075	1036	\N
9085	6076	1603	\N
9086	6076	1527	\N
9087	6076	1370	\N
9090	217854	8688	\N
9092	217862	8617	\N
9093	6082	380	\N
9094	6083	1791	\N
9095	6085	380	\N
9096	6086	2021	\N
9097	6087	2038	\N
9098	6088	2038	\N
9099	6089	2309	\N
9100	6090	989	f
9101	6091	1134	\N
9102	6275	4157	f
9103	6276	9472	\N
9104	6277	9470	\N
9105	6094	3059	f
9106	6095	8611	f
9107	6097	1974	f
9108	6098	1766	\N
9109	6099	567	f
9110	6100	567	f
9111	6101	2568	f
9112	6102	1023	f
9113	6102	2516	f
9114	6103	2038	\N
9115	6104	2375	\N
9116	6105	2525	\N
9117	6106	780	\N
9118	6108	889	\N
9119	6109	889	\N
9120	6110	3703	\N
9121	6113	559	\N
9122	6114	1614	\N
9123	6115	2824	\N
9124	6278	4877	\N
9125	6117	3195	f
9126	6119	3885	f
9127	6120	4419	\N
9128	6122	835	\N
9129	6125	1638	\N
9130	6125	1163	f
9131	6126	2223	f
9132	6127	1320	\N
9133	6128	3833	f
9134	6279	4876	f
9135	6280	8896	\N
9136	8392	8475	f
9137	8392	8609	f
9138	6130	1458	\N
9139	6133	690	\N
9140	6134	690	\N
9141	6135	903	\N
9142	6138	1023	f
9143	6281	4844	\N
9144	6282	4933	\N
9145	6145	2476	\N
9146	6146	2479	\N
9147	6148	1782	\N
9148	6149	2497	\N
9149	6150	2895	f
9150	6156	425	\N
9151	6283	8148	\N
9152	6159	1635	f
9153	6159	2265	f
9154	6161	991	\N
9155	6163	3579	f
9156	6164	3629	\N
9157	6165	3629	\N
9158	6166	2140	\N
9159	6167	3889	f
9160	6168	2510	\N
9161	6169	903	\N
9162	6284	5524	\N
9163	8393	8475	f
9164	8393	8436	f
9165	8393	8375	f
9166	6178	8515	\N
9167	6180	1974	f
9168	6181	2288	\N
9169	6182	2239	\N
9170	6183	380	\N
9171	6338	3752	f
9172	8394	8315	f
9173	6190	8068	\N
9174	6190	8067	\N
9175	6191	2470	f
9176	6192	3105	f
9177	6193	3193	f
9178	6194	3472	f
9179	6195	3425	f
9180	6196	380	\N
9181	8395	9636	f
9182	6207	3629	\N
9183	8396	8339	f
9184	6217	8068	\N
9202	6286	7136	\N
9203	6287	7793	\N
9204	6288	7793	\N
9205	6289	7593	\N
9206	6290	7793	\N
9207	6291	5171	\N
9208	6292	5279	\N
9209	6293	5280	\N
9210	6225	8067	\N
9211	6226	7915	\N
9212	6227	1213	\N
9213	6228	1263	\N
9214	6229	1072	f
9215	6230	1570	f
9216	6230	1072	f
9217	6231	1425	\N
9218	6232	1596	\N
9219	6294	5471	\N
9220	6295	4321	\N
9221	6297	868	f
9222	6297	1451	f
9223	6297	1136	f
9224	8397	8309	f
9225	6239	1280	\N
9226	6240	678	\N
9227	6244	8068	\N
9228	6245	7915	\N
9229	6246	8591	f
9230	6247	889	\N
9231	6298	868	f
9232	6258	1782	\N
9233	6259	2497	\N
9234	6260	4597	f
9235	6261	4787	f
9236	6263	3557	f
9237	6264	3958	\N
9238	6265	4094	f
9239	6266	3558	f
9240	6267	3987	\N
9241	6268	3810	\N
9242	6269	3781	\N
9243	6270	8787	\N
9244	6271	8866	\N
9245	6271	8630	\N
9246	8398	6505	f
9247	6304	8556	f
9248	6306	4007	f
9249	6309	2637	f
9250	6311	6202	f
9251	6312	1000	f
9252	6313	6763	f
9253	6314	1136	f
9254	6315	4007	f
9255	6316	4055	f
9256	6317	4454	f
9257	6323	3770	f
9258	6324	3404	f
9259	6326	3640	f
9260	6327	3534	f
9261	8399	8243	f
9262	6342	3782	f
9263	6343	8614	f
9264	6346	3820	f
9265	6348	3751	f
9266	6352	4081	f
9267	6353	4082	f
9268	6354	4083	f
9269	6356	4149	f
9270	6357	9404	f
9271	6359	4104	f
9272	6360	8382	f
9273	6360	8292	f
9274	6360	8265	f
9275	6360	8255	\N
9276	6360	8240	\N
9277	6360	8238	\N
9278	6360	8230	\N
9279	6360	8229	\N
9280	6360	8224	\N
9281	6360	8223	\N
9282	6360	8213	\N
9283	6360	8210	f
9284	6360	8209	f
9285	6360	8205	f
9286	6360	8199	\N
9287	6360	8181	\N
9288	6373	4454	f
9289	6382	4607	f
9290	6404	8639	\N
9291	6404	8636	\N
9292	6404	8635	\N
9293	6404	8632	f
9294	6404	8631	f
9295	6430	5526	f
9296	6442	6760	f
9297	6449	8708	\N
9298	6449	8707	\N
9299	6449	8700	\N
9300	6449	8698	\N
9301	6451	5556	f
9302	6455	5702	f
9303	6457	5573	f
9304	8400	8474	f
9305	6473	5984	f
9306	6473	5983	f
9307	6477	5999	f
9308	6478	6062	f
9309	6479	6039	f
9310	6483	6127	f
9311	6484	6258	f
9312	6485	6136	f
9313	6486	6138	f
9314	6487	6137	f
9315	6488	6201	f
9316	6489	6163	f
9317	6490	6236	f
9318	6491	6180	f
9319	6492	6181	f
9320	6493	6398	f
9321	6494	4880	f
9322	6495	6399	f
9323	6496	6327	f
9324	6497	6482	f
9325	6498	6334	f
9326	6499	6336	f
9327	6711	4224	\N
9328	6500	6337	f
9329	6501	9233	f
9330	6502	6261	f
9331	6503	6262	f
9332	6504	6370	f
9333	6505	6380	f
9334	6506	6375	f
9335	6507	6466	f
9336	6508	6473	f
9337	6510	6479	f
9338	6511	9230	f
9339	6512	6483	f
9340	6513	9234	f
9341	6514	6491	f
9342	6515	6586	f
9343	6516	6588	f
9344	6517	6587	f
9345	6518	6466	f
9346	6519	7190	f
9347	6520	6602	f
9348	6521	6502	f
9349	6522	6742	f
9350	6523	7389	f
9351	6524	6028	\N
9352	6525	9159	f
9353	6526	6643	f
9354	6527	6726	f
9355	6528	6644	f
9356	6529	6654	f
9357	6530	6655	f
9358	6531	6741	f
9359	6532	6760	f
9360	6533	6620	f
9361	6534	6767	f
9362	6535	6884	f
9363	6536	6885	f
9364	6537	6886	f
9365	6538	7058	f
9366	8401	8204	f
9367	6539	7057	f
9368	6540	7458	f
9369	6541	6922	f
9370	6542	7078	f
9371	6543	6936	f
9372	6544	6937	f
9373	6545	6842	f
9374	6546	7135	f
9375	6547	6969	f
9376	6548	7048	f
9377	6549	7171	f
9378	6550	6989	f
9379	6551	6990	f
9380	6552	7073	f
9381	6553	7007	f
9382	6554	7008	f
9383	6555	7017	f
9384	6556	7105	f
9385	6557	7019	f
9386	6558	7109	f
9387	6559	7154	f
9388	6560	7155	f
9389	6561	7156	f
9390	6562	7159	f
9391	6563	7158	f
9392	6564	7157	f
9393	6565	7049	f
9394	6566	7172	f
9395	6567	7079	f
9396	6568	9567	f
9397	6569	7108	f
9398	6570	7160	f
9399	6571	7161	f
9400	6572	7271	f
9401	6573	7272	f
9402	6574	7454	f
9403	6575	4313	\N
9404	6576	7362	f
9405	6577	7273	f
9406	6578	7364	f
9407	6579	7421	f
9408	6580	7447	f
9409	6581	7455	f
9410	6582	7532	f
9411	6583	7621	f
9412	6584	7592	f
9413	6585	7608	f
9414	6586	7523	f
9415	6587	7609	f
9416	6588	7644	f
9417	6589	7727	f
9418	6590	7562	f
9419	6591	7665	f
9420	6592	8242	f
9421	6593	8072	f
9422	6594	7807	f
9423	6595	7808	f
9424	6596	7809	f
9425	6597	7854	f
9426	6598	7983	f
9427	6599	8098	f
9428	6600	7941	f
9429	6601	9568	f
9430	6602	8006	f
9431	6603	9722	f
9432	6604	8161	f
9433	6605	8043	f
9434	6606	8172	f
9435	6607	9123	f
9436	6608	9124	f
9437	6609	9118	f
9438	6610	9119	f
9439	6611	9120	f
9440	6612	9121	f
9441	6613	9122	f
9442	6614	8177	f
9443	6615	8073	f
9444	6616	8510	f
9445	6617	8231	f
9446	6618	8155	f
9447	6619	8203	f
9448	6620	8092	f
9449	6621	8541	f
9450	6622	8595	f
9451	6624	2	\N
9452	6626	7	\N
9453	6627	38	\N
9454	6629	88	\N
9455	6631	152	\N
9456	6633	178	\N
9457	6636	251	\N
9458	6638	398	\N
9459	6642	499	\N
9460	6643	578	\N
9461	6645	575	\N
9462	6671	1029	\N
9463	6672	1076	\N
9464	6646	718	\N
9465	6646	679	\N
9466	6647	708	\N
9467	6648	693	\N
9468	6651	762	\N
9469	6652	769	\N
9470	6653	810	\N
9471	6654	813	\N
9472	6654	974	\N
9473	6655	801	\N
9474	6656	845	\N
9475	6657	823	\N
9476	6658	841	\N
9477	6659	844	\N
9478	6660	898	\N
9479	6661	907	\N
9480	6662	914	\N
9481	6663	928	\N
9482	6664	946	\N
9483	6665	964	\N
9484	6666	920	\N
9485	6667	963	\N
9486	6668	4294	\N
9487	6669	979	\N
9488	6670	4355	\N
9489	8402	7130	f
9490	6673	1080	\N
9491	6674	1105	\N
9492	6675	1046	\N
9493	6676	1183	\N
9494	6677	7302	\N
