sourcecitationeventid	sourcecitation	event	sourcecitationeventinclude
14509	12297	11630	\N
14510	12298	11631	\N
14511	12299	11660	\N
14512	12300	11632	\N
14513	12301	11633	\N
14514	12302	11634	\N
14515	12303	10980	\N
14516	12304	10707	\N
14517	12305	10865	\N
14518	12306	11635	\N
14519	12387	10892	\N
14520	12307	10981	\N
14521	12308	10726	\N
14522	12309	11636	\N
14523	12310	11637	\N
14524	12311	10691	\N
14525	12312	10767	\N
14526	12313	10803	\N
14527	12314	10842	\N
14528	12315	10993	\N
14529	12316	10804	\N
14530	12317	11013	\N
14531	12318	11638	\N
14532	12319	10784	\N
14533	12320	10947	\N
14534	12321	11639	\N
14535	12358	10893	\N
14536	12322	11641	\N
14537	12323	11640	\N
14538	12324	11642	\N
14539	12325	11643	\N
14540	12326	11644	\N
14541	12327	11645	\N
14542	12328	11646	\N
14543	12359	10927	\N
14544	12329	11647	\N
14545	12330	11651	\N
14546	12331	11653	\N
14547	12332	11654	\N
14548	12333	11652	\N
14549	12334	10869	\N
14550	12335	10949	\N
14551	12336	10634	\N
14552	12337	11655	\N
14553	12338	10929	\N
14554	12339	11656	\N
14555	12340	11657	\N
14556	12357	10871	\N
14557	12341	11018	\N
14558	12342	11658	\N
14559	12250	10630	\N
14560	12343	11659	\N
14561	12344	10998	\N
14562	12345	11661	\N
14563	12346	11022	\N
14564	12347	11024	\N
14565	12348	11663	\N
14566	12349	10811	\N
14567	12350	10831	\N
14568	12351	11664	\N
14569	12352	11041	\N
14570	12353	11665	\N
14571	12354	11666	\N
14572	12355	11667	\N
14573	12381	11030	\N
14574	12356	10848	\N
14575	12375	10877	\N
14576	12360	11031	\N
14577	12361	11043	\N
14578	12362	10836	\N
14579	12363	11033	\N
14580	12364	11034	\N
14581	12365	11035	\N
14582	12366	11620	\N
14583	12367	10885	\N
14584	12368	10865	\N
14585	12369	11635	\N
14586	12370	11051	\N
14587	12388	10893	\N
14588	12371	11648	\N
14589	12372	10997	\N
14590	12373	11040	\N
14591	12389	11380	\N
14592	12374	11125	\N
14593	12390	10203	\N
14594	12392	11368	\N
14595	12393	11278	\N
14596	12395	11496	\N
14597	12394	11496	\N
14598	12391	10773	\N
14599	12396	11509	\N
14600	12397	11509	\N
14601	12398	11512	\N
14602	12400	11591	\N
14603	12399	11591	\N
14604	12401	11534	\N
14605	12402	11517	\N
14606	12410	11176	\N
14607	12416	11182	\N
14608	12417	11183	\N
14609	12418	11185	\N
14610	12419	11197	\N
14611	12422	11203	\N
14612	12423	11191	\N
14613	12427	11190	\N
14614	12429	11204	\N
14615	12430	11212	\N
14616	12433	11205	\N
14617	12435	11215	\N
14618	12437	11221	\N
14619	12443	11236	\N
14620	12444	11228	\N
14621	12447	11244	\N
14622	12448	11246	\N
14623	12450	11241	\N
14624	12451	11259	\N
14625	12452	11249	\N
14626	12453	11250	\N
14627	12457	11267	\N
14628	12458	11263	\N
14629	12459	11254	\N
14630	12460	11255	\N
14631	12461	11243	\N
14632	12465	11264	\N
14633	12466	11269	\N
14634	12469	11272	\N
14635	12470	11262	\N
14636	12471	11285	\N
14637	12472	11275	\N
14638	12473	11276	\N
14639	12475	11290	\N
14640	12477	11292	\N
14641	12482	11286	\N
14642	12485	11306	\N
14643	12488	11307	\N
14644	12494	11311	\N
14645	12495	11309	\N
14646	12498	11305	\N
14647	12499	11313	\N
14648	12500	11321	\N
14649	12501	11316	\N
14650	12505	11329	\N
14651	12506	11331	\N
14652	12507	11333	\N
14653	12509	11338	\N
14654	12511	11325	\N
14655	12517	11341	\N
14656	12518	11328	\N
14657	12519	11345	\N
14658	12521	11334	\N
14659	12523	11335	\N
14660	12526	11349	\N
14661	12527	11350	\N
14662	12531	11351	\N
14663	12532	11352	\N
14664	12533	11353	\N
14665	12535	11344	\N
14666	12537	11332	\N
14667	12538	11355	\N
14668	12540	11360	\N
14669	12541	11361	\N
14670	12542	11363	\N
14671	12547	11372	\N
14672	12548	11376	\N
14673	12549	11359	\N
14674	12550	11379	\N
14675	12552	11371	\N
14676	12553	11373	\N
14677	12554	11382	\N
14678	12556	11375	\N
14679	12560	11391	\N
14680	12563	11396	\N
14681	12564	11399	\N
14682	12565	11413	\N
14683	12566	11388	\N
14684	12568	11390	\N
14685	12570	11405	\N
14686	12571	11392	\N
14687	12573	11395	\N
14688	12574	11397	\N
14689	12575	11414	\N
14690	12576	11415	\N
14691	12577	11404	\N
14692	12580	11416	\N
14693	12581	11417	\N
14694	12584	11418	\N
14695	12588	11425	\N
14696	12594	11427	\N
14697	12595	11432	\N
14698	12596	11429	\N
14699	12598	11434	\N
14700	12602	11435	\N
14701	12603	11436	\N
14702	12605	11437	\N
14703	12608	11441	\N
14704	12610	11448	\N
14705	12612	11450	\N
14706	12613	11461	\N
14707	12618	11466	\N
14708	12619	11467	\N
14709	12621	11460	\N
14710	12622	11471	\N
14711	12623	11474	\N
14712	12624	11468	\N
14713	12626	11469	\N
14714	12628	11470	\N
14715	12632	11472	\N
14716	12633	11478	\N
14717	12635	11481	\N
14718	12636	11482	\N
14719	12638	11477	\N
14720	12640	11479	\N
14721	12641	11480	\N
14722	12642	11483	\N
14723	12644	11489	\N
14724	12650	11491	\N
14725	12651	11486	\N
14726	12652	11487	\N
14727	12658	11498	\N
14728	12663	11510	\N
14729	12670	11561	\N
14730	12671	1215	\N
14731	12672	6849	t
14732	12673	6949	t
14733	12674	5826	f
14734	12675	5826	f
14735	12676	6765	t
14736	12677	9682	t
14737	12678	7233	f
14738	12679	7233	t
18512	16699	7210	t
18513	16700	7210	t
18514	16701	7211	t
18515	16702	6360	t
18517	6998	14480	\N
19149	291427	3639	f
19150	291428	2971	f
19151	291429	4063	f
19152	291430	7332	f
19153	291431	2594	f
19154	291432	3664	f
19155	291433	144	f
19156	291434	1660	f
19157	291435	2848	f
19158	291436	2327	f
19159	291437	1933	f
19160	291439	865	\N
19161	291440	113	\N
19162	291442	11781	\N
19163	291443	523	\N
19164	291445	157	\N
19165	291447	1630	\N
19166	291448	109	\N
19167	291449	150	\N
19168	291450	111	\N
19169	291454	809	\N
19170	291455	109	\N
19171	291458	624	\N
19172	291459	217	\N
19173	291460	5181	\N
19174	291461	4981	\N
19175	291462	3263	\N
19176	291463	3305	\N
19177	291464	5825	\N
19178	291465	7330	\N
19179	291466	6446	\N
19180	291467	1789	\N
19181	291468	3308	\N
19182	291469	4724	\N
19183	291470	7248	\N
19184	291471	5324	\N
19185	291472	3928	\N
19186	291473	2762	\N
19187	291474	6173	\N
19188	291475	4838	\N
19189	291476	4839	\N
19190	291477	3931	\N
19191	291478	3498	\N
19192	291479	5009	\N
19193	291480	4785	\N
19194	291481	3999	\N
19195	291482	5780	\N
19196	291483	2926	\N
19197	291484	3320	\N
19198	291485	4467	\N
19199	291486	4075	\N
19200	291487	3658	\N
19201	291488	3582	\N
19202	291489	3057	\N
19203	291490	4133	\N
19204	291491	447	\N
19205	291492	3720	\N
19206	291493	1883	\N
19207	291494	5074	\N
19208	291495	5784	\N
19209	291496	7519	\N
19210	291497	4012	\N
19211	291498	2426	\N
19212	291499	2887	\N
19213	291500	4013	\N
19214	291501	4080	\N
19215	291502	2640	\N
19216	291503	4017	\N
19217	291504	6484	\N
19218	291505	4143	\N
19219	291506	4672	\N
19220	291507	7177	\N
19221	291508	3350	\N
19222	291509	1905	\N
19223	291510	6500	\N
19224	291511	3451	\N
19225	291512	3967	\N
19226	291513	3739	\N
19227	291514	3356	\N
19228	291515	3136	\N
19229	291516	2798	\N
19230	291517	3537	\N
19231	291518	6220	\N
19232	291519	6998	\N
19233	291520	3365	\N
19234	291521	3542	\N
19235	291522	4765	\N
19236	291523	1168	\N
19237	291524	5819	\N
19238	291525	7214	\N
19239	291526	643	\N
19240	291527	4301	\N
19241	291528	3832	\N
19242	291529	646	\N
19243	291530	4507	\N
19244	291531	3388	\N
19245	291532	2162	\N
19246	291533	3561	\N
19247	291534	4169	\N
19248	291535	859	\N
19249	291536	3991	\N
19250	291537	6031	\N
19251	291538	4235	\N
19252	291539	4172	\N
19253	291540	6238	\N
19254	291541	6377	\N
19255	291542	3041	\N
19256	291543	3228	\N
19257	291544	2423	\N
19258	291545	682	\N
19259	291546	2371	\N
19260	291547	1238	\N
19261	291548	487	\N
19262	291550	1629	\N
19263	291551	4087	\N
19264	291552	1959	\N
19265	291553	1004	\N
19266	291554	4677	\N
19267	291555	1211	\N
19268	291556	2000	\N
19269	291557	2385	\N
19270	291558	6994	\N
19271	291559	481	\N
19272	291562	1584	\N
19273	291563	802	\N
19274	291564	760	\N
19275	291565	2000	\N
19276	291566	2412	\N
19277	291567	1993	\N
19278	291568	593	\N
19279	291569	269	\N
19280	291570	1354	\N
19281	291571	247	\N
19282	291572	1948	\N
19283	291573	4796	\N
19284	291574	1561	\N
19285	291575	2385	\N
19286	291577	1957	\N
19287	291578	1632	\N
19288	291580	760	\N
19289	291583	1540	\N
19290	291584	747	\N
19291	291585	487	\N
19292	291586	819	f
19293	291587	3802	f
19294	291588	2871	f
19295	291589	2245	f
19296	291590	1452	f
19297	291591	3773	f
19298	291592	5190	f
19299	291593	427	f
19300	291594	260	f
19301	291595	948	f
19302	291596	1746	f
19303	291597	5651	f
19304	291598	2269	f
19305	291599	3897	f
19306	291600	3028	f
19307	291601	3913	f
19308	291602	1277	f
19309	291603	2527	\N
19310	291604	2533	\N
19311	291605	726	\N
19312	291606	1189	\N
19313	291607	5230	\N
19314	291608	827	\N
19315	291609	1810	\N
19316	291610	2527	\N
19317	291611	2126	\N
19318	291612	411	\N
19319	291613	141	\N
19320	291614	506	\N
19321	291615	1002	\N
19322	291616	890	\N
19323	291617	786	\N
19324	291618	2527	\N
19325	291619	274	\N
19326	291620	1273	\N
19327	291621	159	\N
19328	291622	3368	\N
19329	291623	141	\N
19330	291624	1842	\N
19331	291625	786	\N
19332	291626	141	\N
19333	291627	1273	\N
19334	291628	1437	\N
19335	291629	267	\N
19336	291630	1810	\N
19337	291631	5606	f
19338	291632	3482	f
19339	291633	4180	f
19340	291634	1860	f
19341	291635	121	f
19342	291636	7121	f
19343	291637	468	f
19344	291638	4001	f
19345	291639	370	f
19346	291640	4406	f
19347	291641	3332	f
19348	291642	6961	f
19349	291643	361	f
19350	291644	691	f
19351	291645	524	f
19352	291646	941	f
19353	291647	1201	f
19354	291648	4545	f
19355	291649	664	f
19356	291650	7165	f
19357	291651	4662	f
19358	291652	4286	f
19359	291653	3364	f
19360	291654	534	f
19361	291655	1910	f
19362	291656	7390	f
19363	291657	3821	f
19364	291658	904	f
19365	291659	4572	f
19366	291660	4573	f
19367	291661	5273	f
19368	291662	128	f
19369	291663	998	f
19370	291664	165	f
19371	291665	617	f
19372	291666	587	f
19373	291668	4784	\N
19374	291670	792	\N
19375	291671	3506	\N
19376	291672	939	\N
19377	291673	165	f
19378	291675	836	f
19379	291676	741	\N
19380	291679	4694	\N
19381	291680	1218	\N
19382	291681	436	\N
19383	291683	3040	\N
19384	291684	89	f
19385	291685	1685	f
19386	291686	2234	f
19387	291687	3594	f
19388	291688	2549	f
19389	291689	2943	f
19390	291690	2739	f
19391	291691	2144	f
19392	291692	1318	f
19393	291693	1840	f
19394	291694	1841	f
19395	291695	562	f
19396	291696	1932	f
19397	291698	2448	\N
19398	291703	2406	\N
19399	291706	2054	\N
19400	291707	3188	\N
19401	291708	2439	\N
19402	291710	3814	\N
19403	291712	2446	\N
19404	291720	2406	\N
19405	291721	2448	\N
19406	291722	812	f
19407	291723	4721	f
19408	291724	3232	f
19409	291725	986	f
19410	291726	2177	f
19411	291727	1722	f
19412	291728	2821	f
19413	291729	2250	f
19414	291730	504	f
19415	291731	5699	f
19416	291732	207	f
19417	291733	5637	f
19418	291734	6900	f
19419	291735	3004	f
19420	291736	5435	f
19421	291737	4343	f
19422	291738	4093	f
19423	291739	4763	f
19424	291740	5462	f
19425	291741	4433	f
19426	291742	5157	f
19427	291743	4771	f
19428	291744	5104	f
19429	291745	5218	f
19430	291746	2519	f
19431	291747	4833	f
19432	291748	5271	f
19433	291749	4379	f
19434	291750	441	f
19435	291751	4311	f
19436	291752	5472	f
19437	291759	36	f
19438	291760	630	\N
19440	291764	36	f
19441	291765	51	\N
19442	291769	9209	\N
19443	291772	3069	\N
19444	291773	636	\N
19445	291791	266	\N
19446	291775	702	\N
19447	291777	1009	f
19448	291778	740	\N
19449	291780	899	\N
19450	291781	9434	\N
19451	291782	967	\N
19452	291783	175	\N
19453	291786	9516	\N
19454	291788	4824	\N
19455	291789	1021	f
19456	291790	3035	\N
19457	291793	9640	\N
19458	291794	266	\N
19459	291795	595	f
19460	291797	1786	f
19461	291798	3048	f
19462	291799	3242	f
19463	291800	491	\N
19464	291801	417	f
19465	291802	2454	f
19466	291803	3021	f
19467	291804	1388	f
19468	291805	3396	f
19469	291806	85	\N
19470	291807	154	\N
19471	291808	548	\N
19472	291809	755	f
19473	291811	1356	\N
19474	291813	634	\N
19475	291814	798	\N
19476	291815	950	\N
19477	291817	620	\N
19478	291818	1271	\N
19479	291821	1784	f
19480	291822	378	f
19481	291823	1188	f
19482	291824	1794	f
19483	291825	2731	f
19484	291826	1251	f
19485	291827	2648	f
19486	291828	1582	f
19487	291829	3284	f
19488	291830	2569	f
19489	291831	1174	f
19490	291832	358	f
19491	291833	748	f
19492	291834	3044	f
19493	291835	286	\N
19494	291836	655	\N
19495	291837	181	\N
19496	291839	1787	\N
19497	291842	177	\N
19498	291843	239	\N
19499	291844	388	\N
19500	291845	528	\N
19501	291846	475	\N
19502	291847	262	\N
19503	291848	252	\N
19504	291849	1010	\N
19505	291850	123	\N
19506	291851	1153	\N
19507	291852	173	\N
19508	291853	236	\N
19509	291854	399	\N
19510	291855	254	\N
19511	291857	484	\N
19512	291858	191	\N
19513	291859	621	\N
19514	291860	5465	\N
19515	291863	211	\N
19516	291864	1022	\N
19517	291866	173	\N
19518	291867	180	\N
19519	291868	1274	\N
19520	291869	882	\N
19521	291870	173	\N
19522	291873	9	f
19523	291874	3933	f
19524	291875	522	f
19525	291876	5479	f
19526	291877	2196	f
19527	291878	4085	f
19528	291879	2425	f
19529	291880	3190	f
19530	291881	132	f
19531	291882	5503	f
19532	291883	511	f
19533	291884	535	f
19534	291885	6155	f
19535	291886	2612	f
19536	291887	1265	f
19537	291888	3207	f
19538	291889	4912	f
19539	291890	2345	f
19540	291891	3690	f
19541	291892	4441	f
19542	291893	3387	f
19543	291894	3635	f
19544	291902	3209	\N
19545	291907	5589	\N
19546	291920	5589	\N
19547	291924	3209	\N
19548	291926	4978	f
19549	291927	3932	f
19550	291928	4188	f
19551	291929	4463	f
19552	291930	6817	f
19553	291931	3651	f
19554	291932	5416	f
19555	291933	3856	f
19556	291934	7270	f
19557	291935	2307	f
19558	291936	572	f
19559	291937	763	f
19560	291938	2388	f
19561	291939	3603	f
19562	291940	2270	f
19563	291941	710	f
19564	291942	776	f
19565	291943	779	f
19566	291944	3843	f
19567	291945	3750	f
19568	291946	4108	f
19569	291947	1717	f
19570	291948	598	f
19571	291982	3187	f
19572	291983	2967	f
19573	291984	3486	f
19574	291985	4392	f
19575	291986	1396	f
19576	291987	4397	f
19577	291988	1399	f
19578	291989	4260	f
19579	291990	3417	f
19580	291991	3418	f
19581	291992	1879	f
19582	291993	299	f
19583	291994	6962	f
19584	291995	3665	f
19585	291996	1887	f
19586	291997	2251	f
19587	291998	5625	f
19588	291999	3126	f
19589	292000	2787	f
19590	292001	4897	f
19591	292002	738	f
19592	292003	4992	f
19593	292004	3456	f
19594	292005	3459	f
19595	292006	4299	f
19596	292007	3792	f
19597	292008	3029	f
19598	292009	5102	f
19599	292010	3552	f
19600	292011	3383	f
19601	292012	2468	f
19602	292013	4377	f
19603	292014	3395	f
19604	292015	1501	f
19605	292016	2466	\N
19606	292017	2009	\N
19607	292019	2173	\N
19608	292020	927	\N
19609	292022	1119	\N
19610	292023	270	\N
19611	292026	1401	\N
19612	292027	2486	\N
19613	292028	4528	\N
19614	292029	2866	\N
19615	292030	2542	\N
19616	292031	1733	\N
19617	292032	344	\N
19618	292033	2625	\N
19619	292034	4416	\N
19620	292036	2564	\N
19621	292037	2614	\N
19622	292038	437	\N
19623	292039	161	\N
19624	292040	306	\N
19625	292041	2625	\N
19626	292042	462	\N
19627	292043	4528	\N
19628	292044	2866	\N
19629	292045	544	\N
19630	292046	2182	f
19631	292047	1651	f
19632	292048	222	\N
19633	292053	3704	f
19634	292054	4726	f
19635	292055	3329	f
19636	292056	6782	f
19637	292057	2441	f
19638	292058	1742	f
19639	292059	4687	f
19640	292060	2332	f
19641	292061	3143	f
19642	292062	1679	f
19643	292063	1855	f
19644	292065	151	\N
19645	292066	997	\N
19646	292068	151	\N
19647	292073	847	\N
19648	292074	618	\N
19649	292075	997	\N
19650	292076	142	f
19651	292077	2877	f
19652	292078	1656	f
19653	292079	670	f
19654	292080	2606	f
19655	292081	1761	f
19656	292082	5396	f
19657	292083	4371	f
19658	292084	3287	f
19659	292085	3695	f
19660	292086	1498	f
19661	292087	1111	\N
19662	292088	195	\N
19663	292089	1286	\N
19664	292090	2370	\N
19665	292091	1347	\N
19666	292092	114	\N
19667	292093	314	\N
19668	292095	206	\N
19669	292096	473	\N
19670	292097	155	\N
19671	292098	529	\N
19672	292099	737	\N
19673	292100	576	\N
19674	292103	707	\N
19675	292105	187	\N
19676	292106	591	\N
19677	292107	201	\N
19678	292108	814	\N
19679	292109	983	\N
19680	292110	155	\N
19681	292111	861	\N
19682	292112	4887	f
19683	292113	2424	f
19684	292114	3485	f
19685	292115	1450	f
19686	292116	4606	f
19687	292117	3258	f
19688	292118	1247	f
19689	292119	3133	f
19691	292121	433	f
19692	292122	2215	f
19693	292123	901	f
19694	292124	5159	f
19695	292125	2279	f
19696	292126	108	f
19697	292127	3564	f
19698	292129	8856	\N
19699	292131	8869	\N
19700	292132	683	\N
19701	292134	687	\N
19702	292136	9151	f
19703	292137	14	\N
19704	292140	537	\N
19705	292142	420	\N
19706	292143	9693	\N
19707	292144	1350	\N
19708	292145	1050	\N
19709	292146	1129	\N
19710	292147	9216	\N
19711	292152	99	\N
19712	292156	604	\N
19713	292157	9436	\N
19714	292158	9438	\N
19715	292162	604	\N
19716	292163	9612	\N
19717	292165	99	\N
19718	292166	1436	\N
19719	292168	1177	\N
19720	292169	1088	\N
19721	292170	648	\N
19722	292171	8869	\N
19723	292172	683	\N
19724	292175	9151	f
19725	292176	14	\N
19726	292179	537	\N
19727	292181	420	\N
19728	292182	9693	\N
19729	292183	9688	\N
19730	292185	989	f
19731	292186	567	f
19732	292187	1946	f
19733	292188	5623	f
19734	292189	4109	f
19736	292191	1148	f
19737	292192	1163	f
19738	292193	2223	f
19739	292194	3212	f
19740	292195	2568	f
19741	292196	1023	f
19742	292197	1280	\N
19744	292200	278	\N
19747	292203	835	\N
19748	292204	1134	\N
19749	292209	496	\N
19751	292216	1320	\N
19752	292218	678	\N
19753	292219	4889	f
19754	292220	2763	f
19755	292221	2296	f
19756	292222	2766	f
19757	292223	568	\N
19758	292224	2767	\N
19759	292225	994	\N
19760	292226	2696	\N
19761	292227	3614	\N
19762	292228	2253	\N
19763	292229	3186	\N
19764	292230	1415	\N
19765	292231	3132	\N
19766	292232	2398	\N
19767	292233	1475	\N
19768	292234	1757	\N
19769	292235	3461	\N
19770	292236	3291	\N
19771	292237	2281	\N
19772	292238	3631	\N
19773	292239	149	\N
19774	292240	480	\N
19775	292243	519	\N
19776	292244	149	\N
19777	292245	297	\N
19778	292246	480	\N
19779	292247	312	\N
19780	292249	222	\N
19781	292250	339	\N
19782	292251	554	\N
19783	292252	407	\N
19784	292253	731	\N
19785	292257	558	\N
19786	292258	474	\N
19787	292259	609	\N
19788	292261	169	\N
19789	292262	497	\N
19790	292263	480	\N
19791	292264	169	\N
19792	292265	2271	\N
19793	292267	857	\N
19794	292268	818	\N
19795	292269	2059	f
19796	292270	4387	f
19797	292271	2082	f
19798	292272	3585	f
19799	292273	3068	f
19800	292274	892	f
19801	292275	1763	f
19802	292276	3092	f
19803	292277	2529	f
19804	292278	223	\N
19805	292279	924	\N
19806	292283	611	\N
19807	292286	880	\N
19808	292287	571	\N
19809	292289	223	\N
19810	292290	838	\N
19811	292291	240	\N
19812	292294	619	\N
19813	292297	654	\N
19814	292298	3571	\N
19815	292299	228	\N
19816	292300	2020	\N
19817	292301	4931	\N
19818	292302	3409	\N
19819	292303	1726	\N
19820	292304	3448	\N
19821	292305	3890	\N
19822	292306	3831	\N
19823	292307	724	\N
19824	292308	925	\N
19825	292309	97	\N
19826	292310	58	\N
19827	292311	3414	\N
19828	292312	1237	\N
19829	292313	78	\N
19830	292314	663	\N
19831	292315	105	\N
19832	292316	115	\N
19833	292317	530	\N
19834	292318	1165	\N
19835	292319	959	f
19836	292320	700	\N
19837	292321	98	\N
19838	292322	509	\N
19839	292323	234	\N
19840	292324	5233	\N
19841	292325	581	\N
19842	292326	1145	\N
19843	292327	419	\N
19844	292328	1166	\N
19845	292329	5233	\N
19846	292331	1748	f
19847	292332	1774	f
19848	292333	1792	f
19850	292335	1683	f
19851	292336	1236	f
19852	292337	3334	f
19853	292338	686	f
19855	292340	1602	f
19857	292342	1270	f
19858	292343	1771	f
19859	292344	1848	f
19860	292345	1097	f
19861	292346	722	f
19862	292350	990	\N
19863	292354	689	\N
19864	292355	3780	\N
19865	292519	995	f
19866	292369	365	\N
19867	292370	981	\N
19868	292378	689	\N
19869	292379	3780	\N
19870	292382	2921	\N
19871	292383	53	\N
19872	292384	4211	\N
19873	292385	347	\N
19874	292386	2261	\N
19875	292387	1574	\N
19876	292388	397	\N
19877	292389	226	\N
19878	292390	242	\N
19879	292391	2409	\N
19880	292392	4588	\N
19881	292393	4450	\N
19882	292395	733	\N
19883	292396	918	\N
19884	292397	2633	\N
19885	292398	59	\N
19886	292400	5132	\N
19887	292401	3884	\N
19888	292402	2064	\N
19889	292403	302	\N
19890	292404	158	\N
19891	292405	5574	\N
19892	292406	2078	\N
19893	292408	305	\N
19894	292409	56	\N
19895	292410	158	\N
19896	292411	5574	\N
19897	292412	918	\N
19898	292413	5132	\N
19899	292414	3884	\N
19900	292416	1521	\N
19901	292417	1934	\N
19902	292418	728	\N
19903	292419	3424	\N
19904	292420	1051	\N
19905	292421	2380	\N
19906	292422	4138	\N
19907	292423	2312	\N
19908	292424	2134	\N
19909	292425	348	\N
19910	292426	893	\N
19911	292427	4815	\N
19912	292428	3536	\N
19913	292429	3282	\N
19914	292430	2670	\N
19915	292431	1678	\N
19916	292432	3043	\N
19917	292436	934	\N
19918	292438	649	\N
19919	292449	649	\N
19920	292454	563	\N
19921	292455	2008	\N
19922	292456	1727	f
19923	292457	3400	f
19924	292458	6050	f
19925	292459	6052	f
19926	292460	2879	f
19927	292461	3239	\N
19928	292462	3319	\N
19929	292463	1126	\N
19930	292464	4603	\N
19931	292465	3056	\N
19932	292466	5188	\N
19933	292467	3519	\N
19934	292468	3438	\N
19935	292469	3348	\N
19936	292470	956	f
19937	292471	4621	\N
19938	292472	3783	\N
19939	292473	3454	\N
19940	292474	5034	\N
19941	292475	3539	\N
19942	292476	3086	\N
19943	292477	5263	\N
19944	292478	3023	\N
19945	292479	3210	\N
19946	292480	3468	\N
19947	292481	5045	\N
19948	292482	1998	\N
19949	292483	3478	f
19950	292484	8824	\N
19951	292485	9022	\N
19952	292486	9198	\N
19953	292487	8973	\N
19954	292488	9313	\N
19955	292489	9482	\N
19956	292490	9489	\N
19957	292491	9509	\N
19958	292492	9578	\N
19959	292493	50	\N
19960	292494	8973	\N
19961	292495	9641	\N
19962	292496	8851	\N
19963	292497	72	f
19964	292498	8972	\N
19965	292499	8993	\N
19966	292500	9089	\N
19967	292501	9334	\N
19968	292502	9395	\N
19969	292503	72	f
19970	292504	9482	\N
19971	292505	3345	f
19972	292506	2658	f
19973	292507	853	f
19975	292511	885	f
19976	292513	410	\N
19977	292516	318	\N
19978	292518	1730	f
19979	292520	1502	f
19980	292521	4647	f
19981	292522	2987	f
19982	292523	570	f
19984	292525	1808	f
19985	292526	794	f
19986	292527	6663	f
19987	292528	1567	f
19988	292529	2065	f
19989	292530	457	f
19992	292533	463	f
19993	292534	439	f
19994	292535	4707	f
19995	292536	5386	f
19996	292537	295	\N
19997	292538	258	\N
19998	292542	692	f
19999	292543	408	\N
20000	292544	565	\N
20001	292554	446	f
20002	292556	320	\N
20003	292557	4731	\N
20004	292558	4919	\N
20005	292559	1623	\N
20006	292560	200	\N
20007	292561	2181	\N
20008	292562	2770	\N
20009	292563	4268	\N
20010	292564	3124	\N
20011	292565	1193	\N
20012	292566	3446	\N
20013	292567	2447	\N
20014	292568	6662	\N
20015	292569	3276	\N
20016	292570	6664	\N
20017	292571	3458	\N
20018	292572	3900	\N
20019	292573	4699	\N
20020	292574	4232	\N
20021	292586	44	f
20022	292588	1588	\N
20023	292592	1588	\N
20024	292599	1325	\N
20025	292602	1409	\N
20026	292605	518	\N
20028	292608	126	\N
20029	292609	138	\N
20030	292610	394	\N
20031	292611	4748	\N
20032	292612	808	\N
20033	292613	400	\N
20034	292622	52	\N
20036	292629	189	f
20037	292633	940	f
20038	292635	505	\N
20039	292636	908	\N
20040	292637	855	\N
20041	292638	909	\N
20042	292639	2098	\N
20043	292640	922	\N
20044	292641	1448	\N
20045	292642	4464	\N
20046	292643	2597	\N
20047	292644	328	\N
20048	292645	4097	\N
20049	292646	912	\N
20050	292652	5769	\N
20051	292653	1299	\N
20052	292654	5691	\N
20053	292663	1544	\N
20054	292667	323	\N
20055	292668	360	\N
20056	292669	1871	\N
20057	292670	1116	\N
20058	292671	1648	\N
20059	292672	2429	\N
20060	292673	94	\N
20061	292674	1747	\N
20062	292675	2318	\N
20063	292676	4341	\N
20064	292677	1829	\N
20065	292678	1257	\N
20066	292679	372	\N
20067	292680	3022	\N
20068	292681	2408	\N
20069	292682	2154	\N
20070	292683	514	\N
20071	292684	1994	\N
20072	292686	757	\N
20073	292687	1395	\N
20074	292688	659	\N
20075	292689	727	\N
20076	292690	486	\N
20077	292695	735	\N
20078	292696	1304	\N
20079	292697	1743	\N
20080	292698	2555	\N
20081	292699	2647	\N
20082	292701	1314	\N
20083	292702	770	\N
20084	292705	2957	\N
20085	292707	3624	\N
20086	292709	542	\N
20087	292711	334	\N
20088	292714	4241	\N
20089	292715	442	\N
20090	292716	296	\N
20091	292717	1233	\N
20092	292718	4402	\N
20093	292719	4192	\N
20094	292720	3518	\N
20095	292721	2195	\N
20096	292722	215	\N
20097	292723	1055	\N
20098	292724	3349	\N
20099	292725	4493	\N
20100	292726	540	\N
20101	292727	1018	\N
20102	292728	1224	\N
20103	292730	1861	\N
20104	292732	470	\N
20105	292733	1793	\N
20106	292735	787	\N
20107	292739	768	\N
20108	292740	1552	\N
20109	292741	1688	\N
20110	292742	214	\N
20111	292743	455	\N
20112	292744	768	\N
20113	292745	968	\N
20114	292746	745	\N
20115	292747	768	\N
20116	292749	768	\N
20117	292750	1552	\N
20118	292751	680	\N
20119	292752	377	\N
20120	292753	1790	\N
20121	292754	5325	\N
20122	292755	443	\N
20123	292756	1449	\N
20124	292757	3860	\N
20125	292758	972	\N
20126	292759	2272	\N
20127	292760	3033	\N
20128	292761	4374	\N
20129	292762	5221	\N
20130	292763	2577	\N
20132	292765	923	\N
20133	292767	602	\N
20134	292768	489	\N
20135	292769	607	\N
20136	292770	795	\N
20137	292772	1135	\N
20138	292775	235	\N
20139	292778	586	\N
20140	292779	944	\N
20141	292780	331	\N
20142	292781	483	\N
20143	292782	910	\N
20144	292783	647	\N
20145	292784	516	\N
20146	292785	783	\N
20147	292786	322	\N
20148	292787	4627	\N
20149	292788	431	\N
20150	292789	2334	\N
20151	292790	1928	\N
20152	292791	656	\N
