affectedgovernmentpartid	governmentfrom	affectedtypefrom	governmentto	affectedtypeto	governmentformto
6140	2335	2	2333	2	\N
6141	2335	11	2288	4	82
6142	2335	11	2291	7	\N
6143	2335	11	2300	4	82
6144	2335	11	2305	4	82
6145	2335	11	2305	7	\N
6146	2335	11	2326	4	82
6147	2335	11	2326	7	\N
6148	2335	11	2327	4	82
6149	2335	11	2330	4	82
6150	2335	11	2330	7	\N
6151	2335	11	2346	4	82
6153	2335	12	2305	12	82
6154	2335	12	2335	12	\N
6155	2335	14	2292	14	\N
6156	2335	14	2305	14	\N
6157	2335	14	2326	14	\N
6158	2335	14	2327	14	\N
6159	2335	16	2335	16	76
6160	2335	16	2335	16	\N
6161	2335	18	2335	18	\N
6162	2336	12	2336	12	77
6163	2336	12	2336	12	\N
6164	2336	14	2314	14	\N
6165	2336	14	2320	14	\N
6166	2336	16	2336	16	77
6167	2336	16	2336	16	78
6168	2336	18	2336	18	\N
6169	2337	2	2309	2	\N
6170	2337	11	2292	4	82
6172	2337	11	2309	7	\N
6173	2337	11	2332	4	82
6174	2337	12	2337	12	\N
6175	2337	14	2301	14	\N
6176	2337	14	2309	14	\N
6177	2337	14	2332	14	\N
6178	2337	16	2337	16	71
6179	2337	16	2337	16	100
6180	2337	16	2337	16	\N
6181	2337	18	2337	18	\N
6182	2338	2	1906	2	\N
6183	2338	2	1923	2	\N
6184	2338	2	2331	2	\N
6185	2338	2	2350	2	\N
6186	2338	11	2331	4	82
6187	2338	14	2350	14	\N
6188	2338	16	2338	16	77
6189	2338	16	2338	16	78
6190	2338	16	2338	16	79
6191	2338	18	2338	18	\N
6192	2339	2	1872	2	\N
6193	2339	2	1921	2	\N
6194	2339	2	2298	2	\N
6195	2339	2	2304	2	\N
6196	2339	2	2339	2	\N
6197	2339	11	2298	4	82
6198	2339	12	2339	12	\N
6199	2339	13	\N	\N	\N
6200	2339	16	2339	16	78
6201	2339	16	2339	16	79
6202	2339	16	2339	16	156
6203	2339	16	2339	16	\N
6204	2339	18	2339	2	\N
6205	2339	18	2339	18	\N
6206	2340	2	2292	2	\N
6207	2340	2	2299	2	\N
6208	2340	2	2324	2	\N
6209	2340	2	2325	2	\N
6210	2340	2	2326	2	\N
6211	2340	12	2325	12	\N
6212	2340	12	2340	12	\N
6213	2340	14	2292	14	\N
6214	2340	16	2340	16	75
6215	2340	16	2340	16	126
6216	2340	18	2340	18	\N
6217	2341	2	2346	2	\N
6218	2341	12	2341	12	\N
6219	2341	14	2346	14	\N
6220	2341	16	2341	16	78
6221	2341	16	2341	16	79
6222	2341	18	2341	18	\N
6223	2342	2	1236	2	\N
6224	2342	2	1246	2	\N
6225	2342	2	2351	2	\N
6226	2342	2	6621	2	\N
6227	2342	11	2297	13	82
6228	2342	12	2342	12	\N
6229	2342	14	2291	14	\N
6230	2342	14	2312	14	\N
6231	2342	14	2351	14	\N
6232	2342	16	2342	16	77
6233	2342	16	2342	16	\N
6234	2342	18	2342	18	\N
6235	2343	2	2327	2	\N
6236	2343	2	2352	2	\N
6237	2343	12	2343	12	\N
6238	2343	16	2343	16	79
6239	2343	18	2343	18	\N
6240	2344	2	1874	2	\N
6241	2344	2	1924	2	\N
6242	2344	2	2294	2	\N
6243	2344	2	2321	2	\N
6244	2344	2	2350	2	\N
6245	2344	2	2352	2	\N
6246	2344	12	2344	12	\N
6247	2344	13	\N	\N	\N
6248	2344	14	6621	14	\N
6249	2344	16	2344	16	77
6250	2344	16	2344	16	78
6251	2344	18	2344	18	141
6252	2344	18	2344	18	\N
6253	2345	2	1878	2	\N
6254	2345	2	1921	2	\N
6255	2345	2	2327	2	\N
6256	2345	12	2345	12	\N
6257	2345	13	\N	\N	\N
6258	2345	14	2327	14	\N
6259	2345	16	2345	16	77
6260	2345	16	2345	16	78
6261	2345	18	2345	18	\N
6262	2346	2	2300	2	\N
6263	2346	2	2341	2	\N
6264	2346	11	2300	7	\N
6265	2346	11	2327	7	\N
6266	2346	11	2341	4	7
6267	2346	11	2341	4	82
6268	2346	12	2346	12	\N
6269	2346	14	2300	14	\N
6270	2346	14	2320	14	\N
6271	2346	14	2327	14	\N
6272	2346	14	2330	14	\N
6273	2346	14	2341	14	\N
6274	2346	16	2346	16	78
6275	2346	16	2346	16	79
6276	2346	16	2346	16	162
6277	2346	18	2346	18	\N
6278	2347	2	2306	2	\N
6279	2347	11	2302	4	82
6280	2347	11	2302	7	\N
6281	2347	11	2313	7	\N
6282	2347	11	2348	13	82
6283	2347	12	2347	12	\N
6284	2347	13	\N	\N	\N
6285	2347	14	2306	14	\N
6286	2347	14	2319	14	\N
6287	2347	16	2347	16	77
6288	2347	16	2347	16	161
6289	2347	18	2347	18	\N
6290	2348	2	1875	2	\N
6291	2348	2	1877	2	\N
6292	2348	2	2306	2	\N
6293	2348	2	2311	2	\N
6294	2348	11	2328	7	\N
6295	2348	11	54632	4	82
6296	2348	12	2348	12	\N
6297	2348	13	\N	\N	\N
6298	2348	14	2306	14	\N
6299	2348	14	2319	14	\N
6300	2348	14	2328	14	\N
6301	2348	16	2348	16	77
6302	2348	16	2348	16	78
6303	2348	16	2348	16	161
6304	2348	16	2348	16	\N
6305	2348	18	2348	18	7
6306	2348	18	2348	18	\N
6307	2349	2	2288	2	\N
6308	2349	2	2290	2	\N
6309	2349	2	2316	2	\N
6310	2349	2	3039	2	\N
6311	2349	2	3049	2	\N
6312	2349	2	3060	2	\N
6313	2349	2	3069	2	\N
6314	2349	11	2288	4	82
6315	2349	11	2288	7	\N
6316	2349	11	2316	4	82
6317	2349	12	2349	12	\N
6318	2349	14	2288	14	\N
6319	2349	14	2312	14	\N
6320	2349	14	2351	14	\N
6321	2349	16	2349	16	75
6322	2349	16	2349	16	76
6323	2349	16	2349	16	126
6324	2349	18	2349	18	\N
6325	2350	2	1874	2	\N
6326	2350	2	1883	2	\N
6327	2350	2	1923	2	\N
6328	2350	2	2331	2	\N
6329	2350	2	2338	2	\N
6330	2350	2	2344	2	\N
6331	2350	11	2338	4	82
6332	2350	12	2350	12	\N
6333	2350	14	2326	14	\N
6334	2350	14	2331	14	\N
6335	2350	14	2338	14	\N
6336	2350	16	2350	16	77
6337	2350	16	2350	16	78
6338	2350	18	2350	18	\N
6339	2351	2	2288	2	\N
6340	2351	2	2312	2	\N
6341	2351	2	2342	2	\N
6342	2351	11	2288	4	82
6343	2351	11	2289	7	\N
6344	2351	11	2289	13	82
6345	2351	11	2312	4	82
6346	2351	11	2312	7	\N
6347	2351	11	2318	7	82
6348	2351	11	2318	13	82
6349	2351	11	2349	4	82
6350	2351	12	2351	12	\N
6351	2351	14	2288	14	\N
6352	2351	14	2312	14	\N
6353	2351	14	2342	14	\N
6354	2351	14	2349	14	\N
6355	2351	16	2351	16	74
6356	2351	16	2351	16	75
6357	2351	16	2351	16	\N
6358	2351	18	2351	18	\N
6359	2352	2	2326	2	\N
6360	2352	2	2343	2	\N
6361	2352	2	2344	2	\N
6362	2352	12	2352	12	\N
6363	2352	14	2321	14	\N
6364	2352	16	2352	16	78
6365	2352	16	2352	16	79
6366	2352	18	2352	18	\N
6367	2353	2	1238	2	\N
6368	2353	2	1241	2	\N
6369	2353	2	1247	2	\N
6370	2353	2	2287	2	\N
6371	2353	2	2307	2	\N
6372	2353	11	2287	4	82
6373	2353	11	2307	7	\N
6374	2353	12	2353	12	\N
6375	2353	14	2307	14	\N
6376	2353	16	2353	16	74
6377	2353	16	2353	16	75
6378	2353	16	2353	16	76
6379	2353	16	2353	16	103
6380	2353	16	2353	16	\N
6381	2353	18	2353	18	143
6382	2353	18	2353	18	\N
7532	2870	11	3065	7	\N
8343	3188	10	2294	9	139
8344	3188	11	\N	\N	\N
8345	3188	18	3188	18	\N
8407	3248	2	5413	2	\N
8408	3248	6	6621	4	7
8409	3248	11	6141	4	137
8410	3248	16	3248	16	9
8411	3248	16	3248	16	\N
8412	3248	18	3248	18	\N
8413	3249	16	3249	16	\N
8414	3250	11	3596	7	\N
8415	3250	11	4338	4	111
8416	3250	11	4338	7	\N
8417	3250	11	5166	4	111
8418	3250	11	5577	7	\N
8419	3250	11	6703	4	111
8420	3250	11	6750	4	\N
8421	3250	16	3250	16	8
8422	3250	16	3250	16	9
8423	3250	16	3250	16	104
8424	3250	16	3250	16	167
8425	3250	16	3250	16	\N
8426	3251	2	5132	2	\N
8427	3251	2	5338	2	\N
8428	3251	2	5441	2	\N
8429	3251	11	5338	4	111
8430	3251	11	6624	4	111
8431	3251	11	6808	4	111
8432	3251	14	5441	14	\N
8433	3251	16	3251	16	9
8434	3251	16	3251	16	\N
8435	3252	2	4197	2	\N
8436	3252	2	4454	2	\N
8437	3252	11	5379	4	7
8438	3252	14	3570	14	\N
8439	3252	16	3252	16	9
8440	3252	16	3252	16	\N
8441	3253	2	3730	2	\N
8442	3253	11	3528	4	111
8443	3253	11	3528	7	\N
8444	3253	11	4600	4	111
8445	3253	11	4600	7	\N
8446	3253	11	5250	7	\N
8447	3253	11	5611	4	111
8448	3253	14	3730	14	\N
8449	3253	16	3253	16	9
8450	3253	16	3253	16	\N
8451	3253	18	3253	18	\N
8452	3254	16	3254	16	\N
8453	3255	13	\N	\N	\N
8454	3255	16	3255	16	\N
8455	3255	19	3255	19	\N
8456	3256	16	3256	16	\N
8457	3257	2	6623	2	\N
8458	3257	11	3256	4	111
8459	3257	11	3691	4	143
8460	3257	11	3691	7	\N
8461	3257	11	3945	7	\N
8462	3257	11	6506	4	111
8464	3257	14	3945	14	\N
8465	3257	16	3257	16	9
8466	3257	16	3257	16	\N
8467	3258	11	3959	7	\N
8468	3258	11	5732	7	\N
8469	3258	16	3258	16	\N
8470	3259	12	3259	12	\N
8471	3259	16	3259	16	\N
8472	3260	2	4144	2	\N
8473	3260	2	4555	2	\N
8474	3260	2	5701	2	\N
8475	3260	14	3850	14	\N
8476	3260	14	5719	14	\N
8477	3260	16	3260	16	9
8478	3260	16	3260	16	\N
8479	3261	2	4706	2	\N
8480	3261	11	4776	4	111
8481	3261	11	4931	4	7
8482	3261	11	6213	4	7
8483	3261	16	3261	16	9
8484	3261	16	3261	16	\N
8485	3262	16	3262	16	\N
8486	3263	16	3263	16	\N
8487	3264	11	3760	7	\N
8488	3264	16	3264	16	\N
8489	3265	11	4208	4	111
8490	3265	11	5254	7	\N
8491	3265	11	5256	7	\N
8492	3265	11	6407	4	111
8493	3265	11	6497	4	9
8494	3265	16	3265	16	8
8495	3265	16	3265	16	9
8496	3265	16	3265	16	\N
8497	3266	11	4095	4	7
8498	3266	11	4304	4	7
8499	3266	11	5402	4	7
8500	3266	16	3266	16	9
8501	3266	16	3266	16	\N
8502	3267	16	3267	16	111
8503	3267	16	3267	16	\N
8504	3270	2	4028	2	\N
8505	3270	2	4929	2	\N
8507	3271	2	4086	2	\N
8508	3271	2	4212	2	\N
8509	3271	2	5459	2	\N
8510	3271	2	5545	2	\N
8511	3271	13	\N	\N	\N
8512	3271	16	3271	16	9
8513	3271	16	3271	16	\N
8514	3271	18	3271	18	\N
8515	3272	11	3531	7	\N
8516	3272	11	3608	4	174
8517	3272	11	3635	4	7
8518	3272	11	3635	7	\N
8519	3272	11	4079	4	143
8520	3272	11	4080	4	7
8521	3272	11	4511	4	112
8522	3272	11	4511	7	\N
8523	3272	11	4511	13	\N
8524	3272	11	4761	4	7
8525	3272	11	5453	4	7
8526	3272	11	5660	4	7
8527	3272	11	6621	4	7
8528	3272	11	6621	4	\N
8529	3272	16	3272	16	9
8530	3272	16	3272	16	\N
8531	3272	18	3272	18	\N
8532	3273	16	3273	16	9
8533	3273	16	3273	16	\N
8534	3273	18	3273	18	\N
8535	3274	8	3274	8	\N
8536	3274	11	3718	4	7
8537	3274	11	4904	4	7
8538	3274	11	5040	4	112
8539	3274	11	5496	7	7
8540	3274	11	5496	7	\N
8541	3274	11	5496	13	7
8542	3274	11	6534	4	7
8543	3274	11	6621	4	\N
8544	3274	11	49626	4	7
8545	3274	12	3274	12	\N
8546	3274	14	3605	14	\N
8547	3274	14	4903	14	\N
8548	3274	16	3274	16	9
8549	3274	16	3274	16	\N
8550	3274	18	3274	18	\N
8551	3275	2	3425	2	\N
8552	3275	2	4058	2	\N
8553	3275	2	4080	2	\N
8554	3275	2	4357	2	\N
8555	3275	2	4498	2	\N
8556	3275	2	5528	2	\N
8557	3275	11	3272	4	7
8558	3275	11	3295	4	7
8559	3275	11	3829	4	111
8560	3275	11	3829	7	\N
8561	3275	11	4245	7	\N
8562	3275	11	4498	4	7
8563	3275	11	5528	7	\N
8564	3275	11	6621	4	7
8565	3275	11	6668	4	\N
8566	3275	11	6819	4	\N
8567	3275	14	4058	14	\N
8568	3275	14	5542	14	\N
8569	3275	16	3275	16	9
8570	3275	16	3275	16	\N
8571	3275	18	3275	18	\N
8572	3276	2	3978	2	\N
8573	3276	11	3978	4	7
8574	3276	11	4778	4	143
8575	3276	11	4879	4	7
8576	3276	11	6693	4	111
8577	3276	14	5364	14	\N
8578	3276	16	3276	16	9
8579	3276	16	3276	16	\N
8580	3277	11	3904	4	111
8581	3277	11	4068	7	\N
8582	3277	11	4286	4	111
8583	3277	11	4286	7	\N
8584	3277	11	4905	7	\N
8585	3277	11	5617	4	111
8586	3277	11	5617	7	\N
8587	3277	11	5750	4	111
8588	3277	11	5750	7	\N
8589	3277	11	6076	4	7
8590	3277	11	6560	4	111
8591	3277	11	6621	4	\N
8592	3277	11	6801	4	111
8593	3277	14	5670	14	\N
8594	3277	16	3277	16	9
8595	3277	16	3277	16	\N
8596	3278	2	3563	2	\N
8597	3278	2	4179	2	\N
8598	3278	2	4874	2	\N
8600	3278	11	3408	7	\N
8601	3278	11	3843	4	7
8602	3278	11	4177	4	7
8603	3278	11	4846	4	111
8604	3278	11	4877	7	\N
8605	3278	11	6023	4	111
8606	3278	11	54628	4	1
8607	3278	12	5809	12	\N
8608	3278	16	3278	16	9
8609	3278	16	3278	16	\N
8610	3279	11	4508	7	\N
8611	3279	16	3279	16	\N
8612	3280	2	5217	2	\N
8613	3280	16	3280	16	5
8614	3280	16	3280	16	97
8615	3280	16	3280	16	108
8616	3280	16	3280	16	165
8617	3280	16	3280	16	\N
8618	3281	11	4012	4	111
8619	3281	11	4012	7	\N
8620	3281	11	4496	7	\N
8621	3281	11	6621	4	\N
8622	3281	12	3281	12	\N
8623	3281	14	3333	14	\N
8624	3281	16	3281	16	9
8625	3281	16	3281	16	\N
8626	3282	2	4086	2	\N
8627	3282	2	4927	2	\N
8628	3283	2	4513	2	\N
8629	3283	11	3747	7	\N
8630	3283	11	4513	4	7
8631	3283	11	4756	4	7
8632	3283	11	5114	7	\N
8633	3283	11	6466	4	112
8634	3283	11	6467	4	7
8635	3283	14	5114	14	\N
8636	3283	16	3283	16	9
8637	3283	16	3283	16	\N
8638	3284	14	4498	14	\N
8639	3284	16	3284	16	5
8640	3284	16	3284	16	97
8641	3284	16	3284	16	107
8642	3284	16	3284	16	108
8643	3284	16	3284	16	119
8644	3284	16	3284	16	\N
8645	3285	12	3285	12	\N
8646	3285	16	3285	16	\N
8647	3285	18	3285	18	\N
8648	3286	16	3286	16	\N
8649	3287	2	4071	2	\N
8650	3287	16	3287	16	9
8651	3287	16	3287	16	\N
8652	3287	18	3287	18	\N
8653	3288	11	4909	7	\N
8654	3288	11	6623	7	\N
8655	3288	12	3809	12	\N
8656	3288	16	3288	16	9
8657	3288	16	3288	16	\N
8658	3289	2	5668	2	\N
8659	3289	11	4726	4	7
8660	3289	11	6621	4	7
8661	3289	11	6621	4	\N
8662	3289	12	48999	12	\N
8663	3289	14	5356	14	\N
8664	3289	14	6621	14	\N
8665	3289	14	48999	14	\N
8666	3289	16	3289	16	9
8667	3289	16	3289	16	\N
8668	3289	18	3289	18	\N
8669	3290	2	4867	2	\N
8670	3290	2	5355	2	\N
8671	3291	2	3582	2	\N
8672	3291	11	3582	7	\N
8673	3291	11	4467	7	\N
8674	3291	16	3291	16	9
8675	3291	16	3291	16	\N
8676	3292	16	3292	16	8
8677	3292	16	3292	16	\N
8678	3293	2	4453	2	\N
8679	3293	2	4475	2	\N
8680	3293	12	3293	12	\N
8681	3293	16	3293	16	9
8682	3293	16	3293	16	\N
8683	3294	11	5854	4	7
8684	3294	16	3294	16	9
8685	3294	16	3294	16	\N
8686	3295	11	3380	4	111
8687	3295	11	3380	7	\N
8688	3295	11	4498	4	7
8689	3295	11	5317	4	7
8690	3295	11	5649	7	\N
8691	3295	14	4498	14	\N
8692	3295	14	5317	14	\N
8693	3295	14	5649	14	\N
8694	3295	16	3295	16	9
8695	3295	16	3295	16	\N
8696	3296	2	4716	2	\N
8697	3296	2	6623	2	\N
8698	3296	8	3296	8	\N
8699	3296	11	4129	4	112
8700	3296	11	4129	7	\N
8701	3296	11	5208	7	\N
8702	3296	11	5676	4	7
8703	3296	14	4155	14	\N
8704	3296	16	3296	16	9
8705	3296	16	3296	16	\N
8706	3297	2	4491	2	\N
8707	3297	2	4932	2	\N
8708	3297	2	5628	2	\N
8709	3297	11	4074	4	112
8710	3297	11	4491	4	143
8711	3297	11	4491	4	149
8712	3297	16	3297	16	9
8713	3297	16	3297	16	\N
8714	3298	14	4379	14	\N
8715	3298	16	3298	16	141
8716	3298	16	3298	16	\N
8717	3299	16	3299	16	\N
8718	3300	2	4232	2	\N
8719	3300	11	4301	7	\N
8720	3300	16	3300	16	9
8721	3300	16	3300	16	\N
8722	3301	2	3427	2	\N
8723	3301	2	3544	2	\N
8724	3301	2	4342	2	\N
8725	3301	11	4342	7	\N
8726	3301	16	3301	16	\N
8727	3302	12	3302	12	\N
8728	3302	16	3302	16	\N
8729	3303	12	3303	12	\N
8730	3303	16	3303	16	111
8731	3303	16	3303	16	\N
8732	3304	8	3304	8	\N
8733	3304	11	3489	4	7
8734	3304	11	5562	4	7
8735	3304	14	5562	14	\N
8736	3304	16	3304	16	9
8737	3304	16	3304	16	\N
8738	3305	11	49610	4	7
8739	3305	16	3305	16	9
8740	3305	16	3305	16	\N
8741	3306	2	3569	2	\N
8742	3306	2	5659	2	\N
8743	3306	2	5881	2	\N
8744	3306	8	3306	8	\N
8745	3306	11	3420	4	7
8746	3306	11	3569	4	7
8747	3306	11	3569	7	\N
8749	3306	11	3792	4	7
8750	3306	11	3975	7	\N
8751	3306	11	5272	4	143
8752	3306	11	5272	7	\N
8753	3306	11	5659	4	7
8754	3306	11	5802	4	7
8756	3306	11	129836	4	7
8757	3306	12	3306	12	\N
8758	3306	14	5659	14	\N
8759	3306	14	5802	14	\N
8760	3306	14	5881	14	\N
8761	3306	16	3306	16	9
8762	3306	16	3306	16	\N
8763	3306	17	3306	16	\N
8764	3306	18	3306	18	\N
8765	3307	2	3644	2	\N
8766	3307	2	5452	2	\N
8767	3307	2	5663	2	\N
8768	3307	11	3823	4	111
8769	3307	11	3823	7	\N
8770	3307	11	4479	7	\N
8771	3307	11	5362	4	111
8772	3307	14	3644	14	\N
8773	3307	14	4479	14	\N
8774	3307	14	5452	14	\N
8775	3307	14	5663	14	\N
8776	3307	16	3307	16	9
8777	3307	16	3307	16	\N
8778	3308	2	4515	2	\N
8779	3309	16	3309	16	\N
8780	3310	11	3707	7	\N
8781	3310	16	3310	16	111
8782	3310	16	3310	16	113
8783	3310	16	3310	16	\N
8784	3310	19	3310	19	\N
8785	3311	2	5141	2	\N
8787	3312	16	3312	16	9
8788	3312	16	3312	16	\N
8789	3313	16	3313	16	\N
8790	3314	16	3314	16	\N
8791	3315	5	5029	7	\N
8792	3315	16	3315	16	93
8793	3315	16	3315	16	\N
8794	3316	11	3611	4	111
8795	3316	11	5484	7	\N
8796	3316	11	6621	4	7
8797	3316	14	4654	14	\N
8798	3316	16	3316	16	8
8799	3316	16	3316	16	9
8800	3316	16	3316	16	\N
8801	3317	11	3261	4	7
8802	3317	11	5476	4	7
8803	3317	11	6137	4	7
8804	3317	11	6137	7	\N
8805	3317	11	6213	4	7
8806	3317	14	5830	14	\N
8807	3317	14	6137	14	\N
8808	3317	16	3317	16	9
8809	3317	16	3317	16	\N
8810	3317	18	3317	18	\N
8811	3318	16	3318	16	\N
8812	3318	18	3318	18	\N
8813	3319	3	6710	4	\N
8814	3319	11	3320	7	\N
8815	3319	12	3319	12	\N
8816	3319	13	\N	\N	\N
8817	3319	16	3319	16	111
8818	3319	16	3319	16	\N
8819	3319	18	3319	18	\N
8820	3320	2	3348	2	\N
8821	3320	2	3597	2	\N
8822	3320	3	6710	4	\N
8823	3320	8	3320	8	\N
8824	3320	11	3319	7	\N
8825	3320	11	3319	13	\N
8826	3320	11	4486	4	7
8827	3320	11	5141	4	7
8828	3320	11	5232	4	111
8829	3320	11	5232	7	\N
8830	3320	11	5276	7	\N
8831	3320	11	5360	4	111
8832	3320	11	5705	4	7
8833	3320	16	3320	16	9
8834	3320	16	3320	16	\N
8835	3320	18	3320	18	\N
8836	3321	11	5411	4	7
8837	3321	11	54612	4	111
8838	3321	16	3321	16	9
8839	3321	16	3321	16	\N
8840	3321	18	3321	18	\N
8841	3322	16	3322	16	\N
8842	3323	11	5348	7	\N
8843	3323	16	3323	16	\N
8844	3324	2	3461	2	\N
8845	3324	14	5189	14	\N
8846	3324	16	3324	16	9
8847	3324	16	3324	16	\N
8848	3325	16	3325	16	\N
8849	3326	2	3379	2	\N
8850	3326	16	3326	16	\N
8851	3327	16	3327	16	\N
8852	3328	16	3328	16	\N
8853	3329	16	3329	16	\N
8854	3330	16	3330	16	\N
8855	3331	2	3372	2	\N
8856	3331	8	3331	8	\N
8857	3331	11	4614	4	112
8858	3331	11	4614	7	\N
8859	3331	11	5502	4	7
8860	3331	11	54584	4	7
8861	3331	12	3331	12	\N
8862	3331	16	3331	16	9
8863	3331	16	3331	16	\N
8864	3331	18	3331	18	\N
8865	3332	16	3332	16	\N
8866	3333	2	4269	2	\N
8867	3333	11	3371	4	7
8868	3333	11	3589	7	\N
8869	3333	11	3667	7	\N
8870	3333	11	3833	7	\N
8871	3333	11	4403	4	7
8872	3333	11	4676	4	175
8873	3333	11	4676	7	\N
8874	3333	11	6621	4	\N
8875	3333	11	49020	4	\N
8876	3333	14	3281	14	\N
8877	3333	14	3667	14	\N
8878	3333	14	3833	14	\N
8879	3333	14	4154	14	\N
8880	3333	14	4665	14	\N
8881	3333	14	5634	14	\N
8882	3333	14	5855	14	\N
8883	3333	14	6025	14	\N
8884	3333	16	3333	16	9
8885	3333	16	3333	16	\N
8886	3333	18	3333	18	\N
8887	3334	11	5808	7	\N
8888	3334	16	3334	16	93
8889	3334	16	3334	16	\N
8890	3335	2	5029	2	\N
8891	3335	6	6737	4	7
8892	3335	6	6974	4	7
8893	3335	10	3334	9	111
8894	3335	11	3334	4	111
8895	3335	11	3467	4	111
8896	3335	11	3467	7	\N
8897	3335	11	3562	4	111
8898	3335	11	3562	7	\N
8899	3335	11	5029	7	\N
8900	3335	11	5038	7	\N
8901	3335	11	5808	4	111
8902	3335	11	6085	4	111
8903	3335	11	6085	7	\N
8904	3335	11	6226	4	111
8905	3335	11	6247	7	\N
8906	3335	11	6337	7	\N
8907	3335	11	6357	7	\N
8908	3335	11	6411	4	111
8909	3335	11	6745	4	7
8910	3335	11	6805	4	111
8911	3335	12	6591	12	\N
8912	3335	14	5599	14	\N
8913	3335	14	6337	14	\N
8914	3335	14	6504	14	\N
8915	3335	16	3335	16	8
8916	3335	16	3335	16	9
8917	3335	16	3335	16	\N
8918	3336	16	3336	16	\N
8919	3337	2	5174	2	\N
8920	3337	2	5657	2	\N
8921	3337	16	3337	16	\N
8922	3338	2	4026	2	\N
8923	3338	2	4209	2	\N
8924	3338	11	3363	4	111
8925	3338	14	4425	14	\N
8926	3338	14	4935	14	\N
8927	3338	16	3338	16	9
8928	3338	16	3338	16	\N
8929	3338	18	3338	18	\N
8930	3339	2	4714	2	\N
8931	3339	11	4104	4	111
8932	3339	12	3339	12	\N
8933	3339	16	3339	16	9
8934	3339	16	3339	16	\N
8935	3340	16	3340	16	\N
8936	3341	2	3992	2	\N
8937	3341	11	3342	4	7
8938	3341	11	4339	4	7
8939	3341	11	6542	4	7
8940	3341	11	49047	4	7
8941	3341	16	3341	16	9
8942	3341	16	3341	16	\N
8943	3342	5	3933	7	\N
8944	3342	6	6621	4	7
8945	3342	6	6621	4	\N
8946	3342	12	3342	12	\N
8947	3342	16	3342	16	9
8948	3342	16	3342	16	\N
8949	3343	11	6035	4	111
8950	3343	11	6035	7	\N
8951	3343	11	6524	4	111
8952	3343	11	6524	7	\N
8953	3343	14	3421	14	\N
8954	3343	14	5453	14	\N
8955	3343	16	3343	16	9
8956	3343	16	3343	16	\N
8957	3344	2	4313	2	\N
8958	3344	2	5711	2	\N
8959	3344	8	3344	8	\N
8960	3344	11	4058	4	7
8961	3344	11	4259	4	7
8962	3344	11	4313	4	7
8963	3344	11	4683	4	7
8964	3344	11	5711	4	7
8965	3344	11	6621	4	7
8966	3344	11	6621	4	\N
8967	3344	16	3344	16	9
8968	3344	16	3344	16	\N
8969	3344	18	3344	18	\N
8970	3345	2	5086	2	\N
8971	3345	16	3345	16	9
8972	3345	16	3345	16	\N
8973	3346	11	3521	4	7
8974	3346	11	3521	7	\N
8975	3346	11	4027	4	7
8976	3346	16	3346	16	9
8977	3346	16	3346	16	\N
8978	3347	2	3818	2	\N
8979	3347	2	5197	2	\N
8980	3347	11	3917	4	7
8981	3347	12	3347	12	\N
8982	3347	16	3347	16	9
8983	3347	16	3347	16	\N
8984	3347	18	3347	18	\N
8985	3348	2	3320	2	\N
8986	3348	2	5360	2	\N
8988	3349	2	5452	2	\N
8989	3349	16	3349	16	9
8990	3349	16	3349	16	\N
8991	3350	16	3350	16	\N
8992	3351	16	3351	16	9
8993	3351	16	3351	16	\N
8994	3352	11	6621	7	\N
8995	3352	12	3352	12	\N
8996	3352	16	3352	16	\N
8997	3353	2	4370	2	\N
8998	3353	2	6278	2	\N
8999	3353	11	3354	4	111
9000	3353	11	4980	4	111
9001	3353	14	6621	14	\N
9002	3353	16	3353	16	9
9003	3353	16	3353	16	\N
9004	3354	16	3354	16	\N
9005	3355	2	4185	2	\N
9006	3355	16	3355	16	\N
9007	3356	2	3473	2	\N
9008	3356	2	3475	2	\N
9009	3356	11	3473	7	\N
9010	3356	11	\N	\N	\N
9011	3356	13	\N	\N	\N
9012	3356	16	3356	16	\N
9013	3356	18	3356	18	\N
9014	3356	20	\N	\N	\N
9015	3357	11	3252	4	7
9016	3357	11	3364	4	111
9017	3357	11	3364	7	\N
9018	3357	11	3570	4	7
9019	3357	11	5379	4	7
9020	3357	11	5713	4	7
9021	3357	11	49026	4	7
9022	3357	11	54599	4	7
9023	3357	14	4197	14	\N
9024	3357	16	3357	16	9
9025	3357	16	3357	16	\N
9026	3357	18	3357	18	\N
9027	3358	11	4384	7	\N
9028	3358	11	5209	4	7
9029	3358	11	6159	4	111
9030	3358	11	6621	4	7
9031	3358	13	\N	\N	\N
9032	3358	16	3358	16	9
9033	3358	16	3358	16	\N
9034	3359	2	4705	2	\N
9035	3359	2	5007	2	\N
9036	3359	11	3695	7	\N
9037	3359	11	5380	7	\N
9038	3359	11	5440	4	7
9039	3359	11	6505	4	7
9040	3359	16	3359	16	9
9041	3359	16	3359	16	\N
9042	3359	18	3359	18	\N
9043	3360	16	3360	16	9
9044	3360	16	3360	16	\N
9045	3361	11	3648	7	\N
9046	3361	11	5862	4	111
9047	3361	11	6621	7	\N
9048	3361	16	3361	16	9
9049	3361	16	3361	16	\N
9050	3361	18	3361	18	\N
9051	3362	16	3362	16	97
9052	3362	16	3362	16	165
9053	3362	16	3362	16	\N
9054	3363	16	3363	16	\N
9055	3364	16	3364	16	\N
9056	3365	2	3606	2	\N
9057	3365	2	4352	2	\N
9058	3365	11	3411	4	7
9059	3365	11	3606	4	7
