nationalarchivesid	source	government	nationalarchivesgovernmentname	nationalarchivesgovernmenttype	nationalarchivesunit	nationalarchivesunitfrom	nationalarchivesunitto	nationalarchivesexamined	nationalarchivesset
1	10	40	Pennsylvania	Commonwealth	17500449	575	575	f	
2	10	40	Pennsylvania	Commonwealth	17500450	4	8	f	
3	10	40	Pennsylvania	Commonwealth	17500449	1126	1126	f	
4	10	40	Pennsylvania	Commonwealth	17500449	1700	1701	f	
5	10	40	Pennsylvania	Commonwealth	17500451	1	4	f	
6	10	40	Pennsylvania	Commonwealth	17500450	1	1	f	
7	10	40	Pennsylvania	Commonwealth	17500453	1	4	f	
8	10	40	Pennsylvania	Commonwealth	17500452	12	15	f	
17	10	4805	New Oxford	Borough	17500449	1636	1640	f	
21	10	4624	McSherrystown	Borough	17500449	1641	1648	f	
22	10	4492	Littlestown	Borough	17500449	1649	1656	f	
29	10	5878	York Springs	Borough	17500449	1634	1635	f	
35	10	2287	Adams	County	17500449	1696	1699	f	
37	10	3688	Conewago	Township	17500449	1632	1633	f	
39	10	3845	East Berlin	Borough	17500449	1677	1678	f	
40	10	3974	Fairfield	Borough	17500449	1675	1676	f	
43	10	4091	Gettysburg	Borough	17500449	1657	1674	f	
45	10	3249	Abbottstown	Borough	17500449	1694	1695	f	
47	10	3302	Arendtsville	Borough	17500449	1692	1693	f	
49	10	3383	Bendersville	Borough	17500449	1684	1691	f	
53	10	3412	Biglerville	Borough	17500449	1679	1683	f	
57	10	3918	Edgewood	Borough	17500449	1322	1332	f	
60	10	6504	Snowden	Township	17500449	802	802	f	
61	10	6043	Bethel	Borough	17500449	1522	1534	f	
64	10	6322	McCandless	Township	17500449	806	806	f	
65	10	6322	McCandless	Township	17500449	803	803	f	
67	10	6158	Eden Park	Borough	17500449	1333	1338	f	
69	10	6447	Plum	Township	17500449	799	799	f	
70	10	3835	Duquesne	City	17500449	1360	1370	f	
76	10	3884	East McKeesport	Borough	17500449	1354	1359	f	
78	10	3894	East Pittsburgh	Borough	17500449	1339	1353	f	
81	10	3919	Edgeworth	Borough	17500449	1320	1321	f	
82	10	3935	Elizabeth	Borough	17500449	1313	1319	f	
84	10	3956	Emsworth	Borough	17500449	1306	1312	f	
86	10	3962	Etna	Borough	17500449	1288	1305	f	
89	10	4007	Findley	Township	17500449	805	805	f	
91	10	4017	Forest Hills	Borough	17500449	1273	1287	f	
94	10	4032	Fox Chapel	Borough	17500449	1263	1272	f	
96	10	4103	Glassport	Borough	17500449	1252	1262	f	
98	10	4110	Glenfield	Borough	17500449	1246	1251	f	
99	10	4128	Green Tree	Borough	17500449	1241	1245	f	
100	10	4172	Hampton	Township	17500449	795	795	f	
103	7	2288	Allegheny	County	5721135	1	4	f	1930
104	10	2288	Allegheny	County	17500449	1571	1631	f	
105	10	2288	Allegheny	County	17500449	810	810	f	
108	10	4208	Haysville	Borough	17500449	1235	1240	f	
109	10	4215	Heidelberg	Borough	17500449	1231	1234	f	
110	10	4248	Homestead	Borough	17500449	1221	1230	f	
112	10	4294	Indiana	Township	17500449	804	804	f	
113	10	4294	Indiana	Township	17500449	798	798	f	
115	10	4296	Ingram	Borough	17500449	1212	1220	f	
118	10	4437	Leetsdale	Borough	17500449	1207	1211	f	
119	10	4460	Liberty	Borough	17500449	1203	1206	f	
120	10	4615	McDonald	Borough	17500449	1202	1202	f	
121	10	4622	McKeesport	City	17500449	1178	1201	f	
124	10	4621	McKees Rocks	Borough	17500449	1168	1177	f	
127	10	4689	Millvale	Borough	17500449	1158	1167	f	
130	10	4743	Mount Oliver	Borough	17500449	1143	1157	f	
132	10	4760	Munhall	Borough	17500449	1127	1142	f	
134	10	4843	North Braddock	Borough	17500449	1112	1125	f	
136	10	4854	North Fayette	Township	17500449	805	805	f	
137	10	4854	North Fayette	Township	17500449	800	800	f	
140	10	4892	Oakdale	Borough	17500449	1110	1111	f	
141	10	4897	Oakmont	Borough	17500449	1084	1109	f	
144	10	6407	Osborne	Borough	17500449	1082	1083	f	
146	10	5028	Pitcairn	Borough	17500449	1069	1081	f	
148	10	5029	Pittsburgh	City	17500449	1028	1068	f	
149	7	5029	Pittsburgh	City	5721134	1	50	f	1930
152	10	5038	Pleasant Hills	Borough	17500449	1024	1027	f	
154	10	5065	Port Vue	Borough	17500449	1021	1023	f	
156	10	5108	Rankin	Borough	17500449	1010	1020	f	
159	10	5157	Robinson	Township	17500449	801	801	f	
161	10	5179	Rosslyn Farms	Borough	17500449	1001	1009	f	
162	10	5254	Sewickley	Borough	17500449	989	1000	f	
165	10	5256	Sewickley Heights	Borough	17500449	987	988	f	
167	10	5268	Sharpsburg	Borough	17500449	972	986	f	
169	10	5337	South Fayette	Township	17500449	800	800	f	
170	10	5337	South Fayette	Township	17500449	796	796	f	
172	10	5388	Springdale	Borough	17500449	964	971	f	
176	10	5460	Swissvale	Borough	17500449	947	963	f	
178	10	5466	Tarentum	Borough	17500449	931	946	f	
181	10	5482	Thornburg	Borough	17500449	928	930	f	
182	10	5510	Trafford	Borough	17500449	927	927	f	
183	10	5532	Turtle Creek	Borough	17500449	908	926	f	
184	10	5532	Turtle Creek	Borough	17500449	1735	1736	f	
187	10	5626	Verona	Borough	17500449	901	907	f	
189	10	5627	Versailles	Borough	17500449	900	900	f	
190	10	5636	Wall	Borough	17500449	889	899	f	
191	10	5730	West Deer	Township	17500449	808	809	f	
192	10	5730	West Deer	Township	17500449	797	797	f	
194	10	5734	West Elizabeth	Borough	17500449	883	888	f	
195	10	5745	West Homestead	Borough	17500449	875	882	f	
197	10	5761	West Mifflin	Borough	17500449	868	874	f	
199	10	5783	West View	Borough	17500449	854	867	f	
201	10	5800	Whitaker	Borough	17500449	851	853	f	
202	10	5808	Whitehall	Borough	17500449	842	850	f	
204	10	5807	White Oak	Borough	17500449	835	841	f	
205	10	5817	Wilkinsburg	Borough	17500449	819	834	f	
207	10	5826	Wilmerding	Borough	17500449	811	818	f	
209	10	3315	Aspinwall	Borough	17500449	1566	1570	f	
211	10	3326	Avalon	Borough	17500449	1556	1565	f	
212	10	3379	Bellevue	Borough	17500449	1549	1555	f	
213	10	3381	Ben Avon	Borough	17500449	1541	1548	f	
214	10	3382	Ben Avon Heights	Borough	17500449	1535	1540	f	
215	10	3428	Blawnox	Borough	17500449	1513	1521	f	
216	10	3448	Brackenridge	Borough	17500449	1502	1512	f	
219	10	3449	Braddock	Borough	17500449	1496	1501	f	
220	10	3450	Braddock Hills	Borough	17500449	1481	1495	f	
221	10	3454	Bradford Woods	Borough	17500449	1479	1480	f	
222	10	3467	Brentwood	Borough	17500449	1473	1478	f	
223	10	3472	Bridgeville	Borough	17500449	1456	1472	f	
224	10	3547	Carnegie	Borough	17500449	1448	1455	f	
225	10	3562	Castle Shannon	Borough	17500449	1441	1447	f	
226	10	3584	Chalfant	Borough	17500449	1438	1440	f	
227	10	3614	Cheswick	Borough	17500449	1436	1437	f	
228	10	3620	Churchill	Borough	17500449	1431	1435	f	
229	10	6098	Clairton	City	17500449	1415	1430	f	
230	10	3674	Collier	Township	17500449	807	807	f	
231	10	3717	Coraopolis	Borough	17500449	1405	1414	f	
232	10	3729	Crafton	Borough	17500449	1387	1404	f	
234	10	3806	Dormont	Borough	17500449	1374	1386	f	
236	10	3815	Dravosburg	Borough	17500449	1371	1373	f	
239	10	5111	Rayburn	Township	17500449	686	686	f	
248	10	4434	Leechburg	Borough	17500449	717	724	f	
249	10	4951	Parks	Township	17500449	688	688	f	
250	10	4948	Parker	City	17500449	709	709	f	
258	10	4839	North Apollo	Borough	17500449	710	714	f	
259	10	4381	Kittanning	Borough	17500449	725	735	f	
261	10	2289	Armstrong	County	17500449	693	693	f	
262	10	2289	Armstrong	County	17500449	783	794	f	
265	10	4015	Ford Cliff	Borough	17500449	743	744	f	
267	10	4068	Freeport	Borough	17500449	736	742	f	
268	10	5747	West Kittanning	Borough	17500449	696	701	f	
270	10	4014	Ford City	Borough	17500449	745	756	f	
271	10	4584	Manorville	Borough	17500449	715	716	f	
275	10	4583	Manor	Township	17500449	690	691	f	
279	10	5329	South Bethlehem	Borough	17500449	702	703	f	
281	10	5185	Rural Valley	Borough	17500449	704	708	f	
283	10	3926	Elderton	Borough	17500449	757	758	f	
284	10	5861	Worthington	Borough	17500449	694	695	f	
285	10	3298	Apollo	Borough	17500449	766	782	f	
287	10	3299	Applewold	Borough	17500449	764	765	f	
288	10	3322	Atwood	Borough	17500449	761	763	f	
293	10	3523	Cadogan	Township	17500449	692	692	f	
295	10	3728	Cowanshannock	Township	17500449	689	689	f	
296	10	3728	Cowanshannock	Township	17500449	687	687	f	
297	10	3728	Cowanshannock	Township	17500449	685	685	f	
299	10	3767	Dayton	Borough	17500449	759	760	f	
301	10	3704	Conway	Borough	17500449	600	604	f	
305	10	3473	Bridgewater	Borough	17500449	605	612	f	
308	10	3362	Beaver Falls	City	17500449	613	620	f	
311	10	3356	Beaver	Borough	17500449	621	634	f	
312	10	3332	Baden	Borough	17500449	635	636	f	
315	10	3286	Ambridge	Borough	17500449	637	648	f	
317	10	2290	Beaver	County	17500449	660	684	f	
326	10	6015	Aliquippa	Borough	17500449	649	659	f	
328	10	5757	West Mayfield	Borough	17500449	456	460	f	
329	10	5343	South Heights	Borough	17500449	461	466	f	
331	10	5285	Shippingport	Borough	17500449	467	471	f	
334	10	5159	Rochester	Borough	17500449	472	485	f	
338	10	4955	Patterson Heights	Borough	17500449	486	492	f	
342	10	4794	New Galilee	Borough	17500449	493	494	f	
345	10	4782	New Brighton	Borough	17500449	495	507	f	
348	10	4697	Monaca	Borough	17500449	508	518	f	
351	10	4657	Midland	Borough	17500449	519	532	f	
353	10	4389	Koppel	Borough	17500449	1732	1733	f	
354	10	4389	Koppel	Borough	17500449	533	538	f	
357	10	4253	Hookstown	Borough	17500449	539	544	f	
358	10	4249	Homewood	Borough	17500449	545	546	f	
362	10	4102	Glasgow	Borough	17500449	547	559	f	
363	10	4088	Georgetown	Borough	17500449	560	560	f	
366	10	4062	Freedom	Borough	17500449	561	570	f	
368	10	4044	Franklin	Township	17500449	454	455	f	
369	10	4037	Frankfort Springs	Borough	17500449	571	574	f	
370	10	3990	Fallston	Borough	17500449	576	583	f	
372	10	3950	Ellwood City	Borough	17500449	584	584	f	
373	10	3911	Eastvale	Borough	17500449	585	590	f	
374	10	3897	East Rochester	Borough	17500449	591	594	f	
377	10	3761	Darlington	Borough	17500449	595	599	f	
381	10	5847	Woodbury	Borough	17500449	398	403	f	
387	10	5234	Schellsburg	Borough	17500449	404	406	f	
388	10	5231	Saxton	Borough	17500449	407	408	f	
389	10	5204	St. Clairsville	Borough	17500449	409	414	f	
390	10	5104	Rainsburg	Borough	17500449	415	419	f	
391	10	5041	Pleasantville	Borough	17500449	420	423	f	
392	10	4806	New Paris	Borough	17500449	424	424	f	
395	10	4580	Manns Choice	Borough	17500449	425	431	f	
403	10	4288	Hyndman	Borough	17500449	432	433	f	
405	10	4256	Hopewell	Borough	17500449	434	435	f	
407	10	3965	Everett	Borough	17500449	436	436	f	
412	10	3654	Coaldale	Borough	17500449	437	441	f	
417	10	3367	Bedford	Borough	17500449	442	449	f	
419	10	2291	Bedford	County	17500449	450	453	f	
422	10	2292	Berks	County	17500449	234	234	f	
423	10	6590	West Leesport	Borough	17500449	274	275	f	
424	10	3255	Adamstown	Borough	17500449	380	380	f	
425	10	6541	Temple	Borough	17500449	286	287	f	
426	10	6589	West Lawn	Borough	17500449	276	277	f	
427	10	6617	Wyomissing Hills	Borough	17500449	235	239	f	
430	10	5869	Wyomissing	Borough	17500449	240	259	f	
431	10	5845	Womelsdorf	Borough	17500449	260	268	f	
435	10	5774	West Reading	Borough	17500449	269	273	f	
436	10	5709	Wernersville	Borough	17500449	278	279	f	
442	10	5503	Topton	Borough	17500449	280	285	f	
444	10	6533	Strausstown	Borough	17500449	288	288	f	
445	10	5205	St. Lawrence	Borough	17500449	300	301	f	
448	10	5298	Sinking Spring	Borough	17500449	289	293	f	
449	10	5289	Shoemakersville	Borough	17500449	294	295	f	
452	10	5278	Shillington	Borough	17500449	296	300	f	
455	10	5156	Robesonia	Borough	17500449	302	304	f	
457	10	5155	Robeson	Township	17500449	232	232	f	
461	10	5114	Reading	City	17500449	305	313	f	
471	10	4744	Mount Penn	Borough	17500449	314	319	f	
472	10	4696	Mohnton	Borough	17500449	320	321	f	
476	10	4570	Maidencreek	Township	17500449	233	233	f	
477	10	4556	Lyons	Borough	17500449	322	326	f	
481	10	4447	Lenhartsville	Borough	17500449	327	329	f	
482	10	4424	Laureldale	Borough	17500449	330	335	f	
483	10	4391	Kutztown	Borough	17500449	336	344	f	
484	10	4365	Kenhorst	Borough	17500449	345	346	f	
490	10	4163	Hamburg	Borough	17500449	347	351	f	
492	10	4011	Fleetwood	Borough	17500449	352	354	f	
499	10	3668	Colebrookdale	Township	17500449	231	231	f	
501	10	3574	Centerport	Borough	17500449	1734	1734	f	
502	10	3574	Centerport	Borough	17500449	355	357	f	
507	10	3447	Boyertown	Borough	17500449	358	365	f	
510	10	3415	Birdsboro	Borough	17500449	366	373	f	
512	10	3395	Bernville	Borough	17500449	374	375	f	
514	10	3366	Bechtelsville	Borough	17500449	376	377	f	
515	10	3336	Bally	Borough	17500449	378	379	f	
520	10	2292	Berks	County	17500449	381	397	f	
522	10	5154	Roaring Spring	Borough	17500449	165	167	f	
525	10	5539	Tyrone	Borough	17500449	152	164	f	
529	10	5820	Williamsburg	Borough	17500449	150	151	f	
531	10	2293	Blair	County	17500449	213	230	f	
533	10	3284	Altoona	City	17500449	198	212	f	
537	10	3380	Bellwood	Borough	17500449	193	197	f	
542	10	3829	Duncansville	Borough	17500449	190	192	f	
547	10	4138	Greenfield	Township	17500449	148	149	f	
549	10	4245	Hollidaysburg	Borough	17500449	175	189	f	
554	10	4603	Martinsburg	Borough	17500449	170	174	f	
555	10	4823	Newry	Borough	17500449	168	169	f	
559	10	3259	Alba	Borough	17500449	135	136	f	
563	10	3319	Athens	Borough	17500449	126	134	f	
567	10	3508	Burlington	Borough	17500449	124	125	f	
569	10	3539	Canton	Borough	17500449	120	123	f	
577	10	4449	LeRaysville	Borough	17500449	115	119	f	
580	10	4702	Monroe	Borough	17500449	109	114	f	
582	10	4776	New Albany	Borough	17500449	108	108	f	
586	10	5232	Sayre	Borough	17500449	98	105	f	
592	10	5360	South Waverly	Borough	17500449	97	97	f	
598	10	2294	Bradford	County	17500449	137	147	f	
600	10	5463	Sylvania	Borough	17500449	95	96	f	
601	10	5463	Sylvania	Borough	17500449	90	93	f	
602	10	5168	Rome	Borough	17500449	106	107	f	
604	10	5506	Towanda	Borough	17500449	94	94	f	
605	10	5506	Towanda	Borough	17500449	81	89	f	
609	10	5519	Troy	Borough	17500449	79	80	f	
610	10	5866	Wyalusing	Borough	17500449	78	78	f	
628	10	3477	Bristol	Borough	17500449	60	69	f	
631	10	3478	Bristol	Township	17500450	63	66	f	
634	10	3585	Chalfont	Borough	17500449	49	59	f	
635	10	3813	Doylestown	Borough	17500449	40	48	f	
638	10	3819	Dublin	Borough	17500449	38	39	f	
642	10	4276	Hulmeville	Borough	17500449	33	37	f	
643	10	4300	Ivyland	Borough	17500449	31	32	f	
644	10	4410	Langhorne	Borough	17500449	29	30	f	
645	10	4411	Langhorne Manor	Borough	17500449	27	28	f	
648	10	4655	Middletown	Township	17500450	67	67	f	
651	10	4730	Morrisville	Borough	17500449	14	26	f	
654	10	4783	New Britain	Borough	17500449	9	13	f	
656	10	4798	New Hope	Borough	17500449	6	8	f	
657	10	4826	Newtown	Borough	17500449	1	5	f	
661	10	4981	Penndel	Borough	17500450	9	11	f	
662	10	4986	Perkasie	Borough	17500450	12	17	f	
666	10	5097	Quakertown	Borough	17500450	18	42	f	
670	10	5136	Richlandtown	Borough	17500450	43	44	f	
671	10	5146	Riegelsville	Borough	17500450	45	46	f	
672	10	5248	Sellersville	Borough	17500450	47	50	f	
673	10	5297	Silverdale	Borough	17500450	51	52	f	
677	10	5522	Trumbauersville	Borough	17500450	53	54	f	
678	10	5523	Tullytown	Borough	17500450	55	56	f	
685	10	5871	Yardley	Borough	17500450	57	61	f	
686	10	2295	Bucks	County	17500449	70	77	f	
687	10	2295	Bucks	County	17500450	62	62	f	
692	10	5780	West Sunbury	Borough	17500450	156	157	f	
693	10	5751	West Liberty	Borough	17500450	154	155	f	
696	10	5611	Valencia	Borough	17500450	150	153	f	
698	10	6338	Millerstown	Borough	17500450	134	137	f	
699	10	6170	Evansburg	Borough	17500450	117	121	f	
700	10	3494	Bruin	Borough	17500450	84	86	f	
703	10	5302	Slippery Rock	Borough	17500450	148	149	f	
704	10	5230	Saxonburg	Borough	17500450	147	147	f	
705	10	5089	Prospect	Borough	17500450	145	146	f	
706	10	5077	Portersville	Borough	17500450	141	144	f	
707	10	5001	Petrolia	Borough	17500450	138	140	f	
716	10	5885	Zelienople	Borough	17500450	158	167	f	
717	10	3518	Butler	City	17500450	87	100	f	
720	10	3522	Butler	Township	17500450	169	170	f	
722	10	3603	Cherry Valley	Borough	17500450	103	107	f	
725	10	3528	Callery	Borough	17500450	101	102	f	
726	10	4600	Mars	Borough	17500450	133	133	f	
729	10	4360	Karns City	Borough	17500450	130	132	f	
732	10	4194	Harrisville	Borough	17500450	128	129	f	
733	10	4184	Harmony	Borough	17500450	126	127	f	
737	10	3980	Fairview	Borough	17500450	122	125	f	
738	10	3913	Eau Claire	Borough	17500450	112	116	f	
739	10	3852	East Butler	Borough	17500450	110	111	f	
743	10	3700	Connoquenessing	Borough	17500450	108	109	f	
748	10	2296	Butler	County	17500450	68	83	f	
749	10	2296	Butler	County	17500450	168	168	f	
753	10	3554	Carrolltown	Borough	17500450	197	200	f	
755	10	3531	Cambria	Township	17500450	367	367	f	
756	10	3531	Cambria	Township	17500450	364	364	f	
757	10	3491	Brownstown	Borough	17500450	193	196	f	
760	10	3314	Ashville	Borough	17500450	183	183	f	
763	10	3251	Adams	Township	17500450	368	368	f	
764	10	3251	Adams	Township	17500450	365	365	f	
765	10	4510	Lorain	Borough	17500450	292	293	f	
766	10	5528	Tunnelhill	Borough	17500450	345	345	f	
768	10	4765	Nanty-Glo	Borough	17500450	298	306	f	
769	10	5228	Sankertown	Borough	17500450	319	320	f	
772	10	5113	Reade	Township	17500450	363	363	f	
774	10	5069	Portage	Township	17500450	369	369	f	
779	10	5066	Portage	Borough	17500450	315	318	f	
781	10	6035	Barnesboro	Borough	17500450	184	192	f	
784	10	6524	Spangler	Borough	17500450	335	339	f	
787	10	4956	Patton	Borough	17500450	307	314	f	
789	10	4511	Loretto	Borough	17500450	294	297	f	
794	10	2297	Cambria	County	17500450	360	360	f	
795	10	2297	Cambria	County	17500450	171	182	f	
796	10	5829	Wilmore	Borough	17500450	357	359	f	
800	10	5792	Westmont	Borough	17500450	348	356	f	
802	10	5724	West Carroll	Township	17500450	361	361	f	
804	10	5630	Vintondale	Borough	17500450	346	347	f	
808	10	5441	Summerhill	Township	17500450	362	362	f	
809	10	5439	Summerhill	Borough	17500450	340	344	f	
811	10	5368	Southmont	Borough	17500450	329	334	f	
813	10	5338	South Fork	Borough	17500450	323	328	f	
814	10	5233	Scalp Level	Borough	17500450	321	322	f	
815	10	4473	Lilly	Borough	17500450	286	291	f	
818	10	4348	Johnstown	City	17500450	264	285	f	
820	10	4199	Hastings	Borough	17500450	261	263	f	
821	10	4084	Geistown	Borough	17500450	257	260	f	
825	10	4079	Gallitzin	Borough	17500450	249	256	f	
826	10	4038	Franklin	Borough	17500450	247	248	f	
828	10	4006	Ferndale	Borough	17500450	239	246	f	
832	10	3914	Ebensburg	Borough	17500450	230	238	f	
836	10	3858	East Conemaugh	Borough	17500450	225	229	f	
840	10	3752	Dale	Borough	17500450	218	224	f	
841	10	3751	Daisytown	Borough	17500450	212	217	f	
843	10	3742	Croyle	Township	17500450	366	366	f	
845	10	3736	Cresson	Borough	17500450	206	211	f	
848	10	3608	Chest Springs	Borough	17500450	203	205	f	
849	10	3558	Cassandra	Borough	17500450	201	202	f	
855	10	2298	Cameron	County	17500450	370	375	f	
856	10	3955	Emporium	Borough	17500450	381	388	f	
857	10	3817	Driftwood	Borough	17500450	376	380	f	
866	10	4414	Lansford	Borough	17500450	411	426	f	
868	10	2299	Carbon	County	17500450	487	487	f	
869	10	2299	Carbon	County	17500450	389	394	f	
872	10	4045	Franklin	Township	17500450	488	488	f	
873	10	3900	East Side	Borough	17500450	409	410	f	
875	10	3446	Bowmanstown	Borough	17500450	398	401	f	
876	10	3446	Bowmanstown	Borough	17500450	2	3	f	
877	10	3363	Beaver Meadows	Borough	17500450	395	397	f	
879	10	3338	Banks	Township	17500450	490	490	f	
881	10	6318	Mauch Chunk	Borough	17500450	437	448	f	
883	10	6319	Mauch Chunk	Township	17500450	489	489	f	
884	10	5702	Weissport	Borough	17500450	485	486	f	
885	10	5699	Weatherly	Borough	17500450	476	484	f	
889	10	5448	Summit Hill	Borough	17500450	461	475	f	
891	10	4953	Parryville	Borough	17500450	460	460	f	
894	10	4940	Palmerton	Borough	17500450	449	459	f	
895	10	6145	East Mauch Chunk	Borough	17500450	402	408	f	
904	10	4441	Lehighton	Borough	17500450	427	436	f	
906	10	3581	Centre Hall	Borough	17500450	504	505	f	
912	10	3378	Bellefonte	Borough	17500450	495	503	f	
915	10	5567	Unionville	Borough	17500450	546	547	f	
920	10	5408	State College	Borough	17500450	530	545	f	
922	10	5377	Spring	Township	17500450	550	550	f	
923	10	6517	South Philipsburg	Borough	17500450	529	529	f	
927	10	5316	Snow Shoe	Township	17500450	549	549	f	
928	10	5315	Snow Shoe	Borough	17500450	527	528	f	
931	10	5063	Port Matilda	Borough	17500450	525	526	f	
934	10	2300	Centre	County	17500450	548	548	f	
935	10	2300	Centre	County	17500450	491	494	f	
936	10	5003	Philipsburg	Borough	17500450	516	524	f	
939	10	4687	Millheim	Borough	17500450	511	515	f	
940	10	4666	Milesburg	Borough	17500450	508	510	f	
946	10	4268	Howard	Borough	17500450	506	507	f	
953	10	3952	Elverson	Borough	17500450	612	615	f	
954	10	2301	Chester	County	17500450	692	692	f	
956	10	2301	Chester	County	17500450	551	578	f	
958	10	5825	Willistown	Township	17500450	695	695	f	
967	10	5740	West Grove	Borough	17500450	690	691	f	
969	10	5739	West Goshen	Township	17500450	693	693	f	
973	10	5725	West Chester	Borough	17500450	672	689	f	
980	10	5612	Valley	Township	17500450	694	694	f	
986	10	5513	Tredyffrin	Township	17500450	695	695	f	
989	10	5382	Spring City	Borough	17500450	662	671	f	
991	10	5333	South Coatesville	Borough	17500450	657	661	f	
997	10	5004	Phoenixville	Borough	17500450	643	656	f	
1000	10	4950	Parkesburg	Borough	17500450	637	642	f	
1001	10	4933	Oxford	Borough	17500450	631	636	f	
1003	10	4851	North Coventry	Township	17500450	696	696	f	
1007	10	4695	Modena	Borough	17500450	626	630	f	
1008	10	4572	Malvern	Borough	17500450	624	625	f	
1015	10	4368	Kennett Square	Borough	17500450	618	623	f	
1018	10	4251	Honey Brook	Borough	17500450	616	617	f	
1038	10	3812	Downingtown	Borough	17500450	599	611	f	
1041	10	3658	Coatesville	City	17500450	588	598	f	
1045	10	3329	Avondale	Borough	17500450	581	587	f	
1046	10	3318	Atglen	Borough	17500450	579	580	f	
1048	10	4781	New Bethlehem	Borough	17500450	741	742	f	
1055	10	5147	Rimersburg	Borough	17500450	743	744	f	
1056	10	5207	St. Petersburg	Borough	17500450	745	746	f	
1058	10	5284	Shippenville	Borough	17500450	747	748	f	
1059	10	5301	Sligo	Borough	17500450	749	750	f	
1060	10	5427	Strattanville	Borough	17500450	751	752	f	
1065	10	2302	Clarion	County	17500450	697	700	f	
1069	10	3527	Callensburg	Borough	17500450	701	702	f	
1070	10	3624	Clarion	Borough	17500450	703	712	f	
1074	10	3848	East Brady	Borough	17500450	715	716	f	
1077	10	4033	Foxburg	Borough	17500450	717	727	f	
1078	10	4205	Hawthorn	Borough	17500450	728	734	f	
1080	10	4384	Knox	Borough	17500450	735	740	f	
1087	10	6122	Curllsville	Borough	17500450	713	714	f	
1089	10	4105	Glen Hope	Borough	17500450	813	813	f	
1092	10	4116	Grampian	Borough	17500450	814	814	f	
1095	10	4266	Houtzdale	Borough	17500450	815	818	f	
1097	10	4297	Irvona	Borough	17500450	819	820	f	
1101	10	4426	Lawrence	Township	17500450	856	856	f	
1103	10	6295	Lumber City	Borough	17500450	821	823	f	
1104	10	4563	Mahaffey	Borough	17500450	824	825	f	
1105	10	4729	Morris	Township	17500450	851	851	f	
1106	10	4729	Morris	Township	17500450	855	855	f	
1108	10	4818	Newburg	Borough	17500450	826	827	f	
1109	10	4813	New Washington	Borough	17500450	828	829	f	
1110	10	4924	Osceola	Borough	17500450	830	831	f	
1114	10	5106	Ramey	Borough	17500450	832	833	f	
1115	10	5222	Sandy	Township	17500450	857	857	f	
1117	10	5518	Troutville	Borough	17500450	834	838	f	
1119	10	5638	Wallaceton	Borough	17500450	839	844	f	
1120	10	5793	Westover	Borough	17500450	845	847	f	
1122	10	5853	Woodward	Township	17500450	858	858	f	
1124	10	2303	Clearfield	County	17500450	753	756	f	
1125	10	2303	Clearfield	County	17500450	848	848	f	
1127	10	3365	Beccaria	Township	17500450	849	849	f	
1130	10	3411	Bigler	Township	17500450	853	853	f	
1134	10	3453	Bradford	Township	17500450	854	854	f	
1137	10	3476	Brisbin	Borough	17500450	757	759	f	
1138	10	3511	Burnside	Borough	17500450	760	761	f	
1141	10	3612	Chester Hill	Borough	17500450	762	763	f	
1142	10	3634	Clearfield	Borough	17500450	764	775	f	
1145	10	3657	Coalport	Borough	17500450	776	777	f	
1146	10	3713	Cooper	Township	17500450	850	850	f	
1147	10	3713	Cooper	Township	17500450	852	852	f	
1150	10	3749	Curwensville	Borough	17500450	778	788	f	
1155	10	3822	DuBois	City	17500450	789	811	f	
1157	10	3989	Falls Creek	Borough	17500450	812	812	f	
1160	10	2304	Clinton	County	17500450	859	872	f	
1164	10	3327	Avis	Borough	17500450	873	877	f	
1166	10	3370	Beech Creek	Borough	17500450	937	938	f	
1168	10	3561	Castanea	Township	17500450	939	940	f	
1175	10	4012	Flemington	Borough	17500450	941	945	f	
1181	10	4496	Lock Haven	City	17500450	946	962	f	
1185	10	4501	Loganton	Borough	17500450	963	964	f	
1186	10	4676	Mill Hall	Borough	17500450	965	966	f	
1190	10	5124	Renovo	Borough	17500450	967	969	f	
1193	10	5354	South Renovo	Borough	17500450	970	971	f	
1197	10	3435	Bloomsburg	Town	17500450	896	912	f	
1202	10	3397	Berwick	Borough	17500450	889	895	f	
1204	10	5416	Stillwater	Borough	17500450	935	936	f	
1208	10	2305	Columbia	County	17500450	878	880	f	
1209	10	2305	Columbia	County	17500450	928	928	f	
1210	10	5243	Scott	Township	17500450	929	929	f	
1213	10	3389	Benton	Borough	17500450	883	888	f	
1215	10	3310	Ashland	Borough	17500450	881	882	f	
1216	10	4917	Orangeville	Borough	17500450	932	934	f	
1221	10	4690	Millville	Borough	17500450	931	931	f	
1223	10	4662	Mifflin	Township	17500450	930	930	f	
1234	10	3578	Centralia	Borough	17500450	925	927	f	
1236	10	3564	Catawissa	Borough	17500450	919	924	f	
1238	10	3468	Briar Creek	Borough	17500450	913	918	f	
1240	10	5758	West Mead	Township	17500450	1050	1050	f	
1244	10	5624	Vernon	Township	17500450	1048	1048	f	
1246	10	5620	Venango	Borough	17500450	1044	1045	f	
1248	10	4485	Linesville	Borough	17500450	999	1002	f	
1250	10	5509	Townville	Borough	17500450	1037	1043	f	
1253	10	5497	Titusville	City	17500450	1025	1036	f	
1257	10	5387	Springboro	Borough	17500450	1023	1024	f	
1260	10	5374	Spartansburg	Borough	17500450	1022	1022	f	
1261	10	4287	Hydetown	Borough	17500450	997	998	f	
