nationalarchivesid	source	government	nationalarchivesgovernmentname	nationalarchivesgovernmenttype	nationalarchivesunit	nationalarchivesunitfrom	nationalarchivesunitto	nationalarchivesexamined	nationalarchivesset
12948	7	5039	Pleasant Valley		5838181	1	1	f	1940
12950	7	1817	Pleasantville		5835039	1	1	f	1940
12951	7	7429	Pleasantville		23853017	1	1	f	1950
12953	7	6447	Plum		5836712	1	1	f	1940
12954	7	5043	Plum		5838400	1	1	f	1940
12955	7	5044	Plumcreek		5836749	1	1	f	1940
12956	7	5045	Plumstead		5836959	1	1	f	1940
12957	7	5047	Plunketts Creek		5837906	1	1	f	1940
12967	7	5049	Plymouth		5837854	1	1	f	1940
12968	7	5050	Plymouth		5838036	1	1	f	1940
12969	7	5048	Plymouth		36433238	1	1	f	1950
12970	7	5050	Plymouth		36433301	1	1	f	1950
12979	7	5051	Pocono		5837998	1	1	f	1940
12980	7	5052	Pocopson		5837144	1	1	f	1940
12981	7	5053	Point		5838114	1	1	f	1940
12985	7	5057	Polk		5837638	1	1	f	1940
12986	7	5058	Polk		5837999	1	1	f	1940
13001	7	7434	Pompton Lakes		5835276	1	1	f	1940
13023	7	5060	Port Carbon		5838222	1	1	f	1940
13030	7	1906	Port Jervis		5835738	1	1	f	1940
13031	7	1906	Port Jervis		24519549	1	1	f	1950
13037	7	5065	Port Vue		34427582	1	1	f	1950
13042	7	5066	Portage		5837036	1	1	f	1940
13043	7	5067	Portage		5837055	1	1	f	1940
13044	7	5068	Portage		5838182	1	1	f	1940
13045	7	5066	Portage		34427729	1	1	f	1950
13052	7	5075	Porter		5837190	1	1	f	1940
13053	7	5070	Porter		5837251	1	1	f	1940
13054	7	5073	Porter		5837581	1	1	f	1940
13055	7	5072	Porter		5837639	1	1	f	1940
13056	7	5076	Porter		5837907	1	1	f	1940
13057	7	5071	Porter		5838162	1	1	f	1940
13058	7	5074	Porter		5838223	1	1	f	1940
13089	7	5081	Potter		5836790	1	1	f	1940
13090	7	5080	Potter		5837097	1	1	f	1940
13091	7	2339	Potter	County	40037645	1	1	f	1950
13094	7	5082	Pottstown		5838037	1	1	f	1940
13095	7	5082	Pottstown		36433303	1	1	f	1950
13096	7	5083	Pottsville		5838224	1	1	f	1940
13097	7	5083	Pottsville		40037659	1	1	f	1950
13121	7	5084	President		5838401	1	1	f	1940
13129	7	5085	Preston		5838496	1	1	f	1940
13130	7	3073	Preston	County	75639331	1	1	f	1950
13131	7	5086	Price		5838000	1	1	f	1940
13152	7	1827	Princeton		5835200	1	1	f	1940
13153	7	7782	Princeton		23853291	1	1	f	1950
13159	7	7437	Prospect Park		5835277	1	1	f	1940
13160	7	7437	Prospect Park		23853437	1	1	f	1950
13161	7	5090	Prospect Park		5837409	1	1	f	1940
13162	7	5090	Prospect Park		36432970	1	1	f	1950
13164	7	5091	Providence		5837733	1	1	f	1940
13174	7	5093	Pulaski		5836791	1	1	f	1940
13175	7	5092	Pulaski		5837758	1	1	f	1940
13187	7	5094	Punxsutawney		5837640	1	1	f	1940
13188	7	5094	Punxsutawney		36433041	1	1	f	1950
13195	7	5095	Putnam		5838358	1	1	f	1940
13205	7	5096	Pymatuning		5837959	1	1	f	1940
13206	7	5097	Quakertown		5836960	1	1	f	1940
13207	7	5097	Quakertown		34427699	1	1	f	1950
13214	7	5099	Quemahoning		5838285	1	1	f	1940
13220	7	5100	Quincy		5837517	1	1	f	1940
13223	7	5101	Raccoon		5836792	1	1	f	1940
13231	7	5102	Radnor		5837410	1	1	f	1940
13233	7	6462	Rahn		5838225	1	1	f	1940
13234	7	1836	Rahway		5835309	1	1	f	1940
13235	7	7440	Rahway		23928630	1	1	f	1950
13244	7	5105	Ralpho		5838115	1	1	f	1940
13248	7	7441	Ramsey		5835074	1	1	f	1940
13249	7	7441	Ramsey		23853081	1	1	f	1950
13257	7	5107	Randolph		5837302	1	1	f	1940
13267	7	5108	Rankin		34427584	1	1	f	1950
13270	7	5109	Ransom		5837690	1	1	f	1940
13273	7	5110	Rapho		5837734	1	1	f	1940
13279	7	7787	Raritan		5835216	1	1	f	1940
13280	7	1834	Raritan		5835295	1	1	f	1940
13281	7	7787	Raritan		23853323	1	1	f	1950
13282	7	7443	Raritan		23853472	1	1	f	1950
13292	7	5111	Rayburn		5836750	1	1	f	1940
13298	7	5112	Rayne		5837614	1	1	f	1940
13300	7	5113	Reade		5837037	1	1	f	1940
13305	7	5115	Reading		5836680	1	1	f	1940
13306	7	5114	Reading		5836860	1	1	f	1940
13307	7	5114	Reading		34427652	1	1	f	1950
13308	7	2292	Reading Urbanized		34427654	1	1	f	1950
13309	7	7445	Readington		5835193	1	1	f	1940
13312	7	1829	Red Bank		5835237	1	1	f	1940
13313	7	7446	Red Bank		23853364	1	1	f	1950
13318	7	5118	Red Lion		5838589	1	1	f	1940
13319	7	5118	Red Lion		40037751	1	1	f	1950
13325	7	48706	Red Tank		5838615	1	1	f	1940
13329	7	5119	Redbank		5836751	1	1	f	1940
13330	7	5120	Redbank		5837191	1	1	f	1940
13338	7	5121	Redstone		5837482	1	1	f	1940
13342	7	5122	Reed		5837372	1	1	f	1940
13352	7	5123	Reilly		5838226	1	1	f	1940
13357	7	5124	Renovo		5837252	1	1	f	1940
13358	7	5124	Renovo		36432902	1	1	f	1950
13376	7	5126	Reynoldsville		5837641	1	1	f	1940
13377	7	5126	Reynoldsville		36433043	1	1	f	1950
13382	7	5127	Rice		5837855	1	1	f	1940
13394	7	5129	Richhill		5837553	1	1	f	1940
13395	7	5134	Richland		5836714	1	1	f	1940
13396	7	5131	Richland		5836961	1	1	f	1940
13397	7	5132	Richland		5837038	1	1	f	1940
13398	7	5135	Richland		5837192	1	1	f	1940
13399	7	5133	Richland		5838402	1	1	f	1940
13419	7	5140	Richmond		5836861	1	1	f	1940
13420	7	5139	Richmond		5837303	1	1	f	1940
13421	7	5137	Richmond		5838360	1	1	f	1940
13431	7	5141	Ridgebury		5836916	1	1	f	1940
13433	7	1818	Ridgefield		5835075	1	1	f	1940
13434	7	7448	Ridgefield		23853083	1	1	f	1950
13435	7	1818	Ridgefield Park		5835076	1	1	f	1940
13436	7	7449	Ridgefield Park		23853085	1	1	f	1950
13438	7	5142	Ridgeway		36432982	1	1	f	1950
13440	7	1818	Ridgewood		5835077	1	1	f	1940
13441	7	7450	Ridgewood		23853087	1	1	f	1950
13442	7	5143	Ridgway		5837434	1	1	f	1940
13443	7	5144	Ridley		5837411	1	1	f	1940
13444	7	5145	Ridley Park		5837412	1	1	f	1940
13445	7	5145	Ridley Park		36432972	1	1	f	1950
13451	7	5148	Ringgold		5837642	1	1	f	1940
13465	7	7452	River Edge		5835079	1	1	f	1940
13476	7	1819	Riverside		5835102	1	1	f	1940
13477	7	7455	Riverside		23853126	1	1	f	1950
13478	7	7456	Riverton		5835103	1	1	f	1940
13494	7	5152	Roaring Brook		5837691	1	1	f	1940
13495	7	5153	Roaringcreek		5837280	1	1	f	1940
13503	7	5155	Robeson		5836862	1	1	f	1940
13507	7	5158	Robinson		5838467	1	1	f	1940
13523	7	5160	Rochester		5836793	1	1	f	1940
13524	7	5159	Rochester		34427632	1	1	f	1950
13537	7	1830	Rockaway		5835255	1	1	f	1940
13538	7	7459	Rockaway		23853397	1	1	f	1950
13542	7	5161	Rockdale		5837304	1	1	f	1940
13543	7	5162	Rockefeller		5838116	1	1	f	1940
13557	7	5164	Rockland		5836863	1	1	f	1940
13558	7	5165	Rockland		5838403	1	1	f	1940
13591	7	5169	Rome		5836917	1	1	f	1940
13592	7	5170	Rome		5837305	1	1	f	1940
13597	7	5172	Rose		5837643	1	1	f	1940
13603	7	1238	Rosedale-Rosedale Terrace-Chesaco Park		5832537	1	1	f	1940
13604	7	7465	Roselle		5835310	1	1	f	1940
13605	7	7465	Roselle		23928632	1	1	f	1950
13606	7	7466	Roselle Park		5835311	1	1	f	1940
13607	7	7466	Roselle Park		23928634	1	1	f	1950
13613	7	5177	Ross		5836715	1	1	f	1940
13614	7	5178	Ross		5837856	1	1	f	1940
13615	7	5176	Ross		5838001	1	1	f	1940
13622	7	5180	Rostraver		5838526	1	1	f	1940
13627	7	5181	Roulette		5838183	1	1	f	1940
13634	7	7467	Roxbury		5835256	1	1	f	1940
13635	7	7467	Roxbury		23853399	1	1	f	1950
13640	7	5184	Royersford		5838038	1	1	f	1940
13641	7	5184	Royersford		36433305	1	1	f	1950
13645	7	7468	Rumson		5835238	1	1	f	1940
13647	7	7469	Runnemede		5835124	1	1	f	1940
13650	7	5186	Ruscombmanor		5836864	1	1	f	1940
13652	7	5187	Rush		5837098	1	1	f	1940
13653	7	5188	Rush		5837373	1	1	f	1940
13654	7	5190	Rush		5838117	1	1	f	1940
13655	7	5191	Rush		5838227	1	1	f	1940
13656	7	5189	Rush		5838330	1	1	f	1940
13683	7	7470	Rutherford		5835080	1	1	f	1940
13684	7	7470	Rutherford		23853089	1	1	f	1950
13687	7	5192	Rutland		5838361	1	1	f	1940
13691	7	5194	Ryan		5838228	1	1	f	1940
13692	7	1930	Rye		5835877	1	1	f	1940
13693	7	5195	Rye		5838141	1	1	f	1940
13694	7	1930	Rye City		24737353	1	1	f	1950
13695	7	1930	Rye Town		24737351	1	1	f	1950
13705	7	1818	Saddle River		5835081	1	1	f	1940
13706	7	5198	Sadsbury		5837145	1	1	f	1940
13707	7	5199	Sadsbury		5837306	1	1	f	1940
13708	7	5197	Sadsbury		5837735	1	1	f	1940
13716	7	1875	Salamanca		5835491	1	1	f	1940
13717	7	1875	Salamanca		24066718	1	1	f	1950
13728	7	1833	Salem		5835286	1	1	f	1940
13729	7	7473	Salem		23853449	1	1	f	1950
13730	7	2100	Salem		5835953	1	1	f	1940
13731	7	2100	Salem		25455264	1	1	f	1950
13734	7	5209	Salem		5837193	1	1	f	1940
13735	7	5212	Salem		5837857	1	1	f	1940
13736	7	5211	Salem		5837960	1	1	f	1940
13737	7	5213	Salem		5838497	1	1	f	1940
13738	7	5210	Salem		5838527	1	1	f	1940
13742	7	1833	Salem	County	23853451	1	1	f	1950
13743	7	5214	Salford		5838039	1	1	f	1940
13761	7	5216	Salisbury		5837736	1	1	f	1940
13762	7	5217	Salisbury		5837804	1	1	f	1940
13767	7	5220	Saltlick		5837483	1	1	f	1940
13823	7	5222	Sandy		5837228	1	1	f	1940
13824	7	5223	Sandy Creek		5837961	1	1	f	1940
13825	7	5225	Sandy Lake		5837962	1	1	f	1940
13826	7	5226	Sandycreek		5838404	1	1	f	1940
13861	7	1926	Saugerties		5835845	1	1	f	1940
13862	7	1926	Saugerties		24737264	1	1	f	1950
13880	7	5229	Saville		5838142	1	1	f	1940
13885	7	5232	Sayre		5836918	1	1	f	1940
13886	7	5232	Sayre		34427684	1	1	f	1950
13887	7	1828	Sayreville		5835217	1	1	f	1940
13888	7	7475	Sayreville		23853325	1	1	f	1950
13890	7	1930	Scarsdale		5835878	1	1	f	1940
13891	7	1930	Scarsdale		24737355	1	1	f	1950
13907	7	5235	Schuylkill		5837146	1	1	f	1940
13908	7	5236	Schuylkill		5838229	1	1	f	1940
13909	7	2340	Schuylkill	County	40037661	1	1	f	1950
13910	7	5237	Schuylkill Haven		5838230	1	1	f	1940
13911	7	5237	Schuylkill Haven		40037663	1	1	f	1950
13915	7	7476	Scotch Plains		5835312	1	1	f	1940
13916	7	7476	Scotch Plains		23928636	1	1	f	1950
13923	7	5243	Scott		5837281	1	1	f	1940
13924	7	5241	Scott		5837692	1	1	f	1940
13925	7	5242	Scott		5837759	1	1	f	1940
13926	7	5239	Scott		5838498	1	1	f	1940
13939	7	5244	Scottdale		5838528	1	1	f	1940
13940	7	5244	Scottdale		40037616	1	1	f	1950
13945	7	5510	Scottsdale		40037907	1	1	f	1950
13946	7	5245	Scranton		5837693	1	1	f	1940
13947	7	5245	Scranton		36433149	1	1	f	1950
13948	7	2321	Scranton Urban Fringe		36433366	1	1	f	1950
13949	7	5246	Scrubgrass		5838405	1	1	f	1940
13953	7	361	Seaford		5829591	1	1	f	1940
13962	7	2135	Sebring		5836099	1	1	f	1940
13963	7	2135	Sebring		26421352	1	1	f	1950
13964	7	1825	Secaucus		5835185	1	1	f	1940
13965	7	7482	Secaucus		23853264	1	1	f	1950
13975	7	5247	Selinsgrove		5838258	1	1	f	1940
13989	7	5249	Sergeant		5837933	1	1	f	1940
13997	7	6496	Sewickley		5836716	1	1	f	1940
13998	7	5255	Sewickley		5838529	1	1	f	1940
13999	7	5254	Sewickley		34427586	1	1	f	1950
14000	7	6497	Sewickley Heights		5836717	1	1	f	1940
14009	7	5258	Shade		5838286	1	1	f	1940
14014	7	5260	Shaler		5836718	1	1	f	1940
14015	7	5262	Shamokin		5838118	1	1	f	1940
14016	7	5261	Shamokin		36433353	1	1	f	1950
14026	7	2163	Sharon		5836211	1	1	f	1940
14027	7	5265	Sharon		5837963	1	1	f	1940
14028	7	5266	Sharon		5838184	1	1	f	1940
14029	7	5265	Sharon		36433271	1	1	f	1950
14030	7	5267	Sharon Hill		5837413	1	1	f	1940
14031	7	5267	Sharon Hill		36432974	1	1	f	1950
14032	7	5268	Sharpsburg		34427588	1	1	f	1950
14033	7	5269	Sharpsville		5837964	1	1	f	1940
14034	7	5269	Sharpsville		36433273	1	1	f	1950
14045	7	5271	Sheffield		5838427	1	1	f	1940
14075	7	5273	Shenandoah		5838231	1	1	f	1940
14076	7	5273	Shenandoah		40037665	1	1	f	1950
14079	7	5275	Shenango		5837760	1	1	f	1940
14080	7	5274	Shenango		5837965	1	1	f	1940
14102	7	5276	Sheshequin		5836919	1	1	f	1940
14104	7	5278	Shillington		5836865	1	1	f	1940
14105	7	5278	Shillington		34427659	1	1	f	1950
14106	7	5281	Shippen		5837056	1	1	f	1940
14107	7	5280	Shippen		5838362	1	1	f	1940
14108	7	5282	Shippensburg		5837343	1	1	f	1940
14109	7	5282	Shippensburg		36432934	1	1	f	1950
14112	7	5287	Shirley		5837582	1	1	f	1940
14114	7	5290	Shohola		5838163	1	1	f	1940
14125	7	5292	Shrewsbury		5837908	1	1	f	1940
14126	7	5294	Shrewsbury		5838303	1	1	f	1940
14127	7	5293	Shrewsbury		5838590	1	1	f	1940
14128	7	7487	Shrewsbury	Township	23853366	1	1	f	1950
14145	7	5295	Silver Lake		5838331	1	1	f	1940
14146	7	5296	Silver Spring		5837344	1	1	f	1940
14169	7	5299	Skippack		5838040	1	1	f	1940
14175	7	5300	Slatington		5837805	1	1	f	1940
14176	7	5300	Slatington		36433202	1	1	f	1950
14181	7	5304	Slippery Rock		5837001	1	1	f	1940
14182	7	5303	Slippery Rock		5837761	1	1	f	1940
14184	7	5305	Slocum		5837858	1	1	f	1940
14186	7	5308	Smith		5838468	1	1	f	1940
14193	7	5310	Smithfield		5836920	1	1	f	1940
14194	7	5311	Smithfield		5837583	1	1	f	1940
14195	7	5312	Smithfield		5838002	1	1	f	1940
14203	7	5314	Snake Spring Valley		5836816	1	1	f	1940
14206	7	5316	Snow Shoe		5837099	1	1	f	1940
14207	7	6504	Snowden		5836719	1	1	f	1940
14208	7	5317	Snyder		5836892	1	1	f	1940
14209	7	5318	Snyder		5837644	1	1	f	1940
14212	7	2341	Snyder	County	40037671	1	1	f	1950
14216	7	5320	Solebury		5836962	1	1	f	1940
14225	7	5321	Somerset		5838287	1	1	f	1940
14226	7	5322	Somerset		5838469	1	1	f	1940
14227	7	5321	Somerset		40037673	1	1	f	1950
14230	7	1834	Somerset	County	23853474	1	1	f	1950
14231	7	2342	Somerset	County	40037675	1	1	f	1950
14237	7	1834	Somerville		5835296	1	1	f	1940
14238	7	7490	Somerville		23853479	1	1	f	1950
14241	7	5324	Souderton		5838041	1	1	f	1940
14242	7	5324	Souderton		36433307	1	1	f	1950
14243	7	5325	South Abington		5837694	1	1	f	1940
14244	7	5325	South Abingtown		36433152	1	1	f	1950
14245	7	1828	South Amboy		5835218	1	1	f	1940
14246	7	7491	South Amboy		23853327	1	1	f	1950
14247	7	5326	South Annville		5837784	1	1	f	1940
14248	7	5327	South Beaver		5836794	1	1	f	1940
14252	7	5328	South Bend		5836752	1	1	f	1940
14258	7	7493	South Brunswick		5835219	1	1	f	1940
14259	7	5330	South Buffalo		5836753	1	1	f	1940
14260	7	5331	South Canaan		5838499	1	1	f	1940
14261	7	5332	South Centre		5837282	1	1	f	1940
14264	7	5334	South Connellsville		5837484	1	1	f	1940
14265	7	5335	South Coventry		5837147	1	1	f	1940
14266	7	5336	South Creek		5836921	1	1	f	1940
14268	7	5337	South Fayette		5836720	1	1	f	1940
14270	7	5338	South Fork		5837039	1	1	f	1940
14272	7	5339	South Franklin		5838470	1	1	f	1940
14275	7	5340	South Greensburg		5838530	1	1	f	1940
14278	7	7494	South Hackensack		5835082	1	1	f	1940
14281	7	5341	South Hanover		5837374	1	1	f	1940
14284	7	5342	South Heidelberg		5836866	1	1	f	1940
14285	7	5344	South Huntingdon		5838531	1	1	f	1940
14288	7	5345	South Lebanon		5837785	1	1	f	1940
14289	7	5346	South Londonderry		5837786	1	1	f	1940
14290	7	5347	South Mahoning		5837615	1	1	f	1940
14291	7	5348	South Manheim		5838232	1	1	f	1940
14293	7	5349	South Middleton		5837345	1	1	f	1940
14296	7	5351	South Newton		5837346	1	1	f	1940
14300	7	1823	South Orange		5835157	1	1	f	1940
14301	7	7814	South Orange		23853223	1	1	f	1950
14304	7	7497	South Plainfield		5835220	1	1	f	1940
14305	7	7497	South Plainfield		23853329	1	1	f	1950
14309	7	5353	South Pymatuning		5837966	1	1	f	1940
14311	7	7498	South River		5835221	1	1	f	1940
14312	7	7498	South River		23853331	1	1	f	1950
14318	7	5355	South Shenango		5837307	1	1	f	1940
14324	7	5356	South Strabane		5838471	1	1	f	1940
14325	7	5357	South Union		5837485	1	1	f	1940
14326	7	5361	South Whitehall		5837806	1	1	f	1940
14327	7	5362	South Williamsport		5837909	1	1	f	1940
14328	7	5362	South Williamsport		36433255	1	1	f	1950
14331	7	5363	South Woodbury		5836817	1	1	f	1940
14334	7	5367	Southampton		5836818	1	1	f	1940
14335	7	5366	Southampton		5837347	1	1	f	1940
14336	7	5365	Southampton		5837518	1	1	f	1940
14337	7	5364	Southampton		5838288	1	1	f	1940
14346	7	7714	Southeast Vineland		23853192	1	1	f	1950
14356	7	5369	Southport		24066747	1	1	f	1950
14357	7	5370	Southwest		5838428	1	1	f	1940
14358	7	5371	Southwest Greensburg		5838532	1	1	f	1940
14360	7	5372	Southwest Madison		5838143	1	1	f	1940
14361	7	6524	Spangler		5837040	1	1	f	1940
14366	7	1238	Sparrows Point		5832538	1	1	f	1940
14368	7	5373	Sparta		5837308	1	1	f	1940
14397	7	5376	Spring		5836867	1	1	f	1940
14398	7	5377	Spring		5837100	1	1	f	1940
14399	7	5382	Spring		5837148	1	1	f	1940
14400	7	5380	Spring		5837309	1	1	f	1940
14401	7	5378	Spring		5838144	1	1	f	1940
14402	7	5379	Spring		5838259	1	1	f	1940
14403	7	5381	Spring Brook		5837695	1	1	f	1940
14404	7	5384	Spring Creek		5837435	1	1	f	1940
14405	7	5383	Spring Creek		5838429	1	1	f	1940
14406	7	5385	Spring Garden		5838591	1	1	f	1940
14410	7	5389	Springdale		5836721	1	1	f	1940
14411	7	5388	Springdale		34427773	1	1	f	1950
14412	7	5390	Springetsbury		5838592	1	1	f	1940
14421	7	7505	Springfield		5835313	1	1	f	1940
14422	7	7505	Springfield		23928638	1	1	f	1950
14427	7	5399	Springfield		5836922	1	1	f	1940
14428	7	5395	Springfield		5836963	1	1	f	1940
14429	7	5400	Springfield		5837414	1	1	f	1940
14430	7	5394	Springfield		5837456	1	1	f	1940
14431	7	5391	Springfield		5837486	1	1	f	1940
14432	7	5397	Springfield		5837584	1	1	f	1940
14433	7	5396	Springfield		5837967	1	1	f	1940
14434	7	5392	Springfield		5838042	1	1	f	1940
14435	7	5393	Springfield		5838593	1	1	f	1940
14443	7	5401	Springhill		5837487	1	1	f	1940
14444	7	5402	Springhill		5837554	1	1	f	1940
14446	7	5403	Springville		5838332	1	1	f	1940
14449	7	5404	Spruce Creek		5837585	1	1	f	1940
14450	7	5405	Spruce Hill		5837660	1	1	f	1940
14467	7	5201	St. Clair		5838233	1	1	f	1940
14468	7	5203	St. Clair		5838534	1	1	f	1940
14469	7	5201	St. Clair		40037667	1	1	f	1950
14517	7	6489	St. Marys		5837436	1	1	f	1940
14518	7	6489	St. Marys		36432984	1	1	f	1950
14526	7	5208	St. Thomas		5837519	1	1	f	1940
14534	7	1883	Stamford		5835529	1	1	f	1940
14550	7	5408	State College		5837101	1	1	f	1940
14551	7	5408	State College		36432866	1	1	f	1950
14569	7	5409	Steelton		5837375	1	1	f	1940
14570	7	5409	Steelton		36432946	1	1	f	1950
14582	7	5410	Sterling		5838500	1	1	f	1940
14584	7	5411	Steuben		5837310	1	1	f	1940
14586	7	1921	Steuben	County	24519704	1	1	f	1950
14589	7	5412	Stevens		5836923	1	1	f	1940
14595	7	5413	Stewardson		5838185	1	1	f	1940
14596	7	5414	Stewart		5837488	1	1	f	1940
14617	7	5421	Stonycreek		5837041	1	1	f	1940
14618	7	5420	Stonycreek		5838289	1	1	f	1940
14626	7	5422	Stowe		5836722	1	1	f	1940
14627	7	5424	Straban		5836681	1	1	f	1940
14630	7	5426	Strasburg		5837738	1	1	f	1940
14636	7	5428	Stroud		5838003	1	1	f	1940
14637	7	5429	Stroudsburg		5838004	1	1	f	1940
14638	7	5429	Stroudsburg		36433283	1	1	f	1950
14663	7	5432	Sugar Grove		5837968	1	1	f	1940
14664	7	5431	Sugar Grove		5838430	1	1	f	1940
14665	7	5433	Sugar Notch		5837859	1	1	f	1940
14666	7	5435	Sugarcreek		5836754	1	1	f	1940
14667	7	6534	Sugarcreek		5838406	1	1	f	1940
14668	7	5437	Sugarloaf		5837283	1	1	f	1940
14669	7	5436	Sugarloaf		5837860	1	1	f	1940
14674	7	5438	Sullivan		5838363	1	1	f	1940
14678	7	1923	Sullivan	County	24737240	1	1	f	1950
14679	7	2343	Sullivan	County	40037680	1	1	f	1950
14688	7	5441	Summerhill		5837042	1	1	f	1940
14689	7	5440	Summerhill		5837311	1	1	f	1940
14694	7	1836	Summit		5835314	1	1	f	1940
14695	7	7515	Summit		23928640	1	1	f	1950
14696	7	48706	Summit		5838616	1	1	f	1940
14697	7	5446	Summit		5837002	1	1	f	1940
14698	7	5444	Summit		5837312	1	1	f	1940
14699	7	5443	Summit		5837457	1	1	f	1940
14700	7	5447	Summit		5838186	1	1	f	1940
14701	7	5445	Summit		5838290	1	1	f	1940
14705	7	5448	Summit Hill		5837074	1	1	f	1940
14706	7	5448	Summit Hill		34427747	1	1	f	1950
14715	7	5449	Sunbury		5838119	1	1	f	1940
14716	7	5449	Sunbury		36433355	1	1	f	1950
14730	7	5453	Susquehanna		5837043	1	1	f	1940
14731	7	5450	Susquehanna		5837376	1	1	f	1940
14732	7	5451	Susquehanna		5837661	1	1	f	1940
14733	7	5452	Susquehanna		5837910	1	1	f	1940
14734	7	2344	Susquehanna	County	40037684	1	1	f	1950
14735	7	5454	Susquehanna Depot		5838333	1	1	f	1940
14736	7	361	Sussex	County	18655933	1	1	f	1950
14737	7	1835	Sussex	County	23853487	1	1	f	1950
14749	7	5456	Swarthmore		5837415	1	1	f	1940
14750	7	5456	Swarthmore		36432976	1	1	f	1950
14752	7	5457	Swatara		5837377	1	1	f	1940
14753	7	5458	Swatara		5837787	1	1	f	1940
14756	7	5459	Sweden		5838187	1	1	f	1940
14763	7	5460	Swissvale		34427590	1	1	f	1950
14765	7	5461	Swoyersville		36433240	1	1	f	1950
14766	7	5461	Swoyerville		5837861	1	1	f	1940
14770	7	5464	Sylvania		5838188	1	1	f	1940
14794	7	5465	Tamaqua		5838234	1	1	f	1940
14795	7	5465	Tamaqua		40037669	1	1	f	1950
14803	7	5466	Tarentum		5836723	1	1	f	1940
14804	7	5466	Tarentum		34427592	1	1	f	1950
14815	7	5472	Taylor		5836893	1	1	f	1940
14816	7	5469	Taylor		5837102	1	1	f	1940
14817	7	5471	Taylor		5837531	1	1	f	1940
14818	7	5468	Taylor		5837696	1	1	f	1940
14819	7	5470	Taylor		5837762	1	1	f	1940
14820	7	5468	Taylor		36433154	1	1	f	1950
14838	7	7521	Teaneck		5835083	1	1	f	1940
14839	7	5513	Teddyffrin Township		36432881	1	1	f	1950
14841	7	5474	Tell		5837586	1	1	f	1940
14849	7	7522	Tenafly		5835084	1	1	f	1940
14850	7	7522	Tenafly		23853091	1	1	f	1950
14859	7	5476	Terry		5836924	1	1	f	1940
14869	7	5477	Texas		5838501	1	1	f	1940
14891	7	5480	Thompson		5837532	1	1	f	1940
14892	7	5479	Thompson		5838334	1	1	f	1940
14895	7	5483	Thornbury		5837149	1	1	f	1940
14896	7	5484	Thornbury		5837416	1	1	f	1940
14903	7	5487	Throop		5837697	1	1	f	1940
14904	7	5487	Throop		36433156	1	1	f	1950
14914	7	5489	Tilden		5836868	1	1	f	1940
14920	7	5491	Tinicum		5836964	1	1	f	1940
14921	7	5492	Tinicum		5837417	1	1	f	1940
14922	7	5494	Tioga		5838364	1	1	f	1940
14923	7	1924	Tioga	County	24737248	1	1	f	1950
14924	7	2345	Tioga	County	40037686	1	1	f	1950
14925	7	5496	Tionesta		5837502	1	1	f	1940
14937	7	5497	Titusville		5837313	1	1	f	1940
14938	7	5497	Titusville		36432917	1	1	f	1950
14942	7	5498	Toboyne		5838145	1	1	f	1940
14943	7	5499	Toby		5837194	1	1	f	1940
14944	7	5500	Tobyhanna		5838005	1	1	f	1940
14946	7	5501	Tod		5837587	1	1	f	1940
14947	7	5502	Todd		5837533	1	1	f	1940
14985	7	7527	Totowa		5835278	1	1	f	1940
14986	7	7527	Totowa		23853439	1	1	f	1950
14987	7	5504	Towamencia		5838043	1	1	f	1940
14988	7	5505	Towamensing		5837075	1	1	f	1940
14989	7	5506	Towanda		5836925	1	1	f	1940
14990	7	5506	Towanda		34427686	1	1	f	1950
14992	7	1878	Town of Elmira Heights		24066745	1	1	f	1950
14994	7	1238	Towson		5832539	1	1	f	1940
14999	7	5510	Trafford		5838535	1	1	f	1940
15000	7	5510	Trafford		40037740	1	1	f	1950
15008	7	5513	Tredyffrin		5837150	1	1	f	1940
15010	7	5515	Tremont		5838236	1	1	f	1940
15017	7	1827	Trenton		5835201	1	1	f	1940
15018	7	7528	Trenton		23853293	1	1	f	1950
15021	7	5886	Trevorton		36433357	1	1	f	1950
15029	7	5516	Triumph		5838431	1	1	f	1940
15037	7	5520	Troy		5836926	1	1	f	1940
15038	7	5521	Troy		5837314	1	1	f	1940
15044	7	2163	Trumbull	County	27865105	1	1	f	1950
15056	7	5524	Tulpehocken		5836869	1	1	f	1940
15061	7	5527	Tunkhannock		5838006	1	1	f	1940
15062	7	5526	Tunkhannock		5838558	1	1	f	1940
15067	7	5529	Turbett		5837662	1	1	f	1940
15068	7	5530	Turbut		5838120	1	1	f	1940
15072	7	5532	Turtle Creek		34427594	1	1	f	1950
15075	7	5534	Tuscarora		5836927	1	1	f	1940
15076	7	5535	Tuscarora		5837663	1	1	f	1940
15077	7	5536	Tuscarora		5838146	1	1	f	1940
15094	7	5541	Tyrone		5836682	1	1	f	1940
15095	7	5539	Tyrone		5836894	1	1	f	1940
15096	7	5540	Tyrone		5838147	1	1	f	1940
15097	7	5539	Tyrone		34427677	1	1	f	1950
15104	7	5543	Ulster		5836928	1	1	f	1940
15105	7	1926	Ulster	County	24737266	1	1	f	1950
15107	7	5545	Ulysses		5838189	1	1	f	1940
15113	7	1825	Union		5835186	1	1	f	1940
15114	7	7530	Union		5835315	1	1	f	1940
15116	7	5556	Union		5836683	1	1	f	1940
15117	7	6550	Union		5836819	1	1	f	1940
15118	7	5550	Union		5836870	1	1	f	1940
