censusmapid	censusmapyear	government	censusmapgovernmentname	censusmapexamined	censusmapmin	censusmapmax	censusmap1950pertinent	censusmap1960pertinent	censusmap1970pertinent
1948	1940	5693	Wayne Township	f	t	t	f	f	f
1949	1970	5354	South Renovo	f	f	t	f	f	f
1950	1950	5354	South Renovo	f	t	f	f	f	f
1951	1960	5354	South Renovo	f	f	f	f	f	f
1952	1970	5124	Renovo	f	f	t	f	f	f
1953	1930	5124	Renovo	f	t	f	f	f	f
1954	1950	3578	Centralia	f	t	f	f	f	f
1955	1970	2305	Almedia	f	f	f	f	f	f
1956	1960	2305	Aristes	f	f	f	f	f	f
1957	1950	2305	Espy	f	f	f	f	f	f
1958	1960	2305	Espy	f	f	f	f	f	f
1959	1970	2305	Espy	f	f	f	f	f	f
1960	1950	2305	Mifflinville	f	f	f	f	f	f
1961	1960	2305	Mifflinville	f	f	f	f	f	f
1962	1970	2305	Mifflinville	f	f	f	f	f	f
1963	1970	2305		f	f	f	f	f	f
1964	1960	2305		f	f	f	f	f	f
1965	1950	2305		f	f	f	f	f	f
1966	1940	2305		f	f	f	f	f	f
1967	1930	2305		f	f	f	f	f	f
1968	1940	5437	Sugarloaf Township	f	t	t	f	f	f
1969	1970	5416	Stillwater	f	f	t	f	f	f
1970	1950	5416	Stillwater	f	t	f	f	f	f
1971	1960	5416	Stillwater	f	f	f	f	f	f
1972	1940	5332	South Centre Township	f	t	t	f	f	f
1973	1940	5243	Scott Township	f	t	t	f	f	f
1974	1940	5153	Roaring Creek Township	f	t	t	f	f	f
1975	1940	5013	Pine Township	f	t	t	f	f	f
1976	1970	4917	Orangeville	f	f	t	f	f	f
1977	1950	4917	Orangeville	f	t	f	f	f	f
1978	1960	4917	Orangeville	f	f	f	f	f	f
1979	1940	4916	Orange Township	f	t	t	f	f	f
1980	1940	4847	North Centre Township	f	t	t	f	f	f
1981	1940	4746	Mount Pleasant Township	f	t	t	f	f	f
1982	1940	4717	Montour Township	f	t	t	f	f	f
1983	1970	4690	Millville	f	f	t	f	f	f
1984	1950	4690	Millville	f	t	f	f	f	f
1985	1960	4690	Millville	f	f	f	f	f	f
1986	1940	4662	Mifflin Township	f	t	t	f	f	f
1987	1940	4571	Main Township	f	t	t	f	f	f
1988	1940	4559	Madison Township	f	t	t	f	f	f
1989	1940	4497	Locust Township	f	t	t	f	f	f
1990	1940	4318	Jackson Township	f	t	t	f	f	f
1991	1940	4222	Hemlock Township	f	t	t	f	f	f
1992	1940	4147	Greenwood Township	f	t	t	f	f	f
1993	1940	4050	Franklin Township	f	t	t	f	f	f
1994	1940	4010	Fishing Creek Township	f	t	t	f	f	f
1995	1940	3707	Conynghara Township	f	t	t	f	f	f
1996	1940	3638	Cleveland Township	f	t	t	f	f	f
1997	1970	3578	Centralia	f	f	t	f	f	f
1998	1960	3578	Centralia	f	f	f	f	f	f
1999	1940	3565	Catawissa Township	f	t	t	f	f	f
2000	1970	3564	Catawissa	f	f	t	f	f	f
2001	1950	3564	Catawissa	f	t	f	f	f	f
2002	1960	3564	Catawissa	f	f	f	f	f	f
2003	1940	3469	Briar Creek Township	f	t	t	f	f	f
2004	1970	3468	Briar Creek	f	f	t	f	f	f
2005	1950	3468	Briar Creek	f	t	f	f	f	f
2006	1960	3468	Briar Creek	f	f	f	f	f	f
2007	1970	3435	Bloorasburg	f	f	t	f	f	f
2008	1930	3435	Bloorasburg	f	t	f	f	f	f
2009	1960	3435	Bloorasburg	f	f	f	f	f	f
2010	1950	3435	Bloorasburg	f	f	f	f	f	f
2011	1940	3435	Bloorasburg	f	f	f	f	f	f
2012	1960	3397	Berwick	f	f	t	f	f	f
2013	1930	3397	Berwick	f	t	f	f	f	f
2014	1950	3397	Berwick	f	f	f	f	f	f
2015	1940	3397	Berwick	f	f	f	f	f	f
2016	1940	3390	Benton Township	f	t	t	f	f	f
2017	1970	3389	Benton	f	f	t	f	f	f
2018	1950	3389	Benton	f	t	f	f	f	f
2019	1960	3389	Benton	f	f	f	f	f	f
2020	1970	3310	Ashland	f	f	f	f	f	f
2021	1960	3310	Ashland	f	f	f	f	f	f
2022	1950	3310	Ashland	f	f	f	f	f	f
2023	1960	2306		f	f	f	f	f	f
2024	1950	2306		f	f	f	f	f	f
2025	1940	2306		f	f	f	f	f	f
2026	1930	2306		f	f	f	f	f	f
2027	1940	3359	Beaver Township	f	t	t	f	f	f
2028	1940	3321	Athens Township	f	t	t	f	f	f
2029	1960	2306	Fredericksburg	f	f	f	f	f	f
2030	1950	2306	Oakland Beach	f	f	f	f	f	f
2031	1950	2306	Fredericksburg	f	f	f	f	f	f
2032	1940	5161	Rockdale Township	f	t	t	f	f	f
2033	1940	5139	Richmond Township	f	t	t	f	f	f
2034	1940	5107	Randolph Township	f	t	t	f	f	f
2035	1940	5017	Pine Township	f	t	t	f	f	f
2036	1970	2306	Fredericksburg	f	f	f	f	f	f
2037	1970	3697	Conneautville	f	f	t	f	f	f
2038	1950	3697	Conneautville	f	t	f	f	f	f
2039	1960	3697	Conneautville	f	f	f	f	f	f
2040	1970	3696	Conneaut Lake	f	f	t	f	f	f
2041	1950	3696	Conneaut Lake	f	t	f	f	f	f
2042	1960	3696	Conneaut Lake	f	f	f	f	f	f
2043	1940	3695	Conneaut Township	f	t	t	f	f	f
2044	1970	3660	Cochranton	f	f	t	f	f	f
2045	1960	3660	Cochranton	f	t	f	f	f	f
2046	1970	3576	Centerville	f	f	t	f	f	f
2047	1960	3576	Centerville	f	t	f	f	f	f
2048	1970	3533	Cambridge Springs	f	f	t	f	f	f
2049	1950	3533	Cambridge Springs	f	t	f	f	f	f
2050	1960	3533	Cambridge Springs	f	f	f	f	f	f
2051	1940	3532	Cambridge Township	f	t	t	f	f	f
2052	1970	3434	Blooming Valley	f	f	t	f	f	f
2053	1950	3434	Blooming Valley	f	t	f	f	f	f
2054	1960	3434	Blooming Valley	f	f	f	f	f	f
2055	1940	3431	Bloorafield Township	f	t	t	f	f	f
2056	1940	5170	Rome Township	f	t	t	f	f	f
2057	1940	5199	Sadsbury Township	f	t	t	f	f	f
2058	1960	5200	Saegertown	f	f	f	f	f	f
2059	1950	5200	Saegertown	f	t	f	f	f	f
2060	1970	5200	Saegertown	f	f	t	f	f	f
2061	1940	5355	South Shenango Township	f	t	t	f	f	f
2062	1940	5373	Spanta Township	f	t	t	f	f	f
2063	1970	5374	Spartansburg	f	t	t	f	f	f
2064	1940	5380	Spring Township	f	t	f	f	f	f
2065	1970	5380	Spring Township	f	f	t	f	f	f
2066	1950	5387	Springboro	f	t	f	f	f	f
2067	1950	2306	Lake Canadohta	f	f	f	f	f	f
2068	1970	2306	Lake Canadohta	f	f	f	f	f	f
2069	1950	2306	Nebbons Hill-Plateau Heights	f	f	f	f	f	f
2070	1960	5387	Springboro	f	f	t	f	f	f
2071	1940	5411	Steuben Township	f	t	t	f	f	f
2072	1940	5624	Vernon Township	f	t	t	f	f	f
2073	1940	5440	Summerhill Township	f	t	t	f	f	f
2074	1940	5444	Summit Township	f	t	t	f	f	f
2075	1930	5497	Titusville	f	f	f	f	f	f
2076	1940	5497	Titusville	f	f	f	f	f	f
2077	1950	5497	Titusville	f	f	f	f	f	f
2078	1960	5497	Titusville	f	f	f	f	f	f
2079	1920	5497	Titusville	f	t	f	f	f	f
2080	1970	5497	Titusville	f	f	t	f	f	f
2081	1960	5509	Townville	f	f	f	f	f	f
2082	1950	5509	Townville	f	t	f	f	f	f
2083	1970	5509	Townville	f	f	t	f	f	f
2084	1940	5521	Troy Township	f	t	t	f	f	f
2085	1940	5549	Union Township	f	t	t	f	f	f
2086	1970	5620	Venango	f	t	t	f	f	f
2087	1940	5623	Venango Township	f	t	t	f	f	f
2088	1940	5696	Wayne Township	f	t	t	f	f	f
2089	1940	5736	West Fallowfield Township	f	t	t	f	f	f
2090	1940	5758	West Mead Township	f	t	t	f	f	f
2091	1970	5850	Woodcock	f	t	t	f	f	f
2092	1940	4903	Oi1 Creek Township	f	t	t	f	f	f
2093	1940	4867	North Shehango Township	f	t	t	f	f	f
2094	1960	4627	Meadville	f	f	t	f	f	f
2095	1900	4627	Meadville	f	t	f	f	f	f
2096	1950	4627	Meadville	f	f	f	f	f	f
2097	1940	4627	Meadville	f	f	f	f	f	f
2098	1930	4627	Meadville	f	f	f	f	f	f
2099	1920	4627	Meadville	f	f	f	f	f	f
2100	1910	4627	Meadville	f	f	f	f	f	f
2101	1970	4485	Linesville	f	f	t	f	f	f
2102	1950	4485	Linesville	f	t	f	f	f	f
2103	1960	4485	Linesville	f	f	f	f	f	f
2104	1970	4287	Hydetown	f	f	t	f	f	f
2105	1950	4287	Hydetown	f	t	f	f	f	f
2106	1960	4287	Hydetown	f	f	f	f	f	f
2107	1940	4207	Hayfield Township	f	t	t	f	f	f
2108	1940	4149	Greenwood Township	f	t	t	f	f	f
2109	1940	3976	Fairfield Township	f	t	t	f	f	f
2110	1940	3885	East Mead Township	f	t	t	f	f	f
2111	1940	3866	East Fallowfield Township	f	t	t	f	f	f
2112	1940	3864	East Fairfield Township	f	t	t	f	f	f
2113	1940	3750	Cussewago Township	f	t	t	f	f	f
2114	1940	5851	Woodcock Township	f	t	t	f	f	f
2115	1970	2306		f	f	f	f	f	f
2116	1950	4446	Lemoyne	f	f	f	f	f	f
2117	1960	6585	West Fairview	f	f	t	f	f	f
2118	1950	6585	West Fairview	f	t	f	f	f	f
2119	1920	2307		f	f	f	f	f	f
2120	1930	2307		f	f	f	f	f	f
2121	1940	2307		f	f	f	f	f	f
2122	1950	2307		f	f	f	f	f	f
2123	1960	2307		f	f	f	f	f	f
2124	1970	2307		f	f	f	f	f	f
2125	1960	2307	Harrisburg, Vicinity of	f	f	f	f	f	f
2126	1950	2307	Boiling Springs	f	f	f	f	f	f
2127	1960	2307	Boiling Springs	f	f	f	f	f	f
2128	1970	2307	Boiling Springs	f	f	f	f	f	f
2129	1970	2307	Carlisle Barracks	f	f	f	f	f	f
2130	1950	2307	Harrisburg, Vicinity of	f	f	f	f	f	f
2131	1940	3534	Camp Hill	f	f	f	f	f	f
2132	1930	3534	Camp Hill	f	t	f	f	f	f
2133	1950	3534	Camp Hill	f	f	f	f	f	f
2134	1960	3534	Camp Hill	f	f	t	f	f	f
2135	1920	3545	Carlisle	f	f	f	f	f	f
2136	1930	3545	Carlisle	f	f	f	f	f	f
2137	1940	3545	Carlisle	f	f	f	f	f	f
2138	1910	3545	Carlisle	f	t	f	f	f	f
2139	1950	3545	Carlisle	f	f	f	f	f	f
2140	1960	3545	Carlisle	f	f	f	f	f	f
2141	1970	3545	Carlisle	f	f	t	f	f	f
2142	1940	3709	Cooke Township	f	t	t	f	f	f
2143	1940	3795	Dickinson Township	f	t	t	f	f	f
2144	1940	3891	East Pennsboro Township	f	t	t	f	f	f
2145	1940	4171	Hampden Township	f	t	t	f	f	f
2146	1940	4258	Hopewell Township	f	t	t	f	f	f
2147	1940	4446	Lemoyne	f	f	f	f	f	f
2148	1930	4446	Lemoyne	f	t	f	f	f	f
2149	1960	4446	Lemoyne	f	f	t	f	f	f
2150	1940	4512	Lower Allen Township	f	t	t	f	f	f
2151	1940	4518	Lower Frank ford Township	f	t	t	f	f	f
2152	1940	4526	Lower Mifflin Township	f	t	t	f	f	f
2153	1940	4628	Mechanicsburg	f	f	f	f	f	f
2154	1950	4628	Mechanicsburg	f	f	f	f	f	f
2155	1930	4628	Mechanicsburg	f	t	f	f	f	f
2156	1960	4628	Mechanicsburg	f	f	t	f	f	f
2157	1940	4651	Middlesex Township	f	t	t	f	f	f
2158	1940	4708	Monroe Township	f	t	t	f	f	f
2159	1960	4737	Mount Holly Springs	f	f	f	f	f	f
2160	1950	4737	Mount Holly Springs	f	t	f	f	f	f
2161	1970	4737	Mount Holly Springs	f	f	t	f	f	f
2162	1960	4817	Newburg	f	f	f	f	f	f
2163	1950	4817	Newburg	f	t	f	f	f	f
2164	1970	4817	Newburg	f	f	t	f	f	f
2165	1940	4790	New Cumberland	f	f	f	f	f	f
2166	1950	4790	New Cumberland	f	f	f	f	f	f
2167	1930	4790	New Cumberland	f	t	f	f	f	f
2168	1960	4790	New Cumberland	f	f	t	f	f	f
2169	1960	4829	Newille	f	f	f	f	f	f
2170	1950	4829	Newille	f	t	f	f	f	f
2171	1970	4829	Newille	f	f	t	f	f	f
2172	1940	4864	North Middleton Township	f	t	t	f	f	f
2173	1940	4865	North Newton Township	f	t	t	f	f	f
2174	1940	4973	Penn Township	f	t	t	f	f	f
2175	1940	5282	Shippensburg	f	f	f	f	f	f
2176	1950	5282	Shippensburg	f	f	f	f	f	f
2177	1960	5282	Shippensburg	f	f	f	f	f	f
2178	1930	5282	Shippensburg	f	t	f	f	f	f
2179	1970	5282	Shippensburg	f	f	t	f	f	f
2180	1940	5283	Shippensburg Township	f	t	t	f	f	f
2181	1950	5286	Shiremanstown	f	t	f	f	f	f
2182	1960	5286	Shiremanstown	f	f	t	f	f	f
2183	1940	5296	Silver Spring Township	f	t	t	f	f	f
2184	1940	5366	Southampton Township	f	t	t	f	f	f
2185	1940	5349	South Middleton Township	f	t	t	f	f	f
2186	1940	5351	South Newton Township	f	t	t	f	f	f
2187	1940	5571	Upper Allen Township	f	t	t	f	f	f
2188	1940	5579	Upper Frankford Township	f	t	t	f	f	f
2189	1940	5589	Upper Mifflin Township	f	t	t	f	f	f
2190	1940	5767	West Pennsboro Township	f	t	t	f	f	f
2191	1950	5857	Wormleysburg	f	t	f	f	f	f
2192	1960	5857	Wormleysburg	f	f	t	f	f	f
2193	1940	4642	Middle Paxton Township	f	t	t	f	f	f
2194	1940	4554	Lykens Township	f	t	t	f	f	f
2195	1960	4241	Highspire	f	f	t	f	f	f
2196	1950	4241	Highspire	f	t	f	f	f	f
2197	1940	4277	Hummelstown	f	f	f	f	f	f
2198	1950	4277	Hummelstown	f	f	f	f	f	f
2199	1930	4277	Hummelstown	f	t	f	f	f	f
2200	1960	4277	Hummelstown	f	f	t	f	f	f
2201	1940	4311	Jackson Township	f	t	t	f	f	f
2202	1940	4334	Jefferson Township	f	t	t	f	f	f
2203	1940	4505	Londonderry Township	f	t	t	f	f	f
2204	1970	4553	Lykens	f	f	t	f	f	f
2205	1940	4532	Lower Paxton Township	f	t	t	f	f	f
2206	1940	4538	Lower Swatana Township	f	t	t	f	f	f
2207	1940	4553	Lykens	f	f	f	f	f	f
2208	1950	4553	Lykens	f	f	f	f	f	f
2209	1960	4553	Lykens	f	f	f	f	f	f
2210	1930	4553	Lykens	f	t	f	f	f	f
2211	1960	3396	Berrysburg	f	f	f	f	f	f
2212	1950	3396	Berrysburg	f	t	f	f	f	f
2213	1970	3396	Berrysburg	f	f	t	f	f	f
2214	1940	3687	Conewago Township	f	t	t	f	f	f
2215	1950	3764	Dauphin	f	t	f	f	f	f
2216	1960	3764	Dauphin	f	f	t	f	f	f
2217	1940	3794	Derry Township	f	t	t	f	f	f
2218	1940	3872	East Hanover Township	f	t	t	f	f	f
2219	1950	3939	Elizabethville	f	t	f	f	f	f
2220	1960	3939	Elizabethville	f	f	f	f	f	f
2221	1970	3939	Elizabethville	f	f	t	f	f	f
2222	1950	4120	Grafz	f	t	f	f	f	f
2223	1960	4120	Grafz	f	f	f	f	f	f
2224	1970	4120	Grafz	f	f	t	f	f	f
2225	1960	4159	Halifax	f	t	f	f	f	f
2226	1930	4653	Middletown	f	t	f	f	f	f
2227	1960	4653	Middletown	f	f	t	f	f	f
2228	1940	4661	Mifflin Township	f	t	t	f	f	f
2229	1940	4963	Penbrook	f	f	f	f	f	f
2230	1950	4963	Penbrook	f	f	f	f	f	f
2231	1930	4963	Penbrook	f	t	f	f	f	f
2232	1960	4963	Penbrook	f	f	t	f	f	f
2233	1970	5012	Pillow (excluding Uniontown)	f	f	t	f	f	f
2234	1940	5122	Reed Township	f	t	t	f	f	f
2235	1950	5183	Royalton	f	t	f	f	f	f
2236	1960	5183	Royalton	f	f	t	f	f	f
2237	1940	5188	Rush Township	f	t	t	f	f	f
2238	1940	5341	South Hanover Township	f	t	t	f	f	f
2239	1920	5409	Steelton	f	f	f	f	f	f
2240	1930	5409	Steelton	f	f	f	f	f	f
2241	1940	5409	Steelton	f	f	f	f	f	f
2242	1950	5409	Steelton	f	f	f	f	f	f
2243	1910	5409	Steelton	f	t	f	f	f	f
2244	1960	5409	Steelton	f	f	t	f	f	f
2245	1940	5450	Susquehanna Township	f	t	t	f	f	f
2246	1940	5457	Swatara Township	f	t	t	f	f	f
2247	1940	5595	Upper Paxton Township	f	t	t	f	f	f
2248	1940	5672	Washington Township	f	t	t	f	f	f
2249	1940	5695	Wayne Township	f	t	t	f	f	f
2250	1940	5741	West Hanover Township	f	t	t	f	f	f
2251	1950	5813	Wiconisco	f	f	f	f	f	f
2252	1960	5813	Wiconisco	f	f	f	f	f	f
2253	1940	5813	Wiconisco Township	f	t	f	f	f	f
2254	1970	5813	Wiconisco	f	f	t	f	f	f
2255	1940	5819	Williams Township	f	t	t	f	f	f
2256	1940	5823	Williamstown	f	f	f	f	f	f
2257	1950	5823	Williamstown	f	f	f	f	f	f
2258	1960	5823	Williamstown	f	f	f	f	f	f
2259	1930	5823	Williamstown	f	t	f	f	f	f
2260	1970	5823	Williamstown	f	f	t	f	f	f
2261	1950	2308	Harrrisburg, Vicinity of	f	f	f	f	f	f
2262	1960	2308	Harrrisburg, Vicinity of	f	f	f	f	f	f
2263	1960	2308	Hershey	f	f	f	f	f	f
2264	1970	2308	Hershey	f	f	f	f	f	f
2265	1950	2308	Hershey-Swatara	f	f	f	f	f	f
2266	1940	4684	Millersburg	f	f	f	f	f	f
2267	1950	4684	Millersburg	f	f	f	f	f	f
2268	1960	4684	Millersburg	f	f	f	f	f	f
2269	1930	4684	Millersburg	f	t	f	f	f	f
2270	1970	2308		f	f	f	f	f	f
2271	1960	2308		f	f	f	f	f	f
2272	1970	4159	Halifax	f	f	t	f	f	f
2273	1940	4160	Halifax Township	f	t	t	f	f	f
2274	1910	4190	Harrisburg	f	f	f	f	f	f
2275	1920	4190	Harrisburg	f	f	f	f	f	f
2276	1930	4190	Harrisburg	f	f	f	f	f	f
2277	1950	2308		f	f	f	f	f	f
2278	1940	2308		f	f	f	f	f	f
2279	1930	2308		f	f	f	f	f	f
2280	1920	2308		f	f	f	f	f	f
2281	1950	6554	Uniontown	f	t	f	f	f	f
2282	1970	2308	Palradale	f	f	f	f	f	f
2283	1970	4684	Millersburg	f	f	t	f	f	f
2284	1950	4960	Paxtang	f	t	f	f	f	f
2285	1960	4960	Paxtang	f	f	t	f	f	f
2286	1960	6554	Uniontown	f	f	f	f	f	f
2287	1940	4190	Harrisburg	f	f	f	f	f	f
2288	1900	4190	Harrisburg	f	t	f	f	f	f
2289	1950	4653	Middletown	f	f	f	f	f	f
2290	1950	4190	Harrisburg	f	f	f	f	f	f
2291	1940	4653	Middletown	f	f	f	f	f	f
2292	1960	4190	Harrisburg	f	f	t	f	f	f
2293	1940	3879	East Lansdowne	f	f	f	f	f	f
2294	1950	3879	East Lansdowne	f	f	f	f	f	f
2295	1920	3879	East Lansdowne	f	t	f	f	f	f
2296	1960	3879	East Lansdowne	f	f	t	f	f	f
2297	1950	3916	Eddystone	f	f	f	f	f	f
2298	1930	3916	Eddystone	f	t	f	f	f	f
2299	1960	3916	Eddystone	f	f	t	f	f	f
2300	1940	3920	Edgemont Township	f	t	t	f	f	f
2301	1950	4013	Folcroft	f	t	f	f	f	f
2302	1960	4013	Folcroft	f	f	t	f	f	f
2303	1940	4111	Glenolden	f	f	f	f	f	f
2304	1950	4111	Glenolden	f	f	f	f	f	f
2305	1930	4111	Glenolden	f	t	f	f	f	f
2306	1960	4111	Glenolden	f	f	t	f	f	f
2307	1930	4203	Haverford Township	f	t	f	f	f	f
2308	1940	4203	Haverford Township	f	f	t	f	f	f
2309	1940	4413	Lansdowne	f	f	f	f	f	f
2310	1950	4413	Lansdowne	f	f	f	f	f	f
2311	1930	4413	Lansdowne	f	t	f	f	f	f
2312	1960	4413	Lansdowne	f	f	t	f	f	f
2313	1940	4517	Lower Chichester Township	f	t	t	f	f	f
2314	1940	4587	Marcus Hook	f	f	f	f	f	f
2315	1950	4587	Marcus Hook	f	f	f	f	f	f
2316	1960	4587	Marcus Hook	f	f	t	f	f	f
2317	1930	4587	Marcus Hook	f	t	f	f	f	f
2318	1940	4599	Marple Township	f	t	t	f	f	f
2319	1940	4630	Media	f	f	f	f	f	f
2320	1950	4630	Media	f	f	f	f	f	f
2321	1930	4630	Media	f	t	f	f	f	f
2322	1960	4630	Media	f	f	t	f	f	f
2323	1940	4654	Middletown Township	f	t	t	f	f	f
2324	1950	4678	Millbourne	f	t	f	f	f	f
2325	1960	4678	Millbourne	f	f	t	f	f	f
2326	1950	4731	Morton	f	t	f	f	f	f
2327	1960	4731	Morton	f	f	t	f	f	f
2328	1940	4774	Nether Providence Township	f	t	t	f	f	f
2329	1940	4828	Newtown Township	f	t	t	f	f	f
2330	1940	4886	Norwood	f	f	f	f	f	f
2331	1950	4886	Norwood	f	f	f	f	f	f
2332	1930	4886	Norwood	f	t	f	f	f	f
2333	1960	4886	Norwood	f	f	t	f	f	f
2334	1950	4952	Parkside	f	t	f	f	f	f
2335	1960	4952	Parkside	f	f	t	f	f	f
2336	1940	5090	Prospect Park	f	f	f	f	f	f
2337	1950	5090	Prospect Park	f	f	f	f	f	f
2338	1930	5090	Prospect Park	f	t	f	f	f	f
2339	1960	5090	Prospect Park	f	f	t	f	f	f
2340	1930	5102	Radner Township	f	t	f	f	f	f
2341	1940	5102	Radner Township	f	f	t	f	f	f
2342	1940	5144	Ridley Township	f	t	t	f	f	f
2343	1940	5145	Ridley Park	f	f	f	f	f	f
2344	1950	5145	Ridley Park	f	f	f	f	f	f
2345	1930	5145	Ridley Park	f	t	f	f	f	f
2346	1960	5145	Ridley Park	f	f	t	f	f	f
2347	1950	5173	Rose Valley	f	t	f	f	f	f
2348	1960	5173	Rose Valley	f	f	t	f	f	f
2349	1950	5193	Rut ledge	f	t	f	f	f	f
2350	1960	5193	Rut ledge	f	f	t	f	f	f
2351	1940	5267	Sharon Hill	f	f	f	f	f	f
2352	1950	5267	Sharon Hill	f	f	f	f	f	f
2353	1930	5267	Sharon Hill	f	t	f	f	f	f
2354	1960	5267	Sharon Hill	f	f	t	f	f	f
2355	1940	5400	Springfield Township	f	t	t	f	f	f
2356	1940	5456	Swarthmore	f	f	f	f	f	f
2357	1950	5456	Swarthmore	f	f	f	f	f	f
2358	1930	5456	Swarthmore	f	t	f	f	f	f
2359	1960	5456	Swarthmore	f	f	t	f	f	f
2360	1940	5484	Thornbury Township	f	t	t	f	f	f
2361	1940	5492	Tinicum Township	f	t	t	f	f	f
2362	1950	5511	Trainer	f	t	f	f	f	f
2363	1960	5511	Trainer	f	f	t	f	f	f
2364	1950	5570	Upland	f	f	f	f	f	f
2365	1940	5570	Upland	f	t	f	f	f	f
2366	1960	5570	Upland	f	f	t	f	f	f
2367	1940	5575	Upper Chichester Township	f	t	t	f	f	f
2368	1930	5576	Upper Darby Township	f	t	f	f	f	f
2369	1940	5576	Upper Darby Township	f	f	t	f	f	f
2370	1940	5598	Upper Providence Township	f	t	t	f	f	f
2371	1940	5873	Yeadon	f	f	f	f	f	f
2372	1950	5873	Yeadon	f	f	f	f	f	f
2373	1930	5873	Yeadon	f	t	f	f	f	f
2374	1960	5873	Yeadon	f	f	t	f	f	f
2375	1960	2309		f	f	f	f	f	f
2376	1950	2309		f	f	f	f	f	f
2377	1940	2309		f	f	f	f	f	f
2378	1930	2309		f	f	f	f	f	f
2379	1950	2309	Philadelphia, Vicinity of	f	f	f	f	f	f
2380	1960	2309	Philadelphia, Vicinity of	f	f	f	f	f	f
2381	1940	6052	Birmingham Township	f	t	t	f	f	f
2382	1940	3264	Aldan	f	f	f	f	f	f
2383	1930	3264	Aldan	f	t	f	f	f	f
2384	1960	3264	Aldan	f	f	t	f	f	f
2385	1950	3264	Aldan	f	f	f	f	f	f
2386	1940	3316	Aston Township	f	t	t	f	f	f
2387	1940	3404	Bethel Township	f	t	t	f	f	f
2388	1960	3485	Brookhaven	f	f	t	f	f	f
2389	1950	3485	Brookhaven	f	t	f	f	f	f
2390	1910	3609	Chester	f	f	f	f	f	f
2391	1920	3609	Chester	f	f	f	f	f	f
2392	1930	3609	Chester	f	f	f	f	f	f
2393	1940	3609	Chester	f	f	f	f	f	f
2394	1900	3609	Chester	f	t	f	f	f	f
2395	1950	3609	Chester	f	f	f	f	f	f
2396	1960	3609	Chester	f	f	t	f	f	f
2397	1940	3610	Chester Township	f	t	t	f	f	f
2398	1960	3611	Chester Heights	f	f	t	f	f	f
2399	1950	3611	Chester Heights	f	t	f	f	f	f
2400	1940	3641	Clifton Heights	f	f	f	f	f	f
2401	1950	3641	Clifton Heights	f	f	f	f	f	f
2402	1930	3641	Clifton Heights	f	t	f	f	f	f
2403	1960	3641	Clifton Heights	f	f	t	f	f	f
2404	1940	3675	Collingdale	f	f	f	f	f	f
2405	1950	3675	Collingdale	f	f	f	f	f	f
2406	1930	3675	Collingdale	f	t	f	f	f	f
2407	1960	3675	Collingdale	f	f	t	f	f	f
2408	1950	3679	Colwyn	f	t	f	f	f	f
2409	1960	3679	Colwyn	f	f	t	f	f	f
2410	1940	3682	Concord Township	f	t	t	f	f	f
2411	1940	3759	Darby	f	f	f	f	f	f
2412	1950	3759	Darby	f	f	f	f	f	f
2413	1930	3759	Darby	f	t	f	f	f	f
2414	1960	3759	Darby	f	f	t	f	f	f
2415	1940	3760	Darby Township	f	t	t	f	f	f
2416	1930	3879	East Lansdowne	f	f	f	f	f	f
2417	1970	4347	Johnsonburg	f	f	t	f	f	f
2418	1940	3384	Benezette Township	f	t	t	f	f	f
2419	1940	4030	Fox Township	f	t	t	f	f	f
2420	1940	4238	Highland Township	f	t	t	f	f	f
2421	1940	4264	Horton Township	f	t	t	f	f	f
2422	1940	4322	Jay Township	f	t	t	f	f	f
2423	1940	4347	Johnsonburg	f	f	f	f	f	f
2424	1950	4347	Johnsonburg	f	f	f	f	f	f
2425	1960	4347	Johnsonburg	f	f	f	f	f	f
2426	1930	4347	Johnsonburg	f	t	f	f	f	f
2427	1940	4349	Jones Township	f	t	t	f	f	f
2428	1940	4688	Millstone Township	f	t	t	f	f	f
2429	1940	5142	Ridgeway	f	f	f	f	f	f
2430	1950	5142	Ridgeway	f	f	f	f	f	f
2431	1960	5142	Ridgeway	f	f	f	f	f	f
2432	1930	5142	Ridgeway	f	t	f	f	f	f
2433	1970	5142	Ridgeway	f	f	t	f	f	f
2434	1940	5143	Ridgeway Township	f	t	t	f	f	f
2435	1940	5384	Spring Creek Township	f	t	t	f	f	f
2436	1970	2310		f	f	f	f	f	f
2437	1960	2310		f	f	f	f	f	f
2438	1950	2310		f	f	f	f	f	f
2439	1940	2310		f	f	f	f	f	f
2440	1930	2310		f	f	f	f	f	f
2441	1950	2310	Kersey-Dagus Mines	f	f	f	f	f	f
2442	1950	2310	Rolfe	f	f	f	f	f	f
2443	1970	2310	Wilcox	f	f	f	f	f	f
2444	1940	6489	St. Marys	f	f	f	f	f	f
2445	1950	6489	St. Marys	f	f	f	f	f	f
2446	1960	6489	St. Marys	f	f	f	f	f	f
2447	1930	6489	St. Marys	f	t	f	f	f	f
2448	1970	6489	St. Marys	f	f	t	f	f	f
2449	1940	6041	Benzinger Township	f	t	t	f	f	f
2450	1940	5710	Wesleyville	f	t	f	f	f	f
2451	1960	5710	Wesleyville	f	f	t	f	f	f
2452	1970	2311		f	f	f	f	f	f
2453	1970	6148	East Springfield	f	f	t	f	f	f
2454	1960	6148	East Springfield	f	f	f	f	f	f
2455	1950	6148	East Springfield	f	t	f	f	f	f
2456	1930	2311		f	f	f	f	f	f
