affectedgovernmentgisid	affectedgovernment	governmentshape
1938	9469	2911
1939	9147	2915
1940	13660	2917
1941	13513	2917
1942	13344	2917
1943	9554	2918
1944	3215	2919
1945	3304	2920
1946	9059	2926
1947	7913	2927
1948	13399	2930
1949	13389	2930
1950	13334	2930
1951	741	2933
1952	260	2933
1953	12496	2936
1954	16291	2937
1955	16061	2937
1956	4026	2939
1957	4016	2939
1958	9918	2941
1959	9794	2941
1960	11533	2943
1961	2267	2945
1962	656	2946
1963	3346	2949
1964	13560	2954
1965	13514	2954
1966	13475	2954
1967	6042	2955
1968	2783	2961
1969	7800	3936
1970	9797	2968
1971	16425	2972
1972	15876	3008
1973	9440	3965
1975	9182	3966
1976	15340	2979
1977	12467	2982
1978	12188	2982
1979	6152	2985
1980	6151	2985
1981	13639	2988
1982	13475	2988
1983	13352	2988
1984	13313	2988
1986	7227	2993
1987	15452	3967
1990	12847	3004
1991	12705	3004
1992	12704	3004
1993	2165	3009
1994	9852	3015
1995	6779	3015
1996	7829	3016
1997	14236	3017
1998	11128	3018
1999	12267	3019
2000	13653	3021
2001	13490	3021
2002	13412	3021
2003	13630	3022
2004	13374	3022
2005	13353	3022
2009	12265	3026
2010	4379	3028
2011	4377	3028
2012	8955	3030
2013	16018	3031
2014	2475	3034
2015	10204	3035
2016	4087	3044
2017	3944	3044
2018	2452	3047
2019	2797	3051
2020	13584	3052
2021	13376	3052
2022	16708	3186
2023	2249	3054
2024	569	3055
2025	12146	3057
2026	6496	3060
2027	6190	3060
2028	6189	3060
2029	16306	3061
2030	14852	3065
2031	14848	3065
2032	14836	3065
2034	9454	3067
2035	13543	3069
2036	13358	3069
2037	13351	3069
2038	2193	3071
2039	7859	3080
2040	12447	3082
2041	12372	3082
2042	4466	3086
2043	13660	3087
2044	13532	3087
2045	13396	3087
2046	13346	3087
2047	5800	3088
2048	6848	3089
2049	6814	3089
2050	12498	3093
2051	12234	3093
2052	12215	3093
2053	5206	3095
2054	1146	3096
2055	1694	3099
2056	9907	3101
2057	9871	3101
2058	9872	3102
2059	14072	3104
2060	12528	3105
2061	13577	3106
2062	13374	3106
2063	12537	3107
2064	12440	3107
2065	12214	3107
2066	13447	3108
2067	13365	3108
2068	13348	3108
2069	9218	3110
2070	16275	3111
2071	12571	3112
2072	12550	3113
2073	12222	3113
2074	9562	3114
2075	6612	3115
2076	13509	3116
2077	13392	3116
2078	13363	3116
2079	11296	3123
2080	6503	3124
2081	6497	3124
2082	6496	3124
2083	5694	3127
2084	9870	3128
2085	7001	3130
2086	6361	3132
2087	187	3134
2088	15603	3135
2089	1306	3138
2090	4897	3143
2091	12802	3144
2092	16128	3150
2094	6163	3152
2095	13643	3153
2096	13452	3153
2097	9856	3157
2098	2479	3161
2099	2271	3161
2100	6759	3164
2101	9567	3168
2102	650	3169
2103	3343	3171
2104	1048	3173
2105	13576	3174
2106	13362	3174
2107	2585	3175
2111	9180	3177
2113	7868	3179
2114	8120	3182
2115	9004	3183
2116	12447	3184
2117	12408	3184
2118	3308	3189
2119	9527	3190
2120	9243	3194
2121	461	3201
2122	5203	3203
2123	9145	3205
2124	14802	3208
2125	2775	3210
2126	13645	3213
2127	13495	3213
2128	2955	3214
2129	12585	3215
2130	12468	3215
2131	12188	3215
2132	4219	3216
2133	4154	3216
2134	5906	3217
2135	964	3218
2136	963	3218
2137	882	3218
2139	8964	3223
2140	2254	3226
2141	9454	3231
2142	9950	3232
2143	9797	3234
2144	6777	3234
2145	13650	3235
2146	13321	3235
2147	16297	3237
2148	13480	3239
2149	9872	3240
2150	9826	3240
2151	9824	3240
2152	12395	3241
2157	13291	3244
2158	9536	3245
2159	2192	3246
2160	4481	3247
2161	9136	3248
2162	14836	3249
2163	9902	3253
2164	9872	3253
2165	9858	3253
2166	9829	3253
2169	2246	3260
2170	13516	3261
2171	13376	3261
2172	13359	3261
2173	13352	3261
2174	6693	3263
2175	13560	3264
2176	13514	3264
2177	13475	3264
2178	4470	3265
2179	8975	3266
2180	16982	3267
2181	13619	3268
2182	13376	3268
2183	13359	3268
2184	3232	3273
2185	9561	3274
2187	12269	3278
2188	9227	3282
2189	4986	3283
2190	6900	7394
2191	6898	7394
2192	9869	3289
2194	8970	3291
2195	10157	3294
2196	13151	3297
2197	16708	3299
2198	6164	3302
2199	16221	3303
2200	2235	3306
2203	13517	3312
2204	13358	3312
2205	13301	3312
2208	9435	3316
2209	9005	3327
2210	9281	3319
2211	9299	3323
2212	4462	3329
2213	14390	3331
2214	7869	3332
2215	16313	3337
2216	1654	3340
2217	13652	3341
2218	13481	3341
2219	13412	3341
2220	9909	3342
2221	9887	3342
2222	9871	3342
2223	12627	3345
2224	13667	3346
2225	13567	3346
2226	651	3347
2227	8577	3348
2228	6144	3350
2229	2275	3352
2230	15450	3354
2231	9093	3358
2232	8988	3360
2233	12972	3361
2234	12152	3362
2235	13582	3364
2236	13391	3364
2237	13363	3364
2238	13666	3366
2239	13612	3366
2240	13476	3366
2241	13474	3366
2242	13469	3366
2243	13363	3366
2244	9173	3367
2245	9280	3372
2246	4343	3373
2247	13647	3374
2248	13514	3374
2249	13475	3374
2250	2544	3375
2251	2479	3375
2252	10652	3378
2253	2355	3379
2254	9361	3381
2255	7218	3382
2256	5090	3383
2257	9184	3385
2258	12569	3386
2259	12531	3386
2260	890	4539
2261	9900	3387
2262	9872	3387
2263	9829	3387
2264	9826	3387
2265	7011	3390
2266	13652	3391
2267	13485	3391
2268	13560	3395
2269	13376	3395
2270	13359	3395
2271	2569	3396
2272	13560	3397
2273	13376	3397
2274	13359	3397
2275	9900	3398
2276	9872	3398
2277	9829	3398
2278	9803	3398
2279	2581	3399
2280	2580	3399
2281	561	3424
2282	557	3424
2283	12561	3400
2284	12531	3400
2285	740	3402
2286	260	3402
2287	9439	3407
2288	13447	3408
2289	13365	3408
2290	13348	3408
2291	1144	3409
2292	1128	3409
2293	3828	3456
2294	13655	3415
2295	13617	3415
2296	2248	3416
2297	9329	3419
2298	2763	3421
2300	1083	3426
2301	990	3426
2302	3507	3427
2303	10177	3429
2304	638	3433
2305	940	3434
2306	939	3434
2307	758	3434
2308	3302	4541
2309	15733	3437
2310	2357	3438
2311	9441	3457
2312	7111	3442
2313	9993	3443
2314	16021	3444
2315	9872	3454
2316	6495	3455
2317	1058	3447
2318	2580	3448
2319	13581	3461
2320	13563	3461
2321	13327	3461
2322	9556	3463
2323	7193	3468
2324	9461	3469
2325	9992	3470
2326	13498	3472
2327	3306	3473
2328	781	3474
2329	16224	3477
2331	9856	3481
2332	7817	3483
2333	12912	3501
2334	2738	3503
2335	13658	3504
2336	13416	3504
2337	13537	3485
2338	13358	3485
2339	13302	3485
2340	6316	3487
2341	744	3505
2342	260	3505
2343	16272	3494
2344	13667	3498
2345	13280	3498
2346	1315	3509
2347	1112	3509
2348	476	3509
2349	13668	3510
2350	13612	3510
2351	13472	3510
2352	13355	3510
2353	5691	3511
2354	7267	3512
2355	16061	3513
2356	15949	3513
2358	16068	3516
2359	9028	3519
2360	9363	3520
2361	5087	3523
2362	3521	3525
2363	13644	3526
2364	13455	3526
2365	13396	3526
2366	9956	3531
2367	9233	3534
2368	715	3536
2369	279	3536
2370	278	3536
2371	9434	3538
2372	2680	3541
2373	13667	3545
2374	13281	3545
2375	12170	3549
2376	2349	3551
2377	1087	3552
2378	2231	3553
2379	2206	3553
2380	9207	3554
2381	13550	3555
2382	13475	3555
2383	13352	3555
2384	7431	3556
2386	2325	3559
2392	12515	3567
2393	964	3570
2394	963	3570
2395	883	3570
2396	6082	3571
2397	14461	3573
2398	1654	3576
2399	9852	3578
2400	3526	3580
2401	3284	3580
2402	6040	3583
2403	3527	3588
2404	8694	3589
2405	3516	3593
2411	13531	3599
2412	13475	3599
2413	13352	3599
2414	13313	3599
2415	11297	3600
2416	929	3605
2419	10226	3613
2420	16127	3614
2421	12160	3615
2423	8542	3627
2424	2721	3629
2429	9071	3634
2430	674	3636
2431	7457	3637
2432	7430	3637
2433	2582	3638
2434	9559	3639
2435	9547	3640
2436	7139	3641
2437	178	3642
2438	2356	3643
2439	16061	3647
2440	15948	3647
2441	3301	3648
2442	7267	3649
2443	13447	3653
2444	13365	3653
2445	13348	3653
2446	9423	3657
2447	9409	3657
2448	866	3658
2449	388	3658
2450	2815	3659
2451	2580	3660
2452	6365	3665
2453	2156	3669
2455	2154	3674
2456	5083	3676
2461	4771	3678
2463	9872	3682
2464	9820	3682
2465	1310	3684
2466	13625	3687
2467	13501	3687
2468	13374	3687
2470	2336	3689
2471	2459	3690
2472	2353	3690
2473	4675	3691
2474	4569	3691
2475	12260	3694
2476	2782	3699
2479	497	3703
2481	14852	3704
2482	14848	3704
2483	14784	3704
2484	7003	3731
2485	9222	3709
2486	2330	3710
2487	2329	3710
2488	2328	3710
2489	14297	3712
2490	3933	3713
2491	8972	3714
2492	15972	3715
2493	4403	3717
2494	2193	3721
2496	4757	3724
2497	5111	3725
2498	6364	3726
2499	650	3728
2500	2580	3729
2501	2579	3729
2502	10104	3738
2503	9412	3740
2504	2514	3742
2505	2453	3742
2506	259	3743
2507	12538	3744
2508	3311	3745
2509	9152	3747
2510	12264	3748
2511	9503	3749
2512	14091	3752
2513	12417	3753
2514	2775	3755
2515	9301	3756
2516	2581	3758
2517	2580	3758
2518	11585	3759
2519	13570	3760
2520	9330	3761
2521	3517	3763
2522	10065	3764
2523	4675	3765
2524	4563	3765
2525	10260	3766
2526	8963	3768
2527	4383	3772
2528	4675	3774
2529	4560	3774
2530	601	3777
2531	2328	3778
2532	12537	3781
2533	12446	3781
2534	12214	3781
2535	12186	3781
2536	13536	3783
2537	13398	3783
2538	13390	3783
2539	13283	3783
2540	16038	3784
2541	12532	3786
2542	9019	3789
2543	9244	3790
2544	13535	3791
2545	13475	3791
2546	13352	3791
2547	13313	3791
2548	4034	3792
2549	14092	3793
2550	1270	3797
2551	1269	3797
2552	1089	3797
2553	1188	3798
2554	579	3798
2555	15945	3799
2556	775	3803
2557	16207	3804
2558	13660	3807
2559	13344	3807
2560	9408	3808
2561	13597	3809
2562	13368	3809
2563	13291	3809
2564	2687	3810
2565	4040	3812
2566	881	3813
2567	16576	3814
2568	5113	3815
2569	4481	3816
2571	13044	3822
2572	6725	3824
2573	2332	3826
2574	2315	3826
2575	6389	3828
2576	8990	3829
2577	263	3830
2578	6845	3831
2579	6831	3831
2580	13662	3832
2581	13365	3832
2582	13338	3832
2583	13285	3832
2584	9879	3834
2585	9853	3834
2586	13447	3835
2587	13365	3835
2588	13348	3835
2592	12537	3840
2593	12445	3840
2594	12214	3840
2597	13583	3842
2598	13362	3842
2599	2583	3843
2600	10206	3845
2601	2335	3846
2602	2331	3846
2603	2327	3846
2604	16275	3847
2605	16274	3847
2606	3936	3851
2607	9071	3853
2608	2319	3856
2609	6501	3858
2610	13335	3859
2611	13667	3862
2612	13611	3862
2613	13606	3862
2614	13427	3862
2615	595	3863
2616	16288	3864
2617	16061	3864
2618	9882	3865
2619	9853	3865
2620	3526	3866
2621	4969	3867
2622	5303	3868
2623	639	3870
2624	2360	3871
2625	2567	3873
2626	784	3876
2627	7803	3877
2628	12498	3878
2629	12212	3878
2630	12835	3880
2631	5579	3881
2632	6899	3882
2633	6898	3882
2634	16312	3883
2635	13631	3884
2636	13514	3884
2637	13475	3884
2638	13340	3884
2639	744	3886
2640	260	3886
2641	9424	3890
2642	6382	3892
2643	13539	3893
2644	13358	3893
2645	13301	3893
2646	4026	3894
2647	15998	3896
2648	13547	3897
2649	13357	3897
2650	13342	3897
2651	8368	3898
2652	6692	3900
2653	13612	3901
2654	13510	3901
2655	13476	3901
2656	13474	3901
2657	13470	3901
2658	6080	3902
2659	9109	3903
2660	3504	3904
2662	6115	3906
2663	77969	3907
2664	9269	3908
2665	9520	3909
2666	9308	3909
2667	3381	3910
2668	1315	3911
2669	1294	3911
2670	478	3911
2671	8954	3915
2672	4008	3916
2673	9399	3917
2674	13589	3918
2675	13362	3918
2676	13339	3918
2677	9335	3920
2678	13475	3921
2679	13352	3921
2680	13314	3921
2681	3489	3922
2682	4117	3924
2683	13574	3931
2684	11504	3933
2685	1296	3934
2686	1138	3934
2687	6335	3935
2688	1010	3937
2689	767	3937
2690	766	3937
2691	7121	3941
2692	6825	3941
2693	5301	3986
2694	13651	3948
2695	13318	3948
2696	9025	3949
2697	6980	3950
2698	6687	3954
2699	11582	3955
2700	8956	3956
2701	12494	3957
2702	2336	3958
2703	13609	3959
2704	13604	3959
2705	13508	3959
2706	205	3960
2707	5092	3962
2708	1074	3964
2709	920	3964
2710	2336	3969
2711	12498	3970
2712	12214	3970
2714	13013	3973
2719	4947	3978
2720	5124	3980
2721	13847	3981
2722	6286	3985
2723	13016	3988
2724	7857	3990
2725	9178	3991
2726	9095	3993
2728	9208	4012
2729	2249	3997
2730	6891	3998
2731	13636	3999
2732	13475	3999
2733	8693	4000
2734	716	4001
2735	278	4001
2736	3307	4003
2737	13611	4008
2738	13606	4008
2739	13433	4008
2740	7209	4010
2742	9533	4015
2743	1315	4017
2744	482	4017
2745	9362	4018
2746	1092	4020
2747	9947	4021
2748	8959	4022
2749	14448	4024
2750	2577	4025
2751	11124	4027
2752	8991	4029
2753	16161	4030
2754	13529	4031
2755	13358	4031
2756	13309	4031
2757	9024	4032
2758	5089	4034
2759	1091	4035
2760	2489	4038
2761	2279	4038
2762	6728	4040
2763	13661	4043
2764	13357	4043
2765	13311	4043
2766	1275	4045
2767	1010	4046
2768	765	4046
2769	2249	4048
2770	15455	4049
2771	11264	4051
2772	9877	4052
2773	9853	4052
2774	13057	4054
2775	13583	4055
2776	13362	4055
2777	2015	4056
2778	4752	4057
2779	8224	4061
2780	7865	4062
2781	8095	4067
2782	3303	4071
2783	3518	4072
2784	13650	4075
2785	13323	4075
2786	2155	4121
2787	1048	4077
2788	374	4077
2789	13067	4080
2790	12987	4080
2791	361	4081
2792	13067	4085
2793	12988	4085
2794	13610	4400
2795	13605	4400
2796	13432	4400
2797	10225	4088
2798	12983	4090
2799	14424	4091
2801	1154	4094
2803	9266	4099
2804	16226	4102
2805	15859	4102
2806	9872	4106
2807	10141	4107
2808	14852	4114
2809	14848	4114
2810	9238	4116
2811	1202	4117
2812	1190	4117
2813	1270	4118
2814	1269	4118
2815	1090	4118
2816	657	4119
2817	12417	4123
2818	13358	4124
2819	13301	4124
2820	15730	4125
2821	10059	4127
2822	12128	4129
2823	9061	4131
2824	2440	4132
2825	2131	4132
2826	13522	4136
2827	13358	4136
2828	13351	4136
2829	2168	4137
2830	1166	4143
2831	5168	4147
2832	2697	4150
2833	12567	4151
2834	12531	4151
2835	9438	4152
2836	13660	4154
2837	13521	4154
2838	13394	4154
2839	13347	4154
2840	4773	4156
2841	4154	4157
2842	9230	4160
2843	16123	4161
2844	5796	4162
2845	6685	4163
2846	9200	4169
2847	12500	4173
2848	3442	4175
2849	3334	4175
2850	12401	4176
2851	16164	4200
2852	6717	4179
2853	7864	4181
2854	9177	4182
2855	6979	4184
2856	6831	4184
2857	12498	4185
2858	12235	4185
2859	12215	4185
2860	9193	4186
2861	4067	4187
2862	3810	4201
2863	6793	4191
2864	10133	4192
2865	11580	4193
2866	9548	4203
2867	2666	4196
2868	173	4197
2869	9877	4207
2870	9853	4207
2871	13475	4208
2872	13352	4208
2873	13313	4208
2874	16289	4210
2875	16061	4210
2877	11583	4214
2878	13025	4215
2879	11280	4220
2880	12581	4221
2881	1077	4222
2882	5453	4224
2883	9535	4225
2884	16208	4228
2885	4675	4229
2886	4558	4229
2887	6495	4230
2888	13390	4233
2889	13283	4233
2890	9066	4401
2891	902	4236
2892	375	4236
2893	2544	4238
2894	2479	4238
2895	2198	4238
2896	2178	4240
2897	6686	4241
2898	10223	4242
2899	4483	4243
2900	4482	4243
2901	4675	4244
2902	4549	4244
2903	13608	4246
2904	13607	4246
2905	13602	4246
2906	13511	4246
2907	13469	4246
2908	13343	4246
2909	2342	4248
2910	2578	4252
2911	1163	5176
2912	451	5176
2913	9303	4253
2914	5163	4255
2915	14226	4256
2920	6160	4260
2921	13620	4261
2922	13376	4261
2923	13359	4261
2924	13340	4261
2925	13327	4261
2926	827	4264
2927	13638	4266
2928	13374	4266
2929	13353	4266
2930	1207	4267
2931	876	4267
2932	13636	4268
2933	13371	4268
2934	729	4269
2935	258	4269
2936	607	4270
2937	176	4270
2938	4675	4274
2939	4544	4274
2940	1164	4276
2941	11596	4279
2942	6497	4423
2943	6496	4423
2944	9501	4280
2945	6867	4282
2946	13608	4285
2947	13607	4285
2948	13602	4285
2949	13573	4285
2950	13510	4285
2951	6351	4287
2952	15771	4288
2953	14820	4289
2954	2890	4294
2955	2253	4299
2956	4992	4302
2957	9446	4306
2958	11467	4308
2959	11381	4308
2960	9870	4309
2961	12374	4312
2962	12340	4312
2963	13571	4554
2964	13365	4554
2965	13348	4554
2966	13312	4554
2967	2581	4319
2968	317	4320
2969	5302	4321
2970	13020	4334
2972	9900	4323
2973	9872	4323
2974	9829	4323
2978	9394	4325
2979	7946	4327
2980	13660	4329
2981	13395	4329
2982	13344	4329
2983	4225	4336
2984	9235	4337
2988	655	4340
2989	3441	4341
2990	3430	4341
2991	9163	4343
2992	12586	4346
2993	13572	4347
2994	13510	4347
2995	13402	4347
2996	13363	4347
2997	6239	4348
2998	5893	4349
2999	13591	4351
3000	13365	4351
3001	13348	4351
3002	13312	4351
3003	9347	4352
3004	899	4354
3005	874	4354
3006	5124	4355
3007	6950	4359
3008	12916	4360
3009	12699	4360
3011	9511	4362
3012	13495	4364
3013	2791	4365
3014	5086	4366
3015	9932	4368
3016	9797	4368
3017	6777	4368
3018	16095	4369
3019	9228	4371
3022	13549	4375
3023	13514	4375
3024	13475	4375
3025	13340	4375
3027	12149	4379
3028	13593	4380
3029	13391	4380
3030	13363	4380
3031	13356	4380
3032	13336	4380
3033	3308	4384
3034	13034	4385
3035	13622	4386
3036	13320	4386
3037	642	4388
3038	5124	4394
3040	14200	4397
3041	9364	4398
3042	7441	4402
3043	6874	4403
3044	6577	4405
3045	4753	4406
3046	1972	4407
3047	5275	4422
3048	5011	4422
3049	4885	4422
3050	5207	4409
3051	16299	4412
3052	13654	4413
3053	13458	4413
3054	2952	4414
3055	16071	4416
3056	3842	4417
3057	12137	4418
3058	10199	4419
3059	12381	4421
3060	9517	4424
3061	4675	4427
3062	4567	4427
3063	4292	4428
3064	11375	4430
3065	11292	4434
3066	100	4437
3067	7760	4440
3068	14309	4441
3069	7427	4442
3072	2166	4446
3073	6388	10436
3074	6295	10431
3075	13360	4448
3076	13326	4448
3077	7866	4450
3078	1981	4451
3079	7001	4452
3080	6789	4452
3081	13967	4454
3082	12043	4456
3083	992	4458
3084	418	4458
3085	2526	4460
3086	13660	4461
3087	13423	4461
3088	13344	4461
3089	7431	4473
3090	1138	4474
3091	12608	4463
3092	8960	4465
3093	15728	4468
3094	7833	4481
3095	2579	4482
3096	7830	4483
3097	1194	4484
3098	4473	4485
3101	15637	4487
3102	1254	4490
3103	11396	4493
3104	7874	4494
3105	9069	4499
3106	9220	4502
3107	776	4503
3109	11285	4505
3110	5919	4507
3111	5918	4507
3112	10214	4513
3113	9300	4514
3116	9871	4516
3117	13039	4519
3118	11264	4520
3119	654	4521
3120	4480	4528
3121	11304	4529
3122	11293	4529
3123	13391	4530
3124	13363	4530
3125	13356	4530
3126	13336	4530
3127	5112	4531
3128	9466	4532
3129	16094	4533
3130	8961	4534
3131	4381	4543
3132	3506	4544
3133	656	4545
3134	3932	4546
3135	9300	4547
3136	13867	4548
3137	2311	4551
3138	9454	4558
3139	12498	4559
3140	12210	4559
3142	2774	4562
3143	9985	4563
3144	2404	4567
3145	12852	4569
3146	7867	4571
3147	6498	4595
3148	6190	4595
3149	6189	4595
3150	14836	4580
3151	13083	4603
3152	13067	4603
3153	9094	4604
3154	6161	4582
3155	5844	4591
3156	6230	4599
3157	12366	4602
3158	13534	4610
3159	13371	4610
3160	5082	4612
3161	13525	4613
3162	13358	4613
3163	13302	4613
3164	9156	4614
3165	9022	4615
3166	13587	4616
3167	13562	4616
3168	13398	4616
3169	13390	4616
3170	13350	4616
3171	13323	4617
3172	6814	4620
3173	4467	4621
3174	13642	4622
3175	13368	4622
3176	12959	4623
3177	16221	4626
3178	16182	4626
3179	15712	4626
3180	9062	4632
3181	982	4633
3182	169	4635
3184	14274	4639
3185	14770	4640
3189	13575	4645
3190	13501	4645
3191	13374	4645
3193	15995	4647
3196	4675	4732
3197	4552	4732
3199	12273	4664
3200	13637	4668
3201	13371	4668
3202	13291	4668
3203	4032	4670
3204	9903	4672
3205	9872	4672
3206	9829	4672
3207	11056	4674
3208	13612	4684
3209	13476	4684
3210	13474	4684
3211	13469	4684
3212	8295	4676
3213	9023	4677
3214	6162	4678
3215	12587	4679
3217	6832	4686
3218	6831	4686
3219	658	4689
3220	653	4689
3221	5687	4690
3222	13608	4691
3223	13607	4691
3224	13602	4691
3225	13572	4691
3226	13510	4691
3227	13363	4691
3228	13656	4692
3229	13456	4692
3230	13394	4692
3231	9395	4693
3232	13538	4729
3233	13398	4729
3234	13390	4729
3235	13294	4729
3236	6053	4696
3237	6659	4697
3238	3418	4730
3239	9240	4706
3240	13516	4709
3241	13376	4709
3242	13359	4709
3243	13352	4709
3244	13314	4709
3245	496	4712
3246	5090	4714
3247	4675	4715
3248	4565	4715
3249	6966	4716
3250	9496	4717
3251	15944	4718
3252	2446	4719
3257	13365	4723
3258	13338	4723
3259	9334	4724
3260	13365	4737
3261	13348	4737
3262	13312	4737
3263	2907	4740
3264	6789	4742
3265	12959	4743
3266	9132	4758
3267	4242	4747
3268	9936	4748
3269	9901	4748
3270	9872	4748
3271	9829	4748
3272	10198	4750
3273	10196	4750
3274	13673	4751
3275	13608	4751
3276	13607	4751
3277	13602	4751
3278	13510	4751
3279	13363	4751
3280	9451	4754
3281	256	4756
3282	4756	4761
3283	9873	4762
3284	9858	4762
3285	14207	4764
3286	5085	4767
3287	2765	4769
3288	12517	4773
3289	5507	4774
3290	12590	4775
3291	6166	4777
3292	9068	4778
3293	9137	4783
3294	5694	4803
3295	804	4786
3296	16223	4788
3297	16182	4788
3298	9071	4808
3299	9134	4790
3300	1308	4792
3301	1305	4792
3302	1294	4792
3303	13358	4793
3304	13308	4793
3305	8095	4795
3306	12537	4798
3307	12212	4798
3308	3442	4801
3309	3333	4801
3310	792	4802
3311	9021	4807
3312	2676	4813
3313	709	4814
3314	6777	4815
3315	3441	4817
3316	204	4819
3317	12468	4820
3318	12188	4820
3319	9368	4823
3320	1973	4842
3321	5110	4827
3322	5688	4832
3323	5491	4832
3324	9900	4833
3325	9872	4833
3326	9829	4833
3327	801	4835
3328	11541	4837
3329	9393	4838
3330	603	4839
3331	9307	4843
3332	16055	4844
3334	15728	4848
3335	1780	4855
3336	903	4859
3337	694	4859
3338	13587	4862
3339	13414	4862
3340	13398	4862
3341	13390	4862
3342	3481	4863
3343	6927	4870
3344	6881	4870
3345	10685	4876
3346	5299	4877
3347	9510	4885
3348	13374	4889
3349	13354	4889
3350	9447	4890
3351	507	4893
3352	3300	4896
3353	553	4899
3354	15959	4907
3355	2546	4915
